Orthogroup	Arabidopsis_thaliana_rna_prot	Brassica_oleracea_rna_prot
OG0006550	NM_001335036.1.p1	XM_013763107.1.p1, XM_013740182.1.p1
OG0006551	NM_001335201.1.p1	XM_013763822.1.p1, XM_013763820.1.p1
OG0006551	NM_126425.4.p1	XM_013751329.1.p1
OG0006552	NM_180657.2.p1, NM_001335225.1.p1, NM_001335223.1.p1	XM_013742152.1.p1, XM_013742153.1.p1
OG0006553	NM_001335230.1.p1, NM_001335228.1.p1, NM_001335229.1.p1, NM_126469.5.p1	XM_013739838.1.p1
OG0006554	NM_127393.2.p1, NM_001335593.1.p1	XM_013771564.1.p1
OG0006554	NM_119824.3.p1	XM_013732652.1.p1
OG0006555	NM_001335599.1.p1	XM_013771657.1.p1
OG0006555	NM_119834.2.p1	XM_013741792.1.p1, XM_013774250.1.p1
OG0006556	NM_001336143.1.p1	XM_013776682.1.p1, XM_013782041.1.p1
OG0006557	NM_001336163.1.p1, NM_179789.4.p1	XM_013775986.1.p1, XM_013778700.1.p1
OG0006558	NM_001336192.1.p1, NM_001336191.1.p1	XM_013759744.1.p1, XM_013775609.1.p1, XM_013775610.1.p1
OG0006559	NM_102823.4.p1	XM_013762546.1.p1, XM_013728817.1.p1
OG0006559	NM_129045.2.p1, NM_001336534.1.p1	XM_013780479.1.p1, XM_013776686.1.p1
OG0006560	NM_001336719.1.p1	XM_013774637.1.p1, XM_013774638.1.p1
OG0006561	NM_180005.4.p1, NM_001336874.1.p1, NM_001336875.1.p1	XM_013766499.1.p1
OG0006562	NM_001340041.1.p1	XM_013781217.1.p1
OG0006562	NM_001337106.1.p1	XM_013781121.1.p1, XM_013781120.1.p1
OG0006563	NM_001337118.1.p1	XR_001268934.1.p1
OG0006563	NM_130087.4.p1	XM_013775967.1.p1
OG0006564	NM_001337254.1.p1, NM_130292.4.p1	XM_013779434.1.p1, XM_013781001.1.p1, XM_013767949.1.p1, XM_013767945.1.p1, XM_013767947.1.p1, XM_013781644.1.p1
OG0006565	NM_001337348.1.p1	XM_013770761.1.p1
OG0006566	NM_111302.2.p1, NM_001337511.1.p1	XM_013767856.1.p1
OG0006566	NM_128884.3.p1	XM_013775924.1.p1
OG0006567	NM_111369.4.p1, NM_001337550.1.p1	XM_013730073.1.p1
OG0006567	NM_202495.2.p1	XM_013757373.1.p1, XM_013757372.1.p1
OG0006568	NM_111453.1.p1, NM_001337610.1.p1	XM_013763128.1.p1
OG0006568	NM_122568.4.p1	XM_013737736.1.p1, XM_013765828.1.p1
OG0006569	NM_111714.4.p1, NM_001337771.1.p1	XM_013731848.1.p1
OG0006570	NM_111921.4.p1, NM_001337897.1.p1	XM_013730269.1.p1
OG0006571	NM_001338033.1.p1, NM_112151.4.p1	XM_013778780.1.p1, XM_013782852.1.p1, XM_013767579.1.p1
OG0006572	NM_112224.4.p1, NM_001338070.1.p1, NM_001338073.1.p1, NM_001338071.1.p1, NM_001338072.1.p1	XM_013728229.1.p1
OG0006572	NM_104387.4.p1	XM_013770669.1.p1
OG0006573	NM_001338170.1.p1, NM_001338171.1.p1, NM_001338172.1.p1, NM_202594.3.p1	XM_013731618.1.p1, XM_013731010.1.p1
OG0006574	NM_112880.3.p1, NM_001338425.1.p1	XM_013781334.1.p1, XM_013781326.1.p1
OG0006575	NM_001338438.1.p1	XM_013755823.1.p1, XM_013758973.1.p1
OG0006576	NM_001338690.1.p1, NM_001338691.1.p1, NM_113364.5.p1	XM_013743852.1.p1
OG0006577	NM_001338787.1.p1, NM_001338788.1.p1, NM_001338786.1.p1	XM_013740311.1.p1
OG0006578	NM_001339058.1.p1	XM_013769066.1.p1, XM_013777425.1.p1, XM_013733663.1.p1, XM_013733891.1.p1, XM_013752428.1.p1, XM_013767176.1.p1, XM_013746103.1.p1, XM_013733440.1.p1
OG0006579	NM_001339089.1.p1	XM_013755901.1.p1
OG0006579	NM_117706.3.p1	XM_013746102.1.p1
OG0006580	NM_001339465.1.p1	XM_013748510.1.p1, XM_013748511.1.p1
OG0006581	NM_129481.2.p1, NM_001339711.1.p1	XM_013744533.1.p1
OG0006582	NM_001339804.1.p1, NM_115519.3.p1	XM_013748669.1.p1, XM_013748670.1.p1
OG0006582	NM_129648.6.p1	XM_013766500.1.p1, XM_013779423.1.p1
OG0006583	NM_001339995.1.p1	XM_013748570.1.p1, XM_013735742.1.p1
OG0006584	NM_001340802.1.p1	XM_013775184.1.p1
OG0006585	NM_001340836.1.p1, NM_001340838.1.p1, NM_117384.5.p1	XM_013781876.1.p1
OG0006586	NM_001341267.1.p1, NM_117931.6.p1	XM_013748778.1.p1, XR_001264053.1.p1, XM_013748777.1.p1, XM_013748782.1.p1, XM_013748781.1.p1, XM_013748774.1.p1, XM_013759596.1.p1
OG0006587	NM_001341467.1.p1	XM_013772950.1.p1, XM_013752614.1.p1
OG0006588	NM_118342.3.p1, NM_001341531.1.p1	XM_013748255.1.p1
OG0006589	NM_118778.5.p1, NM_001341799.1.p1	XM_013742810.1.p1, XM_013749986.1.p1, XM_013749976.1.p1
OG0006590	NM_001341811.1.p1, NM_118789.3.p1, NM_001341812.1.p1	XM_013743264.1.p1
OG0006591	NM_001342114.1.p1, NM_119327.3.p1	XM_013754066.1.p1, XM_013737618.1.p1
OG0006592	NM_119981.4.p1	XM_013739760.1.p1, XM_013739759.1.p1
OG0006592	NM_001342349.1.p1	XM_013741053.1.p1
OG0006593	NM_120123.2.p1, NM_001342546.1.p1	XM_013778558.1.p1
OG0006594	NM_001342963.1.p1	XM_013774447.1.p1
OG0006595	NM_001343263.1.p1, NM_001343264.1.p1, NM_121327.4.p1	XM_013764023.1.p1, XM_013757827.1.p1
OG0006596	NM_121568.3.p1, NM_001343415.1.p1	XM_013760876.1.p1, XM_013772722.1.p1
OG0006597	NM_122637.4.p1, NM_001344014.1.p1	XM_013751271.1.p1, XM_013761234.1.p1
OG0006598	NM_123449.3.p1, NM_001344360.1.p1, NM_001344362.1.p1, NM_001344361.1.p1	XM_013732432.1.p1, XM_013732433.1.p1, XM_013781293.1.p1
OG0006599	NM_001344461.1.p1	XM_013751819.1.p1
OG0006600	NM_114863.2.p1	XM_013729974.1.p1
OG0006600	NM_001344472.1.p1	XM_013779205.1.p1
OG0006601	NM_001344546.1.p1, NM_123812.5.p1	XM_013753592.1.p1, XM_013739977.1.p1
OG0006602	NM_001344644.1.p1, NM_001344643.1.p1, NM_001344641.1.p1	XM_013755365.1.p1, XM_013759399.1.p1
OG0006602	NM_117984.1.p1, NM_117985.2.p1	XM_013741648.1.p1
OG0006603	NM_118647.6.p1	XM_013784022.1.p1
OG0006603	NM_001344930.1.p1, NM_124505.5.p1	XM_013762896.1.p1, XM_013738409.1.p1, XM_013738410.1.p1
OG0006604	NM_001345648.1.p1, NM_121027.4.p1	XM_013760572.1.p1, XM_013774833.1.p1, XM_013750788.1.p1
OG0006605	NM_001345669.1.p1	XM_013758174.1.p1, XM_013768167.1.p1
OG0006606	NM_100187.3.p1, NM_202019.2.p1	XM_013745476.1.p1
OG0006607	NM_100235.4.p1	XM_013744397.1.p1
OG0006608	NM_179817.2.p1, NM_128607.4.p1	XM_013778250.1.p1
OG0006608	NM_179272.2.p1, NM_100557.2.p1	XM_013728073.1.p1, XR_001260189.1.p1
OG0006609	NM_101266.4.p1	XM_013750070.1.p1, XM_013782455.1.p1
OG0006610	NM_106588.1.p1	XM_013763816.1.p1, XM_013735394.1.p1
OG0006610	NM_101504.2.p1	XM_013783577.1.p1, XM_013748415.1.p1
OG0006611	NM_101705.2.p1	XM_013731073.1.p1, XM_013744712.1.p1
OG0006612	NM_101707.4.p1	XM_013753032.1.p1, XM_013731062.1.p1
OG0006613	NM_102280.4.p1	XM_013743625.1.p1
OG0006614	NM_102293.4.p1	XM_013741499.1.p1
OG0006614	NM_148372.2.p1	XM_013744109.1.p1
OG0006615	NM_102427.4.p1	XM_013782999.1.p1, XM_013782998.1.p1
OG0006615	NM_105610.3.p1	XM_013733314.1.p1
OG0006616	NM_102918.3.p1	XM_013728902.1.p1, XM_013782818.1.p1
OG0006617	NM_111170.2.p1	XM_013782086.1.p1
OG0006617	NM_102958.2.p1	XM_013729519.1.p1
OG0006618	NM_116900.5.p1, NM_103559.2.p1	XM_013732369.1.p1
OG0006619	NM_103779.5.p1	XM_013744556.1.p1, XM_013730804.1.p1
OG0006620	NM_104029.4.p1	XM_013734401.1.p1, XM_013767965.1.p1, XM_013734405.1.p1
OG0006621	NM_104131.3.p1	XM_013732533.1.p1, XM_013732532.1.p1
OG0006622	NM_104199.4.p1	XM_013733322.1.p1, XM_013737266.1.p1
OG0006623	NM_104816.3.p1	XM_013756846.1.p1
OG0006624	NM_104858.2.p1	XM_013751399.1.p1, XM_013779475.1.p1, XM_013735359.1.p1
OG0006625	NM_127854.3.p1	XM_013740207.1.p1
OG0006625	NM_104900.3.p1	XM_013747799.1.p1, XM_013747800.1.p1
OG0006626	NM_104919.4.p1	XM_013729982.1.p1
OG0006627	NM_105343.3.p1	XM_013733196.1.p1, XM_013733197.1.p1
OG0006628	NM_105464.3.p1	XM_013737322.1.p1
OG0006629	NM_105636.3.p1	XM_013735479.1.p1, XM_013734912.1.p1
OG0006630	NM_105689.4.p1	XM_013762704.1.p1, XM_013734311.1.p1
OG0006631	NM_105877.3.p1	XM_013736965.1.p1, XM_013736263.1.p1
OG0006632	NM_105958.3.p1	XM_013764486.1.p1
OG0006632	NM_128163.2.p1	XM_013747751.1.p1
OG0006633	NM_106095.2.p1	XM_013732393.1.p1
OG0006634	NM_106343.4.p1	XM_013759491.1.p1
OG0006635	NM_106382.3.p1	XM_013734795.1.p1, XM_013763070.1.p1
OG0006636	NM_111003.5.p1	XM_013730191.1.p1
OG0006637	NM_111120.3.p1, NM_121612.2.p1	XM_013757634.1.p1, XM_013774107.1.p1, XM_013759300.1.p1
OG0006638	NM_111295.4.p1	XM_013773142.1.p1
OG0006639	NM_111376.4.p1	XM_013742886.1.p1
OG0006640	NM_111586.4.p1	XM_013782883.1.p1
OG0006641	NM_111730.6.p1	XM_013731864.1.p1, XM_013774389.1.p1, XM_013774388.1.p1
OG0006642	NM_111854.5.p1	XM_013728458.1.p1
OG0006642	NM_129704.3.p1	XM_013775677.1.p1, XM_013775977.1.p1
OG0006643	NM_202585.3.p1, NM_112347.4.p1	XM_013727892.1.p1, XM_013727890.1.p1, XM_013728671.1.p1, XM_013784359.1.p1, XM_013770390.1.p1
OG0006644	NM_112469.3.p1	XM_013773533.1.p1, XM_013781302.1.p1, XM_013730713.1.p1
OG0006645	NM_112496.3.p1	XM_013754232.1.p1, XM_013731652.1.p1
OG0006646	NM_112502.5.p1	XM_013782715.1.p1
OG0006647	NM_112585.3.p1	XM_013767623.1.p1, XM_013754028.1.p1
OG0006648	NM_112671.5.p1	XM_013774436.1.p1, XM_013753649.1.p1
OG0006649	NM_112874.4.p1	XM_013731694.1.p1
OG0006650	NM_112896.4.p1	XM_013767224.1.p1, XM_013752841.1.p1, XM_013731403.1.p1
OG0006651	NM_113043.3.p1	XM_013776927.1.p1, XM_013731567.1.p1
OG0006652	NM_113155.3.p1	XM_013729805.1.p1, XM_013729720.1.p1
OG0006653	NM_113158.3.p1	XR_001261040.1.p1
OG0006654	NM_113254.3.p1, NM_113256.5.p1	XM_013770863.1.p1, XM_013743389.1.p1
OG0006655	NM_113274.5.p1	XM_013737674.1.p1
OG0006656	NM_117482.4.p1	XM_013781289.1.p1
OG0006656	NM_113283.4.p1	XM_013767711.1.p1
OG0006657	NM_113297.3.p1	XM_013766902.1.p1, XM_013742797.1.p1
OG0006658	NM_117369.3.p1, NM_113431.6.p1	XM_013740961.1.p1
OG0006659	NM_114942.3.p1	XM_013750033.1.p1
OG0006659	NM_126055.4.p1	XM_013743248.1.p1, XM_013757062.1.p1, XM_013765664.1.p1
OG0006660	NM_114961.4.p1	XM_013738708.1.p1, XM_013750249.1.p1
OG0006661	NM_120392.4.p1	XM_013774741.1.p1
OG0006661	NM_115198.4.p1	XM_013758322.1.p1
OG0006662	NM_115244.3.p1	XM_013748005.1.p1
OG0006662	NM_120285.1.p1	XM_013754334.1.p1
OG0006663	NM_115357.4.p1	XM_013734426.1.p1
OG0006663	NM_115358.5.p1	XM_013747173.1.p1, XM_013747174.1.p1
OG0006664	NM_115441.3.p1	XM_013749773.1.p1
OG0006665	NM_115709.1.p1	XM_013746773.1.p1
OG0006666	NM_115723.4.p1	XM_013736710.1.p1, XM_013743282.1.p1, XM_013749791.1.p1
OG0006667	NM_115735.5.p1	XM_013776130.1.p1, XM_013749341.1.p1, XM_013737315.1.p1
OG0006668	NM_180071.7.p1	XM_013781621.1.p1
OG0006668	NM_115842.4.p1	XM_013775522.1.p1, XM_013775523.1.p1
OG0006669	NM_115947.3.p1	XM_013775400.1.p1, XM_013746888.1.p1, XM_013732940.1.p1
OG0006670	NM_130293.4.p1	XM_013773632.1.p1
OG0006670	NM_116096.5.p1	XM_013749448.1.p1
OG0006671	NM_116357.3.p1	XM_013754009.1.p1, XM_013773170.1.p1
OG0006672	NR_141771.1.p1, NM_116435.2.p1	XM_013750699.1.p1
OG0006672	NM_128082.6.p1	XM_013745311.1.p1
OG0006672	NM_119354.3.p1	XM_013742583.1.p1, XM_013750572.1.p1
OG0006673	NM_116533.3.p1	XM_013756916.1.p1
OG0006674	NM_116562.4.p1	XM_013772803.1.p1, XM_013753179.1.p1
OG0006675	NM_118301.7.p1	XM_013767918.1.p1, XM_013742881.1.p1
OG0006675	NM_116724.4.p1	XM_013757266.1.p1
OG0006676	NM_116976.1.p1, NM_128383.4.p1	XM_013778294.1.p1
OG0006677	NM_118074.2.p1	XM_013759495.1.p1, XM_013742066.1.p1
OG0006678	NM_118132.5.p1	XM_013775151.1.p1
OG0006679	NM_118334.5.p1	XM_013767213.1.p1, XM_013767211.1.p1, XM_013745747.1.p1
OG0006680	NM_118408.2.p1	XM_013769390.1.p1, XM_013728960.1.p1, XM_013740191.1.p1
OG0006681	NM_118700.3.p1, NM_118698.4.p1	XM_013744393.1.p1, XM_013744745.1.p1, XM_013744406.1.p1
OG0006682	NM_119058.3.p1	XM_013740717.1.p1, XM_013730710.1.p1
OG0006682	NM_121975.2.p1	XM_013755794.1.p1, XM_013764488.1.p1
OG0006683	NM_202907.2.p1, NM_119065.3.p1	XM_013743475.1.p1, XM_013742788.1.p1
OG0006684	NM_202911.2.p1, NM_119187.4.p1	XM_013753813.1.p1, XM_013784164.1.p1, XM_013770820.1.p1
OG0006685	NM_119190.4.p1	XM_013743131.1.p1, XM_013750967.1.p1
OG0006686	NM_119468.4.p1	XM_013763887.1.p1, XM_013737909.1.p1
OG0006687	NM_119666.4.p1	XM_013742705.1.p1
OG0006688	NM_119999.3.p1	XM_013770380.1.p1
OG0006689	NM_120041.4.p1, NM_179188.2.p1	XM_013743711.1.p1
OG0006690	NM_120153.3.p1	XM_013755282.1.p1, XM_013769995.1.p1
OG0006691	NM_120404.3.p1	XM_013758838.1.p1
OG0006692	NM_120469.7.p1	XM_013750860.1.p1, XM_013758991.1.p1
OG0006693	NM_120606.4.p1	XM_013763142.1.p1, XM_013757875.1.p1
OG0006694	NM_120741.3.p1	XM_013757879.1.p1
OG0006695	NM_180461.1.p1, NM_120899.3.p1	XM_013760079.1.p1, XM_013757539.1.p1, XM_013769940.1.p1
OG0006696	NM_122251.5.p1	XM_013765001.1.p1
OG0006697	NM_121209.6.p1	XM_013756382.1.p1, XM_013765801.1.p1
OG0006698	NM_121384.5.p1	XM_013757655.1.p1, XM_013766569.1.p1
OG0006699	NM_121428.4.p1	XM_013756013.1.p1, XM_013774811.1.p1
OG0006700	NM_121626.4.p1	XM_013764887.1.p1
OG0006701	NM_121677.6.p1	XM_013757175.1.p1
OG0006702	NM_121853.4.p1	XM_013740355.1.p1, XM_013766462.1.p1, XM_013761381.1.p1
OG0006704	NM_122505.4.p1, NM_180747.2.p1	XM_013742921.1.p1
OG0006705	NM_122535.4.p1	XM_013737795.1.p1, XM_013757239.1.p1
OG0006706	NM_122627.6.p1	XM_013763134.1.p1, XM_013757089.1.p1
OG0006707	NM_122852.4.p1	XM_013749483.1.p1
OG0006708	NM_122988.5.p1	XM_013780709.1.p1
OG0006709	NM_123560.4.p1	XM_013775393.1.p1
OG0006710	NM_123660.3.p1	XM_013755292.1.p1, XM_013755293.1.p1
OG0006711	NM_123671.4.p1	XM_013753752.1.p1, XM_013753751.1.p1
OG0006712	NM_123978.2.p1	XM_013738354.1.p1, XM_013764038.1.p1
OG0006713	NM_124025.4.p1	XM_013760644.1.p1
OG0006714	NM_124086.3.p1	XM_013764240.1.p1, XM_013740315.1.p1, XM_013760950.1.p1, XM_013760952.1.p1, XM_013760951.1.p1
OG0006715	NM_124159.3.p1	XM_013754404.1.p1
OG0006716	NM_203189.2.p1, NM_124376.4.p1	XM_013758851.1.p1
OG0006717	NM_125577.5.p1	XM_013774181.1.p1
OG0006717	NM_124482.3.p1	XM_013771971.1.p1
OG0006718	NM_124809.3.p1	XM_013756919.1.p1
OG0006719	NM_125014.5.p1	XM_013770712.1.p1
OG0006720	NM_203216.3.p1, NM_125072.3.p1	XM_013738484.1.p1, XR_001264295.1.p1
OG0006721	NM_203232.2.p1, NM_125247.4.p1	XM_013751536.1.p1
OG0006722	NM_125499.5.p1	XM_013756170.1.p1, XM_013756169.1.p1, XM_013737761.1.p1
OG0006723	NM_125666.3.p1	XM_013766760.1.p1, XM_013751404.1.p1
OG0006724	NM_125892.4.p1	XM_013774934.1.p1
OG0006725	NM_126074.3.p1	XM_013766233.1.p1, XM_013743294.1.p1, XM_013757645.1.p1
OG0006725	NM_127401.3.p1	XM_013771694.1.p1
OG0006726	NM_126147.4.p1	XM_013765701.1.p1, XM_013772848.1.p1
OG0006727	NM_126173.4.p1	XM_013738090.1.p1, XM_013765078.1.p1
OG0006728	NM_126386.3.p1	XM_013763182.1.p1, XM_013740632.1.p1
OG0006729	NM_126615.5.p1	XM_013740729.1.p1
OG0006730	NM_201735.1.p1, NM_127055.4.p1	XM_013757792.1.p1
OG0006731	NM_128019.4.p1	XM_013776476.1.p1
OG0006732	NM_128228.4.p1	XM_013776611.1.p1
OG0006733	NM_128343.3.p1	XM_013776035.1.p1
OG0006734	NM_128349.3.p1	XM_013780710.1.p1, XM_013773963.1.p1
OG0006735	NM_129072.4.p1	XM_013774130.1.p1, XM_013776531.1.p1, XM_013778841.1.p1
OG0006736	NM_129474.3.p1	XM_013774176.1.p1
OG0006737	NM_129580.2.p1	XM_013771888.1.p1, XM_013779813.1.p1
OG0006738	NM_130140.3.p1	XM_013776532.1.p1, XM_013781829.1.p1
OG0006739	NM_130186.5.p1	XM_013759274.1.p1, XM_013778956.1.p1
OG0006740	NM_179726.3.p1	XM_013746743.1.p1, XM_013776291.1.p1
OG0006741	NM_179758.4.p1	XM_013780394.1.p1, XM_013780603.1.p1
OG0006742	NM_180127.2.p1	XM_013781832.1.p1, XM_013781423.1.p1
OG0006743	NM_180500.3.p1	XM_013757589.1.p1
OG0006744	NM_202422.3.p1	XM_013736940.1.p1
OG0006776	NM_117492.2.p1, NM_001035673.2.p1, NM_113271.4.p1	XM_013751298.1.p1, XM_013743484.1.p1
OG0006777	NM_001035737.2.p1	XM_013773318.1.p1
OG0006778	NM_102009.3.p1, NM_001035999.3.p1	XM_013748770.1.p1, XM_013782284.1.p1, XM_013782285.1.p1
OG0006779	NM_001036087.2.p1, NM_202268.3.p1, NM_179457.4.p1	XM_013736368.1.p1
OG0006779	NM_112817.4.p1	XM_013730912.1.p1
OG0006780	NM_001333644.1.p1, NM_001036112.3.p1	XM_013751084.1.p1
OG0006781	NM_001202713.1.p1, NM_001036370.2.p1	XM_013781040.1.p1
OG0006782	NM_118278.3.p1, NM_001036614.1.p1	XM_013756046.1.p1
OG0006783	NM_001036694.2.p1, NM_202933.3.p1, NM_001342157.1.p1	XM_013782218.1.p1, XM_013782226.1.p1
OG0006784	NM_001344041.1.p1, NM_001203484.1.p1, NM_001036878.1.p1, NM_122665.4.p1	XM_013742733.1.p1, XM_013757725.1.p1
OG0006785	NM_125742.6.p1, NM_001037053.2.p1	XM_013753959.1.p1, XM_013766910.1.p1
OG0006785	NM_114718.4.p1	XM_013744650.1.p1
OG0006786	NM_001331673.1.p1, NM_180605.2.p1, NM_001084003.2.p1, NM_001331674.1.p1, NM_128579.4.p1	XM_013775690.1.p1, XM_013775689.1.p1
OG0006787	NM_001084081.2.p1, NM_101573.4.p1	XM_013749957.1.p1, XM_013732177.1.p1
OG0006788	NM_104249.2.p1, NM_001084246.1.p1	XM_013773206.1.p1
OG0006789	NM_001084620.1.p1, NM_111057.4.p1	XM_013765662.1.p1
OG0006790	NM_001338242.1.p1, NM_001338243.1.p1, NM_001338241.1.p1, NM_001084694.2.p1	XM_013728342.1.p1
OG0006791	NM_001084749.1.p1, NM_113690.3.p1	XM_013760247.1.p1, XM_013732857.1.p1
OG0006792	NM_001085205.2.p1	XM_013778184.1.p1
OG0006793	NM_001123813.1.p1, NM_202094.2.p1, NM_101293.5.p1	XM_013782936.1.p1, XM_013745332.1.p1
OG0006794	NM_001124029.2.p1	XM_013766292.1.p1
OG0006794	NM_112183.3.p1	XM_013730979.1.p1
OG0006795	NM_001124057.2.p1	XM_013754318.1.p1
OG0006796	NM_001124971.2.p1, NM_129037.6.p1	XM_013776370.1.p1, XM_013770238.1.p1
OG0006796	NM_102800.4.p1	XM_013782829.1.p1
OG0006797	NM_001125032.1.p1, NM_180035.3.p1	XM_013770675.1.p1
OG0006798	NM_001125327.2.p1	XM_013749459.1.p1
OG0006799	NM_115308.3.p1, NM_001339678.1.p1, NM_001125365.2.p1, NM_001339679.1.p1, NM_001339677.1.p1	XM_013748225.1.p1
OG0006800	NM_001125965.2.p1, NM_118833.4.p1	XM_013761843.1.p1, XM_013742064.1.p1
OG0006801	NM_111973.4.p1, NM_001161135.1.p1	XM_013775312.1.p1, XM_013783628.1.p1, XM_013782464.1.p1
OG0006802	NM_121933.4.p1, NM_001161248.1.p1	XM_013751068.1.p1, XM_013760596.1.p1
OG0006803	NM_125191.4.p1, NM_001161313.1.p1	XM_013751124.1.p1, XM_013762647.1.p1
OG0006804	NM_001334517.1.p1, NM_001198135.1.p1, NM_105876.4.p1	XM_013734781.1.p1
OG0006804	NM_102100.3.p1	XM_013740796.1.p1
OG0006805	NM_001198257.1.p1, NM_103905.4.p1	XM_013735911.1.p1
OG0006806	NM_001331961.1.p1, NM_001331962.1.p1, NM_001331963.1.p1	XM_013746469.1.p1
OG0006806	NM_001198348.2.p1, NM_001333941.1.p1	XM_013750744.1.p1
OG0006807	NM_001198413.2.p1, NM_001334294.1.p1, NM_001334293.1.p1	XM_013732874.1.p1, XM_013734998.1.p1
OG0006808	NM_001198512.1.p1, NM_001334925.1.p1, NM_001198513.2.p1, NM_106632.4.p1	XM_013736366.1.p1
OG0006809	NM_179906.3.p1, NM_001202750.1.p1	XM_013780804.1.p1, XM_013780983.1.p1, XM_013773955.1.p1
OG0006810	NM_001202823.2.p1, NM_001337139.1.p1	XM_013745284.1.p1, XM_013780481.1.p1, XM_013778445.1.p1
OG0006811	NM_001202886.1.p1, NM_001337585.1.p1	XM_013728541.1.p1
OG0006812	NM_111450.5.p1, NM_001202888.1.p1	XM_013728752.1.p1
OG0006813	NM_111759.4.p1, NM_001202916.1.p1, NM_001337810.1.p1	XM_013761143.1.p1
OG0006814	NM_001338099.1.p1, NM_001202958.1.p1	XM_013755218.1.p1
OG0006815	NM_114819.3.p1, NM_001203114.1.p1	XM_013774813.1.p1
OG0006816	NM_001203206.1.p1, NM_001339969.1.p1	XM_013750014.1.p1
OG0006817	NM_001203434.1.p1, NM_122137.4.p1	XM_013757420.1.p1
OG0006818	NM_001203522.1.p1, NM_123626.4.p1	XM_013781429.1.p1
OG0006819	NM_124483.3.p1, NM_001203580.1.p1	XM_013754407.1.p1, XM_013754408.1.p1, XM_013754410.1.p1, XM_013765226.1.p1
OG0006820	NM_113162.3.p1	XM_013728230.1.p1
OG0006820	NM_117565.4.p1, NM_001203802.1.p1	XM_013732418.1.p1, XM_013751682.1.p1, XM_013745255.1.p1
OG0006821	NM_117997.5.p1, NM_001203835.1.p1	XM_013750937.1.p1, XM_013750929.1.p1
OG0006822	NM_001203853.2.p1, NM_118209.3.p1	XM_013731255.1.p1, XM_013742547.1.p1
OG0006823	NM_001203895.1.p1, NM_118588.7.p1	XM_013744487.1.p1, XM_013742364.1.p1, XM_013744024.1.p1
OG0006824	NM_001203916.1.p1, NM_118764.3.p1	XM_013730443.1.p1
OG0006825	NM_001203931.1.p1, NM_119008.4.p1	XM_013739923.1.p1, XM_013781059.1.p1
OG0006826	NM_102883.5.p1	XM_013748577.1.p1
OG0006827	NM_100014.8.p1, NM_001331265.1.p1	XM_013729962.1.p1
OG0006828	NM_001332000.1.p1	XM_013731731.1.p1
OG0006829	NM_117274.3.p1, NM_179033.1.p1	XM_013770235.1.p1, XM_013750680.1.p1, XM_013762645.1.p1, XM_013763747.1.p1
OG0006829	NM_001332036.1.p1, NM_179321.3.p1, NM_101116.6.p1	XM_013749585.1.p1
OG0006830	NM_179356.3.p1, NM_101724.3.p1, NM_001332356.1.p1	XM_013746226.1.p1, XM_013749903.1.p1, XM_013782299.1.p1
OG0006831	NM_001332364.1.p1	XM_013746589.1.p1, XM_013745181.1.p1
OG0006831	NM_001334650.1.p1, NM_106104.3.p1	XM_013734973.1.p1
OG0006832	NM_001332448.1.p1, NM_101907.2.p1, NM_001334975.1.p1, NM_001334974.1.p1, NM_106675.5.p1	XM_013766111.1.p1
OG0006833	NM_102295.6.p1, NM_202178.3.p1, NM_001332652.1.p1	XM_013773085.1.p1, XM_013742479.1.p1, XM_013730707.1.p1
OG0006834	NM_001332690.1.p1, NM_102383.5.p1	XM_013775019.1.p1
OG0006835	NM_001332814.1.p1	XM_013730048.1.p1
OG0006836	NM_102843.7.p1, NM_001332940.1.p1, NM_001332941.1.p1, NM_001332936.1.p1, NM_001332935.1.p1	XM_013728720.1.p1
OG0006837	NM_180674.4.p1	XM_013731537.1.p1
OG0006837	NM_103699.5.p1, NM_001333289.1.p1	XM_013736096.1.p1
OG0006838	NM_001333698.1.p1	XM_013771569.1.p1, XM_013771916.1.p1, XM_013767588.1.p1
OG0006839	NM_001334199.1.p1, NM_105199.3.p1	XM_013760603.1.p1
OG0006840	NM_001334301.1.p1, NM_001334303.1.p1, NM_001334302.1.p1	XM_013736386.1.p1
OG0006841	NM_001334353.1.p1, NM_001334352.1.p1	XM_013734143.1.p1, XM_013737353.1.p1
OG0006842	NM_105760.6.p1, NM_001334482.1.p1	XM_013735003.1.p1
OG0006842	NM_126204.3.p1, NM_001335062.1.p1	XM_013763950.1.p1
OG0006843	NM_001334572.1.p1, NM_105975.5.p1	XM_013758459.1.p1
OG0006844	NM_106197.3.p1, NM_001334689.1.p1	XM_013735499.1.p1
OG0006845	NM_101951.4.p1	XM_013730373.1.p1
OG0006845	NM_001334734.1.p1, NM_001334735.1.p1, NM_001334733.1.p1	XM_013765355.1.p1, XM_013736318.1.p1, XM_013736317.1.p1
OG0006846	NM_106366.2.p1, NM_001334768.1.p1, NM_148662.2.p1, NM_001334767.1.p1	XM_013734250.1.p1, XM_013734249.1.p1, XM_013735488.1.p1
OG0006847	NM_001334935.1.p1	XM_013735975.1.p1
OG0006848	NM_106742.5.p1	XM_013736489.1.p1
OG0006849	NM_001335077.1.p1, NM_126237.3.p1	XM_013760760.1.p1
OG0006850	NM_001335150.1.p1	XM_013738117.1.p1
OG0006851	NM_001335288.1.p1, NM_122950.4.p1, NM_126597.4.p1	XM_013737642.1.p1, XM_013769804.1.p1
OG0006852	NM_119198.5.p1	XM_013742225.1.p1
