Orthogroup	Tribolium_castaneum_rna.fna.transdecoder_cd	Anoplophora_glabripennis_rna.fna.transdecoder_cd
OG0001744	gnl|WGS_AAJJ|TC004800-RA.p1	XM_018723258.1.p1
OG0001745	gnl|WGS_AAJJ|TC013683-RA.p1	XM_018717283.2.p1
OG0001746	gnl|WGS_AAJJ|TC007921-RA.p1	XM_023456276.1.p1
OG0001746	gnl|WGS_AAJJ|TC009926-RA.p1	XM_018709188.1.p1
OG0001747	gnl|WGS_AAJJ|TC003397-RA.p1	XM_018717785.2.p1, XM_018717789.2.p1
OG0001749	gnl|WGS_AAJJ|TC013593-RA.p1	XM_018717635.1.p1
OG0001750	gnl|WGS_AAJJ|TC000793-RA.p1	XM_018707075.1.p1
OG0001751	gnl|WGS_AAJJ|TC000688-RC.p1	XM_018720342.2.p1
OG0001752	gnl|WGS_AAJJ|TC011207-RA.p1	XM_018716343.1.p1
OG0001753	gnl|WGS_AAJJ|TC009375-RA.p1	XM_018712067.1.p1
OG0001754	gnl|WGS_AAJJ|TC005393-RA.p1	XM_018722556.1.p1
OG0001755	gnl|WGS_AAJJ|TC014085-RA.p1	XM_018724726.1.p1
OG0001755	gnl|WGS_AAJJ|TC014743-RA.p1	XM_018713391.1.p1
OG0001756	gnl|WGS_AAJJ|TC015853-RA.p1	XM_018707598.1.p1
OG0001757	gnl|WGS_AAJJ|TC008998-RA.p1	XM_018716311.2.p1
OG0001758	gnl|WGS_AAJJ|TC006711-RA.p1	XM_018713328.1.p1
OG0001758	gnl|WGS_AAJJ|TC015257-RA.p1	XM_018717236.2.p1
OG0001759	gnl|WGS_AAJJ|TC002504-RB.p1	XM_018706138.2.p1
OG0001760	gnl|WGS_AAJJ|TC002462-RA.p1	XM_018714346.1.p1
OG0001761	gnl|WGS_AAJJ|TC033413-RA.p1	XM_018712615.1.p1, XM_018712612.1.p1
OG0001762	gnl|WGS_AAJJ|TC032796-RA.p1	XM_018705315.1.p1
OG0001762	gnl|WGS_AAJJ|TC032795-RA.p1	XM_023457327.1.p2
OG0001763	gnl|WGS_AAJJ|TC003425-RA.p1	XM_018712990.2.p1
OG0001764	gnl|WGS_AAJJ|TC000935-RA.p1	XM_018706120.1.p1
OG0001765	gnl|WGS_AAJJ|TC032631-RA.p1, gnl|WGS_AAJJ|TC003410-RA.p1	XM_018721772.1.p1, XM_018721771.1.p1
OG0001766	gnl|WGS_AAJJ|TC010150-RA.p1	XM_018707550.2.p1
OG0001767	gnl|WGS_AAJJ|TC014708-RA.p1	XM_018718652.2.p1
OG0001768	gnl|WGS_AAJJ|TC013184-RA.p1	XM_018715601.1.p1
OG0001768	gnl|WGS_AAJJ|TC003914-RA.p1	XM_018716031.1.p1
OG0001772	gnl|WGS_AAJJ|TC015301-RA.p1	XM_018716652.2.p1
OG0001773	gnl|WGS_AAJJ|TC013082-RA.p1	XM_018720192.1.p1
OG0001774	gnl|WGS_AAJJ|TC007346-RA.p1	XM_018716646.1.p1
OG0001775	gnl|WGS_AAJJ|TC009438-RA.p1	XM_018719226.1.p1
OG0001776	gnl|WGS_AAJJ|TC010758-RA.p1	XM_018723354.2.p1
OG0001776	gnl|WGS_AAJJ|TC011951-RA.p1	XM_018712613.1.p1
OG0001777	gnl|WGS_AAJJ|TC003351-RA.p1	XM_018722829.2.p1
OG0001778	gnl|WGS_AAJJ|TC010612-RA.p1	XM_018717687.2.p1
OG0001779	gnl|WGS_AAJJ|TC012171-RA.p1	XM_018720399.2.p1
OG0001779	gnl|WGS_AAJJ|TC012170-RA.p1	XM_018720397.1.p1
OG0001780	gnl|WGS_AAJJ|TC013312-RA.p1	XM_018724315.1.p1
OG0001780	gnl|WGS_AAJJ|TC013311-RA.p1	XM_018724318.2.p1
OG0001781	gnl|WGS_AAJJ|TC006148-RA.p1	XM_018713803.1.p1, XM_018709449.1.p1
OG0001782	gnl|WGS_AAJJ|TC014200-RA.p1	XM_018710151.1.p1
OG0001782	gnl|WGS_AAJJ|TC013614-RA.p1	XM_018710148.1.p1
OG0001783	gnl|WGS_AAJJ|TC010453-RA.p1	XM_018705846.1.p1
OG0001784	gnl|WGS_AAJJ|TC005228-RA.p1	XM_018714866.2.p1
OG0001785	gnl|WGS_AAJJ|TC032021-RA.p1	XM_018716082.2.p1
OG0001786	gnl|WGS_AAJJ|TC001601-RA.p1	XM_018720523.1.p1
OG0001787	gnl|WGS_AAJJ|TC033022-RC.p1	XM_018711694.1.p1
OG0001788	gnl|WGS_AAJJ|TC034651-RA.p1, gnl|WGS_AAJJ|TC032772-RA.p1	XM_018724104.1.p1
OG0001789	gnl|WGS_AAJJ|TC000365-RA.p1	XM_018714781.1.p1
OG0001790	gnl|WGS_AAJJ|TC003226-RA.p1	XM_018708025.2.p1
OG0001791	gnl|WGS_AAJJ|TC007672-RB.p1	XM_018716962.1.p1
OG0001792	gnl|WGS_AAJJ|TC015747-RA.p1	XM_018711919.2.p1
OG0001793	gnl|WGS_AAJJ|TC013053-RA.p1	XM_018713652.1.p1
OG0001794	gnl|WGS_AAJJ|TC015857-RA.p1	XM_018721568.1.p1, XM_018706213.2.p1
OG0001795	gnl|WGS_AAJJ|TC000957-RA.p1	XM_018722461.1.p1
OG0001796	gnl|WGS_AAJJ|TC005134-RA.p1	XM_018722872.1.p1
OG0001797	gnl|WGS_AAJJ|TC005616-RA.p1, gnl|WGS_AAJJ|TC005615-RA.p1	XM_018719614.1.p1
OG0001798	gnl|WGS_AAJJ|TC014340-RA.p1	XM_018705859.1.p1
OG0001799	gnl|WGS_AAJJ|TC006616-RA.p1, gnl|WGS_AAJJ|TC011626-RA.p1	XM_018706739.2.p1
OG0001800	gnl|WGS_AAJJ|TC008369-RA.p1	XM_018716104.1.p1, XM_018716105.1.p1
OG0001801	gnl|WGS_AAJJ|TC006162-RA.p1, gnl|WGS_AAJJ|TC006162-RC.p1	XM_018709426.1.p1, XM_018709433.1.p1
OG0001803	gnl|WGS_AAJJ|TC002979-RA.p1	XM_018721915.1.p1
OG0001804	gnl|WGS_AAJJ|TC008172-RA.p1	XM_018724115.1.p1
OG0001805	gnl|WGS_AAJJ|TC000031-RA.p1	XM_018720907.2.p1
OG0001805	gnl|WGS_AAJJ|TC010319-RA.p1	XM_018711391.1.p1
OG0001806	gnl|WGS_AAJJ|TC002674-RA.p1	XM_018709319.2.p1
OG0001808	gnl|WGS_AAJJ|TC006854-RA.p1	XM_018714267.2.p1
OG0001809	gnl|WGS_AAJJ|TC009165-RC.p1	XM_018706648.1.p1
OG0001810	gnl|WGS_AAJJ|TC008474-RA.p1	XM_018709278.2.p1
OG0001811	gnl|WGS_AAJJ|TC013336-RA.p1	XM_018713272.1.p1
OG0001812	gnl|WGS_AAJJ|TC011702-RA.p1	XM_018708865.1.p1
OG0001813	gnl|WGS_AAJJ|TC012639-RB.p1, gnl|WGS_AAJJ|TC012639-RA.p1	XM_018712429.1.p1, XM_018712428.1.p1
OG0001814	gnl|WGS_AAJJ|TC034297-RB.p1	XM_018721613.2.p1
OG0001815	gnl|WGS_AAJJ|TC006219-RB.p1	XM_018708609.2.p1
OG0001816	gnl|WGS_AAJJ|TC008134-RA.p1	XM_018715835.1.p1
OG0001817	gnl|WGS_AAJJ|TC006994-RA.p1	XM_018712329.1.p1
OG0001818	gnl|WGS_AAJJ|TC004014-RA.p1	XM_018724762.1.p1
OG0001819	gnl|WGS_AAJJ|TC033710-RA.p1	XM_023455817.1.p1
OG0001820	gnl|WGS_AAJJ|TC005572-RA.p1	XM_018705743.1.p1
OG0001821	gnl|WGS_AAJJ|TC008515-RA.p1	XM_018709346.1.p1
OG0001822	gnl|WGS_AAJJ|TC002459-RA.p1, gnl|WGS_AAJJ|TC002460-RA.p1	XM_018719162.1.p1
OG0001824	gnl|WGS_AAJJ|TC003009-RA.p1	XM_018720902.1.p1
OG0001824	gnl|WGS_AAJJ|TC003010-RA.p1	XM_018713679.2.p1
OG0001825	gnl|WGS_AAJJ|TC008552-RA.p4	XM_018718793.1.p2
OG0001826	gnl|WGS_AAJJ|TC009842-RA.p1	XM_018716319.1.p1
OG0001827	gnl|WGS_AAJJ|TC008135-RA.p1	XM_023455396.1.p1
OG0001828	gnl|WGS_AAJJ|TC031561-RB.p1	XM_018713542.1.p1
OG0001833	gnl|WGS_AAJJ|TC030625-RA.p1	XM_018713596.2.p1
OG0001834	gnl|WGS_AAJJ|TC014293-RA.p1	XM_018708778.1.p1
OG0001835	gnl|WGS_AAJJ|TC013925-RA.p2	XM_018710807.1.p1
OG0001836	gnl|WGS_AAJJ|TC006549-RA.p1	XM_018710863.2.p1
OG0001837	gnl|WGS_AAJJ|TC012919-RA.p1	XM_018713958.2.p1
OG0001838	gnl|WGS_AAJJ|TC014563-RA.p1	XM_018713657.1.p1
OG0001839	gnl|WGS_AAJJ|TC005780-RA.p1	XM_018721802.1.p1
OG0001840	gnl|WGS_AAJJ|TC014413-RA.p1	XM_018720653.1.p1
OG0001841	gnl|WGS_AAJJ|TC007192-RB.p1	XM_018721315.1.p1
OG0001842	gnl|WGS_AAJJ|TC008059-RA.p1	XM_018714952.1.p1
OG0001843	gnl|WGS_AAJJ|TC015540-RA.p1	XM_018718703.2.p1
OG0001844	gnl|WGS_AAJJ|TC015710-RA.p1	XM_018707239.2.p1
OG0001844	gnl|WGS_AAJJ|TC003817-RA.p1	XM_018715749.1.p1
OG0001845	gnl|WGS_AAJJ|TC003426-RA.p1	XM_018712995.1.p1
OG0001846	gnl|WGS_AAJJ|TC005959-RA.p1	XM_018713568.1.p1, XM_018713571.1.p1
OG0001847	gnl|WGS_AAJJ|TC009127-RB.p1	XM_023455898.1.p1
OG0001848	gnl|WGS_AAJJ|TC010513-RA.p1	XM_018708837.1.p1
OG0001848	gnl|WGS_AAJJ|TC009745-RA.p1	XM_018720455.1.p1
OG0001849	gnl|WGS_AAJJ|TC031042-RA.p1	XM_023455123.1.p1
OG0001851	gnl|WGS_AAJJ|TC014703-RB.p1	XM_018713306.1.p1
OG0001852	gnl|WGS_AAJJ|TC003094-RA.p1	XM_018718771.1.p1
OG0001853	gnl|WGS_AAJJ|TC003158-RA.p1	XM_018724033.1.p1
OG0001854	gnl|WGS_AAJJ|TC014112-RA.p1	XM_018707135.2.p1
OG0001854	gnl|WGS_AAJJ|TC033642-RA.p1	XM_018724456.2.p1
OG0001855	gnl|WGS_AAJJ|TC004723-RA.p1	XM_018722493.2.p1
OG0001856	gnl|WGS_AAJJ|TC030763-RA.p1	XM_018724216.2.p1, XM_018706254.1.p1
OG0001857	gnl|WGS_AAJJ|TC009496-RA.p1	XM_018714908.2.p1
OG0001857	gnl|WGS_AAJJ|TC003829-RA.p1	XM_023454324.1.p1
OG0001858	gnl|WGS_AAJJ|TC005852-RA.p1	XM_018714368.2.p1
OG0001858	gnl|WGS_AAJJ|TC002499-RA.p1	XM_018707793.1.p1
OG0001859	gnl|WGS_AAJJ|TC010420-RB.p1	XM_018719073.1.p1
OG0001860	gnl|WGS_AAJJ|TC003706-RA.p1	XM_018719908.1.p1
OG0001861	gnl|WGS_AAJJ|TC011708-RA.p1	XM_018715597.1.p1
OG0001862	gnl|WGS_AAJJ|TC007250-RB.p1	XM_018717152.2.p1
OG0001863	gnl|WGS_AAJJ|TC002507-RA.p1	XM_018706134.1.p1
OG0001864	gnl|WGS_AAJJ|TC010675-RA.p1	XM_018719477.1.p1
OG0001865	gnl|WGS_AAJJ|TC012903-RA.p1	XM_018715658.1.p1
OG0001866	gnl|WGS_AAJJ|TC030997-RA.p1	XM_018724506.1.p1
OG0001867	gnl|WGS_AAJJ|TC012367-RA.p1	XM_018721528.1.p1
OG0001868	gnl|WGS_AAJJ|TC014081-RA.p1	XM_018717190.1.p1
OG0001869	gnl|WGS_AAJJ|TC011056-RA.p1	XM_018710283.1.p1
OG0001870	gnl|WGS_AAJJ|TC003818-RA.p1	XM_018711433.1.p1
OG0001871	gnl|WGS_AAJJ|TC009573-RA.p1	XM_023455632.1.p1
OG0001872	gnl|WGS_AAJJ|TC014632-RA.p1	XM_018718153.2.p1
OG0001873	gnl|WGS_AAJJ|TC030573-RA.p1	XM_018707282.1.p1, XM_018707283.1.p1
OG0001874	gnl|WGS_AAJJ|TC002072-RA.p1	XM_018718583.1.p1
OG0001875	gnl|WGS_AAJJ|TC003186-RD.p1	XM_018715560.2.p1
OG0001876	gnl|WGS_AAJJ|TC015063-RA.p1	XM_018714446.1.p1, XM_018714444.1.p1
OG0001877	gnl|WGS_AAJJ|TC015170-RA.p1	XM_018709230.1.p1
OG0001878	gnl|WGS_AAJJ|TC013589-RA.p1	XM_018723344.1.p1
OG0001879	gnl|WGS_AAJJ|TC035016-RA.p1	XM_018715908.1.p1
OG0001880	gnl|WGS_AAJJ|TC032383-RA.p1	XM_018715866.1.p1
OG0001881	gnl|WGS_AAJJ|TC002550-RB.p1	XM_018718854.2.p1
OG0001882	gnl|WGS_AAJJ|TC001270-RC.p1	XM_018708688.1.p1
OG0001883	gnl|WGS_AAJJ|TC014624-RA.p1	XM_018718584.1.p1
OG0001885	gnl|WGS_AAJJ|TC007536-RA.p1	XM_018717083.1.p1
OG0001885	gnl|WGS_AAJJ|TC008438-RA.p1	XM_018718296.1.p1
OG0001893	gnl|WGS_AAJJ|TC001574-RA.p1	XM_018708528.1.p1
OG0001894	gnl|WGS_AAJJ|TC010501-RA.p1	XM_018711756.1.p1
OG0001894	gnl|WGS_AAJJ|TC013081-RA.p1	XM_018720194.2.p1
OG0001895	gnl|WGS_AAJJ|TC031743-RA.p1	XM_018713150.2.p1
OG0001896	gnl|WGS_AAJJ|TC004785-RA.p1	XM_018711114.1.p1
OG0001898	gnl|WGS_AAJJ|TC004964-RA.p1	XM_018711343.2.p1, XM_018712446.1.p1
OG0001899	gnl|WGS_AAJJ|TC008221-RA.p1	XM_018709338.2.p1
OG0001900	gnl|WGS_AAJJ|TC006519-RA.p2	XM_018714856.1.p1
OG0001901	gnl|WGS_AAJJ|TC001031-RA.p1	XM_018715927.1.p1
OG0001902	gnl|WGS_AAJJ|TC001392-RA.p1	XM_018716517.2.p1
OG0001903	gnl|WGS_AAJJ|TC001922-RA.p1	XM_018709087.1.p1
OG0001904	gnl|WGS_AAJJ|TC003400-RA.p1	XM_018718677.1.p1
OG0001906	gnl|WGS_AAJJ|TC009066-RA.p1	XM_018719551.1.p1
OG0001907	gnl|WGS_AAJJ|TC004625-RA.p1	XM_018720573.1.p1
OG0001908	gnl|WGS_AAJJ|TC007209-RA.p1	XM_018709630.1.p1
OG0001909	gnl|WGS_AAJJ|TC009822-RA.p1	XM_018710528.2.p1
OG0001910	gnl|WGS_AAJJ|TC007479-RA.p1	XM_018709740.1.p1
OG0001911	gnl|WGS_AAJJ|TC012519-RA.p1, gnl|WGS_AAJJ|TC012520-RA.p1	XM_018708147.2.p1
OG0001911	gnl|WGS_AAJJ|TC011877-RA.p1	XM_018712783.2.p1
OG0001912	gnl|WGS_AAJJ|TC012341-RA.p1	XM_018722643.2.p1
OG0001914	gnl|WGS_AAJJ|TC004803-RA.p1	XM_018720545.1.p1
OG0001915	gnl|WGS_AAJJ|TC032160-RA.p1	XM_018715840.1.p1, XM_018715842.1.p1
OG0001916	gnl|WGS_AAJJ|TC014767-RA.p1	XM_018724770.2.p1
OG0001917	gnl|WGS_AAJJ|TC011159-RA.p1	XM_018724861.2.p1
OG0001918	gnl|WGS_AAJJ|TC013000-RA.p1	XM_023454373.1.p1
OG0001919	gnl|WGS_AAJJ|TC010525-RA.p1	XM_018716596.1.p1
OG0001920	gnl|WGS_AAJJ|TC009072-RB.p1	XM_018717911.2.p1
OG0001921	gnl|WGS_AAJJ|TC007295-RA.p1	XM_023454962.1.p1
OG0001922	gnl|WGS_AAJJ|TC005099-RA.p1	XM_018715126.2.p1
OG0001923	gnl|WGS_AAJJ|TC015033-RA.p1	XM_018718694.2.p1
OG0001923	gnl|WGS_AAJJ|TC006161-RA.p1, gnl|WGS_AAJJ|TC011760-RA.p1	XM_018723625.1.p1
OG0001924	gnl|WGS_AAJJ|TC010440-RA.p1	XM_018715798.1.p1
OG0001924	gnl|WGS_AAJJ|TC004781-RA.p1	XM_018713502.1.p1
OG0001925	gnl|WGS_AAJJ|TC016092-RB.p1	XM_023454747.1.p1
OG0001926	gnl|WGS_AAJJ|TC032626-RB.p1	XM_018714234.1.p1
OG0001927	gnl|WGS_AAJJ|TC011058-RA.p1	XM_018714700.1.p1
OG0001928	gnl|WGS_AAJJ|TC008741-RA.p1	XM_018722617.1.p1
OG0001929	gnl|WGS_AAJJ|TC007191-RA.p1	XM_018721339.2.p1
OG0001930	gnl|WGS_AAJJ|TC015016-RA.p1	XM_023455217.1.p1
OG0001931	gnl|WGS_AAJJ|TC031468-RA.p1	XM_018711232.2.p1
OG0001932	gnl|WGS_AAJJ|TC032146-RA.p1	XM_018709833.1.p1
OG0001933	gnl|WGS_AAJJ|TC004712-RA.p1	XM_018713198.1.p1
OG0001934	gnl|WGS_AAJJ|TC034449-RA.p1	XM_018714537.1.p1
OG0001935	gnl|WGS_AAJJ|TC010139-RA.p1	XM_018710768.2.p1
OG0001936	gnl|WGS_AAJJ|TC006727-RA.p1	XM_018715279.2.p1
OG0001937	gnl|WGS_AAJJ|TC033397-RA.p1, gnl|WGS_AAJJ|TC033397-RB.p1	XM_018716421.2.p1, XM_023456146.1.p1
OG0001938	gnl|WGS_AAJJ|TC013836-RA.p1, gnl|WGS_AAJJ|TC013837-RA.p1	XM_018720067.1.p1
OG0001939	gnl|WGS_AAJJ|TC015746-RA.p1	XM_018711924.1.p1
OG0001939	gnl|WGS_AAJJ|TC031362-RB.p1	XM_018712823.2.p1, XM_018712821.2.p1
OG0001941	gnl|WGS_AAJJ|TC004631-RB.p1	XM_018723274.1.p1
OG0001942	gnl|WGS_AAJJ|TC014297-RA.p1	XM_018720593.2.p1, XM_018720592.2.p1
OG0001943	gnl|WGS_AAJJ|TC015613-RA.p1	XM_023455595.1.p1
OG0001944	gnl|WGS_AAJJ|TC031499-RA.p1, gnl|WGS_AAJJ|TC031499-RB.p1	XM_018723269.2.p1
OG0001945	gnl|WGS_AAJJ|TC002620-RA.p1	XM_018719682.1.p1
OG0001946	gnl|WGS_AAJJ|TC010001-RA.p1	XM_018708920.1.p1, XM_018708925.1.p1
OG0001947	gnl|WGS_AAJJ|TC032792-RA.p1	XM_018709678.2.p1
OG0001948	gnl|WGS_AAJJ|TC032824-RB.p1	XM_018717009.2.p1
OG0001949	gnl|WGS_AAJJ|TC001338-RA.p1	XM_018724715.1.p1
OG0001950	gnl|WGS_AAJJ|TC000403-RA.p1	XM_018714677.1.p1
OG0001951	gnl|WGS_AAJJ|TC015763-RA.p1	XM_023455463.1.p1, XM_018713779.2.p1
OG0001957	gnl|WGS_AAJJ|TC002100-RA.p1	XM_018720178.1.p1
OG0001958	gnl|WGS_AAJJ|TC015096-RA.p1	XM_018706180.2.p1
OG0001959	gnl|WGS_AAJJ|TC015933-RA.p1	XM_018707884.1.p1
OG0001960	gnl|WGS_AAJJ|TC014467-RA.p1	XM_018712393.1.p1
OG0001960	gnl|WGS_AAJJ|TC015342-RA.p1	XM_018717327.1.p1
OG0001961	gnl|WGS_AAJJ|TC007448-RB.p1	XM_018708318.1.p1
OG0001962	gnl|WGS_AAJJ|TC003774-RB.p1, gnl|WGS_AAJJ|TC003774-RC.p1	XM_018715262.2.p1
OG0001963	gnl|WGS_AAJJ|TC011082-RA.p1	XM_018717099.1.p1
OG0001964	gnl|WGS_AAJJ|TC008338-RA.p1	XM_023455054.1.p1
OG0001965	gnl|WGS_AAJJ|TC010974-RB.p1	XM_018718740.1.p1, XM_018718738.1.p1, XM_018718737.1.p1
OG0001966	gnl|WGS_AAJJ|TC014774-RA.p1	XM_018706603.2.p1, XM_018706604.2.p1
OG0001967	gnl|WGS_AAJJ|TC033993-RA.p1	XM_023457308.1.p1
OG0001968	gnl|WGS_AAJJ|TC003654-RA.p1	XM_018708004.1.p1
OG0001969	gnl|WGS_AAJJ|TC010485-RA.p1	XM_018715051.1.p1
OG0001970	gnl|WGS_AAJJ|TC007671-RA.p1	XM_018717228.1.p1
OG0001971	gnl|WGS_AAJJ|TC015826-RA.p1	XM_018712893.1.p1
OG0001972	gnl|WGS_AAJJ|TC005447-RA.p1	XM_018706294.1.p1
OG0001973	gnl|WGS_AAJJ|TC009426-RC.p1	XM_018723825.1.p1
OG0001974	gnl|WGS_AAJJ|TC010864-RA.p1	XM_018713134.2.p1
OG0001975	gnl|WGS_AAJJ|TC011120-RA.p1	XM_018714710.1.p1
OG0001976	gnl|WGS_AAJJ|TC009830-RA.p1	XM_018715410.1.p1
OG0001977	gnl|WGS_AAJJ|TC010012-RA.p1	XM_018712700.2.p1
OG0001978	gnl|WGS_AAJJ|TC001146-RA.p1	XM_018717051.2.p1
OG0001979	gnl|WGS_AAJJ|TC008521-RA.p1	XM_018713256.2.p1
OG0001980	gnl|WGS_AAJJ|TC001635-RA.p1	XM_018715786.1.p1, XM_018708548.2.p1
OG0001981	gnl|WGS_AAJJ|TC013685-RA.p1	XM_018720200.2.p1
OG0001982	gnl|WGS_AAJJ|TC007937-RA.p1	XM_018723939.1.p1
OG0001983	gnl|WGS_AAJJ|TC012168-RB.p1	XM_018720514.2.p1
OG0001983	gnl|WGS_AAJJ|TC012168-RA.p1	XM_018720515.1.p1
OG0001984	gnl|WGS_AAJJ|TC033415-RA.p1	XM_018705427.2.p1
OG0001985	gnl|WGS_AAJJ|TC011477-RB.p1, gnl|WGS_AAJJ|TC033344-RA.p1	XM_023455118.1.p1
OG0001986	gnl|WGS_AAJJ|TC005830-RA.p1	XM_018710849.1.p1
OG0001987	gnl|WGS_AAJJ|TC011805-RA.p1	XM_018722653.1.p1, XM_018711997.1.p1, XM_018712006.2.p1
OG0001988	gnl|WGS_AAJJ|TC001725-RA.p1	XM_018723333.2.p1
OG0001989	gnl|WGS_AAJJ|TC004140-RA.p1	XM_018723370.1.p1
OG0001990	gnl|WGS_AAJJ|TC006551-RB.p1	XM_018710877.2.p1
OG0001991	gnl|WGS_AAJJ|TC030942-RA.p1	XM_018711946.1.p1
OG0001992	gnl|WGS_AAJJ|TC009557-RA.p1	XM_018711926.2.p1
OG0001992	gnl|WGS_AAJJ|TC033093-RA.p1	XM_018723214.2.p1
OG0001993	gnl|WGS_AAJJ|TC032558-RA.p1	XM_018723878.1.p1
OG0001994	gnl|WGS_AAJJ|TC011028-RA.p1	XM_018713904.2.p1
OG0001995	gnl|WGS_AAJJ|TC006739-RA.p1	XM_018711341.2.p1
OG0001996	gnl|WGS_AAJJ|TC009102-RA.p1	XM_023455890.1.p1
OG0001998	gnl|WGS_AAJJ|TC009984-RA.p1	XM_023456507.1.p1
OG0001999	gnl|WGS_AAJJ|TC001600-RA.p1	XM_018723288.1.p1
OG0002000	gnl|WGS_AAJJ|TC003697-RA.p1	XM_018718029.2.p1
OG0002001	gnl|WGS_AAJJ|TC006755-RA.p1	XM_018706298.2.p1
OG0002002	gnl|WGS_AAJJ|TC033274-RA.p1	XM_023455412.1.p1
OG0002003	gnl|WGS_AAJJ|TC004850-RA.p1	XM_018719228.1.p1
OG0002004	gnl|WGS_AAJJ|TC004859-RA.p1	XM_018724705.1.p1
OG0002005	gnl|WGS_AAJJ|TC011918-RA.p1	XM_018721453.2.p1
OG0002006	gnl|WGS_AAJJ|TC013594-RA.p1	XM_018717626.2.p1
OG0002007	gnl|WGS_AAJJ|TC004574-RA.p1	XM_018708734.1.p1
OG0002009	gnl|WGS_AAJJ|TC013629-RB.p1	XM_018710619.1.p1
OG0002010	gnl|WGS_AAJJ|TC015608-RB.p1	XM_023455016.1.p1
OG0002011	gnl|WGS_AAJJ|TC009200-RA.p1	XM_023454735.1.p1
OG0002012	gnl|WGS_AAJJ|TC006236-RA.p1	XM_018714932.1.p1
OG0002013	gnl|WGS_AAJJ|TC002114-RA.p1	XM_018724043.1.p1
OG0002014	gnl|WGS_AAJJ|TC012616-RA.p1	XM_018720031.1.p1
OG0002015	gnl|WGS_AAJJ|TC006024-RA.p1	XM_018715296.1.p1
OG0002016	gnl|WGS_AAJJ|TC012307-RA.p1	XM_018719537.1.p1
OG0002017	gnl|WGS_AAJJ|TC001026-RA.p1	XM_018715929.2.p1
OG0002019	gnl|WGS_AAJJ|TC001877-RA.p1	XM_018710201.1.p1, XM_018710206.1.p1
OG0002020	gnl|WGS_AAJJ|TC014389-RA.p1	XM_018719646.1.p1
OG0002021	gnl|WGS_AAJJ|TC033756-RB.p1	XM_023455524.1.p1
OG0002022	gnl|WGS_AAJJ|TC009890-RA.p1	XM_018715159.1.p1
OG0002023	gnl|WGS_AAJJ|TC002719-RA.p1	XM_018711701.1.p1
OG0002024	gnl|WGS_AAJJ|TC007759-RA.p1	XM_018717746.1.p1
OG0002025	gnl|WGS_AAJJ|TC010099-RA.p1	XM_018713935.2.p1
OG0002026	gnl|WGS_AAJJ|TC009848-RA.p1	XM_023453951.1.p1
OG0002027	gnl|WGS_AAJJ|TC008110-RA.p1	XM_018712709.1.p1
OG0002027	gnl|WGS_AAJJ|TC010267-RA.p1	XM_018716618.2.p1
OG0002031	gnl|WGS_AAJJ|TC009010-RA.p1	XM_018721433.2.p1
OG0002032	gnl|WGS_AAJJ|TC007903-RA.p1	XM_018714858.1.p1
OG0002033	gnl|WGS_AAJJ|TC004794-RA.p1	XM_018711246.1.p1
OG0002034	gnl|WGS_AAJJ|TC010479-RA.p1	XM_018708589.1.p1
OG0002037	gnl|WGS_AAJJ|TC030679-RA.p1	XM_018707375.1.p1
OG0002038	gnl|WGS_AAJJ|TC006239-RA.p1	XM_018721019.1.p1
OG0002039	gnl|WGS_AAJJ|TC014494-RA.p1	XM_018721728.2.p1
OG0002040	gnl|WGS_AAJJ|TC010367-RA.p1	XM_018713682.1.p1
OG0002041	gnl|WGS_AAJJ|TC014574-RA.p1	XM_018713641.2.p1
OG0002042	gnl|WGS_AAJJ|TC009596-RA.p1	XM_018707338.1.p1
OG0002043	gnl|WGS_AAJJ|TC013370-RA.p1	XM_018707114.1.p1
OG0002043	gnl|WGS_AAJJ|TC014791-RA.p1	XM_018710868.1.p1
OG0002044	gnl|WGS_AAJJ|TC011076-RA.p1	XM_018720106.1.p1
OG0002045	gnl|WGS_AAJJ|TC000620-RA.p1	XM_018723729.2.p1, XM_018723728.1.p1
OG0002046	gnl|WGS_AAJJ|TC034998-RA.p1	XM_018713488.2.p1
OG0002047	gnl|WGS_AAJJ|TC031473-RA.p1	XM_018717783.1.p1
OG0002048	gnl|WGS_AAJJ|TC004295-RB.p1	XM_018710145.1.p1
OG0002049	gnl|WGS_AAJJ|TC005593-RA.p1, gnl|WGS_AAJJ|TC001751-RA.p1	XM_018723381.2.p1, XM_023457297.1.p1
OG0002050	gnl|WGS_AAJJ|TC002602-RA.p1	XM_018712285.2.p1
OG0002051	gnl|WGS_AAJJ|TC004357-RA.p1	XM_018708746.1.p1
OG0002052	gnl|WGS_AAJJ|TC033770-RA.p1	XM_018716462.1.p1
OG0002053	gnl|WGS_AAJJ|TC000792-RA.p1	XM_018724803.1.p1
OG0002054	gnl|WGS_AAJJ|TC004855-RA.p1	XM_018724686.1.p1
OG0002055	gnl|WGS_AAJJ|TC011156-RA.p1	XM_018724857.1.p1
OG0002056	gnl|WGS_AAJJ|TC004983-RA.p1, gnl|WGS_AAJJ|TC008701-RA.p1	XM_023457350.1.p1
OG0002056	gnl|WGS_AAJJ|TC033183-RA.p1	XM_023457349.1.p1
OG0002057	gnl|WGS_AAJJ|TC007436-RA.p1	XM_018719841.2.p1
OG0002058	gnl|WGS_AAJJ|TC003500-RA.p1	XM_018720437.2.p1
OG0002059	gnl|WGS_AAJJ|TC002668-RA.p1	XM_018715269.1.p1
