Orthogroup	Sclerotinia_sclerotiorum	Botrytis_cinerea
OG0004778	XM_001584623.1.p1	XM_024695796.1.p1, XM_024695795.1.p1
OG0004779	XM_001592613.1.p1, XM_001592709.1.p1, XM_001595454.1.p1	XM_024695799.1.p1, XM_024695800.1.p1
OG0004780	XM_001592592.1.p1	XM_024695806.1.p1
OG0004781	XM_001596990.1.p1	XM_024695827.1.p1
OG0004782	XM_001596988.1.p1	XM_024695829.1.p1
OG0004783	XM_001592498.1.p1	XM_024695858.1.p1
OG0004784	XM_001597323.1.p1	XM_024695878.1.p1, XM_024695879.1.p1
OG0004785	XM_001597322.1.p1	XM_024695880.1.p1
OG0004786	XM_001597319.1.p1	XM_024695883.1.p1, XM_024695884.1.p1
OG0004787	XM_001592185.1.p1	XM_024695899.1.p1
OG0004788	XM_001592210.1.p1	XM_024695911.1.p1
OG0004789	XM_001592550.1.p1	XM_024695945.1.p1
OG0004790	XM_001592318.1.p1	XM_024695975.1.p1, XM_024695976.1.p1
OG0004791	XM_001592337.1.p1	XM_024695989.1.p1, XM_024695990.1.p1
OG0004792	XM_001592387.1.p1	XM_024696006.1.p1
OG0004794	XM_001592443.1.p1	XM_024696028.1.p1
OG0004795	XM_001592448.1.p1	XM_024696029.1.p1
OG0004796	XM_001592475.1.p1	XM_024696040.1.p1
OG0004797	XM_001596945.1.p1	XM_024696053.1.p1
OG0004798	XM_001589140.1.p1	XM_024696064.1.p1
OG0004799	XM_001597039.1.p1	XM_024696087.1.p1
OG0004800	XM_001596916.1.p1	XM_024696091.1.p1
OG0004801	XM_001596926.1.p1	XM_024696094.1.p1
OG0004802	XM_001596929.1.p1	XM_024696096.1.p1
OG0004803	XM_001596887.1.p1	XM_024696110.1.p1
OG0004804	XM_001596853.1.p1	XM_024696129.1.p1, XM_024696130.1.p1
OG0004805	XM_001595526.1.p1	XM_024696180.1.p1, XM_024696179.1.p1
OG0004806	XM_001590403.1.p1	XM_024696196.1.p1
OG0004807	XM_001590483.1.p1	XM_024696238.1.p1, XM_024696237.1.p1
OG0004808	XM_001590546.1.p1	XM_024696280.1.p1, XM_024696279.1.p1
OG0004809	XM_001590629.1.p1	XM_024696298.1.p1
OG0004810	XM_001590650.1.p1	XM_024696317.1.p1, XM_024696316.1.p1
OG0004812	XM_001590689.1.p1	XM_024696340.1.p1
OG0004814	XM_001590806.1.p1	XM_024696368.1.p1, XM_024696367.1.p1
OG0004815	XM_001590828.1.p1	XM_024696375.1.p1, XM_024696376.1.p1
OG0004816	XM_001590749.1.p1	XM_024696386.1.p1
OG0004817	XM_001590583.1.p1	XM_024696398.1.p1, XM_024696397.1.p1
OG0004818	XM_001590608.1.p1	XM_024696408.1.p1
OG0004820	XM_001590698.1.p1	XM_024696410.1.p1
OG0004821	XM_001590709.1.p1	XM_024696415.1.p1
OG0004822	XM_001590727.1.p1	XM_024696429.1.p1
OG0004824	XM_001585214.1.p1	XM_024696441.1.p1
OG0004826	XM_001590786.1.p1	XM_024696482.1.p1, XM_024696481.1.p1
OG0004827	XM_001585194.1.p1	XM_024696500.1.p1
OG0004828	XM_001585180.1.p1	XM_024696535.1.p1
OG0004829	XM_001585178.1.p1, XM_001585177.1.p1	XM_024696536.1.p1
OG0004830	XM_001585160.1.p1	XM_024696539.1.p1
OG0004831	XM_001585167.1.p1	XM_024696549.1.p1
OG0004832	XM_001585132.1.p1	XM_024696560.1.p1
OG0004833	XM_001585260.1.p1	XM_024696578.1.p1
OG0004834	XM_001585238.1.p1	XM_024696589.1.p1, XM_024696588.1.p1
OG0004835	XM_001585373.1.p1	XM_024696624.1.p1, XM_024696623.1.p1
OG0004836	XM_001595998.1.p1	XM_024696641.1.p1
OG0004838	XM_001595964.1.p1	XM_024696670.1.p1
OG0004839	XM_001595932.1.p1	XM_024696688.1.p1
OG0004840	XM_001595908.1.p1	XM_024696702.1.p1
OG0004841	XM_001596119.1.p1	XM_024696740.1.p1
OG0004842	XM_001589785.1.p1	XM_024696763.1.p1, XM_024696764.1.p1
OG0004843	XM_001589789.1.p1	XM_024696766.1.p1, XM_024696765.1.p1
OG0004844	XM_001589774.1.p1	XM_024696770.1.p1
OG0004847	XM_001589744.1.p1	XM_024696781.1.p1
OG0004848	XM_001596201.1.p1	XM_024696809.1.p1
OG0004849	XM_001596180.1.p1	XM_024696815.1.p1
OG0004850	XM_001589809.1.p1	XM_024696823.1.p1
OG0004851	XM_001589812.1.p1	XM_024696824.1.p1
OG0004852	XM_001589833.1.p1	XM_024696831.1.p1
OG0004853	XM_001585615.1.p1	XM_024696837.1.p1, XM_024696836.1.p1
OG0004854	XM_001585609.1.p1	XM_024696838.1.p1
OG0004855	XM_001591283.1.p1, XM_001585579.1.p1	XM_024696846.1.p1
OG0004856	XM_001585572.1.p1	XM_024696855.1.p1
OG0004856	XM_001595853.1.p1	XM_024697762.1.p1
OG0004857	XM_001585569.1.p1	XM_024696856.1.p1
OG0004858	XM_001585557.1.p1	XM_024696861.1.p1
OG0004859	XM_001585549.1.p1	XM_024696866.1.p1
OG0004860	XM_001598912.1.p1	XM_024696924.1.p1
OG0004861	XM_001598905.1.p1	XM_024696927.1.p1
OG0004862	XM_001598878.1.p1	XM_024696942.1.p1, XM_024696941.1.p1
OG0004863	XM_001588562.1.p1	XM_024696983.1.p1
OG0004864	XM_001588551.1.p1	XM_024696988.1.p1
OG0004865	XM_001588533.1.p1	XM_024696998.1.p1
OG0004866	XM_001598755.1.p1	XM_024697039.1.p1
OG0004867	XM_001588679.1.p1	XM_024697048.1.p1, XM_024697047.1.p1
OG0004868	XM_001588662.1.p1	XM_024697059.1.p1
OG0004870	XM_001588600.1.p1	XM_024697085.1.p1, XM_024697086.1.p1
OG0004871	XM_001598794.1.p1	XM_024697127.1.p1, XM_024697126.1.p1
OG0004872	XM_001588813.1.p1	XM_024697168.1.p1
OG0004873	XM_001588796.1.p1	XM_024697182.1.p1
OG0004876	XM_001588744.1.p1	XM_024697220.1.p1
OG0004877	XM_001588736.1.p1	XM_024697222.1.p1
OG0004878	XM_001588704.1.p1	XM_024697241.1.p1
OG0004879	XM_001588898.1.p1	XM_024697258.1.p1
OG0004880	XM_001584692.1.p1	XM_024697287.1.p1
OG0004881	XM_001584636.1.p1	XM_024697307.1.p1, XM_024697306.1.p1
OG0004882	XM_001584638.1.p1	XM_024697308.1.p1
OG0004883	XM_001590739.1.p1	XM_024697314.1.p1
OG0004884	XM_001591302.1.p1	XM_024697350.1.p1
OG0004886	XM_001591298.1.p1	XM_024697358.1.p1, XM_024697359.1.p1
OG0004887	XM_001591238.1.p1	XM_024697385.1.p1
OG0004888	XM_001591191.1.p1	XM_024697407.1.p1
OG0004890	XM_001591064.1.p1	XM_024697424.1.p1
OG0004891	XM_001591068.1.p1	XM_024697427.1.p1
OG0004892	XM_001591075.1.p1	XM_024697429.1.p1, XM_024697428.1.p1
OG0004894	XM_001591103.1.p1	XM_024697450.1.p1
OG0004895	XM_001591143.1.p1	XM_024697477.1.p1
OG0004896	XM_001591165.1.p1	XM_024697482.1.p1
OG0004897	XM_001591033.1.p1	XM_024697503.1.p1
OG0004898	XM_001591006.1.p1	XM_024697523.1.p1, XM_024697524.1.p1
OG0004899	XM_001590925.1.p1	XM_024697565.1.p1
OG0004900	XM_001590914.1.p1	XM_024697566.1.p1
OG0004901	XM_001590912.1.p1	XM_024697567.1.p1
OG0004902	XM_001585063.1.p1	XM_024697619.1.p1, XM_024697618.1.p1
OG0004903	XM_001585051.1.p1	XM_024697626.1.p1
OG0004904	XM_001585043.1.p1	XM_024697631.1.p1, XM_024697632.1.p1
OG0004905	XM_001584989.1.p1	XM_024697661.1.p1
OG0004906	XM_001584538.1.p1	XM_024697720.1.p1, XM_024697721.1.p1
OG0004907	XM_001595872.1.p1	XM_024697785.1.p1, XM_024697786.1.p1
OG0004908	XM_001596003.1.p1	XM_024697832.1.p1
OG0004909	XM_001585320.1.p1	XM_024697841.1.p1
OG0004910	XM_001585291.1.p1	XM_024697866.1.p1
OG0004911	XM_001585279.1.p1	XM_024697870.1.p1
OG0004912	XM_001589875.1.p1	XM_024697900.1.p1
OG0004913	XM_001589876.1.p1	XM_024697901.1.p1, XM_024697902.1.p1
OG0004914	XM_001593259.1.p1	XM_024697904.1.p1
OG0004915	XM_001589887.1.p1	XM_024697915.1.p1
OG0004916	XM_001589929.1.p1	XM_024697947.1.p1
OG0004917	XM_001589943.1.p1	XM_024697968.1.p1, XM_024697966.1.p1, XM_024697967.1.p1, XM_024697969.1.p1
OG0004918	XM_001590049.1.p1	XM_024698016.1.p1
OG0004919	XM_001590033.1.p1	XM_024698027.1.p1
OG0004920	XM_001589981.1.p1	XM_024698090.1.p1
OG0004921	XM_001593212.1.p1	XM_024698098.1.p1, XM_024698100.1.p1, XM_024698101.1.p1, XM_024698099.1.p1
OG0004924	XM_001590277.1.p1	XM_024698152.1.p1, XM_024698151.1.p1
OG0004925	XM_001590274.1.p1	XM_024698163.1.p1, XM_024698164.1.p1
OG0004926	XM_001590243.1.p1	XM_024698173.1.p1
OG0004928	XM_001590234.1.p1	XM_024698189.1.p1
OG0004929	XM_001590212.1.p1	XM_024698193.1.p1
OG0004930	XM_001590167.1.p1	XM_024698208.1.p1
OG0004931	XM_001590176.1.p1	XM_024698216.1.p1, XM_024698219.1.p1, XM_024698218.1.p1, XM_024698217.1.p1
OG0004932	XM_001590202.1.p1	XM_024698243.1.p1
OG0004933	XM_001597989.1.p1	XM_024698285.1.p1
OG0005123	XM_001589779.1.p1	XM_001545024.2.p1
OG0005124	XM_001590015.1.p1	XM_001545043.2.p1
OG0005126	XM_001593350.1.p1	XM_001545105.2.p1
OG0005127	XM_001598222.1.p1	XM_001545108.2.p1
OG0005129	XM_001595680.1.p1	XM_001545153.2.p1
OG0005130	XM_001587730.1.p1	XM_001545193.2.p1
OG0005131	XM_001589862.1.p1	XM_001545213.2.p1
OG0005133	XM_001593252.1.p1	XM_001545330.2.p1
OG0005136	XM_001593783.1.p1	XM_001545443.2.p1
OG0005138	XM_001584971.1.p1	XM_001545464.2.p1
OG0005139	XM_001587012.1.p1	XM_001545471.2.p1
OG0005140	XM_001591054.1.p1	XM_001545497.2.p1
OG0005141	XM_001591051.1.p1	XM_001545500.2.p1
OG0005142	XM_001591050.1.p1	XM_001545501.2.p1
OG0005143	XM_001589471.1.p1	XM_001545564.2.p1
OG0005144	XM_001589838.1.p1	XM_001545590.2.p1
OG0005145	XM_001584545.1.p1	XM_001545627.2.p1
OG0005146	XM_001585438.1.p1	XM_001545640.2.p1
OG0005147	XM_001585436.1.p1	XM_001545643.2.p1
OG0005148	XM_001587514.1.p1	XM_001545664.2.p1
OG0005149	XM_001587516.1.p1	XM_001545666.2.p1
OG0005150	XM_001587523.1.p1	XM_001545668.2.p1, XM_024694749.1.p1, XM_024693914.1.p1
OG0005151	XM_001587522.1.p1	XM_001545669.2.p1
OG0005152	XM_001589232.1.p1	XM_001545697.2.p1
OG0005153	XM_001591293.1.p1	XM_001545734.2.p1
OG0005154	XM_001591294.1.p1	XM_001545735.2.p1
OG0005155	XM_001593321.1.p1	XM_001545744.2.p1
OG0005156	XM_001584701.1.p1	XM_001545761.2.p1
OG0005157	XM_001593430.1.p1	XM_001545787.2.p1
OG0005158	XM_001589261.1.p1	XM_001545800.2.p1
OG0005159	XM_001586036.1.p1	XM_001545829.2.p1
OG0005160	XM_001592626.1.p1	XM_001545848.2.p1
OG0005161	XM_001594407.1.p1	XM_001545900.2.p1
OG0005162	XM_001594410.1.p1	XM_001545901.2.p1
OG0005163	XM_001594414.1.p1	XM_001545904.2.p1
OG0005164	XM_001591849.1.p1	XM_001545919.2.p1
OG0005165	XM_001597882.1.p1	XM_001545935.2.p1
OG0005166	XM_001595627.1.p1	XM_001545974.2.p1
OG0005167	XM_001595629.1.p1	XM_001545976.2.p1
OG0005168	XM_001585386.1.p1	XM_001546007.2.p1
OG0005169	XM_001585377.1.p1	XM_001546020.2.p1
OG0005170	XM_001585374.1.p1	XM_001546023.2.p1
OG0005171	XM_001586523.1.p1	XM_001546056.2.p1
OG0005172	XM_001586255.1.p1	XM_001546064.2.p1
OG0005173	XM_001588529.1.p1	XM_001546094.2.p1
OG0005174	XM_001595360.1.p1	XM_001546102.2.p1, XM_001548687.2.p1, XM_001548674.2.p1
OG0005176	XM_001588888.1.p1	XM_001546115.2.p1
OG0005177	XM_001584511.1.p1	XM_001546168.2.p1
OG0005178	XM_001591825.1.p1	XM_001546222.2.p1
OG0005179	XM_001592974.1.p1	XM_001546244.2.p1
OG0005180	XM_001592986.1.p1	XM_001546251.2.p1
OG0005181	XM_001592987.1.p1	XM_001546252.2.p1
OG0005182	XM_001592988.1.p1	XM_001546253.2.p1
OG0005183	XM_001586799.1.p1	XM_001546274.2.p1
OG0005184	XM_001586800.1.p1	XM_001546275.2.p1
OG0005185	XM_001586817.1.p1	XM_001546284.2.p1
OG0005186	XM_001594123.1.p1	XM_001546323.2.p1
OG0005187	XM_001594140.1.p1	XM_001546380.2.p1
OG0005188	XM_001585786.1.p1	XM_001546434.2.p1
OG0005189	XM_001588710.1.p1	XM_001546483.2.p1
OG0005190	XM_001588864.1.p1	XM_001546502.2.p1
OG0005191	XM_001587741.1.p1	XM_001546519.2.p1
OG0005192	XM_001587749.1.p1	XM_001546534.2.p1
OG0005193	XM_001590726.1.p1	XM_001546543.2.p1
OG0005194	XM_001596901.1.p1	XM_001546572.2.p1
OG0005195	XM_001593464.1.p1	XM_001546614.2.p1
OG0005196	XM_001593448.1.p1	XM_001546625.2.p1
OG0005197	XM_001587856.1.p1	XM_001546695.2.p1
OG0005198	XM_001596767.1.p1	XM_001546722.2.p1
OG0005199	XM_001591604.1.p1	XM_001546767.2.p1
OG0005200	XM_001591589.1.p1	XM_001546774.2.p1
OG0005201	XM_001591578.1.p1	XM_001546785.2.p1
OG0005202	XM_001590344.1.p1	XM_001546804.2.p1
OG0005203	XM_001596027.1.p1	XM_001546832.2.p1
OG0005204	XM_001596016.1.p1	XM_001546845.2.p1
OG0005206	XM_001592617.1.p1	XM_001546888.2.p1
OG0005207	XM_001595682.1.p1	XM_001546901.2.p1
OG0005208	XM_001595657.1.p1	XM_001546928.2.p1
OG0005209	XM_001592131.1.p1	XM_001546945.2.p1
OG0005211	XM_001585568.1.p1	XM_001546991.2.p1
OG0005212	XM_001585563.1.p1	XM_001546995.2.p1
OG0005213	XM_001597503.1.p1	XM_001547034.2.p1
OG0005214	XM_001597502.1.p1	XM_001547035.2.p1
OG0005215	XM_001585758.1.p1	XM_001547048.2.p1
OG0005216	XM_001585769.1.p1	XM_001547060.2.p1
OG0005217	XM_001585771.1.p1	XM_001547063.2.p1
OG0005218	XM_001586349.1.p1	XM_001547081.2.p1
OG0005219	XM_001586351.1.p1	XM_001547082.2.p1
OG0005220	XM_001586354.1.p1	XM_001547087.2.p1
OG0005221	XM_001596491.1.p1	XM_001547108.2.p1
OG0005222	XM_001596481.1.p1	XM_001547115.2.p1
OG0005223	XM_001584929.1.p1	XM_001547151.2.p1
OG0005224	XM_001584941.1.p1	XM_001547161.2.p1
OG0005225	XM_001585914.1.p1	XM_001547180.2.p1
OG0005227	XM_001594482.1.p1	XM_001547234.2.p1
OG0005228	XM_001589767.1.p1	XM_001547259.2.p1
OG0005229	XM_001589783.1.p1	XM_001547287.2.p1
OG0005230	XM_001587051.1.p1	XM_024693209.1.p1, XM_001552542.2.p1, XM_001547300.2.p1
OG0005231	XM_001596722.1.p1	XM_001547304.2.p1
OG0005232	XM_001586932.1.p1	XM_001547347.2.p1
OG0005233	XM_001586933.1.p1	XM_001547348.2.p1
OG0005234	XM_001591153.1.p1	XM_001547364.2.p1
OG0005235	XM_001591169.1.p1	XM_001547377.2.p1
OG0005236	XM_001591170.1.p1	XM_001547378.2.p1
OG0005237	XM_001591174.1.p1	XM_001547380.2.p1
OG0005238	XM_001591172.1.p1	XM_001547384.2.p1
OG0005239	XM_001591175.1.p1	XM_001547386.2.p1
OG0005241	XM_001591045.1.p1	XM_001547393.2.p1
OG0005242	XM_001585925.1.p1	XM_001547407.2.p1
OG0005243	XM_001585953.1.p1	XM_001547420.2.p1
OG0005244	XM_001585942.1.p1	XM_001547426.2.p1
OG0005245	XM_001585945.1.p1	XM_001547433.2.p1
OG0005246	XM_001585427.1.p1	XM_001547441.2.p1
OG0005247	XM_001585423.1.p1	XM_001547445.2.p1
OG0005248	XM_001595396.1.p1	XM_001547477.2.p1
OG0005249	XM_001598911.1.p1	XM_001547512.2.p1
OG0005250	XM_001598914.1.p1	XM_001547515.2.p1
OG0005251	XM_001598933.1.p1	XM_001547536.2.p1
OG0005252	XM_001586749.1.p1	XM_001547542.2.p1
OG0005253	XM_001586751.1.p1	XM_001547543.2.p1
OG0005254	XM_001586754.1.p1	XM_001547548.2.p1
OG0005255	XM_001586757.1.p1	XM_001547551.2.p1
OG0005256	XM_001586759.1.p1	XM_001547553.2.p1
OG0005257	XM_001597484.1.p1	XM_001547605.2.p1
OG0005258	XM_001597486.1.p1	XM_001547607.2.p1
OG0005259	XM_001585251.1.p1	XM_001547638.2.p1
OG0005260	XM_001585234.1.p1	XM_001547663.2.p1
OG0005261	XM_001589104.1.p1	XM_001547673.2.p1
OG0005262	XM_001589109.1.p1	XM_001547679.2.p1
OG0005263	XM_001590278.1.p1	XM_001547727.2.p1
OG0005264	XM_001590296.1.p1	XM_024690398.1.p1, XM_001547744.2.p1
OG0005266	XM_001590298.1.p1	XM_001547746.2.p1
OG0005267	XM_001593503.1.p1	XM_001547784.2.p1
OG0005268	XM_001593502.1.p1	XM_001547785.2.p1
OG0005269	XM_001593490.1.p1	XM_001547799.2.p1
OG0005272	XM_001588728.1.p1	XM_001547833.2.p1
OG0005273	XM_001588720.1.p1	XM_001547841.2.p1
OG0005274	XM_001588713.1.p1	XM_001547848.2.p1
OG0005275	XM_001598891.1.p1	XM_001547859.2.p1
OG0005276	XM_001591079.1.p1	XM_001547911.2.p1
OG0005278	XM_001586869.1.p1	XM_001547945.2.p1
OG0005279	XM_001586871.1.p1	XM_001547947.2.p1
OG0005280	XM_001586897.1.p1	XM_001547979.2.p1
OG0005281	XM_001591475.1.p1	XM_001547988.2.p1
OG0005283	XM_001591459.1.p1	XM_001548003.2.p1
OG0005284	XM_001591452.1.p1	XM_001548004.2.p1
OG0005285	XM_001591453.1.p1	XM_001548005.2.p1
OG0005286	XM_001591457.1.p1	XM_001548010.2.p1
OG0005287	XM_001591458.1.p1	XM_001548011.2.p1
OG0005288	XM_001591442.1.p1	XM_001548022.2.p1
OG0005289	XM_001587237.1.p1	XM_001548048.2.p1
OG0005290	XM_001590384.1.p1	XM_001548093.2.p1
OG0005291	XM_001585585.1.p1	XM_001548131.2.p1
OG0005292	XM_001585591.1.p1	XM_001548137.2.p1
OG0005293	XM_001585610.1.p1	XM_001548152.2.p1
OG0005294	XM_001585611.1.p1	XM_001548153.2.p1
OG0005295	XM_001592811.1.p1	XM_001548170.2.p1
OG0005296	XM_001592825.1.p1	XM_001548181.2.p1
OG0005297	XM_001592834.1.p1	XM_001548194.2.p1
OG0005298	XM_001592846.1.p1	XM_001548216.2.p1
OG0005299	XM_001596855.1.p1	XM_001548265.2.p1
OG0005301	XM_001596870.1.p1	XM_001548279.2.p1
OG0005302	XM_001594512.1.p1	XM_001550568.2.p1, XM_024697357.1.p1, XM_001548324.2.p1
OG0005303	XM_001594509.1.p1	XM_001548327.2.p1
OG0005304	XM_001586964.1.p1	XM_001548348.2.p1
OG0005305	XM_001586985.1.p1	XM_001548376.2.p1
OG0005306	XM_001587000.1.p1	XM_001548385.2.p1
OG0005307	XM_001586997.1.p1	XM_001548392.2.p1
OG0005308	XM_001586995.1.p1	XM_001548395.2.p1
OG0005309	XM_001586994.1.p1	XM_001548396.2.p1
OG0005310	XM_001585020.1.p1	XM_001548440.2.p1
OG0005311	XM_001585027.1.p1	XM_001548448.2.p1
OG0005312	XM_001594170.1.p1	XM_001548468.2.p1
OG0005313	XM_001594230.1.p1	XM_001548483.2.p1
OG0005314	XM_001586053.1.p1	XM_001548492.2.p1
OG0005315	XM_001586042.1.p1	XM_001548501.2.p1
OG0005317	XM_001593779.1.p1	XM_001548514.2.p1
OG0005318	XM_001593772.1.p1	XM_001548521.2.p1
OG0005319	XM_001593749.1.p1	XM_001548535.2.p1
OG0005320	XM_001593752.1.p1	XM_001548538.2.p1
OG0005321	XM_001593210.1.p1	XM_001548572.2.p1
OG0005322	XM_001593224.1.p1	XM_001548586.2.p1
OG0005323	XM_001593234.1.p1	XM_001548595.2.p1
OG0005324	XM_001593235.1.p1	XM_024693025.1.p1, XM_024693026.1.p1, XM_001548596.2.p1
OG0005325	XM_001589823.1.p1	XM_001548621.2.p1
OG0005326	XM_001589816.1.p1	XM_001548625.2.p1
OG0005327	XM_001589813.1.p1	XM_001548628.2.p1
OG0005328	XM_001589810.1.p1	XM_001548631.2.p1
OG0005329	XM_001589808.1.p1	XM_001548635.2.p1
OG0005331	XM_001591399.1.p1	XM_001548761.2.p1
OG0005332	XM_001591395.1.p1	XM_001548764.2.p1
OG0005333	XM_001591301.1.p1	XM_001548774.2.p1
OG0005335	XM_001588478.1.p1	XM_001548813.2.p1
OG0005336	XM_001592111.1.p1	XM_001548854.2.p1
OG0005337	XM_001597656.1.p1	XM_001548874.2.p1
OG0005338	XM_001597663.1.p1	XM_001548880.2.p1
OG0005339	XM_001597666.1.p1	XM_001548883.2.p1
OG0005340	XM_001594418.1.p1	XM_001548911.2.p1
OG0005341	XM_001594426.1.p1	XM_001548921.2.p1
OG0005342	XM_001594434.1.p1	XM_001548931.2.p1
OG0005343	XM_001594460.1.p1	XM_001548955.2.p1
OG0005344	XM_001594458.1.p1	XM_001548961.2.p1
OG0005345	XM_001594469.1.p1	XM_001548965.2.p1
OG0005346	XM_001585888.1.p1	XM_001548968.2.p1
OG0005348	XM_001592932.1.p1	XM_001549011.2.p1
OG0005350	XM_001596918.1.p1	XM_001549070.2.p1
OG0005351	XM_001596908.1.p1	XM_001549083.2.p1
OG0005352	XM_001596909.1.p1	XM_001549084.2.p1
OG0005353	XM_001590218.1.p1	XM_001549092.2.p1
OG0005354	XM_001590230.1.p1	XM_001549107.2.p1
OG0005355	XM_001590238.1.p1	XM_001549111.2.p1
OG0005356	XM_001590118.1.p1	XM_001559457.2.p1, XM_001549118.2.p1, XM_001550886.2.p1
OG0005357	XM_001590248.1.p1	XM_001549125.2.p1
OG0005358	XM_001584721.1.p1	XM_001549147.2.p1
OG0005359	XM_001584734.1.p1	XM_001549152.2.p1
OG0005361	XM_001584766.1.p1	XM_001549174.2.p1
OG0005362	XM_001584765.1.p1	XM_001549177.2.p1
OG0005365	XM_001584754.1.p1	XM_001549189.2.p1
OG0005366	XM_001588435.1.p1	XM_001549246.2.p1
OG0005367	XM_001588432.1.p1	XM_001549250.2.p1
OG0005368	XM_001588423.1.p1	XM_001549266.2.p1
OG0005369	XM_001586303.1.p1	XM_001549298.2.p1
OG0005370	XM_001594696.1.p1	XM_001549307.2.p1
OG0005371	XM_001593712.1.p1	XM_001549350.2.p1
OG0005372	XM_001593724.1.p1	XM_001549370.2.p1
OG0005373	XM_001593732.1.p1	XM_001549379.2.p1
OG0005374	XM_001593926.1.p1	XM_001549403.2.p1
OG0005375	XM_001588831.1.p1	XM_001549417.2.p1
OG0005376	XM_001588803.1.p1	XM_001549449.2.p1
OG0005377	XM_001588795.1.p1	XM_001549455.2.p1
OG0005378	XM_001593818.1.p1	XM_001551549.2.p1, XM_024697398.1.p1, XM_001549464.2.p1
OG0005379	XM_001591105.1.p1	XM_001549470.2.p1
OG0005381	XM_001591115.1.p1	XM_001549486.2.p1
OG0005382	XM_001591135.1.p1	XM_001549504.2.p1
OG0005383	XM_001591150.1.p1	XM_001549523.2.p1
OG0005384	XM_001589034.1.p1	XM_001549563.2.p1
OG0005385	XM_001587662.1.p1	XM_001549592.2.p1
OG0005386	XM_001587640.1.p1	XM_001549605.2.p1
OG0005388	XM_001587619.1.p1	XM_001549621.2.p1
OG0005390	XM_001585081.1.p1	XM_001549693.2.p1
OG0005391	XM_001584531.1.p1	XM_001549715.2.p1
OG0005392	XM_001592074.1.p1	XM_001549750.2.p1
OG0005393	XM_001592070.1.p1	XM_001549753.2.p1
OG0005394	XM_001592065.1.p1	XM_001549760.2.p1
OG0005394	XM_001592066.1.p1	XM_001549762.2.p1
OG0005395	XM_001597892.1.p1	XM_001549794.2.p1
OG0005398	XM_001597901.1.p1	XM_001549810.2.p1
OG0005399	XM_001597906.1.p1	XM_024692146.1.p1, XM_001549820.2.p1
OG0005400	XM_001597922.1.p1	XM_001549836.2.p1
OG0005402	XM_001594907.1.p1	XM_001549864.2.p1
OG0005403	XM_001594910.1.p1	XM_001549867.2.p1
OG0005404	XM_001594916.1.p1	XM_001549874.2.p1
OG0005405	XM_001594921.1.p1	XM_001549878.2.p1
OG0005406	XM_001594939.1.p1	XM_001549900.2.p1
OG0005407	XM_001594942.1.p1	XM_001549905.2.p1
OG0005408	XM_001586538.1.p1	XM_001549938.2.p1
OG0005409	XM_001591528.1.p1	XM_001549944.2.p1
OG0005410	XM_001591485.1.p1	XM_001549952.2.p1
OG0005411	XM_001591490.1.p1	XM_001549957.2.p1
OG0005412	XM_001591492.1.p1	XM_001549959.2.p1
OG0005413	XM_001591515.1.p1	XM_001549983.2.p1
OG0005414	XM_001591517.1.p1	XM_001549985.2.p1
OG0005415	XM_001598859.1.p1	XM_001550007.2.p1
OG0005416	XM_001588571.1.p1	XM_001550026.2.p1
OG0005417	XM_001588560.1.p1	XM_001550030.2.p1
OG0005418	XM_001588564.1.p1	XM_001550038.2.p1
OG0005419	XM_001588550.1.p1	XM_001550051.2.p1
OG0005420	XM_001587592.1.p1	XM_001550060.2.p1
OG0005422	XM_001587541.1.p1	XM_001550120.2.p1
OG0005423	XM_001587529.1.p1	XM_001550134.2.p1
OG0005424	XM_001584682.1.p1	XM_001550142.2.p1
OG0005425	XM_001584680.1.p1	XM_001550144.2.p1
OG0005426	XM_001584679.1.p1	XM_001550145.2.p1
OG0005427	XM_001590738.1.p1	XM_001550197.2.p1
OG0005428	XM_001590529.1.p1	XM_001550221.2.p1
OG0005429	XM_001590505.1.p1	XM_001550235.2.p1
OG0005430	XM_001590508.1.p1	XM_001550240.2.p1
OG0005431	XM_001590461.1.p1	XM_001550267.2.p1
OG0005432	XM_001592696.1.p1	XM_001550294.2.p1
OG0005433	XM_001592692.1.p1	XM_001550297.2.p1
OG0005434	XM_001592686.1.p1	XM_001550310.2.p1
OG0005437	XM_001593659.1.p1	XM_001550393.2.p1
OG0005438	XM_001593658.1.p1	XM_001550394.2.p1
OG0005439	XM_001593649.1.p1	XM_001550406.2.p1
OG0005440	XM_001593636.1.p1	XM_001550418.2.p1
OG0005441	XM_001590080.1.p1	XM_001550466.2.p1
OG0005442	XM_001590079.1.p1	XM_001557851.2.p1, XM_001550468.2.p1
OG0005444	XM_001587681.1.p1	XM_001550507.2.p1
OG0005445	XM_001587692.1.p1	XM_001550521.2.p1
OG0005446	XM_001587701.1.p1	XM_001550530.2.p1
OG0005447	XM_001587728.1.p1	XM_001550572.2.p1
OG0005448	XM_001587085.1.p1	XM_001550580.2.p1
OG0005449	XM_001587066.1.p1	XM_001550599.2.p1
OG0005450	XM_001587044.1.p1	XM_001550622.2.p1
OG0005451	XM_001587032.1.p1	XM_001550625.2.p1
OG0005452	XM_001587023.1.p1	XM_001550641.2.p1, XM_024693221.1.p1, XM_001550637.2.p1
OG0005453	XM_001587022.1.p1	XM_001550646.2.p1
OG0005454	XM_001590315.1.p1	XM_001550653.2.p1
OG0005455	XM_001590138.1.p1	XM_001550669.2.p1
