Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Mycosphaerella_fijiensis_rna_prot
OG0002315	XM_001595086.1.p1	XM_007925976.1.p1
OG0002316	XM_001595372.1.p1	XM_007923118.1.p1
OG0002317	XM_001595624.1.p1	XM_007925712.1.p1
OG0002318	XM_001592313.1.p1	XM_007922179.1.p1
OG0002319	XM_001593042.1.p1	XM_007928666.1.p1
OG0002320	XM_001590262.1.p1	XM_007929511.1.p1
OG0002321	XM_001598171.1.p1	XM_007929388.1.p1
OG0002322	XM_001597819.1.p1	XM_007928829.1.p1
OG0002323	XM_001585649.1.p1	XM_007928750.1.p1
OG0002324	XM_001594335.1.p1	XM_007924807.1.p1
OG0002325	XM_001597853.1.p1	XM_007928924.1.p1
OG0002326	XM_001594840.1.p1	XM_007923616.1.p1
OG0002328	XM_001593853.1.p1	XM_007928137.1.p1
OG0002329	XM_001585575.1.p1	XM_007923905.1.p1
OG0002330	XM_001585275.1.p1	XM_007926493.1.p1
OG0002332	XM_001598860.1.p1	XM_007926408.1.p1
OG0002333	XM_001593825.1.p1	XM_007921950.1.p1
OG0002334	XM_001598728.1.p1	XM_007921561.1.p1
OG0002335	XM_001589947.1.p1	XM_007924485.1.p1
OG0002336	XM_001598169.1.p1	XM_007928775.1.p1
OG0002337	XM_001594031.1.p1	XM_007932332.1.p1
OG0002338	XM_001589830.1.p1	XM_007928389.1.p1
OG0002339	XM_001595315.1.p1	XM_007926142.1.p1
OG0002340	XM_001587551.1.p1	XM_007925785.1.p1
OG0002342	XM_001593487.1.p1	XM_007928305.1.p1
OG0002343	XM_001588118.1.p1	XM_007923582.1.p1
OG0002344	XM_001588788.1.p1	XM_007922007.1.p1
OG0002345	XM_001588207.1.p1	XM_007922793.1.p1
OG0002346	XM_001589482.1.p1	XM_007922589.1.p1
OG0002347	XM_001591280.1.p1	XM_007929857.1.p1
OG0002348	XM_001587377.1.p1	XM_007931449.1.p1
OG0002349	XM_001592258.1.p1	XM_007922087.1.p1
OG0002350	XM_001592823.1.p1	XM_007928251.1.p1
OG0002351	XM_001585578.1.p1	XM_007923923.1.p1
OG0002352	XM_001587843.1.p1	XM_007930194.1.p1
OG0002353	XM_001591075.1.p1	XM_007922704.1.p1
OG0002354	XM_001597127.1.p1	XM_007930142.1.p1
OG0002355	XM_001587838.1.p1	XM_007930041.1.p1
OG0002356	XM_001587759.1.p1	XM_007933399.1.p1
OG0002357	XM_001586659.1.p1	XM_007933640.1.p1
OG0002358	XM_001598417.1.p1	XM_007923375.1.p1
OG0002359	XM_001588052.1.p1	XM_007926380.1.p1
OG0002361	XM_001597742.1.p1	XM_007924419.1.p1
OG0002362	XM_001598086.1.p1	XM_007924759.1.p1
OG0002363	XM_001593705.1.p1	XM_007922331.1.p1
OG0002364	XM_001585557.1.p1	XM_007921993.1.p1
OG0002365	XM_001595933.1.p1	XM_007923799.1.p1
OG0002366	XM_001588393.1.p1	XM_007926288.1.p1
OG0002367	XM_001594557.1.p1	XM_007933063.1.p1
OG0002368	XM_001595238.1.p1	XM_007924693.1.p1
OG0002369	XM_001584507.1.p1	XM_007931936.1.p1
OG0002370	XM_001585727.1.p1	XM_007931858.1.p1
OG0002371	XM_001589243.1.p1	XM_007932157.2.p1
OG0002372	XM_001588478.1.p1	XM_007925532.1.p1
OG0002373	XM_001588479.1.p1	XM_007924730.1.p1
OG0002374	XM_001584624.1.p1	XM_007922696.1.p1
OG0002375	XM_001595425.1.p1	XM_007924716.1.p1
OG0002376	XM_001595422.1.p1	XM_007925001.1.p1
OG0002377	XM_001594986.1.p1	XM_007925132.1.p1
OG0002378	XM_001588929.1.p1	XM_007929610.1.p1
OG0002379	XM_001590796.1.p1	XM_007928732.1.p1
OG0002380	XM_001588912.1.p1	XM_007928347.1.p1, XM_007931341.1.p1
OG0002381	XM_001597772.1.p1	XM_007928774.1.p1
OG0002382	XM_001595209.1.p1	XM_007925706.1.p1
OG0002383	XM_001596917.1.p1	XM_007922152.1.p1
OG0002385	XM_001589146.1.p1	XM_007928099.1.p2
OG0002386	XM_001584569.1.p1	XM_007921818.1.p1
OG0002387	XM_001594876.1.p1	XM_007922791.1.p1
OG0002388	XM_001592624.1.p1	XM_007922280.1.p1
OG0002389	XM_001587189.1.p1	XM_007928160.1.p1
OG0002390	XM_001592830.1.p1	XM_007928377.1.p1
OG0002391	XM_001595967.1.p1	XM_007922389.1.p1
OG0002392	XM_001586127.1.p1	XM_007930986.1.p1
OG0002393	XM_001586184.1.p1	XM_007930565.1.p1
OG0002394	XM_001586212.1.p1	XM_007930655.1.p1
OG0002395	XM_001594425.1.p1	XM_007930618.1.p1
OG0002396	XM_001596168.1.p1	XM_007921701.1.p1
OG0002398	XM_001594155.1.p1	XM_007924470.1.p1
OG0002401	XM_001595754.1.p1	XM_007927651.1.p1
OG0002402	XM_001588124.1.p1	XM_007928091.1.p1
OG0002403	XM_001592602.1.p1	XM_007923482.1.p1
OG0002404	XM_001588016.1.p1	XM_007933449.1.p1
OG0002405	XM_001589065.1.p1	XM_007931495.1.p1
OG0002406	XM_001586753.1.p1	XM_007933429.1.p1
OG0002409	XM_001587423.1.p1	XM_007924611.1.p1
OG0002410	XM_001588572.1.p1	XM_007926409.1.p1
OG0002411	XM_001590034.1.p1	XM_007928919.1.p1
OG0002412	XM_001595626.1.p1	XM_007928930.1.p1
OG0002413	XM_001597756.1.p1	XM_007928788.1.p1
OG0002414	XM_001590316.1.p1	XM_007921864.1.p1
OG0002415	XM_001596943.1.p1	XM_007921995.1.p1
OG0002416	XM_001589713.1.p1	XM_007932717.1.p1
OG0002417	XM_001589334.1.p1	XM_007931428.1.p1
OG0002418	XM_001594589.1.p1	XM_007931699.1.p1
OG0002419	XM_001598016.1.p1	XM_007927402.1.p1
OG0002419	XM_001586267.1.p1	XM_007933580.1.p1, XM_007930857.1.p1
OG0002420	XM_001594858.1.p1	XM_007923655.1.p1
OG0002421	XM_001593009.1.p1	XM_007930824.1.p1
OG0002422	XM_001594652.1.p1	XM_007930649.1.p1
OG0002423	XM_001594210.1.p1	XM_007930685.1.p1
OG0002424	XM_001591952.1.p1	XM_007921582.1.p1
OG0002425	XM_001593135.1.p1	XM_007930908.1.p1
OG0002426	XM_001588914.1.p1	XM_007927703.1.p1
OG0002427	XM_001598628.1.p1, XM_001595007.1.p1	XM_007924866.1.p1
OG0002428	XM_001590856.1.p1	XM_007932859.1.p1
OG0002429	XM_001595179.1.p1	XM_007929352.1.p1
OG0002430	XM_001598075.1.p1	XM_007929448.1.p1
OG0002431	XM_001597639.1.p1	XM_007925710.1.p1
OG0002432	XM_001590247.1.p1	XM_007924333.1.p1
OG0002433	XM_001589704.1.p1	XM_007932364.1.p1, XM_007927470.1.p1
OG0002434	XM_001593832.1.p1	XM_007927754.1.p1
OG0002435	XM_001590066.1.p1	XM_007927437.1.p1
OG0002437	XM_001586501.1.p1	XM_007924356.1.p1
OG0002438	XM_001586503.1.p1	XM_007925462.1.p1
OG0002439	XM_001594859.1.p1	XM_007923086.1.p1
OG0002440	XM_001598924.1.p1	XM_007922441.1.p1
OG0002441	XM_001590288.1.p1	XM_007924755.1.p1
OG0002442	XM_001591113.1.p1	XM_007925076.1.p1
OG0002443	XM_001590201.1.p1	XM_007924179.1.p1
OG0002444	XM_001598430.1.p1	XM_007924545.1.p1
OG0002445	XM_001597355.1.p1	XM_007924783.1.p1
OG0002447	XM_001588694.1.p1	XM_007921523.1.p1
OG0002448	XM_001593050.1.p1	XM_007928199.1.p1
OG0002449	XM_001587882.1.p1	XM_007930240.1.p1
OG0002450	XM_001589833.1.p1	XM_007929765.1.p1
OG0002451	XM_001597573.1.p1	XM_007923077.1.p1
OG0002452	XM_001593776.1.p1	XM_007922567.1.p1
OG0002453	XM_001594118.1.p1	XM_007922563.1.p1
OG0002454	XM_001598746.1.p1	XM_007927936.1.p1
OG0002455	XM_001591207.1.p1	XM_007922172.1.p1
OG0002456	XM_001588422.1.p1	XM_007927060.1.p1
OG0002457	XM_001592468.1.p1	XM_007921892.1.p1
OG0002458	XM_001594962.1.p1	XM_007931011.1.p1
OG0002460	XM_001593378.1.p1	XM_007924341.1.p1
OG0002461	XM_001592392.1.p1	XM_007922598.1.p1
OG0002462	XM_001593638.1.p1	XM_007929892.1.p1
OG0002463	XM_001590865.1.p1	XM_007932183.1.p1
OG0002464	XM_001587385.1.p1	XM_007926699.1.p1
OG0002465	XM_001585367.1.p1	XM_007927485.1.p1
OG0002466	XM_001585372.1.p1	XM_007926130.1.p1
OG0002467	XM_001598572.1.p1	XM_007926490.1.p1
OG0002468	XM_001587300.1.p1	XM_007926266.2.p1
OG0002469	XM_001593574.1.p1	XM_007923896.1.p1
OG0002470	XM_001592765.1.p1	XM_007928439.1.p1
OG0002471	XM_001584681.1.p1	XM_007923717.1.p1
OG0002472	XM_001586847.1.p1	XM_007933317.1.p1
OG0002473	XM_001585235.1.p1	XM_007932274.2.p1
OG0002474	XM_001586760.1.p1	XM_007933622.1.p1
OG0002475	XM_001589055.1.p1	XM_007931744.1.p1
OG0002476	XM_001586512.1.p1	XM_007924392.1.p1
OG0002477	XM_001586618.1.p1	XM_007924012.1.p1
OG0002478	XM_001591876.1.p1	XM_007921996.1.p1
OG0002479	XM_001595226.1.p1	XM_007924366.1.p1
OG0002480	XM_001595448.1.p1	XM_007924290.1.p1
OG0002481	XM_001595114.1.p1	XM_007925297.1.p1
OG0002482	XM_001597483.1.p1	XM_007929338.1.p1
OG0002483	XM_001590892.1.p1	XM_007930382.1.p1
OG0002484	XM_001593739.1.p1	XM_007929724.1.p1
OG0002485	XM_001584566.1.p1	XM_007923186.1.p1
OG0002486	XM_001590533.1.p1	XM_007932338.1.p1
OG0002487	XM_001590834.1.p1	XM_007932290.1.p1
OG0002488	XM_001592455.1.p1	XM_007923716.1.p1
OG0002489	XM_001593057.1.p1	XM_007932141.1.p1
OG0002490	XM_001586271.1.p1	XM_007930645.1.p1
OG0002491	XM_001598130.1.p1	XM_007929530.1.p1
OG0002492	XM_001590011.1.p1	XM_007929357.1.p1
OG0002493	XM_001596006.1.p1	XM_007921972.1.p1
OG0002494	XM_001586443.1.p1	XM_007926204.1.p1
OG0002495	XM_001592850.1.p1	XM_007928701.1.p1
OG0002496	XM_001588867.1.p1	XM_007922065.1.p1
OG0002497	XM_001594024.1.p1	XM_007930325.1.p1
OG0002498	XM_001593094.1.p1	XM_007934293.1.p1
OG0002499	XM_001597163.1.p1	XM_007922448.1.p1
OG0002500	XM_001598749.1.p1	XM_007927996.1.p1
OG0002501	XM_001587659.1.p1	XM_007923832.1.p1
OG0002502	XM_001597045.1.p1	XM_007929823.1.p1
OG0002503	XM_001589928.1.p1	XM_007924462.1.p1
OG0002504	XM_001587394.1.p1	XM_007924265.1.p1
OG0002505	XM_001593032.1.p1	XM_007931737.1.p1
OG0002506	XM_001589408.1.p1	XM_007925630.1.p1
OG0002507	XM_001594168.1.p1	XM_007925545.1.p1
OG0002508	XM_001590722.1.p1	XM_007932416.1.p1
OG0002509	XM_001585392.1.p1	XM_007926839.1.p1
OG0002510	XM_001588997.1.p1	XM_007926376.1.p1
OG0002511	XM_001589874.1.p1	XM_007926969.1.p1
OG0002512	XM_001593622.1.p1	XM_007923888.1.p1
OG0002513	XM_001597673.1.p1, XM_001590706.1.p1	XM_007932406.1.p1
OG0002514	XM_001594062.1.p1	XM_007933340.1.p1
OG0002515	XM_001586844.1.p1	XM_007933384.1.p1
OG0002517	XM_001594355.1.p1	XM_007934286.1.p1
OG0002518	XM_001597397.1.p1	XM_007934296.1.p1
OG0002520	XM_001595419.1.p1	XM_007925171.2.p1
OG0002521	XM_001590381.1.p1	XM_007929830.1.p1
OG0002523	XM_001585549.1.p1	XM_007932669.1.p1
OG0002526	XM_001594521.1.p1	XM_007931090.1.p1
OG0002527	XM_001593981.1.p1	XM_007930592.1.p1
OG0002528	XM_001595491.1.p1	XM_007932298.1.p1
OG0002529	XM_001589430.1.p1	XM_007925772.1.p1
OG0002530	XM_001596453.1.p1	XM_007929131.1.p1
OG0002531	XM_001591553.1.p1	XM_007929548.1.p1
OG0002532	XM_001591796.1.p1	XM_007928798.1.p1
OG0002533	XM_001598469.1.p1	XM_007928779.1.p1
OG0002534	XM_001590007.1.p1	XM_007927738.1.p1
OG0002535	XM_001597632.1.p1	XM_007924383.1.p1
OG0002536	XM_001590641.1.p1	XM_007925856.1.p1
OG0002537	XM_001587521.1.p1	XM_007921681.1.p1
OG0002538	XM_001595812.1.p1	XM_007926460.1.p1
OG0002539	XM_001588442.1.p1	XM_007927358.1.p1
OG0002540	XM_001590784.1.p1	XM_007932742.1.p1
OG0002541	XM_001597856.1.p1	XM_007924456.1.p1
OG0002542	XM_001589145.1.p1	XM_007929773.1.p1
OG0002543	XM_001595169.1.p1	XM_007926004.1.p1
OG0002544	XM_001588098.1.p1	XM_007930422.1.p1
OG0002545	XM_001596746.1.p1	XM_007929737.1.p1
OG0002549	XM_001591601.1.p1	XM_007929086.1.p1
OG0002549	XM_001591735.1.p1	XM_007926294.1.p1
OG0002550	XM_001588562.1.p1	XM_007927254.1.p1
OG0002554	XM_001590629.1.p1	XM_007932687.1.p1
OG0002555	XM_001586870.1.p1	XM_007931731.1.p1
OG0002573	XM_001589198.1.p1	XM_007930345.1.p1
OG0002574	XM_001588331.1.p1	XM_007926149.1.p1
OG0002575	XM_001589953.1.p1	XM_007924399.1.p1
OG0002576	XM_001589079.1.p1	XM_007924513.1.p1
OG0002578	XM_001590329.1.p1	XM_007921562.1.p1
OG0002579	XM_001594239.1.p1	XM_007923057.1.p1
OG0002580	XM_001585268.1.p1	XM_007927172.1.p1
OG0002581	XM_001586773.1.p1	XM_007933150.1.p1
OG0002582	XM_001594917.1.p1	XM_007933927.1.p1
OG0002583	XM_001595098.1.p1	XM_007926604.1.p1
OG0002584	XM_001584775.1.p1	XM_007932088.1.p1
OG0002585	XM_001586188.1.p1	XM_007930969.1.p1
OG0002587	XM_001585198.1.p1	XM_007925224.1.p1
OG0002588	XM_001598388.1.p1	XM_007924459.1.p1
OG0002589	XM_001598908.1.p1	XM_007921503.1.p1
OG0002591	XM_001585310.1.p1	XM_007933641.1.p1, XM_007932428.1.p1
OG0002592	XM_001592474.1.p1	XM_007934093.1.p1, XM_007923278.1.p1
OG0002593	XM_001587301.1.p1	XM_007922037.1.p1
OG0002596	XM_001594667.1.p1	XM_007927752.1.p1
OG0002597	XM_001597353.1.p1	XM_007924546.1.p1
OG0002598	XM_001586531.1.p1	XM_007923861.1.p1
OG0002600	XM_001598504.1.p1	XM_007923867.1.p1
OG0002601	XM_001589535.1.p1	XM_007921612.1.p1
OG0002602	XM_001596786.1.p1	XM_007922966.1.p1
OG0002603	XM_001588678.1.p1	XM_007922012.1.p1
OG0002604	XM_001590395.1.p1	XM_007934283.1.p1
OG0002605	XM_001597028.1.p1	XM_007929763.1.p1
OG0002606	XM_001587684.1.p1	XM_007933466.1.p1
OG0002607	XM_001593297.1.p1	XM_007933017.1.p1
OG0002608	XM_001587700.1.p1	XM_007933084.1.p1
OG0002609	XM_001586795.1.p1	XM_007933142.1.p1
OG0002610	XM_001597107.1.p1	XM_007931717.1.p1
OG0002611	XM_001591893.1.p1	XM_007933445.1.p1
OG0002612	XM_001587672.1.p1	XM_007933236.1.p1
OG0002613	XM_001584872.1.p1	XM_007931285.1.p1, XM_007924443.1.p1
OG0002615	XM_001585739.1.p1	XM_007932201.1.p1
OG0002616	XM_001594762.1.p1	XM_007923487.1.p1
OG0002617	XM_001585080.1.p1	XM_007924406.1.p1
OG0002618	XM_001586277.1.p1	XM_007931506.1.p1
OG0002619	XM_001597104.1.p1	XM_007931665.1.p1
OG0002620	XM_001586208.1.p1	XM_007933837.1.p1
OG0002620	XM_001584659.1.p1	XM_007921699.1.p1
OG0002621	XM_001593947.1.p1	XM_007921721.1.p1
OG0002622	XM_001593922.1.p1	XM_007923099.1.p1
OG0002623	XM_001591749.1.p1	XM_007923092.1.p1
OG0002624	XM_001591906.1.p1	XM_007923034.1.p1
OG0002625	XM_001597913.1.p1	XM_007925004.1.p1
OG0002626	XM_001595354.1.p1	XM_007924255.1.p1
OG0002627	XM_001588690.1.p1	XM_007923740.1.p1
OG0002628	XM_001595460.1.p1	XM_007924780.1.p1
OG0002629	XM_001592160.1.p1	XM_007929614.1.p1
OG0002630	XM_001589219.1.p1	XM_007930106.1.p1
OG0002631	XM_001597438.1.p1	XM_007931199.1.p1
OG0002632	XM_001593738.1.p1	XM_007930100.1.p1
OG0002633	XM_001598308.1.p1	XM_007933005.1.p1
OG0002634	XM_001592433.1.p1	XM_007923551.1.p1
OG0002635	XM_001586078.1.p1	XM_007922310.1.p1
OG0002636	XM_001585168.1.p1	XM_007932443.1.p1
OG0002637	XM_001592446.1.p1	XM_007922163.1.p1
OG0002640	XM_001598833.1.p1	XM_007922051.1.p1
OG0002641	XM_001584763.1.p1	XM_007927977.1.p1
OG0002642	XM_001587073.1.p1	XM_007932239.1.p1
OG0002644	XM_001594573.1.p1	XM_007931784.1.p1
OG0002645	XM_001597161.1.p1	XM_007923753.1.p1
OG0002646	XM_001597191.1.p1	XM_007921947.1.p1
OG0002647	XM_001594553.1.p1	XM_007930604.1.p1
OG0002648	XM_001586247.1.p1	XM_007930979.1.p1
OG0002649	XM_001586296.1.p1	XM_007930950.1.p1
OG0002650	XM_001594523.1.p1	XM_007930564.1.p1
OG0002651	XM_001592010.1.p1	XM_007928881.1.p1
OG0002652	XM_001594191.1.p1	XM_007930581.1.p1
OG0002653	XM_001593079.1.p1	XM_007930615.1.p1
OG0002655	XM_001587608.1.p1	XM_007926119.1.p1
OG0002656	XM_001587330.1.p1	XM_007926033.1.p1
OG0002657	XM_001590457.1.p1	XM_007932927.1.p1
OG0002659	XM_001590725.1.p1	XM_007932763.1.p1
OG0002660	XM_001590575.1.p1	XM_007932361.1.p1
OG0002662	XM_001590600.1.p1	XM_007932510.1.p1
OG0002663	XM_001590220.1.p1	XM_007922675.1.p1
OG0002665	XM_001590556.1.p1	XM_007931027.1.p1
OG0002666	XM_001590273.1.p1	XM_007924507.1.p1
OG0002667	XM_001587612.1.p1	XM_007924662.1.p1
OG0002668	XM_001587002.1.p1	XM_007928600.1.p1
OG0002669	XM_001589073.1.p1, XM_001591017.1.p1	XM_007924082.1.p1
OG0002670	XM_001598059.1.p1	XM_007929192.1.p1
OG0002671	XM_001598074.1.p1	XM_007929194.1.p1
OG0002672	XM_001596013.1.p1	XM_007922303.1.p1
OG0002675	XM_001595818.1.p1	XM_007926147.1.p1
OG0002676	XM_001596202.1.p1	XM_007927114.2.p1
OG0002677	XM_001595753.1.p1	XM_007926396.1.p1
OG0002678	XM_001588076.1.p1	XM_007926324.1.p1
OG0002679	XM_001585181.1.p1	XM_007932488.1.p1
OG0002680	XM_001590223.1.p1	XM_007925599.1.p1
OG0002681	XM_001591118.1.p1	XM_007924754.1.p1
OG0002682	XM_001590941.1.p1	XM_007924223.1.p1
OG0002683	XM_001584712.1.p1	XM_007928397.1.p1
OG0002684	XM_001595173.1.p1	XM_007927474.1.p1
OG0002685	XM_001593412.1.p1	XM_007930148.1.p1
OG0002686	XM_001596507.1.p1	XM_007930843.1.p1
OG0002687	XM_001586733.1.p1	XM_007929809.1.p1
OG0002688	XM_001595177.1.p1	XM_007930697.1.p1
OG0002689	XM_001592281.1.p1	XM_007923357.1.p1
OG0002690	XM_001598236.1.p1	XM_007934291.1.p1
OG0002691	XM_001586060.1.p1	XM_007931468.1.p1
OG0002692	XM_001591095.1.p1	XM_007922511.1.p1
OG0002693	XM_001594364.1.p1	XM_007931444.1.p1
OG0002694	XM_001589333.1.p1	XM_007932230.1.p1
OG0002695	XM_001587167.1.p1	XM_007931549.1.p1
OG0002696	XM_001598191.1.p1	XM_007926814.1.p1
OG0002697	XM_001598772.1.p1	XM_007927472.1.p1
OG0002698	XM_001593787.1.p1	XM_007922568.1.p1
OG0002699	XM_001587155.1.p1	XM_007928812.1.p1, XM_007927551.1.p1
OG0002700	XM_001587259.1.p1	XM_007927494.1.p1
OG0002701	XM_001593758.1.p1	XM_007930309.1.p1
OG0002702	XM_001591302.1.p1	XM_007929865.1.p1
OG0002704	XM_001597465.1.p1	XM_007921610.1.p1
OG0002706	XM_001587159.1.p1	XM_007927593.1.p1
OG0002707	XM_001586132.1.p1	XM_007930519.1.p1
OG0002708	XM_001597128.1.p1	XM_007930143.1.p1
OG0002710	XM_001595676.1.p1	XM_007926328.1.p1
OG0002711	XM_001588265.1.p1	XM_007926448.1.p1
OG0002712	XM_001586007.1.p1	XM_007922294.1.p1
OG0002713	XM_001594857.1.p1	XM_007922652.1.p1
OG0002714	XM_001591816.1.p1	XM_007930570.1.p1
OG0002716	XM_001590028.1.p1	XM_007924784.1.p1
OG0002718	XM_001586171.1.p1	XM_007931018.1.p1
OG0002720	XM_001591468.1.p1	XM_007922662.1.p1
OG0002721	XM_001586997.1.p1	XM_007927647.1.p1
OG0002723	XM_001597554.1.p1, XM_001584789.1.p1	XM_007921811.1.p1
OG0002724	XM_001586934.1.p1	XM_007933540.1.p1
OG0002725	XM_001591245.1.p1	XM_007933649.1.p1
OG0002726	XM_001594793.1.p1	XM_007924099.1.p1
OG0002727	XM_001596199.1.p1	XM_007933003.1.p1
OG0002728	XM_001592197.1.p1	XM_007923587.1.p1
OG0002729	XM_001589317.1.p1	XM_007931627.1.p1
OG0002730	XM_001591400.1.p1	XM_007922419.1.p1
OG0002731	XM_001590601.1.p1	XM_007932511.1.p1
OG0002733	XM_001588057.1.p1	XM_007926216.1.p1
OG0002734	XM_001588718.1.p1	XM_007921913.1.p1
OG0002735	XM_001590234.1.p1	XM_007924467.1.p1
OG0002736	XM_001596736.1.p1	XM_007929869.1.p1
OG0002737	XM_001587661.1.p1	XM_007923833.1.p1
OG0002739	XM_001593077.1.p1	XM_007926507.1.p1
OG0002741	XM_001596447.1.p1	XM_007926141.1.p1
OG0002742	XM_001592800.1.p1	XM_007933028.1.p1
OG0002743	XM_001589287.1.p1	XM_007931649.1.p1
OG0002744	XM_001591464.1.p1	XM_007923823.1.p1
OG0002746	XM_001591002.1.p1	XM_007929063.1.p1
OG0002747	XM_001592910.1.p1	XM_007927988.1.p1
OG0002748	XM_001588490.1.p1	XM_007924698.1.p1
OG0002749	XM_001587250.1.p1	XM_007928370.1.p1
OG0002750	XM_001585487.1.p1	XM_007932299.1.p1
OG0002751	XM_001586019.1.p1	XM_007925879.1.p1
OG0002755	XM_001597916.1.p1	XM_007925697.1.p1
OG0002758	XM_001588928.1.p1	XM_007928952.1.p1
OG0002759	XM_001597470.1.p1	XM_007921851.1.p1
OG0002760	XM_001595952.1.p1	XM_007921985.1.p1
OG0002761	XM_001585199.1.p1	XM_007924291.1.p1
OG0002762	XM_001589225.1.p1	XM_007929868.1.p1
OG0002763	XM_001587011.1.p1	XM_007927681.1.p1
OG0002764	XM_001589776.1.p1	XM_007921698.1.p1
OG0002765	XM_001587839.1.p1	XM_007929937.1.p1
OG0002767	XM_001592938.1.p1	XM_007926126.1.p1
OG0002768	XM_001596338.1.p1	XM_007921606.1.p1
OG0002769	XM_001588242.1.p1	XM_007921875.1.p1
OG0002770	XM_001584690.1.p1	XM_007921674.1.p1
OG0002771	XM_001591056.1.p1	XM_007931750.1.p1
OG0002772	XM_001584501.1.p1	XM_007931888.1.p1
OG0002773	XM_001584842.1.p1	XM_007922582.1.p1
OG0002774	XM_001593500.1.p1	XM_007928484.1.p1
OG0002776	XM_001593796.1.p1	XM_007932382.1.p1
OG0002777	XM_001593216.1.p1	XM_007932028.1.p1
OG0002778	XM_001588821.1.p1	XM_007927760.1.p1
OG0002779	XM_001592438.1.p1	XM_007921824.1.p1
OG0002780	XM_001595052.1.p1	XM_007925359.1.p1
OG0002781	XM_001591527.1.p1	XM_007929456.1.p1
OG0002783	XM_001589787.1.p1	XM_007924040.2.p1
OG0002784	XM_001592447.1.p1	XM_007921770.1.p1
OG0002785	XM_001598758.1.p1	XM_007922796.1.p1
OG0002788	XM_001591693.1.p1	XM_007922135.1.p1
OG0002789	XM_001590972.1.p1	XM_007929318.1.p1
OG0002790	XM_001592863.1.p1	XM_007928253.1.p1
OG0002791	XM_001595077.1.p1	XM_007926515.1.p1
OG0002792	XM_001590027.1.p1	XM_007924928.1.p1
OG0002793	XM_001596517.1.p1	XM_007923645.1.p1
OG0002794	XM_001584823.1.p1	XM_007924238.1.p1
OG0002795	XM_001590912.1.p1	XM_007925886.1.p1
OG0002796	XM_001586660.1.p1	XM_007933561.1.p1
OG0002797	XM_001585123.1.p1	XM_007930299.1.p1
OG0002798	XM_001594499.1.p1	XM_007922082.1.p1
OG0002799	XM_001588159.1.p1	XM_007921551.1.p1
OG0002800	XM_001591143.1.p1	XM_007929493.1.p1
OG0002801	XM_001597534.1.p1	XM_007928861.1.p1
OG0002802	XM_001596953.1.p1	XM_007923895.1.p1
OG0002803	XM_001592401.1.p1	XM_007922467.1.p1
OG0002804	XM_001585530.1.p1	XM_007932740.1.p1
OG0002805	XM_001586067.1.p1	XM_007928051.1.p1
OG0002806	XM_001597447.1.p1	XM_007922328.1.p1
OG0002807	XM_001596809.1.p1	XM_007930686.1.p1
OG0002809	XM_001593313.1.p1	XM_007928596.1.p1
OG0002810	XM_001598004.1.p1	XM_007924249.1.p1
OG0002812	XM_001589205.1.p1	XM_007930228.1.p1
OG0002813	XM_001592772.1.p1	XM_007930362.1.p1
OG0002815	XM_001596198.1.p1	XM_007923784.1.p1
OG0002818	XM_001586374.1.p1	XM_007929465.1.p1
OG0002819	XM_001591973.1.p1	XM_007929069.1.p1
OG0002820	XM_001597886.1.p1	XM_007928808.1.p1
OG0002821	XM_001598454.1.p1	XM_007928854.1.p1
OG0002822	XM_001597859.1.p1	XM_007929522.1.p1
OG0002823	XM_001590009.1.p1	XM_007929172.1.p1
OG0002824	XM_001590910.1.p1	XM_007924332.1.p1
OG0002826	XM_001597079.1.p1	XM_007925308.1.p1
OG0002827	XM_001585194.1.p1	XM_007924378.1.p1
OG0002828	XM_001590125.1.p1	XM_007927203.1.p1
OG0002829	XM_001588300.1.p1	XM_007927721.1.p1
OG0002830	XM_001589002.1.p1	XM_007926046.1.p1
OG0002831	XM_001594342.1.p1	XM_007922282.1.p1
OG0002832	XM_001598333.1.p1	XM_007926093.1.p1
OG0002833	XM_001595290.1.p1	XM_007926570.1.p1
OG0002834	XM_001598690.1.p1	XM_007925130.1.p1
OG0002835	XM_001595662.1.p1	XM_007927230.1.p1
OG0002836	XM_001595817.1.p1	XM_007927157.1.p1
OG0002837	XM_001589262.1.p1	XM_007932257.1.p1
OG0002838	XM_001588615.1.p1	XM_007926015.1.p1
OG0002839	XM_001595816.1.p1	XM_007926876.1.p1
OG0002840	XM_001588045.1.p1	XM_007926759.1.p1
OG0002841	XM_001588074.1.p1	XM_007926348.1.p1
OG0002843	XM_001596231.1.p1	XM_007927660.1.p1
OG0002844	XM_001593045.1.p1	XM_007928576.1.p1
OG0002845	XM_001592867.1.p1	XM_007927756.1.p1
OG0002846	XM_001586963.1.p1	XM_007927771.1.p1
OG0002849	XM_001588773.1.p1	XM_007921820.1.p1
OG0002850	XM_001593497.1.p1	XM_007927569.1.p1
OG0002851	XM_001588039.1.p1	XM_007928329.1.p1
OG0002853	XM_001593876.1.p1	XM_007922923.1.p1
OG0002855	XM_001595705.1.p1	XM_007927580.1.p1
OG0002856	XM_001584674.1.p1	XM_007922620.1.p1
OG0002857	XM_001587907.1.p1	XM_007930349.1.p1
OG0002858	XM_001587913.1.p1	XM_007930135.1.p1
OG0002859	XM_001587414.1.p1	XM_007934276.1.p1
OG0002860	XM_001592365.1.p1	XM_007923505.2.p1
