Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Phanerochaete_chrysosporium_rna_prot
OG0001865	XM_001584801.1.p1	XM_007390856.1.p1
OG0001866	XM_001585049.1.p1	XM_007391816.1.p1
OG0001867	XM_001596867.1.p1, XM_001594818.1.p1	XM_007402185.1.p1, XM_007397137.1.p1
OG0001868	XM_001594374.1.p1	XM_007391989.1.p1
OG0001869	XM_001585799.1.p1	XM_007392429.1.p1
OG0001870	XM_001592420.1.p1	XM_007398679.1.p1
OG0001871	XM_001593531.1.p1	XM_007399211.1.p1
OG0001872	XM_001598490.1.p1	XM_007396036.1.p1
OG0001873	XM_001592991.1.p1	XM_007395809.1.p1
OG0001875	XM_001588708.1.p1	XM_007390877.1.p1
OG0001876	XM_001592238.1.p1	XM_007396367.1.p1
OG0001878	XM_001590659.1.p1	XM_007399097.1.p1
OG0001879	XM_001589618.1.p1	XM_007395468.1.p1
OG0001880	XM_001595660.1.p1	XM_007395394.1.p1
OG0001881	XM_001593122.1.p1	XM_007399925.1.p1
OG0001883	XM_001589201.1.p1	XM_007402459.1.p1
OG0001884	XM_001596916.1.p1	XM_007400282.1.p1
OG0001885	XM_001597820.1.p1	XM_007392878.1.p1
OG0001887	XM_001590264.1.p1	XM_007396093.1.p1
OG0001888	XM_001596012.1.p1	XM_007398203.1.p1
OG0001889	XM_001595935.1.p1	XM_007396110.1.p1
OG0001890	XM_001588390.1.p1	XM_007391498.1.p1
OG0001892	XM_001592787.1.p1	XM_007396788.1.p1
OG0001893	XM_001587267.1.p1	XM_007398143.1.p1
OG0001894	XM_001588986.1.p1	XM_007397092.1.p1
OG0001895	XM_001590911.1.p1	XM_007391489.1.p1
OG0001896	XM_001597392.1.p1	XM_007393563.1.p1
OG0001897	XM_001585567.1.p1, XM_001594683.1.p1	XM_007399109.1.p1
OG0001898	XM_001593311.1.p1	XM_007401779.1.p1
OG0001900	XM_001593680.1.p1	XM_007390633.1.p1
OG0001901	XM_001587741.1.p1	XM_007393221.1.p1
OG0001902	XM_001593736.1.p1	XM_007397416.1.p1
OG0001903	XM_001592059.1.p1	XM_007401319.1.p1
OG0001904	XM_001596167.1.p1	XM_007396710.1.p1, XM_007396758.1.p1
OG0001905	XM_001592700.1.p1	XM_007390955.1.p1
OG0001906	XM_001589662.1.p1	XM_007390998.1.p1
OG0001907	XM_001593996.1.p1	XM_007400680.1.p1
OG0001908	XM_001593415.1.p1	XM_007393635.1.p1
OG0001909	XM_001593623.1.p1	XM_007398612.1.p1
OG0001910	XM_001589236.1.p1	XM_007395315.1.p1
OG0001911	XM_001589314.1.p1	XM_007391187.1.p1
OG0001912	XM_001586839.1.p1	XM_007396351.1.p1
OG0001913	XM_001587731.1.p1	XM_007392850.1.p1
OG0001915	XM_001587673.1.p1	XM_007393166.1.p1
OG0001916	XM_001586854.1.p1	XM_007397892.1.p1
OG0001917	XM_001590908.1.p1	XM_007399123.1.p1
OG0001918	XM_001590387.1.p1	XM_007396584.1.p1
OG0001919	XM_001590115.1.p1	XM_007390345.1.p1
OG0001920	XM_001591029.1.p1	XM_007393336.1.p1
OG0001921	XM_001595343.1.p1	XM_007390811.1.p1
OG0001922	XM_001586175.1.p1	XM_007390106.1.p1
OG0001923	XM_001592396.1.p1	XM_007397271.1.p1
OG0001924	XM_001584617.1.p1	XM_007395940.1.p1
OG0001925	XM_001589406.1.p1	XM_007391099.1.p1
OG0001926	XM_001584509.1.p1	XM_007394609.1.p1
OG0001927	XM_001586446.1.p1	XM_007395401.1.p1
OG0001928	XM_001588383.1.p1	XM_007398756.1.p1
OG0001929	XM_001591408.1.p1	XM_007391662.1.p1
OG0001930	XM_001591632.1.p1	XM_007389836.1.p1
OG0001931	XM_001592168.1.p1	XM_007395338.1.p1
OG0001932	XM_001597284.1.p1	XM_007400633.1.p1
OG0001934	XM_001596926.1.p1	XM_007400438.1.p1
OG0001935	XM_001592593.1.p1	XM_007395895.1.p1
OG0001937	XM_001596027.1.p1	XM_007396041.1.p1, XM_007392934.1.p1, XM_007397140.1.p1
OG0001939	XM_001593108.1.p1	XM_007392924.1.p1
OG0001940	XM_001594951.1.p1	XM_007397162.1.p1
OG0001941	XM_001593014.1.p1	XM_007397795.1.p1
OG0001942	XM_001589457.1.p1	XM_007393594.1.p1
OG0001943	XM_001590718.1.p1	XM_007394155.1.p1
OG0001944	XM_001589563.1.p1	XM_007390631.1.p1
OG0001945	XM_001591844.1.p1	XM_007396760.1.p1
OG0001946	XM_001590101.1.p1	XM_007392950.1.p1
OG0001947	XM_001584666.1.p1	XM_007390104.1.p1
OG0001948	XM_001593863.1.p1	XM_007391230.1.p1, XM_007389622.1.p1
OG0001949	XM_001589052.1.p1	XM_007393806.1.p1
OG0001950	XM_001589070.1.p1	XM_007400453.1.p1
OG0001951	XM_001590973.1.p1	XM_007395902.1.p1
OG0001952	XM_001596948.1.p1	XM_007394323.1.p1
OG0001953	XM_001598721.1.p1	XM_007393722.1.p1
OG0001954	XM_001592673.1.p1	XM_007397130.1.p1
OG0001955	XM_001589327.1.p1	XM_007390676.1.p1
OG0001957	XM_001595336.1.p1	XM_007399867.1.p1, XM_007400178.1.p1, XM_007400181.1.p1, XM_007400179.1.p1, XM_007400111.1.p1, XM_007400108.1.p1
OG0001958	XM_001598033.1.p1	XM_007400075.1.p1
OG0001959	XM_001587462.1.p1	XM_007400636.1.p1
OG0001960	XM_001590817.1.p1	XM_007394711.1.p1
OG0001961	XM_001590618.1.p1	XM_007397651.1.p1
OG0001962	XM_001598444.1.p1	XM_007389986.1.p1
OG0001963	XM_001585664.1.p1	XM_007390606.1.p1
OG0001964	XM_001597866.1.p1	XM_007401729.1.p1
OG0001965	XM_001595936.1.p1	XM_007394525.1.p1
OG0001966	XM_001591474.1.p1	XM_007397254.1.p1
OG0001967	XM_001586605.1.p1	XM_007390880.1.p1, XM_007390924.1.p1
OG0001968	XM_001591512.1.p1	XM_007397997.1.p1
OG0001969	XM_001589930.1.p1	XM_007395990.1.p1
OG0001970	XM_001593043.1.p1	XM_007392108.1.p1
OG0001971	XM_001596203.1.p1	XM_007396324.1.p1
OG0001972	XM_001597359.1.p1	XM_007394542.1.p1, XM_007401892.1.p1
OG0001974	XM_001588784.1.p1	XM_007397329.1.p1
OG0001975	XM_001593765.1.p1	XM_007390313.1.p1
OG0001977	XM_001589100.1.p1	XM_007392100.1.p1
OG0001978	XM_001595991.1.p1	XM_007391729.1.p1
OG0001979	XM_001587346.1.p1	XM_007394531.1.p1
OG0001980	XM_001595208.1.p1	XM_007397886.1.p1
OG0001981	XM_001586295.1.p1	XM_007395921.1.p1
OG0001982	XM_001585489.1.p1	XM_007393456.1.p1
OG0001983	XM_001587797.1.p1	XM_007390817.1.p1
OG0001984	XM_001596302.1.p1	XM_007391538.1.p1
OG0001985	XM_001591812.1.p1	XM_007390330.1.p1
OG0001986	XM_001585852.1.p1	XM_007390257.1.p1
OG0001987	XM_001586943.1.p1	XM_007394890.1.p1
OG0001988	XM_001591278.1.p1	XM_007401117.1.p1
OG0001989	XM_001585907.1.p1	XM_007390835.1.p1, XM_007390773.1.p1
OG0001990	XM_001597971.1.p1	XM_007399556.1.p1
OG0001991	XM_001585102.1.p1	XM_007396748.1.p1
OG0001992	XM_001591707.1.p1	XM_007389542.1.p1
OG0001993	XM_001586719.1.p1	XM_007394331.1.p1
OG0001994	XM_001596952.1.p1	XM_007389528.1.p1
OG0001995	XM_001596687.1.p1	XM_007395770.1.p1
OG0001996	XM_001592027.1.p1	XM_007395531.1.p1
OG0001997	XM_001595900.1.p1	XM_007396961.1.p1
OG0001998	XM_001590545.1.p1	XM_007399494.1.p1
OG0001999	XM_001597790.1.p1	XM_007396005.1.p1
OG0002000	XM_001598297.1.p1	XM_007390724.1.p1
OG0002001	XM_001597034.1.p1	XM_007394466.1.p1
OG0002002	XM_001588889.1.p1	XM_007402010.1.p1, XM_007394156.1.p1
OG0002003	XM_001590376.1.p1	XM_007398836.1.p1
OG0002004	XM_001585279.1.p1	XM_007396302.1.p1
OG0002005	XM_001591723.1.p1	XM_007393355.1.p1
OG0002006	XM_001594678.1.p1	XM_007390598.1.p1
OG0002007	XM_001588209.1.p1	XM_007393084.1.p1
OG0002008	XM_001587133.1.p1	XM_007399237.1.p1
OG0002009	XM_001586907.1.p1	XM_007390762.1.p1
OG0002010	XM_001592527.1.p1	XM_007389932.1.p1
OG0002011	XM_001591489.1.p1	XM_007399737.1.p1
OG0002013	XM_001589276.1.p1	XM_007393302.1.p1
OG0002014	XM_001591834.1.p1	XM_007396493.1.p1
OG0002016	XM_001597788.1.p1	XM_007393124.1.p1
OG0002017	XM_001595237.1.p1, XM_001595236.1.p1	XM_007391709.1.p1
OG0002018	XM_001594980.1.p1, XM_001594979.1.p1	XM_007390577.1.p1
OG0002020	XM_001595551.1.p1	XM_007390095.1.p1
OG0002021	XM_001590929.1.p1	XM_007393386.1.p1
OG0002022	XM_001588574.1.p1	XM_007395929.1.p1
OG0002023	XM_001590816.1.p1	XM_007394719.1.p1
OG0002024	XM_001585897.1.p1	XM_007389661.1.p1
OG0002025	XM_001596731.1.p1	XM_007402313.1.p1
OG0002026	XM_001596602.1.p1	XM_007393315.1.p1
OG0002027	XM_001591972.1.p1	XM_007390790.1.p1
OG0002028	XM_001585390.1.p1	XM_007396028.1.p1
OG0002029	XM_001593351.1.p1	XM_007400858.1.p1, XM_007400863.1.p1
OG0002031	XM_001591220.1.p1, XM_001586288.1.p1	XM_007394289.1.p1
OG0002049	XM_001591195.1.p1	XM_007400707.1.p1
OG0002050	XM_001598786.1.p1	XM_007391862.1.p1
OG0002051	XM_001587148.1.p1	XM_007398987.1.p1
OG0002052	XM_001598789.1.p1	XM_007393269.1.p1
OG0002053	XM_001586551.1.p1	XM_007395813.1.p1
OG0002054	XM_001597361.1.p1	XM_007395374.1.p1
OG0002055	XM_001596816.1.p1	XM_007391016.1.p1
OG0002057	XM_001586017.1.p1	XM_007400878.1.p1
OG0002058	XM_001586539.1.p1	XM_007396219.1.p1
OG0002059	XM_001590121.1.p1	XM_007395462.1.p1
OG0002060	XM_001597962.1.p1	XM_007397049.1.p1
OG0002061	XM_001592902.1.p1	XM_007395680.1.p1
OG0002062	XM_001595752.1.p1	XM_007397098.1.p1
OG0002063	XM_001598100.1.p1	XM_007398035.1.p1
OG0002064	XM_001596820.1.p1	XM_007401103.1.p1
OG0002065	XM_001596742.1.p1	XM_007394454.1.p1
OG0002066	XM_001596610.1.p1	XM_007401513.1.p1
OG0002067	XM_001586877.1.p1	XM_007391997.1.p1
OG0002068	XM_001594963.1.p1	XM_007391524.1.p1
OG0002069	XM_001587722.1.p1	XM_007391778.1.p1
OG0002070	XM_001594154.1.p1	XM_007397172.1.p1
OG0002071	XM_001596446.1.p1	XM_007397097.1.p1
OG0002072	XM_001585949.1.p1	XM_007401024.1.p1
OG0002073	XM_001585276.1.p1	XM_007390623.1.p1
OG0002074	XM_001589902.1.p1	XM_007401318.1.p1
OG0002075	XM_001594360.1.p1	XM_007401731.1.p1
OG0002076	XM_001585877.1.p1	XM_007390264.1.p1
OG0002077	XM_001589887.1.p1	XM_007394800.1.p1
OG0002078	XM_001591720.1.p1	XM_007399398.1.p1
OG0002080	XM_001593699.1.p1	XM_007398924.1.p1
OG0002081	XM_001588894.1.p1	XM_007393730.1.p1
OG0002082	XM_001594098.1.p1	XM_007392757.1.p1, XM_007390267.1.p1, XM_007399164.1.p1
OG0002083	XM_001593868.1.p1	XM_007397094.1.p1
OG0002084	XM_001588553.1.p1	XM_007390254.1.p1
OG0002085	XM_001587134.1.p1	XM_007392092.1.p1
OG0002086	XM_001590939.1.p1	XM_007390547.1.p1
OG0002087	XM_001586735.1.p1	XM_007391520.1.p1
OG0002088	XM_001586514.1.p1	XM_007398968.1.p1
OG0002089	XM_001592270.1.p1	XM_007393159.1.p1
OG0002090	XM_001594354.1.p1	XM_007391570.1.p1
OG0002091	XM_001586935.1.p1	XM_007390065.1.p1
OG0002092	XM_001595172.1.p1	XM_007391726.1.p1
OG0002094	XM_001587490.1.p1	XM_007395410.1.p1
OG0002096	XM_001598383.1.p1	XM_007390961.1.p1
OG0002097	XM_001598488.1.p1	XM_007395117.1.p1
OG0002098	XM_001591197.1.p1	XM_007391814.1.p1
OG0002099	XM_001597283.1.p1	XM_007390449.1.p1
OG0002101	XM_001595627.1.p1	XM_007390614.1.p1
OG0002102	XM_001591028.1.p1	XM_007395890.1.p1
OG0002103	XM_001597714.1.p1	XM_007390820.1.p1, XM_007395750.1.p1
OG0002104	XM_001595210.1.p1	XM_007390056.1.p1
OG0002105	XM_001589834.1.p1	XM_007395707.1.p1
OG0002106	XM_001597055.1.p1	XM_007396330.1.p1
OG0002107	XM_001586115.1.p1	XM_007400609.1.p1
OG0002108	XM_001597387.1.p1, XM_001598671.1.p1	XM_007395354.1.p1
OG0002109	XM_001596958.1.p1	XM_007397091.1.p1
OG0002110	XM_001592487.1.p1	XM_007392669.1.p1
OG0002111	XM_001592325.1.p1	XM_007401055.1.p1
OG0002113	XM_001594579.1.p1	XM_007395771.1.p1
OG0002115	XM_001594564.1.p1	XM_007391248.1.p1
OG0002116	XM_001597172.1.p1	XM_007393818.1.p1
OG0002117	XM_001597516.1.p1	XM_007397829.1.p1
OG0002118	XM_001586126.1.p1	XM_007395543.1.p1
OG0002120	XM_001586423.1.p1	XM_007399706.1.p1
OG0002121	XM_001594727.1.p1	XM_007397134.1.p1
OG0002122	XM_001585609.1.p1	XM_007398394.1.p1
OG0002123	XM_001587329.1.p1	XM_007400661.1.p1
OG0002124	XM_001592753.1.p1	XM_007400879.1.p1
OG0002125	XM_001590534.1.p1	XM_007394498.1.p1
OG0002126	XM_001590790.1.p1	XM_007395626.1.p1
OG0002128	XM_001591440.1.p1	XM_007391957.1.p1
OG0002130	XM_001598480.1.p1	XM_007395523.1.p1
OG0002131	XM_001597846.1.p1	XM_007395641.1.p1
OG0002132	XM_001586258.1.p1	XM_007391583.1.p1
OG0002133	XM_001597660.1.p1	XM_007396883.1.p1
OG0002134	XM_001591909.1.p1	XM_007398199.1.p1
OG0002135	XM_001592871.1.p1	XM_007399793.1.p1, XM_007392273.1.p1, XM_007391698.1.p1
OG0002136	XM_001584926.1.p1	XM_007391635.1.p1
OG0002137	XM_001598570.1.p1	XM_007397907.1.p1
OG0002138	XM_001598561.1.p1	XM_007396736.1.p1
OG0002139	XM_001596723.1.p1	XM_007389763.1.p1
OG0002140	XM_001584855.1.p1	XM_007398901.1.p1
OG0002141	XM_001584871.1.p1	XM_007398996.1.p1
OG0002142	XM_001598306.1.p1	XM_007390458.1.p1
OG0002144	XM_001590305.1.p1	XM_007399912.1.p1
OG0002146	XM_001595747.1.p1	XM_007389839.1.p1
OG0002147	XM_001588429.1.p1	XM_007393625.1.p1
OG0002148	XM_001587218.1.p1	XM_007398278.1.p1
OG0002149	XM_001595097.1.p1	XM_007390375.1.p1
OG0002150	XM_001589080.1.p1	XM_007397740.1.p1
OG0002151	XM_001590139.1.p1	XM_007399619.1.p1
OG0002152	XM_001597362.1.p1	XM_007396290.1.p1
OG0002153	XM_001588677.1.p1	XM_007398724.1.p1
OG0002154	XM_001598883.1.p1	XM_007396644.1.p1
OG0002155	XM_001589224.1.p1	XM_007394479.1.p1
OG0002156	XM_001592773.1.p1	XM_007395234.1.p1
OG0002157	XM_001589310.1.p1	XM_007392258.1.p1
OG0002158	XM_001589202.1.p1	XM_007398312.1.p1
OG0002159	XM_001597069.1.p1	XM_007398020.1.p1
OG0002160	XM_001597338.1.p1	XM_007390473.1.p1
OG0002161	XM_001594738.1.p1	XM_007393080.1.p1
OG0002162	XM_001585017.1.p1	XM_007395161.1.p1
OG0002163	XM_001592926.1.p1	XM_007397299.1.p1
OG0002164	XM_001596685.1.p1	XM_007390828.1.p1
OG0002165	XM_001586253.1.p1	XM_007397034.1.p1
OG0002166	XM_001598851.1.p1	XM_007402266.1.p1
OG0002167	XM_001588909.1.p1	XM_007389765.1.p1
OG0002168	XM_001587498.1.p1, XM_001593814.1.p1	XM_007392990.1.p1
OG0002169	XM_001588232.1.p1	XM_007398892.1.p1
OG0002170	XM_001588185.1.p1	XM_007399280.1.p1
OG0002171	XM_001598808.1.p1	XM_007391258.1.p1
OG0002172	XM_001593168.1.p1	XM_007395447.1.p1
OG0002173	XM_001593342.1.p1	XM_007395673.1.p1
OG0002174	XM_001587971.1.p1	XM_007393389.1.p1
OG0002175	XM_001585700.1.p1	XM_007390729.1.p1
OG0002176	XM_001591669.1.p1	XM_007395006.1.p1
OG0002177	XM_001593376.1.p1	XM_007395901.1.p1
OG0002178	XM_001597354.1.p1	XM_007395906.1.p1
OG0002179	XM_001597351.1.p1	XM_007396334.1.p1
OG0002181	XM_001592505.1.p1	XM_007391926.1.p1
OG0002182	XM_001592661.1.p1	XM_007390808.1.p1
OG0002183	XM_001594214.1.p1	XM_007400883.1.p1
OG0002184	XM_001586165.1.p1	XM_007400628.1.p1
OG0002185	XM_001597309.1.p1	XM_007390822.1.p1
OG0002186	XM_001596132.1.p1	XM_007393664.1.p1
OG0002188	XM_001596239.1.p1	XM_007398273.1.p1, XM_007400136.1.p1
OG0002189	XM_001598107.1.p1, XM_001593649.1.p1	XM_007397119.1.p1
OG0002191	XM_001591504.1.p1	XM_007401757.1.p1
OG0002193	XM_001598522.1.p1	XM_007391592.1.p1
OG0002194	XM_001584529.1.p1	XM_007401893.1.p1
OG0002195	XM_001585413.1.p1	XM_007400625.1.p1
OG0002196	XM_001587560.1.p1	XM_007393623.1.p1
OG0002197	XM_001591624.1.p1	XM_007391829.1.p1
OG0002198	XM_001595649.1.p1	XM_007395340.1.p1
OG0002199	XM_001591037.1.p1	XM_007389768.1.p1
OG0002200	XM_001596106.1.p1	XM_007393479.1.p1
OG0002201	XM_001589339.1.p1	XM_007396701.1.p1
OG0002202	XM_001586194.1.p1	XM_007391900.1.p1
OG0002203	XM_001598207.1.p1	XM_007398125.1.p1, XM_007400420.1.p1
OG0002204	XM_001585587.1.p1	XM_007399022.1.p1
OG0002205	XM_001596005.1.p1	XM_007393669.1.p1, XM_007400573.1.p1
OG0002207	XM_001598061.1.p1	XM_007393088.1.p1
OG0002208	XM_001597727.1.p1	XM_007394817.1.p1
OG0002209	XM_001591570.1.p1	XM_007393680.1.p1
OG0002210	XM_001593476.1.p1	XM_007390709.1.p1
OG0002211	XM_001595934.1.p1	XM_007395235.1.p1
OG0002212	XM_001588015.1.p1	XM_007392920.1.p1
OG0002213	XM_001593703.1.p1	XM_007390239.1.p1
OG0002214	XM_001594908.1.p1	XM_007393116.1.p1, XM_007391738.1.p1
OG0002215	XM_001593925.1.p1	XM_007395136.1.p1, XM_007399685.1.p1
OG0002216	XM_001588581.1.p1	XM_007393383.1.p1, XM_007398890.1.p1, XM_007398893.1.p1
OG0002217	XM_001586440.1.p1	XM_007391866.1.p1
OG0002218	XM_001586061.1.p1	XM_007394163.1.p1
OG0002219	XM_001597578.1.p1	XM_007392013.1.p1
OG0002220	XM_001585691.1.p1	XM_007392378.1.p1
OG0002221	XM_001588318.1.p1	XM_007392907.1.p1
OG0002222	XM_001598076.1.p1	XM_007397353.1.p1
OG0002223	XM_001597501.1.p1	XM_007396984.1.p1
OG0002224	XM_001585858.1.p1	XM_007396510.1.p1
OG0002225	XM_001594478.1.p1	XM_007393250.1.p1
OG0002227	XM_001593889.1.p1	XM_007390073.1.p1
OG0002228	XM_001586724.1.p1	XM_007395861.1.p1
OG0002229	XM_001593158.1.p1	XM_007392195.1.p1
OG0002230	XM_001593506.1.p1	XM_007392459.1.p1
OG0002231	XM_001585598.1.p1	XM_007396583.1.p1
OG0002232	XM_001589358.1.p1	XM_007395585.1.p1
OG0002233	XM_001595518.1.p1	XM_007393696.1.p1
OG0002234	XM_001587071.1.p1	XM_007399470.1.p1
OG0002235	XM_001587174.1.p1	XM_007397192.1.p1
OG0002236	XM_001593056.1.p1	XM_007390694.1.p1
OG0002237	XM_001590016.1.p1	XM_007393083.1.p1
OG0002238	XM_001585760.1.p1	XM_007396167.1.p1
OG0002239	XM_001598706.1.p1	XM_007396043.1.p1
OG0002240	XM_001596018.1.p1	XM_007400621.1.p1
OG0002241	XM_001596710.1.p1	XM_007395327.1.p1
OG0002242	XM_001593203.1.p1	XM_007391822.1.p1
OG0002244	XM_001584570.1.p1	XM_007390263.1.p1
OG0002245	XM_001585829.1.p1	XM_007394813.1.p1
OG0002246	XM_001589689.1.p1	XM_007390641.1.p1
OG0002247	XM_001594109.1.p1	XM_007397837.1.p1
OG0002248	XM_001589743.1.p1	XM_007397484.1.p1
OG0002249	XM_001586745.1.p1	XM_007399800.1.p1
OG0002250	XM_001591244.1.p1	XM_007397209.1.p1
OG0002251	XM_001597957.1.p1	XM_007397004.1.p1
OG0002252	XM_001597393.1.p1	XM_007389831.1.p1
OG0002253	XM_001592156.1.p1	XM_007400486.1.p1
OG0002254	XM_001595538.1.p1	XM_007398300.1.p1
OG0002255	XM_001598058.1.p1	XM_007390492.1.p1
OG0002256	XM_001597665.1.p1	XM_007391716.1.p1
OG0002257	XM_001595716.1.p1	XM_007390457.1.p1, XM_007395184.1.p1
OG0002258	XM_001595567.1.p1	XM_007392208.1.p1, XM_007392214.1.p1
OG0002259	XM_001587718.1.p1	XM_007399185.1.p1
OG0002260	XM_001589832.1.p1	XM_007391766.1.p1
OG0002263	XM_001587282.1.p1	XM_007393125.1.p1
OG0002264	XM_001593750.1.p1	XM_007391555.1.p1
OG0002265	XM_001594511.1.p1	XM_007394642.1.p1
OG0002266	XM_001586466.1.p1	XM_007399567.1.p1
OG0002268	XM_001586142.1.p1	XM_007391621.1.p1
OG0002269	XM_001594966.1.p1	XM_007398060.1.p1
OG0002270	XM_001585906.1.p1	XM_007401646.1.p1
OG0002271	XM_001595957.1.p1	XM_007398214.1.p1
OG0002272	XM_001595860.1.p1	XM_007392102.1.p1
OG0002273	XM_001598458.1.p1	XM_007390989.1.p1
OG0002275	XM_001588146.1.p1	XM_007394273.1.p1
OG0002276	XM_001588261.1.p1	XM_007395718.1.p1
OG0002277	XM_001595576.1.p1	XM_007399691.1.p1
OG0002278	XM_001595383.1.p1	XM_007401218.1.p1
OG0002279	XM_001592136.1.p1	XM_007401297.1.p1
OG0002280	XM_001589331.1.p1	XM_007395036.1.p1
OG0002281	XM_001592956.1.p1	XM_007389935.1.p1
OG0002282	XM_001592660.1.p1	XM_007394526.1.p1
OG0002283	XM_001584904.1.p1	XM_007395162.1.p1
OG0002285	XM_001593379.1.p1	XM_007390746.1.p1
OG0002286	XM_001587647.1.p1	XM_007397268.1.p1
OG0002287	XM_001597641.1.p1	XM_007396743.1.p1
OG0002289	XM_001584771.1.p1	XM_007395742.1.p1
OG0002290	XM_001590177.1.p1	XM_007393135.1.p1
OG0002291	XM_001596893.1.p1	XM_007399804.1.p1
OG0002292	XM_001598831.1.p1	XM_007395425.1.p1
OG0002293	XM_001593573.1.p1	XM_007395877.1.p1
OG0002294	XM_001588293.1.p1	XM_007395615.1.p1
OG0002295	XM_001593937.1.p1	XM_007391559.1.p1
OG0002296	XM_001587760.1.p1	XM_007398772.1.p1
OG0002297	XM_001592882.1.p1	XM_007390674.1.p1
OG0002298	XM_001589964.1.p1	XM_007401210.1.p1
OG0002299	XM_001587291.1.p1	XM_007401230.1.p1
OG0002300	XM_001584752.1.p1	XM_007400348.1.p1
OG0002301	XM_001587554.1.p1	XM_007392351.1.p1
OG0002302	XM_001597423.1.p1	XM_007395932.1.p1
OG0002303	XM_001592886.1.p1	XM_007395772.1.p1
OG0002304	XM_001590430.1.p1	XM_007399310.1.p1
OG0002305	XM_001588373.1.p1	XM_007392238.1.p1
OG0002307	XM_001595335.1.p1	XM_007395078.1.p1
OG0002308	XM_001588088.1.p1	XM_007400310.1.p1
OG0002309	XM_001597164.1.p1	XM_007401063.1.p1
OG0002310	XM_001597869.1.p1	XM_007395603.1.p1
OG0002311	XM_001593843.1.p1	XM_007390472.1.p1
OG0002312	XM_001597581.1.p1	XM_007396034.1.p1
OG0002313	XM_001598817.1.p1	XM_007392491.1.p1
OG0002314	XM_001592506.1.p1	XM_007395903.1.p1
OG0002315	XM_001595086.1.p1	XM_007401165.1.p1
OG0002316	XM_001595372.1.p1	XM_007396151.1.p1
OG0002318	XM_001592313.1.p1	XM_007390284.1.p1
OG0002319	XM_001593042.1.p1	XM_007397985.1.p1
OG0002320	XM_001590262.1.p1	XM_007396271.1.p1
OG0002321	XM_001598171.1.p1	XM_007395783.1.p1
OG0002322	XM_001597819.1.p1	XM_007391634.1.p1
OG0002323	XM_001585649.1.p1	XM_007399314.1.p1
OG0002324	XM_001594335.1.p1	XM_007394047.1.p1, XM_007394621.1.p1
OG0002326	XM_001594840.1.p1	XM_007395460.1.p1
OG0002328	XM_001593853.1.p1	XM_007395597.1.p1
OG0002330	XM_001585275.1.p1	XM_007389794.1.p1
OG0002332	XM_001598860.1.p1	XM_007394063.1.p1
OG0002334	XM_001598728.1.p1	XM_007396335.1.p1
OG0002335	XM_001589947.1.p1	XM_007390624.1.p1
OG0002336	XM_001598169.1.p1	XM_007395557.1.p1
OG0002337	XM_001594031.1.p1	XM_007394309.1.p1
OG0002338	XM_001589830.1.p1	XM_007392277.1.p1
OG0002339	XM_001595315.1.p1	XM_007400643.1.p1
OG0002340	XM_001587551.1.p1	XM_007394312.1.p1
OG0002342	XM_001593487.1.p1	XM_007399686.1.p1
OG0002343	XM_001588118.1.p1	XM_007393562.1.p1
OG0002344	XM_001588788.1.p1	XM_007392106.1.p1
OG0002345	XM_001588207.1.p1	XM_007396681.1.p1
OG0002346	XM_001589482.1.p1	XM_007395055.1.p1
OG0002347	XM_001591280.1.p1	XM_007395540.1.p1
OG0002348	XM_001587377.1.p1	XM_007401609.1.p1
OG0002349	XM_001592258.1.p1	XM_007393964.1.p1
OG0002350	XM_001592823.1.p1	XM_007393037.1.p1, XM_007392364.1.p1
OG0002351	XM_001596380.1.p1, XM_001586200.1.p1, XM_001585578.1.p1	XM_007401744.1.p1
OG0002352	XM_001587843.1.p1	XM_007399086.1.p1
OG0002353	XM_001591075.1.p1	XM_007400876.1.p1
OG0002354	XM_001597127.1.p1	XM_007390941.1.p1
OG0002355	XM_001587838.1.p1	XM_007392712.1.p1, XM_007401918.1.p1
OG0002356	XM_001587759.1.p1	XM_007395421.1.p1
OG0002357	XM_001586659.1.p1	XM_007393211.1.p1
OG0002358	XM_001598417.1.p1	XM_007398731.1.p1
OG0002361	XM_001597742.1.p1	XM_007392407.1.p1
OG0002362	XM_001598086.1.p1	XM_007390466.1.p1
OG0002363	XM_001593705.1.p1	XM_007391671.1.p1
OG0002364	XM_001585557.1.p1	XM_007391842.1.p1
OG0002365	XM_001595933.1.p1	XM_007399628.1.p1
OG0002366	XM_001588393.1.p1	XM_007390119.1.p1
OG0002367	XM_001594557.1.p1	XM_007401189.1.p1
OG0002368	XM_001595238.1.p1	XM_007391000.1.p1, XM_007394296.1.p1
OG0002369	XM_001584507.1.p1	XM_007397435.1.p1
OG0002370	XM_001585727.1.p1, XM_001585728.1.p1	XM_007395896.1.p1
OG0002371	XM_001589243.1.p1	XM_007392019.1.p1
OG0002372	XM_001588478.1.p1	XM_007393470.1.p1
OG0002373	XM_001588479.1.p1	XM_007394734.1.p1
OG0002374	XM_001584624.1.p1	XM_007394321.1.p1
OG0002375	XM_001595425.1.p1	XM_007390177.1.p1
OG0002376	XM_001595422.1.p1	XM_007390754.1.p1
OG0002377	XM_001594986.1.p1	XM_007393180.1.p1
OG0002378	XM_001588929.1.p1	XM_007399786.1.p1
OG0002379	XM_001590796.1.p1	XM_007394863.1.p1
OG0002380	XM_001588912.1.p1	XM_007390075.1.p1
