Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Trichoderma_reesei_rna_prot
OG0002678	XM_001588076.1.p1	XM_006968468.1.p1
OG0002679	XM_001585181.1.p1	XM_006961921.1.p1
OG0002680	XM_001590223.1.p1	XM_006964571.1.p1
OG0002681	XM_001591118.1.p1	XM_006967411.1.p1
OG0002682	XM_001590941.1.p1	XM_006965302.1.p1
OG0002684	XM_001595173.1.p1	XM_006967095.1.p1
OG0002685	XM_001593412.1.p1	XM_006968351.1.p1
OG0002686	XM_001596507.1.p1	XM_006967087.1.p1
OG0002687	XM_001586733.1.p1	XM_006964813.1.p1
OG0002688	XM_001595177.1.p1	XM_006967208.1.p1
OG0002689	XM_001592281.1.p1	XM_006960931.1.p1
OG0002690	XM_001598236.1.p1	XM_006962167.1.p1
OG0002691	XM_001586060.1.p1	XM_006962716.1.p1
OG0002692	XM_001591095.1.p1	XM_006966213.1.p1
OG0002694	XM_001589333.1.p1	XM_006963878.1.p1
OG0002696	XM_001598191.1.p1	XM_006966730.1.p1
OG0002698	XM_001593787.1.p1	XM_006964255.1.p1
OG0002699	XM_001587155.1.p1	XM_006966517.1.p1
OG0002700	XM_001587259.1.p1	XM_006965558.1.p1
OG0002701	XM_001593758.1.p1	XM_006961860.1.p1
OG0002702	XM_001591302.1.p1	XM_006965502.1.p1
OG0002703	XM_001591239.1.p1	XM_006965820.1.p1
OG0002704	XM_001597465.1.p1	XM_006962999.1.p1
OG0002707	XM_001586132.1.p1	XM_006962604.1.p1
OG0002708	XM_001597128.1.p1	XM_006962631.1.p1
OG0002709	XM_001587858.1.p1	XM_006964905.1.p1
OG0002710	XM_001595676.1.p1	XM_006968189.1.p1
OG0002711	XM_001588265.1.p1	XM_006967508.1.p1
OG0002712	XM_001586007.1.p1	XM_006966509.1.p1
OG0002713	XM_001594857.1.p1	XM_006968427.1.p1
OG0002714	XM_001591816.1.p1	XM_006965251.1.p1
OG0002718	XM_001586171.1.p1	XM_006961114.1.p1
OG0002720	XM_001591468.1.p1	XM_006961590.1.p1
OG0002721	XM_001586997.1.p1	XM_006965711.1.p1
OG0002722	XM_001593780.1.p1	XM_006961907.1.p1
OG0002723	XM_001584789.1.p1	XM_006964088.1.p1
OG0002724	XM_001586934.1.p1	XM_006964956.1.p1
OG0002725	XM_001591245.1.p1	XM_006964821.1.p1
OG0002726	XM_001594793.1.p1	XM_006967102.1.p1
OG0002727	XM_001596199.1.p1	XM_006969392.1.p1
OG0002728	XM_001592197.1.p1	XM_006968644.1.p1
OG0002729	XM_001589317.1.p1	XM_006966219.1.p1
OG0002730	XM_001591400.1.p1	XM_006967224.1.p1
OG0002731	XM_001590601.1.p1	XM_006962176.1.p1
OG0002732	XM_001598116.1.p1	XM_006967889.1.p1
OG0002733	XM_001588057.1.p1	XM_006961422.1.p1
OG0002734	XM_001588718.1.p1	XM_006968179.1.p1
OG0002735	XM_001590234.1.p1	XM_006964421.1.p1
OG0002736	XM_001596736.1.p1	XM_006962080.1.p1
OG0002737	XM_001587661.1.p1	XM_006969758.1.p1
OG0002738	XM_001597580.1.p1	XM_006960996.1.p1
OG0002739	XM_001593077.1.p1	XM_006964462.1.p1, XM_006968335.1.p1
OG0002740	XM_001596378.1.p1	XM_006965630.1.p1
OG0002741	XM_001596447.1.p1	XM_006965909.1.p1
OG0002742	XM_001592800.1.p1	XM_006966668.1.p1
OG0002743	XM_001589287.1.p1	XM_006962038.1.p1
OG0002746	XM_001591002.1.p1	XM_006961397.1.p1
OG0002747	XM_001592910.1.p1	XM_006961597.1.p1
OG0002749	XM_001587250.1.p1	XM_006966519.1.p1
OG0002750	XM_001585487.1.p1	XM_006966048.1.p1
OG0002751	XM_001586019.1.p1	XM_006966474.1.p1
OG0002752	XM_001587862.1.p1	XM_006965067.1.p1
OG0002753	XM_001584544.1.p1	XM_006967020.1.p1
OG0002755	XM_001597916.1.p1	XM_006964457.1.p1
OG0002757	XM_001589360.1.p1	XM_006964566.1.p1
OG0002758	XM_001588928.1.p1	XM_006964517.1.p1
OG0002759	XM_001597470.1.p1	XM_006966230.1.p1
OG0002760	XM_001595952.1.p1	XM_006962976.1.p1
OG0002761	XM_001585199.1.p1	XM_006966870.1.p1
OG0002762	XM_001589225.1.p1	XM_006967141.1.p1
OG0002763	XM_001587011.1.p1	XM_006961737.1.p1
OG0002764	XM_001589776.1.p1	XM_006966841.1.p1
OG0002765	XM_001587839.1.p1	XM_006965537.1.p1
OG0002767	XM_001592938.1.p1	XM_006965746.1.p1
OG0002768	XM_001596338.1.p1	XM_006966524.1.p1
OG0002769	XM_001588242.1.p1	XM_006963211.1.p1
OG0002770	XM_001584690.1.p1	XM_006968100.1.p1
OG0002771	XM_001591056.1.p1	XM_006962368.1.p1
OG0002772	XM_001584501.1.p1	XM_006969198.1.p1
OG0002773	XM_001584842.1.p1	XM_006964104.1.p1
OG0002774	XM_001593500.1.p1	XM_006967098.1.p1
OG0002776	XM_001593796.1.p1	XM_006963005.1.p1
OG0002777	XM_001593216.1.p1	XM_006966411.1.p1
OG0002778	XM_001588821.1.p1	XM_006961426.1.p1
OG0002779	XM_001592438.1.p1	XM_006962923.1.p1
OG0002780	XM_001595052.1.p1	XM_006963802.1.p1
OG0002781	XM_001591527.1.p1	XM_006969298.1.p1
OG0002782	XM_001586441.1.p1	XM_006967684.2.p1
OG0002783	XM_001589787.1.p1	XM_006966835.1.p1
OG0002784	XM_001592447.1.p1	XM_006961822.1.p1
OG0002785	XM_001598758.1.p1	XM_006963128.2.p1
OG0002788	XM_001591693.1.p1	XM_006963342.1.p1
OG0002789	XM_001590972.1.p1	XM_006964441.1.p1
OG0002790	XM_001592863.1.p1	XM_006965713.1.p1
OG0002791	XM_001595077.1.p1	XM_006967210.1.p1
OG0002792	XM_001590027.1.p1	XM_006964324.1.p1
OG0002793	XM_001596517.1.p1	XM_006965748.1.p1
OG0002794	XM_001584823.1.p1	XM_006964123.1.p1
OG0002795	XM_001590912.1.p1	XM_006969749.1.p1
OG0002796	XM_001586660.1.p1	XM_006964787.2.p1
OG0002798	XM_001594499.1.p1	XM_006966422.1.p1
OG0002799	XM_001588159.1.p1	XM_006963398.1.p1
OG0002800	XM_001591143.1.p1	XM_006961043.1.p1
OG0002801	XM_001597534.1.p1	XM_006961396.1.p1
OG0002802	XM_001596953.1.p1	XM_006963424.1.p1
OG0002803	XM_001592401.1.p1	XM_006960908.1.p1
OG0002804	XM_001585530.1.p1	XM_006968173.1.p1
OG0002805	XM_001586067.1.p1	XM_006963891.1.p1
OG0002807	XM_001596809.1.p1	XM_006961387.1.p1
OG0002808	XM_001590544.1.p1	XM_006962296.1.p1
OG0002809	XM_001593313.1.p1	XM_006965489.1.p1
OG0002810	XM_001598004.1.p1	XM_006961640.1.p1
OG0002813	XM_001592772.1.p1	XM_006965946.1.p1
OG0002816	XM_001591067.1.p1	XM_006966185.1.p1
OG0002818	XM_001586374.1.p1	XM_006963407.1.p1
OG0002820	XM_001597886.1.p1	XM_006965484.1.p1
OG0002821	XM_001598454.1.p1	XM_006961578.1.p1
OG0002822	XM_001597859.1.p1	XM_006960922.1.p1
OG0002823	XM_001590009.1.p1	XM_006961370.1.p1
OG0002824	XM_001590910.1.p1	XM_006969753.1.p1
OG0002825	XM_001595492.1.p1	XM_006963932.1.p1
OG0002826	XM_001597079.1.p1	XM_006962097.1.p1
OG0002827	XM_001585194.1.p1	XM_006965853.1.p1
OG0002828	XM_001590125.1.p1	XM_006968293.1.p1
OG0002829	XM_001588300.1.p1	XM_006961416.1.p1
OG0002830	XM_001589002.1.p1	XM_006961588.1.p1
OG0002832	XM_001598333.1.p1	XM_006964204.1.p1
OG0002833	XM_001595290.1.p1	XM_006964069.1.p1
OG0002834	XM_001598690.1.p1	XM_006965863.1.p1
OG0002835	XM_001595662.1.p1	XM_006966134.1.p1
OG0002836	XM_001595817.1.p1	XM_006966928.1.p1
OG0002837	XM_001589262.1.p1	XM_006962343.1.p1
OG0002838	XM_001588615.1.p1	XM_006965845.1.p1
OG0002839	XM_001595816.1.p1	XM_006967028.1.p1
OG0002840	XM_001588045.1.p1	XM_006969601.1.p1
OG0002841	XM_001588074.1.p1	XM_006968354.1.p1
OG0002843	XM_001596231.1.p1	XM_006963579.1.p1
OG0002844	XM_001593045.1.p1	XM_006961258.1.p1
OG0002846	XM_001586963.1.p1	XM_006961691.1.p1
OG0002847	XM_001593772.1.p1	XM_006966563.1.p1
OG0002849	XM_001588773.1.p1	XM_006966981.1.p1
OG0002850	XM_001593497.1.p1	XM_006963144.1.p1
OG0002851	XM_001588039.1.p1	XM_006968064.1.p1
OG0002853	XM_001593876.1.p1	XM_006966079.1.p1
OG0002855	XM_001595705.1.p1	XM_006968477.1.p1
OG0002856	XM_001584674.1.p1	XM_006961650.1.p1
OG0002857	XM_001587907.1.p1	XM_006965505.1.p1
OG0002858	XM_001587913.1.p1	XM_006964049.1.p1, XM_006965835.1.p1
OG0002859	XM_001587414.1.p1	XM_006964065.1.p1
OG0002861	XM_001592809.1.p1	XM_006966630.1.p1
OG0002862	XM_001594362.1.p1	XM_006963857.1.p1
OG0002863	XM_001593273.1.p1	XM_006967057.1.p1
OG0002864	XM_001592933.1.p1	XM_006965592.1.p1
OG0002865	XM_001592893.1.p1	XM_006966807.1.p1
OG0002867	XM_001591252.1.p1	XM_006965074.1.p1
OG0002869	XM_001594714.1.p1	XM_006965796.1.p1
OG0002870	XM_001591055.1.p1	XM_006962158.1.p1
OG0002871	XM_001589839.1.p1	XM_006961173.1.p1
OG0002872	XM_001598431.1.p1	XM_006965457.1.p1
OG0002873	XM_001587391.1.p1	XM_006965263.1.p1
OG0002874	XM_001592659.1.p1	XM_006961843.1.p1
OG0002876	XM_001589719.1.p1	XM_006968766.1.p1
OG0002877	XM_001586947.1.p1	XM_006964930.1.p1
OG0002878	XM_001586207.1.p1	XM_006966850.1.p1
OG0002880	XM_001590651.1.p1	XM_006966865.1.p1
OG0002881	XM_001588307.1.p1	XM_006961415.1.p1
OG0002882	XM_001595117.1.p1	XM_006961378.1.p1
OG0002883	XM_001588923.1.p1	XM_006969584.1.p1
OG0002884	XM_001587320.1.p1	XM_006961759.1.p1
OG0002887	XM_001592730.1.p1	XM_006965438.1.p1
OG0002888	XM_001585340.1.p1	XM_006967352.1.p1
OG0002889	XM_001596947.1.p1	XM_006967819.1.p1
OG0002890	XM_001585491.1.p1	XM_006968096.1.p1
OG0002891	XM_001584905.1.p1	XM_006960871.1.p1
OG0002892	XM_001593193.1.p1	XM_006966494.1.p1
OG0002893	XM_001584778.1.p1	XM_006963680.1.p1
OG0002894	XM_001584777.1.p1	XM_006963884.1.p1
OG0002895	XM_001596822.1.p1	XM_006963460.1.p1
OG0002896	XM_001589778.1.p1	XM_006969526.1.p1
OG0002897	XM_001596797.1.p1	XM_006969050.1.p1
OG0002898	XM_001594548.1.p1	XM_006963670.1.p1
OG0002899	XM_001598500.1.p1	XM_006967950.1.p1
OG0002900	XM_001594304.1.p1	XM_006962427.1.p1
OG0002901	XM_001592908.1.p1	XM_006967899.2.p1
OG0002904	XM_001590117.1.p1	XM_006967598.1.p1
OG0002905	XM_001595167.1.p1	XM_006967837.1.p1
OG0002906	XM_001585980.1.p1	XM_006965756.1.p1
OG0002907	XM_001589508.1.p1	XM_006964105.1.p1
OG0002909	XM_001589650.1.p1	XM_006967287.1.p1
OG0002910	XM_001584756.1.p1	XM_006969901.1.p1
OG0002911	XM_001587671.1.p1	XM_006964835.1.p1
OG0002913	XM_001589087.1.p1	XM_006962027.1.p1
OG0002914	XM_001586648.1.p1	XM_006964820.1.p1
OG0002915	XM_001586655.1.p1	XM_006964857.1.p1
OG0002916	XM_001595332.1.p1	XM_006964221.1.p1
OG0002917	XM_001593156.1.p1	XM_006968364.1.p1
OG0002918	XM_001584751.1.p1	XM_006963254.1.p1
OG0002919	XM_001595131.1.p1	XM_006964223.1.p1
OG0002920	XM_001594348.1.p1	XM_006961070.1.p1
OG0002921	XM_001586580.1.p1	XM_006961345.1.p1
OG0002922	XM_001598928.1.p1	XM_006968883.1.p1
OG0002923	XM_001589939.1.p1	XM_006961060.1.p1
OG0002924	XM_001598426.1.p1	XM_006969024.1.p1
OG0002925	XM_001592397.1.p1	XM_006962924.1.p1
OG0002927	XM_001592441.1.p1	XM_006962669.1.p1
OG0002928	XM_001594792.1.p1	XM_006967380.1.p1
OG0002929	XM_001594925.1.p1	XM_006961106.1.p1
OG0002931	XM_001596637.1.p1	XM_006963894.1.p1
OG0002932	XM_001584521.1.p1	XM_006969043.1.p1
OG0002933	XM_001598436.1.p1	XM_006969035.1.p1
OG0002935	XM_001597087.1.p1	XM_006961935.2.p1
OG0002936	XM_001585645.1.p1	XM_006969026.1.p1
OG0002937	XM_001592062.1.p1	XM_006965369.1.p1
OG0002939	XM_001588064.1.p1	XM_006960946.1.p1
OG0002940	XM_001584945.1.p1	XM_006966044.1.p1
OG0002941	XM_001598911.1.p1	XM_006968383.1.p1
OG0002942	XM_001598387.1.p1	XM_006963616.1.p1
OG0002944	XM_001595601.1.p1	XM_006966092.1.p1
OG0002945	XM_001596835.1.p1	XM_006963873.1.p1
OG0002946	XM_001598340.1.p1	XM_006964200.1.p1
OG0002947	XM_001594879.1.p1	XM_006965049.1.p1
OG0002948	XM_001598017.1.p1	XM_006962740.1.p1
OG0002949	XM_001596664.1.p1	XM_006961911.1.p1
OG0002950	XM_001596766.1.p1	XM_006961912.1.p1
OG0002951	XM_001587972.1.p1	XM_006964779.1.p1
OG0002952	XM_001594674.1.p1	XM_006965638.1.p1
OG0002954	XM_001594218.1.p1	XM_006963685.1.p1
OG0002955	XM_001585257.1.p1	XM_006961469.1.p1
OG0002956	XM_001589716.1.p1	XM_006966843.1.p1
OG0002957	XM_001597979.1.p1	XM_006964410.1.p1
OG0002958	XM_001596285.1.p1	XM_006964280.1.p1
OG0002960	XM_001591838.1.p1	XM_006965152.1.p1
OG0002961	XM_001589391.1.p1	XM_006967732.1.p1
OG0002962	XM_001588125.1.p1	XM_006966464.1.p1
OG0002963	XM_001590664.1.p1	XM_006962784.1.p1
OG0002964	XM_001589841.1.p1	XM_006961174.1.p1
OG0002965	XM_001594731.1.p1	XM_006964959.1.p1
OG0002966	XM_001591517.1.p1	XM_006967662.1.p1
OG0002967	XM_001592383.1.p1	XM_006968628.1.p1
OG0002968	XM_001590687.1.p1	XM_006962403.1.p1
OG0002970	XM_001584779.1.p1	XM_006963885.1.p1
OG0002971	XM_001593218.1.p1	XM_006960864.1.p1
OG0002972	XM_001586583.1.p1	XM_006961531.1.p1
OG0002973	XM_001597296.1.p1	XM_006965292.1.p1
OG0002974	XM_001598292.1.p1	XM_006969725.1.p1
OG0002975	XM_001597082.1.p1	XM_006962307.1.p1
OG0002976	XM_001585763.1.p1	XM_006969751.1.p1
OG0002977	XM_001595717.1.p1	XM_006968420.1.p1
OG0002978	XM_001590727.1.p1	XM_006962561.1.p1
OG0002979	XM_001590171.1.p1	XM_006964414.1.p1
OG0002980	XM_001595614.1.p1	XM_006965856.1.p1
OG0002981	XM_001588086.1.p1	XM_006962515.1.p1
OG0002982	XM_001592352.1.p1	XM_006969524.1.p1
OG0002983	XM_001597473.1.p1	XM_006966328.1.p1
OG0002984	XM_001585466.1.p1	XM_006966840.1.p1
OG0002985	XM_001585569.1.p1	XM_006969525.1.p1
OG0002986	XM_001595969.1.p1	XM_006966858.1.p1
OG0002987	XM_001589442.1.p1	XM_006967258.1.p1
OG0002988	XM_001589623.1.p1	XM_006964098.1.p1
OG0002989	XM_001586520.1.p1	XM_006965344.1.p1
OG0002990	XM_001591809.1.p1	XM_006965381.1.p1
OG0002992	XM_001588178.1.p1	XM_006965997.1.p1
OG0002993	XM_001588043.1.p1	XM_006964210.1.p1
OG0002994	XM_001586777.1.p1	XM_006964919.1.p1
OG0002995	XM_001587761.1.p1	XM_006964994.1.p1
OG0002996	XM_001587815.1.p1	XM_006965532.1.p1
OG0002997	XM_001591052.1.p1	XM_006960995.1.p1
OG0002998	XM_001587294.1.p1	XM_006967982.1.p1
OG0002999	XM_001587735.1.p1	XM_006968823.1.p1
OG0003000	XM_001597103.1.p1	XM_006962239.1.p1
OG0003001	XM_001584517.1.p1	XM_006962267.1.p1
OG0003002	XM_001591859.1.p1	XM_006963339.1.p1
OG0003003	XM_001591033.1.p1	XM_006967443.1.p1
OG0003004	XM_001597280.1.p1	XM_006964495.1.p1
OG0003005	XM_001597771.1.p1	XM_006964686.1.p1
OG0003006	XM_001594575.1.p1	XM_006966205.1.p1
OG0003007	XM_001587364.1.p1	XM_006961811.1.p1
OG0003008	XM_001598051.1.p1	XM_006969662.1.p1
OG0003009	XM_001595951.1.p1	XM_006962744.1.p1
OG0003010	XM_001590494.1.p1	XM_006969194.1.p1
OG0003011	XM_001590780.1.p1	XM_006962136.1.p1
OG0003012	XM_001595070.1.p1	XM_006965346.1.p1
OG0003014	XM_001589192.1.p1	XM_006962912.1.p1
OG0003015	XM_001596725.1.p1	XM_006962122.1.p1
OG0003016	XM_001590554.1.p1	XM_006968556.1.p1
OG0003017	XM_001590557.1.p1	XM_006960929.1.p1
OG0003018	XM_001598650.1.p1	XM_006964403.1.p1
OG0003019	XM_001590895.1.p1	XM_006969189.1.p1
OG0003021	XM_001595968.1.p1	XM_006966655.1.p1
OG0003022	XM_001596914.1.p1	XM_006966298.1.p1
OG0003023	XM_001592701.1.p1	XM_006966724.1.p1
OG0003024	XM_001586215.1.p1	XM_006963668.1.p1
OG0003025	XM_001585541.1.p1	XM_006965944.1.p1
OG0003026	XM_001594844.1.p1	XM_006965803.1.p1
OG0003028	XM_001592133.1.p1	XM_006961539.1.p1
OG0003031	XM_001592864.1.p1	XM_006965563.1.p2
OG0003033	XM_001590715.1.p1	XM_006965838.1.p1
OG0003035	XM_001594235.1.p1	XM_006963650.1.p1, XM_006968377.1.p1
OG0003036	XM_001584919.1.p1	XM_006967729.1.p1
OG0003051	XM_001589188.1.p1	XM_006962729.1.p1
OG0003054	XM_001595087.1.p1	XM_006967992.1.p1
OG0003056	XM_001591810.1.p1	XM_006965238.1.p1
OG0003057	XM_001585366.1.p1	XM_006961005.1.p1
OG0003059	XM_001586749.1.p1	XM_006965116.1.p1
OG0003062	XM_001592550.1.p1	XM_006968912.1.p1
OG0003065	XM_001598008.1.p1	XM_006969495.1.p1
OG0003066	XM_001598307.1.p1	XM_006960865.1.p1
OG0003067	XM_001588972.1.p1	XM_006967657.1.p1
OG0003070	XM_001585280.1.p1	XM_006965256.1.p1
OG0003071	XM_001595413.1.p1	XM_006967701.1.p1
OG0003072	XM_001585286.1.p1	XM_006963014.1.p1
OG0003073	XM_001585418.1.p1	XM_006969656.1.p1
OG0003074	XM_001585942.1.p1	XM_006964261.1.p1
OG0003076	XM_001596385.1.p1	XM_006966690.1.p1
OG0003077	XM_001593929.1.p1	XM_006967386.1.p1
OG0003078	XM_001593880.1.p1	XM_006961555.1.p1
OG0003079	XM_001593867.1.p1	XM_006966078.1.p1
OG0003080	XM_001597105.1.p1	XM_006962240.1.p1
OG0003081	XM_001585098.1.p1	XM_006968535.1.p1
OG0003082	XM_001587691.1.p1	XM_006964772.1.p1
OG0003083	XM_001585084.1.p1	XM_006969739.1.p1
OG0003084	XM_001597399.1.p1	XM_006966108.1.p1
OG0003085	XM_001586447.1.p1	XM_006965224.1.p1
OG0003086	XM_001593449.1.p1	XM_006966164.2.p1
OG0003087	XM_001591458.1.p1	XM_006961591.1.p1
OG0003088	XM_001595084.1.p1	XM_006965441.1.p1
OG0003089	XM_001597507.1.p1	XM_006964611.1.p1
OG0003090	XM_001598219.1.p1	XM_006966859.1.p1
OG0003091	XM_001595628.1.p1	XM_006964380.1.p1
OG0003092	XM_001592145.1.p1	XM_006964671.1.p1
OG0003093	XM_001595110.1.p1	XM_006964704.1.p1
OG0003094	XM_001598396.1.p1	XM_006961011.1.p1
OG0003095	XM_001584965.1.p1	XM_006962255.1.p1
OG0003096	XM_001584584.1.p1	XM_006962971.1.p1
OG0003097	XM_001596861.1.p1	XM_006960948.1.p1
OG0003098	XM_001591064.1.p1	XM_006967696.1.p1
OG0003099	XM_001584720.1.p1	XM_006962727.1.p1
OG0003102	XM_001594211.1.p1	XM_006962703.1.p1
OG0003103	XM_001593013.1.p1	XM_006967717.1.p1
OG0003106	XM_001589783.1.p1	XM_006969497.1.p1
OG0003107	XM_001592963.1.p1	XM_006967416.1.p1
OG0003108	XM_001590679.1.p1	XM_006962187.1.p1
OG0003109	XM_001595512.1.p1	XM_006962558.1.p1
OG0003110	XM_001590598.1.p1	XM_006961983.1.p1
OG0003111	XM_001590591.1.p1	XM_006962177.1.p1
OG0003112	XM_001590553.1.p1	XM_006968618.1.p1
OG0003113	XM_001590855.1.p1	XM_006962452.1.p1
OG0003115	XM_001597789.1.p1	XM_006969388.1.p1
OG0003117	XM_001590014.1.p1	XM_006961835.1.p1
OG0003118	XM_001590931.1.p1	XM_006961929.1.p1
OG0003119	XM_001597626.1.p1	XM_006965889.1.p1
OG0003120	XM_001593852.1.p1	XM_006968852.1.p1
OG0003121	XM_001585563.1.p1	XM_006968828.1.p1
OG0003122	XM_001588060.1.p1	XM_006963311.1.p1
OG0003123	XM_001590809.1.p1	XM_006962095.1.p1
OG0003124	XM_001594372.1.p1	XM_006963673.1.p1
OG0003125	XM_001595203.1.p1	XM_006963830.1.p1
OG0003126	XM_001594982.1.p1	XM_006969052.1.p1
OG0003127	XM_001591119.1.p1	XM_006967981.1.p1
OG0003128	XM_001598252.1.p1	XM_006969632.1.p1
OG0003129	XM_001587550.1.p1	XM_006967990.1.p1
OG0003130	XM_001591279.1.p1	XM_006964998.1.p1
OG0003131	XM_001588990.1.p1	XM_006961540.1.p1
OG0003132	XM_001589736.1.p1	XM_006969690.1.p1, XM_006964202.1.p1
OG0003133	XM_001587224.1.p1	XM_006961649.1.p1
OG0003134	XM_001595329.1.p1	XM_006964222.1.p1
OG0003135	XM_001597179.1.p1	XM_006960909.1.p1
OG0003137	XM_001593489.1.p1	XM_006966238.1.p1
OG0003138	XM_001596180.1.p1	XM_006962875.1.p1
OG0003140	XM_001591076.1.p1	XM_006963061.1.p1
OG0003141	XM_001587258.1.p1	XM_006965720.1.p1
OG0003144	XM_001588319.1.p1	XM_006961848.1.p1
OG0003146	XM_001595345.1.p1	XM_006963798.1.p1
OG0003149	XM_001597965.1.p1	XM_006963637.1.p1
OG0003150	XM_001594558.1.p1	XM_006963696.1.p1
OG0003151	XM_001585924.1.p1	XM_006961892.1.p1
OG0003152	XM_001594909.1.p1	XM_006965050.1.p1
OG0003153	XM_001596855.1.p1	XM_006961260.1.p1
OG0003153	XM_001592935.1.p1	XM_006965591.1.p1
OG0003154	XM_001591460.1.p1	XM_006961179.1.p1
OG0003155	XM_001597217.1.p1	XM_006969068.1.p1
OG0003159	XM_001598215.1.p1	XM_006968709.1.p1
OG0003160	XM_001596009.1.p1	XM_006967244.1.p1
OG0003161	XM_001598525.1.p1	XM_006961306.1.p1
OG0003163	XM_001585128.1.p1	XM_006962289.1.p1
OG0003165	XM_001592421.1.p1	XM_006968129.1.p1
OG0003166	XM_001592428.1.p1	XM_006962506.1.p1
OG0003167	XM_001586030.1.p1	XM_006964298.1.p1
OG0003168	XM_001594113.1.p1	XM_006964106.1.p1
OG0003169	XM_001593747.1.p1	XM_006966388.1.p1
OG0003170	XM_001588041.1.p1	XM_006963148.1.p1
OG0003171	XM_001596895.1.p1	XM_006963017.1.p1
OG0003173	XM_001594593.1.p1	XM_006969894.1.p1
OG0003174	XM_001587964.1.p1	XM_006969046.1.p1
OG0003177	XM_001598258.1.p1, XM_001593627.1.p1	XM_006966283.1.p1
OG0003178	XM_001593599.1.p1, XM_001598365.1.p1	XM_006960876.1.p1
OG0003179	XM_001598884.1.p1	XM_006969439.1.p1
OG0003180	XM_001585425.1.p1	XM_006962050.1.p1
OG0003181	XM_001587893.1.p1	XM_006969499.1.p1
OG0003182	XM_001585321.1.p1	XM_006960914.1.p1
OG0003183	XM_001585430.1.p1	XM_006960918.1.p1
OG0003185	XM_001587727.1.p1	XM_006965104.1.p1
OG0003187	XM_001591792.1.p1	XM_006965241.1.p1
OG0003189	XM_001591454.1.p1	XM_006961178.1.p1
OG0003190	XM_001590532.1.p1	XM_006962086.1.p1
OG0003191	XM_001593118.1.p1	XM_006965941.1.p1
OG0003192	XM_001590578.1.p1	XM_006962853.1.p1
OG0003194	XM_001589109.1.p1	XM_006961883.1.p1
OG0003195	XM_001590563.1.p1	XM_006968683.1.p1
OG0003196	XM_001589671.1.p1	XM_006968519.1.p1
OG0003197	XM_001592799.1.p1	XM_006964774.1.p1
OG0003198	XM_001591928.1.p1	XM_006962102.1.p1
OG0003200	XM_001589645.1.p1	XM_006961980.1.p1
OG0003201	XM_001593558.1.p1	XM_006966420.1.p1
OG0003203	XM_001589250.1.p1	XM_006962067.1.p1
OG0003204	XM_001584949.1.p1	XM_006962259.1.p1
OG0003205	XM_001589240.1.p1	XM_006969747.1.p1
OG0003206	XM_001597928.1.p1	XM_006962328.1.p1
OG0003207	XM_001588745.1.p1	XM_006968350.1.p1
OG0003208	XM_001593404.1.p1	XM_006969130.1.p1
OG0003209	XM_001596670.1.p1	XM_006967147.1.p1
OG0003211	XM_001596689.1.p1	XM_006963256.1.p1
OG0003213	XM_001592922.1.p1	XM_006965567.1.p1
OG0003214	XM_001596003.1.p1	XM_006969533.1.p1
OG0003215	XM_001587605.1.p1	XM_006967247.1.p1
OG0003216	XM_001589164.1.p1	XM_006961704.1.p1
OG0003217	XM_001588614.1.p1	XM_006968269.1.p1
OG0003219	XM_001598049.1.p1	XM_006969707.1.p1
OG0003220	XM_001585644.1.p1	XM_006969027.1.p1
OG0003221	XM_001591959.1.p1	XM_006967440.1.p1
OG0003222	XM_001585672.1.p1	XM_006966027.1.p1
OG0003223	XM_001588742.1.p1	XM_006966343.1.p1
OG0003225	XM_001597345.1.p1	XM_006966045.1.p1
OG0003227	XM_001588216.1.p1	XM_006962994.1.p1
OG0003228	XM_001587075.1.p1	XM_006966644.1.p1
OG0003229	XM_001593231.1.p1	XM_006965506.1.p1
OG0003230	XM_001597825.1.p1	XM_006961614.1.p1
OG0003231	XM_001592387.1.p1	XM_006961091.1.p1
OG0003232	XM_001594965.1.p1	XM_006962490.1.p1
OG0003233	XM_001592493.1.p1	XM_006966177.1.p1
OG0003235	XM_001585249.1.p1	XM_006962392.1.p1
OG0003237	XM_001587549.1.p1	XM_006965831.1.p1, XM_006969568.1.p1
OG0003238	XM_001594142.1.p1	XM_006964151.1.p1
OG0003240	XM_001586564.1.p1	XM_006968688.1.p1
OG0003241	XM_001596850.1.p1	XM_006961703.1.p1
OG0003242	XM_001595014.1.p1	XM_006963469.1.p1
OG0003243	XM_001586272.1.p1	XM_006966179.1.p1
OG0003244	XM_001596796.1.p1	XM_006964369.1.p1
OG0003246	XM_001591867.1.p1	XM_006961600.1.p1
OG0003247	XM_001595725.1.p1	XM_006968024.1.p1
OG0003248	XM_001588320.1.p1	XM_006966291.1.p1
OG0003249	XM_001589272.1.p1	XM_006962365.1.p1
OG0003250	XM_001595462.1.p1	XM_006966160.1.p1
OG0003251	XM_001598737.1.p1	XM_006968411.1.p1
OG0003253	XM_001598173.1.p1	XM_006969623.1.p1
OG0003254	XM_001598403.1.p1	XM_006961157.1.p1
OG0003256	XM_001597857.1.p1	XM_006961200.1.p1
OG0003259	XM_001585414.1.p1	XM_006961158.1.p1
OG0003260	XM_001595799.1.p1	XM_006969411.1.p1
OG0003261	XM_001597749.1.p1	XM_006966307.1.p1
OG0003262	XM_001588051.1.p1	XM_006968887.1.p1
OG0003263	XM_001595550.1.p1	XM_006961231.1.p1
