Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Aspergillus_flavus_rna_prot
OG0002376	XM_001595422.1.p1	XM_041291611.1.p1
OG0002377	XM_001594986.1.p1	XM_041292329.1.p1
OG0002378	XM_001588929.1.p1	XM_041292129.1.p1
OG0002379	XM_001590796.1.p1	XM_041285959.1.p1
OG0002380	XM_001588912.1.p1	XM_041290096.1.p1
OG0002381	XM_001597772.1.p1	XM_041292248.1.p1
OG0002382	XM_001595209.1.p1	XM_041292336.1.p1
OG0002383	XM_001596917.1.p1	XM_041287893.1.p1
OG0002384	XM_001584879.1.p1	XM_041293281.1.p1
OG0002385	XM_001589146.1.p1	XM_041285767.1.p1
OG0002386	XM_001584569.1.p1	XM_041286901.1.p1
OG0002387	XM_001594876.1.p1	XM_041284928.1.p1
OG0002388	XM_001592624.1.p1	XM_041286899.1.p1
OG0002389	XM_001587189.1.p1	XM_041289809.1.p1
OG0002390	XM_001592830.1.p1	XM_041289176.1.p1
OG0002391	XM_001595967.1.p1	XM_041284573.1.p1
OG0002392	XM_001586127.1.p1	XM_041294713.1.p1
OG0002393	XM_001586184.1.p1	XM_041288519.1.p1
OG0002394	XM_001586212.1.p1	XM_041290878.1.p1
OG0002395	XM_001594425.1.p1	XM_041289537.1.p1
OG0002396	XM_001596168.1.p1	XM_041289606.1.p1
OG0002397	XM_001589782.1.p1	XM_041289618.1.p1
OG0002398	XM_001594155.1.p1	XM_041293671.1.p1
OG0002401	XM_001595754.1.p1	XM_041288204.1.p1
OG0002402	XM_001588124.1.p1	XM_041293919.1.p1
OG0002403	XM_001592602.1.p1	XM_041289858.1.p1
OG0002404	XM_001588016.1.p1	XM_041293851.1.p1
OG0002405	XM_001589065.1.p1	XM_041291202.1.p1
OG0002406	XM_001586753.1.p1	XM_041286813.1.p1
OG0002409	XM_001587423.1.p1	XM_041292548.1.p1
OG0002410	XM_001588572.1.p1	XM_041292018.1.p1
OG0002411	XM_001590034.1.p1	XM_041285023.1.p1
OG0002412	XM_001595626.1.p1	XM_041292125.1.p1
OG0002413	XM_001597756.1.p1	XM_041286933.1.p1
OG0002414	XM_001590316.1.p1	XM_041294134.1.p1
OG0002415	XM_001596943.1.p1	XM_041290179.1.p1
OG0002416	XM_001589713.1.p1	XM_041293479.1.p1
OG0002417	XM_001589334.1.p1	XM_041289154.1.p1
OG0002418	XM_001594589.1.p1	XM_041288581.1.p1
OG0002419	XM_001586267.1.p1	XM_041291018.1.p1
OG0002420	XM_001594858.1.p1	XM_041288118.1.p1
OG0002421	XM_001593009.1.p1	XM_041285323.1.p1
OG0002422	XM_001594652.1.p1	XM_041289535.1.p1
OG0002423	XM_001594210.1.p1	XM_041289532.1.p1
OG0002424	XM_001591952.1.p1	XM_041288022.1.p1
OG0002425	XM_001593135.1.p1	XM_041285318.1.p1
OG0002426	XM_001588914.1.p1	XM_041290095.1.p1
OG0002427	XM_001598628.1.p1, XM_001595007.1.p1	XM_041294203.1.p1
OG0002428	XM_001590856.1.p1	XM_041292552.1.p1
OG0002429	XM_001595179.1.p1	XM_041292077.1.p1
OG0002430	XM_001598075.1.p1	XM_041292961.1.p1
OG0002431	XM_001597639.1.p1	XM_041291845.1.p1
OG0002432	XM_001590247.1.p1	XM_041292922.1.p1
OG0002434	XM_001593832.1.p1	XM_041288203.1.p1
OG0002435	XM_001590066.1.p1	XM_041287270.1.p1
OG0002436	XM_001593361.1.p1	XM_041289939.1.p1
OG0002437	XM_001586501.1.p1	XM_041288361.1.p1
OG0002438	XM_001586503.1.p1	XM_041288322.1.p1
OG0002439	XM_001594859.1.p1	XM_041290754.1.p1
OG0002440	XM_001598924.1.p1	XM_041291793.1.p1
OG0002441	XM_001590288.1.p1	XM_041286401.1.p1
OG0002443	XM_001590201.1.p1	XM_041292983.1.p1
OG0002444	XM_001598430.1.p1	XM_041292935.1.p1
OG0002445	XM_001597355.1.p1	XM_041292070.1.p1
OG0002447	XM_001588694.1.p1	XM_041292763.1.p1
OG0002448	XM_001593050.1.p1	XM_041285833.1.p1
OG0002448	XM_001592499.1.p1	XM_041284807.1.p1
OG0002449	XM_001587882.1.p1	XM_041293822.1.p1
OG0002450	XM_001589833.1.p1	XM_041285764.1.p1
OG0002451	XM_001597573.1.p1	XM_041291027.1.p1
OG0002452	XM_001593776.1.p1	XM_041293178.1.p1
OG0002453	XM_001594118.1.p1	XM_041293152.1.p1
OG0002454	XM_001598746.1.p1	XM_041293948.1.p1
OG0002455	XM_001591207.1.p1	XM_041285742.1.p1
OG0002456	XM_001588422.1.p1	XM_041290892.1.p1
OG0002457	XM_001592468.1.p1	XM_041294080.1.p1
OG0002458	XM_001594962.1.p1	XM_041288511.1.p1
OG0002460	XM_001593378.1.p1	XM_041292048.1.p1
OG0002461	XM_001592392.1.p1	XM_041286912.1.p1
OG0002462	XM_001593638.1.p1	XM_041289496.1.p1
OG0002463	XM_001590865.1.p1	XM_041291425.1.p1
OG0002464	XM_001587385.1.p1	XM_041293554.1.p1
OG0002465	XM_001585367.1.p1	XM_041286107.1.p1
OG0002466	XM_001585372.1.p1	XM_041292403.1.p1
OG0002467	XM_001598572.1.p1	XM_041287088.1.p1
OG0002468	XM_001587300.1.p1	XM_041293422.1.p1
OG0002469	XM_001593574.1.p1	XM_041292899.1.p1
OG0002470	XM_001592765.1.p1	XM_041291970.1.p1
OG0002471	XM_001584681.1.p1	XM_041291259.1.p1
OG0002472	XM_001586847.1.p1	XM_041286809.1.p1
OG0002473	XM_001585235.1.p1	XM_041295483.1.p1
OG0002474	XM_001586760.1.p1	XM_041288233.1.p1
OG0002475	XM_001589055.1.p1	XM_041291255.1.p1
OG0002476	XM_001586512.1.p1	XM_041284079.1.p1
OG0002477	XM_001586618.1.p1	XM_041291161.1.p1
OG0002478	XM_001591876.1.p1	XM_041287903.1.p1
OG0002479	XM_001595226.1.p1	XM_041293382.1.p1
OG0002480	XM_001595448.1.p1	XM_041293347.1.p1
OG0002481	XM_001595114.1.p1	XM_041293345.1.p1
OG0002482	XM_001597483.1.p1	XM_041292260.1.p1
OG0002483	XM_001590892.1.p1	XM_041291756.1.p1
OG0002484	XM_001593739.1.p1	XM_041284645.1.p1
OG0002485	XM_001584566.1.p1	XM_041294078.1.p1
OG0002486	XM_001590533.1.p1	XM_041285224.1.p1
OG0002487	XM_001590834.1.p1	XM_041289438.1.p1
OG0002488	XM_001592455.1.p1	XM_041284926.1.p1
OG0002489	XM_001593057.1.p1	XM_041288185.1.p1
OG0002490	XM_001586271.1.p1	XM_041289518.1.p1
OG0002491	XM_001598130.1.p1	XM_041293415.1.p1
OG0002492	XM_001590011.1.p1	XM_041288023.1.p1
OG0002493	XM_001596006.1.p1	XM_041289674.1.p1
OG0002494	XM_001586443.1.p1	XM_041288611.1.p1
OG0002495	XM_001592850.1.p1	XM_041293231.1.p1
OG0002496	XM_001588867.1.p1	XM_041291794.1.p1
OG0002497	XM_001594024.1.p1	XM_041294830.1.p1
OG0002498	XM_001593094.1.p1	XM_041294964.1.p1
OG0002499	XM_001597163.1.p1	XM_041284266.1.p1
OG0002500	XM_001598749.1.p1	XM_041293907.1.p1
OG0002501	XM_001587659.1.p1	XM_041289364.1.p1
OG0002502	XM_001597045.1.p1	XM_041289575.1.p1
OG0002503	XM_001589928.1.p1	XM_041292936.1.p1
OG0002504	XM_001587394.1.p1	XM_041293379.1.p1
OG0002505	XM_001593032.1.p1	XM_041290045.1.p1
OG0002506	XM_001589408.1.p1	XM_041287114.1.p1
OG0002507	XM_001594168.1.p1	XM_041293818.1.p1
OG0002508	XM_001590722.1.p1	XM_041291123.1.p1
OG0002509	XM_001585392.1.p1	XM_041292408.1.p1
OG0002510	XM_001588997.1.p1	XM_041286111.1.p1
OG0002511	XM_001589874.1.p1	XM_041291310.1.p1
OG0002512	XM_001593622.1.p1	XM_041285527.1.p1
OG0002513	XM_001597673.1.p1	XM_041293272.1.p1
OG0002514	XM_001594062.1.p1	XM_041293845.1.p1
OG0002515	XM_001586844.1.p1	XM_041289943.1.p1
OG0002517	XM_001594355.1.p1	XM_041287243.1.p1
OG0002518	XM_001597397.1.p1	XM_041294950.1.p1
OG0002519	XM_001594991.1.p1	XM_041286555.1.p1
OG0002520	XM_001595419.1.p1	XM_041292425.1.p1
OG0002521	XM_001590381.1.p1	XM_041294934.1.p1
OG0002522	XM_001590983.1.p1, XM_001590982.1.p1	XM_041292252.1.p1
OG0002523	XM_001585549.1.p1	XM_041285151.1.p1
OG0002524	XM_001592486.1.p1	XM_041290151.1.p1
OG0002525	XM_001589795.1.p1	XM_041290661.1.p1
OG0002527	XM_001593981.1.p1	XM_041292035.1.p1
OG0002528	XM_001595491.1.p1	XM_041291453.1.p1
OG0002529	XM_001589430.1.p1	XM_041293033.1.p1
OG0002530	XM_001596453.1.p1	XM_041292837.1.p1
OG0002531	XM_001591553.1.p1	XM_041286341.1.p1
OG0002532	XM_001591796.1.p1	XM_041292829.1.p1
OG0002533	XM_001598469.1.p1	XM_041287979.1.p1
OG0002534	XM_001590007.1.p1	XM_041287965.1.p1
OG0002535	XM_001597632.1.p1	XM_041290114.1.p1
OG0002536	XM_001590641.1.p1	XM_041292044.1.p1
OG0002537	XM_001587521.1.p1	XM_041285758.1.p1, XM_041288604.1.p1
OG0002538	XM_001595812.1.p1	XM_041290913.1.p1
OG0002539	XM_001588442.1.p1	XM_041289305.1.p1
OG0002540	XM_001590784.1.p1	XM_041290686.1.p1
OG0002541	XM_001597856.1.p1	XM_041288515.1.p1
OG0002542	XM_001589145.1.p1	XM_041291752.1.p1
OG0002543	XM_001595169.1.p1	XM_041294448.1.p1
OG0002544	XM_001588098.1.p1	XM_041294921.1.p1
OG0002545	XM_001596746.1.p1	XM_041295658.1.p1
OG0002549	XM_001591735.1.p1	XM_041285580.1.p1
OG0002550	XM_001588562.1.p1	XM_041292012.1.p1
OG0002554	XM_001590629.1.p1	XM_041290682.1.p1
OG0002555	XM_001596789.1.p1	XM_041287639.1.p1
OG0002555	XM_001586870.1.p1	XM_041283832.1.p1
OG0002555	XM_001588379.1.p1	XM_041286374.1.p1
OG0002573	XM_001589198.1.p1	XM_041284619.1.p1
OG0002574	XM_001588331.1.p1	XM_041288041.1.p1
OG0002575	XM_001589953.1.p1	XM_041292927.1.p1
OG0002576	XM_001589079.1.p1	XM_041291220.1.p1
OG0002578	XM_001590329.1.p1	XM_041287803.1.p1
OG0002579	XM_001594239.1.p1	XM_041285277.1.p1
OG0002580	XM_001585268.1.p1	XM_041294845.1.p1
OG0002581	XM_001586773.1.p1	XM_041284019.1.p1
OG0002582	XM_001594917.1.p1	XM_041294965.1.p1
OG0002583	XM_001595098.1.p1	XM_041293426.1.p1
OG0002584	XM_001584775.1.p1	XM_041290036.1.p1
OG0002585	XM_001586188.1.p1	XM_041288135.1.p1, XM_041291030.1.p1
OG0002586	XM_001598474.1.p1	XM_041283929.1.p1
OG0002587	XM_001585198.1.p1	XM_041291946.1.p1
OG0002588	XM_001598388.1.p1	XM_041293374.1.p1
OG0002589	XM_001598908.1.p1	XM_041290010.1.p1
OG0002592	XM_001592474.1.p1	XM_041289875.1.p1
OG0002593	XM_001587301.1.p1	XM_041293043.1.p1
OG0002594	XM_001593221.1.p1	XM_041290063.1.p1
OG0002596	XM_001594667.1.p1	XM_041289812.1.p1
OG0002597	XM_001597353.1.p1	XM_041292096.1.p1
OG0002598	XM_001586531.1.p1	XM_041290042.1.p1
OG0002599	XM_001593603.1.p1	XM_041290337.1.p1
OG0002600	XM_001598504.1.p1	XM_041287776.1.p1, XM_041286070.1.p1
OG0002601	XM_001589535.1.p1	XM_041290789.1.p1
OG0002602	XM_001596786.1.p1	XM_041291017.1.p1
OG0002603	XM_001588678.1.p1	XM_041291284.1.p1
OG0002604	XM_001590395.1.p1	XM_041290236.1.p1
OG0002605	XM_001597028.1.p1	XM_041287255.1.p1
OG0002606	XM_001587684.1.p1	XM_041288779.1.p1
OG0002607	XM_001593297.1.p1	XM_041289492.1.p1
OG0002608	XM_001587700.1.p1	XM_041288266.1.p1
OG0002609	XM_001586795.1.p1	XM_041288290.1.p1
OG0002610	XM_001597107.1.p1	XM_041285477.1.p1
OG0002611	XM_001591893.1.p1	XM_041288597.1.p1
OG0002612	XM_001587672.1.p1	XM_041293874.1.p1
OG0002613	XM_001584872.1.p1	XM_041288323.1.p1
OG0002614	XM_001597337.1.p1	XM_041285884.1.p1
OG0002615	XM_001585739.1.p1	XM_041294666.1.p1
OG0002616	XM_001594762.1.p1	XM_041289054.1.p1
OG0002617	XM_001585080.1.p1	XM_041291223.1.p1
OG0002619	XM_001597104.1.p1	XM_041285473.1.p1
OG0002620	XM_001586208.1.p1	XM_041295242.1.p1
OG0002621	XM_001593947.1.p1	XM_041289202.1.p1
OG0002622	XM_001593922.1.p1	XM_041293123.1.p1
OG0002623	XM_001591749.1.p1	XM_041287904.1.p1
OG0002624	XM_001591906.1.p1	XM_041289198.1.p1
OG0002625	XM_001597913.1.p1	XM_041291620.1.p1
OG0002626	XM_001595354.1.p1	XM_041286564.1.p1
OG0002627	XM_001588690.1.p1	XM_041291897.1.p1
OG0002628	XM_001595460.1.p1	XM_041286606.1.p1
OG0002629	XM_001592160.1.p1	XM_041294167.1.p1
OG0002630	XM_001589219.1.p1	XM_041289160.1.p1
OG0002631	XM_001597438.1.p1	XM_041286941.1.p1
OG0002632	XM_001593738.1.p1	XM_041284642.1.p1
OG0002633	XM_001598308.1.p1	XM_041292567.1.p1
OG0002634	XM_001592433.1.p1	XM_041290174.1.p1
OG0002635	XM_001586078.1.p1	XM_041287874.1.p1
OG0002636	XM_001585168.1.p1	XM_041292565.1.p1
OG0002637	XM_001592446.1.p1	XM_041294100.1.p1
OG0002638	XM_001596110.1.p1	XM_041291585.1.p1
OG0002639	XM_001594797.1.p1	XM_041290986.1.p1
OG0002640	XM_001598833.1.p1	XM_041285796.1.p1
OG0002641	XM_001584763.1.p1	XM_041286834.1.p1
OG0002642	XM_001587073.1.p1	XM_041295261.1.p1
OG0002643	XM_001594208.1.p1	XM_041284215.1.p1
OG0002644	XM_001594573.1.p1	XM_041288589.1.p1
OG0002645	XM_001597161.1.p1	XM_041283995.1.p1
OG0002646	XM_001597191.1.p1	XM_041288723.1.p1
OG0002647	XM_001594553.1.p1	XM_041285270.1.p1
OG0002648	XM_001586247.1.p1	XM_041290875.1.p1
OG0002649	XM_001586296.1.p1	XM_041285324.1.p1
OG0002650	XM_001594523.1.p1	XM_041288486.1.p1
OG0002651	XM_001592010.1.p1	XM_041292820.1.p1
OG0002652	XM_001594191.1.p1	XM_041289012.1.p1
OG0002653	XM_001593079.1.p1	XM_041291014.1.p1
OG0002655	XM_001587608.1.p1	XM_041290245.1.p1
OG0002656	XM_001587330.1.p1	XM_041289784.1.p1
OG0002657	XM_001590457.1.p1	XM_041295477.1.p1
OG0002659	XM_001590725.1.p1	XM_041291125.1.p1
OG0002660	XM_001590575.1.p1	XM_041291089.1.p1
OG0002661	XM_001590698.1.p1	XM_041285210.1.p1
OG0002662	XM_001590600.1.p1	XM_041292606.1.p1
OG0002663	XM_001590220.1.p1	XM_041285357.1.p1
OG0002665	XM_001590556.1.p1	XM_041291095.1.p1
OG0002666	XM_001590273.1.p1	XM_041293004.1.p1
OG0002667	XM_001587612.1.p1	XM_041293370.1.p1
OG0002668	XM_001587002.1.p1	XM_041290131.1.p1
OG0002669	XM_001589073.1.p1, XM_001591017.1.p1	XM_041291203.1.p1
OG0002671	XM_001598074.1.p1	XM_041286408.1.p1
OG0002674	XM_001598457.1.p1	XM_041287970.1.p1
OG0002675	XM_001595818.1.p1	XM_041290914.1.p1
OG0002676	XM_001596202.1.p1	XM_041285752.1.p1
OG0002677	XM_001595753.1.p1	XM_041290970.1.p1
OG0002678	XM_001588076.1.p1	XM_041290950.1.p1
OG0002679	XM_001585181.1.p1	XM_041291110.1.p1
OG0002680	XM_001590223.1.p1	XM_041292981.1.p1
OG0002681	XM_001591118.1.p1	XM_041287601.1.p1
OG0002683	XM_001584712.1.p1	XM_041287575.1.p1
OG0002684	XM_001595173.1.p1	XM_041293209.1.p1
OG0002685	XM_001593412.1.p1	XM_041287254.1.p1
OG0002686	XM_001596507.1.p1	XM_041290644.1.p1
OG0002687	XM_001586733.1.p1	XM_041289735.1.p1
OG0002688	XM_001595177.1.p1	XM_041294416.1.p1
OG0002689	XM_001592281.1.p1	XM_041289872.1.p1
OG0002690	XM_001598236.1.p1	XM_041287317.1.p1
OG0002691	XM_001586060.1.p1	XM_041288598.1.p1
OG0002693	XM_001594364.1.p1	XM_041289141.1.p1
OG0002694	XM_001589333.1.p1	XM_041288615.1.p1
OG0002695	XM_001587167.1.p1	XM_041287092.1.p1
OG0002696	XM_001598191.1.p1	XM_041284965.1.p1
OG0002697	XM_001598772.1.p1	XM_041291283.1.p1
OG0002698	XM_001593787.1.p1	XM_041293144.1.p1
OG0002699	XM_001587155.1.p1	XM_041288509.1.p1, XM_041291065.1.p1
OG0002702	XM_001591302.1.p1	XM_041288787.1.p1
OG0002703	XM_001591239.1.p1	XM_041286821.1.p1
OG0002704	XM_001597465.1.p1	XM_041292630.1.p1
OG0002707	XM_001586132.1.p1	XM_041295465.1.p1
OG0002708	XM_001597128.1.p1	XM_041285765.1.p1
OG0002709	XM_001587858.1.p1	XM_041288285.1.p1
OG0002710	XM_001595676.1.p1	XM_041285372.1.p1
OG0002711	XM_001588265.1.p1	XM_041283935.1.p1
OG0002712	XM_001586007.1.p1	XM_041285311.1.p1
OG0002713	XM_001594857.1.p1	XM_041290790.1.p1
OG0002714	XM_001591816.1.p1	XM_041288169.1.p1
OG0002716	XM_001590028.1.p1	XM_041292991.1.p1
OG0002717	XM_001590137.1.p1	XM_041285419.1.p1, XM_041286327.1.p1
OG0002718	XM_001586171.1.p1	XM_041288491.1.p1
OG0002720	XM_001591468.1.p1	XM_041285447.1.p1
OG0002721	XM_001586997.1.p1	XM_041292483.1.p1
OG0002722	XM_001593780.1.p1	XM_041283883.1.p1
OG0002723	XM_001597554.1.p1, XM_001584789.1.p1	XM_041293149.1.p1
OG0002724	XM_001586934.1.p1	XM_041289926.1.p1
OG0002725	XM_001591245.1.p1	XM_041288264.1.p1
OG0002726	XM_001594793.1.p1	XM_041290991.1.p1
OG0002727	XM_001596199.1.p1	XM_041293365.1.p1
OG0002728	XM_001592197.1.p1	XM_041294009.1.p1
OG0002729	XM_001589317.1.p1	XM_041284213.1.p1
OG0002730	XM_001591400.1.p1	XM_041291722.1.p1
OG0002731	XM_001590601.1.p1	XM_041289429.1.p1
OG0002732	XM_001598116.1.p1	XM_041287978.1.p1
OG0002733	XM_001588057.1.p1	XM_041288055.1.p1
OG0002735	XM_001590234.1.p1	XM_041291070.1.p1
OG0002736	XM_001596736.1.p1	XM_041291718.1.p1
OG0002737	XM_001587661.1.p1	XM_041289375.1.p1
OG0002738	XM_001597580.1.p1	XM_041294486.1.p1
OG0002739	XM_001593077.1.p1	XM_041284706.1.p1, XM_041288073.1.p1, XM_041291311.1.p1, XM_041291674.1.p1, XM_041295354.1.p1
OG0002740	XM_001596378.1.p1	XM_041288086.1.p1
OG0002741	XM_001596447.1.p1	XM_041293549.1.p1
OG0002742	XM_001592800.1.p1	XM_041290579.1.p1, XM_041289698.1.p1
OG0002743	XM_001589287.1.p1	XM_041291245.1.p1
OG0002744	XM_001591464.1.p1	XM_041287864.1.p1
OG0002746	XM_001591002.1.p1	XM_041292190.1.p1
OG0002747	XM_001592910.1.p1	XM_041289144.1.p1
OG0002748	XM_001588490.1.p1	XM_041284082.1.p1
OG0002749	XM_001587250.1.p1	XM_041284056.1.p1
OG0002750	XM_001585487.1.p1	XM_041291136.1.p1
OG0002751	XM_001586019.1.p1	XM_041293690.1.p1
OG0002753	XM_001584544.1.p1	XM_041290747.1.p1, XM_041291977.1.p1
OG0002754	XM_001595580.1.p1	XM_041290983.1.p1
OG0002755	XM_001597916.1.p1	XM_041291588.1.p1
OG0002756	XM_001595353.1.p1	XM_041293312.1.p1
OG0002757	XM_001589360.1.p1	XM_041292295.1.p1
OG0002758	XM_001588928.1.p1	XM_041292131.1.p1
OG0002760	XM_001595952.1.p1	XM_041289368.1.p1
OG0002761	XM_001585199.1.p1	XM_041293603.1.p1
OG0002762	XM_001589225.1.p1	XM_041294820.1.p1
OG0002763	XM_001587011.1.p1	XM_041293241.1.p1
OG0002764	XM_001589776.1.p1	XM_041291650.1.p1
OG0002765	XM_001587839.1.p1	XM_041288221.1.p1
OG0002767	XM_001592938.1.p1	XM_041284893.1.p1
OG0002768	XM_001596338.1.p1	XM_041290781.1.p1
OG0002769	XM_001588242.1.p1	XM_041290102.1.p1
OG0002770	XM_001584690.1.p1	XM_041291285.1.p1
OG0002771	XM_001591056.1.p1	XM_041285470.1.p1
OG0002772	XM_001584501.1.p1	XM_041294736.1.p1
OG0002773	XM_001584842.1.p1	XM_041287843.1.p1
OG0002774	XM_001593500.1.p1	XM_041294603.1.p1
OG0002777	XM_001593216.1.p1	XM_041284265.1.p1
OG0002778	XM_001588821.1.p1	XM_041284415.1.p1
OG0002779	XM_001592438.1.p1	XM_041294125.1.p1
OG0002780	XM_001595052.1.p1	XM_041294190.1.p1
OG0002781	XM_001591527.1.p1	XM_041286676.1.p1
OG0002782	XM_001586441.1.p1	XM_041288609.1.p1
OG0002783	XM_001589787.1.p1	XM_041289675.1.p1
OG0002784	XM_001592447.1.p1	XM_041290097.1.p1
OG0002785	XM_001598758.1.p1	XM_041285783.1.p1
OG0002787	XM_001592018.1.p1	XM_041287950.1.p1
OG0002788	XM_001591693.1.p1	XM_041284008.1.p1
OG0002789	XM_001590972.1.p1	XM_041294178.1.p1
OG0002790	XM_001592863.1.p1	XM_041291149.1.p1
OG0002791	XM_001595077.1.p1	XM_041288150.1.p1
OG0002792	XM_001590027.1.p1	XM_041292937.1.p1
OG0002793	XM_001596517.1.p1	XM_041290764.1.p1
OG0002794	XM_001584823.1.p1	XM_041287140.1.p1
OG0002795	XM_001590912.1.p1	XM_041291355.1.p1
OG0002796	XM_001586660.1.p1	XM_041289297.1.p1
OG0002797	XM_001585123.1.p1	XM_041292801.1.p1, XM_041294331.1.p1, XM_041295463.1.p1
OG0002798	XM_001594499.1.p1	XM_041290837.1.p1
OG0002799	XM_001588159.1.p1	XM_041291299.1.p1
OG0002800	XM_001591143.1.p1	XM_041292250.1.p1
OG0002801	XM_001597534.1.p1	XM_041292185.1.p1
OG0002802	XM_001596953.1.p1	XM_041284933.1.p1
OG0002803	XM_001592401.1.p1	XM_041288092.1.p1
OG0002804	XM_001585530.1.p1	XM_041293463.1.p1
OG0002805	XM_001586067.1.p1	XM_041286831.1.p1
OG0002806	XM_001597447.1.p1	XM_041295225.1.p1
OG0002807	XM_001596809.1.p1	XM_041290854.1.p1
OG0002808	XM_001590544.1.p1	XM_041289417.1.p1
OG0002809	XM_001593313.1.p1	XM_041293951.1.p1
OG0002812	XM_001589205.1.p1	XM_041289461.1.p1
OG0002813	XM_001592772.1.p1	XM_041284542.1.p1
OG0002815	XM_001596198.1.p1	XM_041289373.1.p1
OG0002816	XM_001591067.1.p1	XM_041288669.1.p1
OG0002817	XM_001595513.1.p1, XM_001594837.1.p1	XM_041295109.1.p1
OG0002818	XM_001586374.1.p1	XM_041286342.1.p1
OG0002819	XM_001591973.1.p1	XM_041288013.1.p1
OG0002820	XM_001597886.1.p1	XM_041283930.1.p1
OG0002821	XM_001598454.1.p1	XM_041287976.1.p1
OG0002822	XM_001597859.1.p1	XM_041288516.1.p1
OG0002823	XM_001590009.1.p1	XM_041287964.1.p1
OG0002824	XM_001590910.1.p1	XM_041288864.1.p1
OG0002825	XM_001595492.1.p1	XM_041288872.1.p1
OG0002826	XM_001597079.1.p1	XM_041291903.1.p1
OG0002827	XM_001585194.1.p1	XM_041291942.1.p1
OG0002828	XM_001590125.1.p1	XM_041294880.1.p1
OG0002829	XM_001588300.1.p1	XM_041289035.1.p1
OG0002830	XM_001589002.1.p1	XM_041287274.1.p1
OG0002831	XM_001594342.1.p1	XM_041286250.1.p1
OG0002832	XM_001598333.1.p1	XM_041294467.1.p1
OG0002833	XM_001595290.1.p1	XM_041293399.1.p1
OG0002834	XM_001598690.1.p1	XM_041288414.1.p1
OG0002835	XM_001595662.1.p1	XM_041289538.1.p1
OG0002836	XM_001595817.1.p1	XM_041285336.1.p1
OG0002837	XM_001589262.1.p1	XM_041295139.1.p1
OG0002838	XM_001588615.1.p1	XM_041290980.1.p1
OG0002839	XM_001595816.1.p1	XM_041284656.1.p1
OG0002840	XM_001588045.1.p1	XM_041285909.1.p1
OG0002841	XM_001588074.1.p1	XM_041290946.1.p1
OG0002843	XM_001596231.1.p1	XM_041293246.1.p1
OG0002844	XM_001593045.1.p1	XM_041288155.1.p1
OG0002845	XM_001592867.1.p1	XM_041293258.1.p1
OG0002846	XM_001586963.1.p1	XM_041293205.1.p1
OG0002847	XM_001593772.1.p1	XM_041287919.1.p1
OG0002849	XM_001588773.1.p1	XM_041285486.1.p1
OG0002850	XM_001593497.1.p1	XM_041289022.1.p1
OG0002851	XM_001588039.1.p1	XM_041289853.1.p1
OG0002853	XM_001593876.1.p1	XM_041285542.1.p1
OG0002855	XM_001595705.1.p1	XM_041284412.1.p1
OG0002856	XM_001584674.1.p1	XM_041284979.1.p1
OG0002857	XM_001587907.1.p1	XM_041288303.1.p1
OG0002858	XM_001587913.1.p1	XM_041293856.1.p1
OG0002860	XM_001592365.1.p1	XM_041284803.1.p1
OG0002861	XM_001592809.1.p1	XM_041284103.1.p1
OG0002862	XM_001594362.1.p1	XM_041289150.1.p1
OG0002863	XM_001593273.1.p1	XM_041290190.1.p1
OG0002865	XM_001592893.1.p1	XM_041289832.1.p1
OG0002866	XM_001591304.1.p1	XM_041289942.1.p1
OG0002867	XM_001591252.1.p1	XM_041288780.1.p1
OG0002868	XM_001594750.1.p1	XM_041287693.1.p1
OG0002869	XM_001594714.1.p1	XM_041290791.1.p1
OG0002870	XM_001591055.1.p1	XM_041291212.1.p1
OG0002871	XM_001589839.1.p1	XM_041294917.1.p1
OG0002872	XM_001598431.1.p1	XM_041287210.1.p1
OG0002873	XM_001587391.1.p1	XM_041293378.1.p1
OG0002874	XM_001592659.1.p1	XM_041285328.1.p1
OG0002875	XM_001595937.1.p1	XM_041291139.1.p1
OG0002876	XM_001589719.1.p1	XM_041284586.1.p1
OG0002877	XM_001586947.1.p1	XM_041287183.1.p1
OG0002878	XM_001586207.1.p1	XM_041295252.1.p1
OG0002879	XM_001586490.1.p1	XM_041288456.1.p1
OG0002880	XM_001590651.1.p1	XM_041287953.1.p1
OG0002881	XM_001588307.1.p1	XM_041293842.1.p1
OG0002882	XM_001595117.1.p1	XM_041286603.1.p1
OG0002883	XM_001588923.1.p1	XM_041291781.1.p1
OG0002884	XM_001587320.1.p1	XM_041293302.1.p1
OG0002886	XM_001596133.1.p1, XM_001591543.1.p1, XM_001590439.1.p1	XM_041293086.1.p1, XM_041289074.1.p1, XM_041286854.1.p1
OG0002886	XM_001593263.1.p1	XM_041284780.1.p1
OG0002887	XM_001592730.1.p1	XM_041284229.1.p1
OG0002888	XM_001585340.1.p1	XM_041294869.1.p1
OG0002889	XM_001596947.1.p1	XM_041294029.1.p1
OG0002890	XM_001585491.1.p1	XM_041291138.1.p1
OG0002891	XM_001584905.1.p1	XM_041291545.1.p1
OG0002892	XM_001593193.1.p1	XM_041289811.1.p1
OG0002893	XM_001584778.1.p1	XM_041290023.1.p1
OG0002894	XM_001584777.1.p1	XM_041290037.1.p1
OG0002895	XM_001596822.1.p1	XM_041288575.1.p1
OG0002896	XM_001589778.1.p1	XM_041284715.1.p1
OG0002897	XM_001596797.1.p1	XM_041289505.1.p1
