Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Fusarium_oxysporum_cds_prot
OG0002915	XM_001586655.1.p1	lcl|NC_030989.1_cds_XP_018244048.1_8997.p1
OG0002916	XM_001595332.1.p1	lcl|NC_030993.1_cds_XP_018255987.1_18614.p1
OG0002917	XM_001593156.1.p1	lcl|NC_030987.1_cds_XP_018241405.1_4021.p1, lcl|NC_030987.1_cds_XP_018241406.1_4022.p1
OG0002918	XM_001584751.1.p1	lcl|NC_030986.1_cds_XP_018232911.1_2153.p1
OG0002919	XM_001595131.1.p1	lcl|NC_030993.1_cds_XP_018255980.1_18607.p1
OG0002920	XM_001594348.1.p1	lcl|NC_030987.1_cds_XP_018245285.1_5474.p1
OG0002921	XM_001586580.1.p1	lcl|NC_030994.1_cds_XP_018246738.1_19806.p1
OG0002922	XM_001598928.1.p1	lcl|NC_030995.1_cds_XP_018253037.1_20788.p1
OG0002923	XM_001589939.1.p1	lcl|NC_030990.1_cds_XP_018234488.1_11388.p1
OG0002924	XM_001598426.1.p1	lcl|NC_030990.1_cds_XP_018234264.1_11164.p1
OG0002925	XM_001592397.1.p1	lcl|NC_030986.1_cds_XP_018232291.1_1533.p1
OG0002927	XM_001592441.1.p1	lcl|NC_030986.1_cds_XP_018232428.1_1671.p1
OG0002929	XM_001594925.1.p1	lcl|NC_030986.1_cds_XP_018232646.1_1888.p1
OG0002931	XM_001596637.1.p1	lcl|NC_030990.1_cds_XP_018234595.1_11495.p1
OG0002932	XM_001584521.1.p1	lcl|NC_030990.1_cds_XP_018234210.1_11111.p1, lcl|NC_030990.1_cds_XP_018234211.1_11110.p1
OG0002933	XM_001598436.1.p1	lcl|NC_030990.1_cds_XP_018234217.1_11117.p1
OG0002934	XM_001596902.1.p1	lcl|NC_030986.1_cds_XP_018231983.1_1225.p1
OG0002935	XM_001597087.1.p1	lcl|NC_030987.1_cds_XP_018245370.1_5559.p1
OG0002936	XM_001585645.1.p1	lcl|NC_030990.1_cds_XP_018234272.1_11172.p1
OG0002937	XM_001592062.1.p1	lcl|NC_030990.1_cds_XP_018235911.1_12811.p1
OG0002938	XM_001595996.1.p1	lcl|NC_030993.1_cds_XP_018237458.1_18003.p1
OG0002939	XM_001588064.1.p1	lcl|NC_030992.1_cds_XP_018240389.1_15304.p1
OG0002940	XM_001584945.1.p1	lcl|NC_030987.1_cds_XP_018242012.1_4626.p1
OG0002941	XM_001598911.1.p1	lcl|NC_030992.1_cds_XP_018240140.1_15055.p1
OG0002942	XM_001598387.1.p1	lcl|NC_030995.1_cds_XP_018249783.1_21468.p1
OG0002944	XM_001595601.1.p1	lcl|NC_030986.1_cds_XP_018249438.1_713.p1
OG0002945	XM_001596835.1.p1	lcl|NC_030990.1_cds_XP_018235137.1_12037.p1
OG0002946	XM_001598340.1.p1	lcl|NC_030993.1_cds_XP_018256034.1_18661.p1
OG0002947	XM_001594879.1.p1	lcl|NC_030993.1_cds_XP_018236512.1_17057.p1
OG0002948	XM_001598017.1.p1	lcl|NC_030987.1_cds_XP_018241567.1_4181.p1
OG0002949	XM_001596664.1.p1	lcl|NC_030987.1_cds_XP_018245429.1_5618.p1
OG0002950	XM_001596766.1.p1	lcl|NC_030987.1_cds_XP_018245441.1_5630.p1
OG0002951	XM_001587972.1.p1	lcl|NC_030989.1_cds_XP_018243508.1_8457.p1
OG0002952	XM_001594674.1.p1	lcl|NC_030990.1_cds_XP_018255483.1_10992.p1
OG0002954	XM_001594218.1.p1	lcl|NC_030990.1_cds_XP_018234579.1_11480.p1, lcl|NC_030990.1_cds_XP_018234580.1_11479.p1
OG0002955	XM_001585257.1.p1	lcl|NC_030987.1_cds_XP_018245299.1_5488.p1
OG0002956	XM_001589716.1.p1	lcl|NC_030993.1_cds_XP_018237105.1_17651.p1
OG0002957	XM_001597979.1.p1	lcl|NC_030989.1_cds_XP_018243743.1_8692.p1
OG0002958	XM_001596285.1.p1	lcl|NC_030993.1_cds_XP_018237787.1_18332.p1
OG0002960	XM_001591838.1.p1	lcl|NC_030990.1_cds_XP_018235756.1_12656.p1
OG0002961	XM_001589391.1.p1	lcl|NC_030986.1_cds_XP_018233807.1_3049.p1
OG0002962	XM_001588125.1.p1	lcl|NC_030992.1_cds_XP_018248493.1_16623.p1
OG0002963	XM_001590664.1.p1	lcl|NC_030987.1_cds_XP_018245229.1_5419.p1
OG0002964	XM_001589841.1.p1	lcl|NC_030990.1_cds_XP_018234890.1_11790.p1
OG0002965	XM_001594731.1.p1	lcl|NC_030993.1_cds_XP_018236719.1_17264.p1
OG0002966	XM_001591517.1.p1	lcl|NC_030989.1_cds_XP_018238886.1_9961.p1
OG0002967	XM_001592383.1.p1	lcl|NC_030992.1_cds_XP_018247781.1_15911.p1
OG0002968	XM_001590687.1.p1	lcl|NC_030995.1_cds_XP_018249513.1_21196.p1
OG0002970	XM_001584779.1.p1	lcl|NC_030990.1_cds_XP_018235207.1_12107.p1
OG0002971	XM_001593218.1.p1	lcl|NC_030989.1_cds_XP_018243873.1_8822.p1
OG0002972	XM_001586583.1.p1	lcl|NC_030990.1_cds_XP_018235313.1_12213.p1
OG0002973	XM_001597296.1.p1	lcl|NC_030989.1_cds_XP_018243481.1_8430.p1
OG0002974	XM_001598292.1.p1	lcl|NC_030992.1_cds_XP_018248204.1_16334.p1
OG0002975	XM_001597082.1.p1	lcl|NC_030987.1_cds_XP_018245347.1_5536.p1
OG0002976	XM_001585763.1.p1	lcl|NC_030989.1_cds_XP_018238810.1_9885.p1
OG0002977	XM_001595717.1.p1	lcl|NC_030992.1_cds_XP_018240431.1_15346.p1
OG0002978	XM_001590727.1.p1	lcl|NC_030987.1_cds_XP_018245180.1_5369.p1
OG0002979	XM_001590171.1.p1	lcl|NC_030989.1_cds_XP_018243848.1_8797.p1
OG0002980	XM_001595614.1.p1	lcl|NC_030986.1_cds_XP_018233102.1_2344.p1
OG0002981	XM_001588086.1.p1	lcl|NC_030992.1_cds_XP_018240962.1_15877.p1
OG0002982	XM_001592352.1.p1	lcl|NC_030993.1_cds_XP_018237300.1_17845.p1
OG0002983	XM_001597473.1.p1	lcl|NC_030986.1_cds_XP_018231782.1_1024.p1
OG0002984	XM_001585466.1.p1	lcl|NC_030993.1_cds_XP_018237121.1_17666.p1
OG0002985	XM_001585569.1.p1	lcl|NC_030993.1_cds_XP_018237332.1_17877.p1
OG0002986	XM_001595969.1.p1	lcl|NC_030993.1_cds_XP_018237220.1_17765.p1
OG0002987	XM_001589442.1.p1	lcl|NC_030987.1_cds_XP_018241802.1_4416.p1
OG0002988	XM_001589623.1.p1	lcl|NC_030993.1_cds_XP_018237708.1_18253.p1
OG0002989	XM_001586520.1.p1	lcl|NC_030992.1_cds_XP_018248356.1_16486.p1
OG0002990	XM_001591809.1.p1	lcl|NC_030990.1_cds_XP_018235714.1_12614.p1
OG0002991	XM_001593792.1.p1	lcl|NC_030993.1_cds_XP_018237037.1_17582.p1
OG0002992	XM_001588178.1.p1	lcl|NC_030986.1_cds_XP_018249156.1_431.p1
OG0002994	XM_001586777.1.p1	lcl|NC_030989.1_cds_XP_018243576.1_8525.p1
OG0002995	XM_001587761.1.p1	lcl|NC_030989.1_cds_XP_018238067.1_9142.p1
OG0002996	XM_001587815.1.p1	lcl|NC_030989.1_cds_XP_018244158.1_9107.p1
OG0002997	XM_001591052.1.p1	lcl|NC_030987.1_cds_XP_018245297.1_5486.p1
OG0002998	XM_001587294.1.p1	lcl|NC_030993.1_cds_XP_018237405.1_17950.p1
OG0002999	XM_001587735.1.p1	lcl|NC_030994.1_cds_XP_018251414.1_20373.p1
OG0003000	XM_001597103.1.p1	lcl|NC_030987.1_cds_XP_018245392.1_5581.p1
OG0003001	XM_001584517.1.p1	lcl|NC_030987.1_cds_XP_018245088.1_5277.p1
OG0003002	XM_001591859.1.p1	lcl|NC_030990.1_cds_XP_018235633.1_12533.p1
OG0003003	XM_001591033.1.p1	lcl|NC_030994.1_cds_XP_018246468.1_19535.p1
OG0003004	XM_001597280.1.p1	lcl|NC_030989.1_cds_XP_018243384.1_8333.p1
OG0003005	XM_001597771.1.p1	lcl|NC_030989.1_cds_XP_018243604.1_8553.p1
OG0003006	XM_001594575.1.p1	lcl|NC_030986.1_cds_XP_018231876.1_1120.p1
OG0003007	XM_001587364.1.p1	lcl|NC_030993.1_cds_XP_018237440.1_17985.p1
OG0003008	XM_001598051.1.p1	lcl|NC_030992.1_cds_XP_018248377.1_16507.p1
OG0003009	XM_001595951.1.p1	lcl|NC_030987.1_cds_XP_018241587.1_4201.p1
OG0003010	XM_001590494.1.p1	lcl|NC_030994.1_cds_XP_018246134.1_19201.p1
OG0003011	XM_001590780.1.p1	lcl|NC_030987.1_cds_XP_018242073.1_4687.p1
OG0003012	XM_001595070.1.p1	lcl|NC_030992.1_cds_XP_018248362.1_16492.p1
OG0003013	XM_001592305.1.p1	lcl|NC_030986.1_cds_XP_018232776.1_2018.p1
OG0003014	XM_001589192.1.p1	lcl|NC_030986.1_cds_XP_018232349.1_1591.p1
OG0003015	XM_001596725.1.p1	lcl|NC_030987.1_cds_XP_018242138.1_4752.p1
OG0003016	XM_001590554.1.p1	lcl|NC_030994.1_cds_XP_018246340.1_19407.p1
OG0003017	XM_001590557.1.p1	lcl|NC_030995.1_cds_XP_018249650.1_21334.p1
OG0003018	XM_001598650.1.p1	lcl|NC_030989.1_cds_XP_018243713.1_8662.p1
OG0003019	XM_001590895.1.p1	lcl|NC_030994.1_cds_XP_018246167.1_19234.p1
OG0003020	XM_001589194.1.p1	lcl|NC_030986.1_cds_XP_018232108.1_1350.p1
OG0003021	XM_001595968.1.p1	lcl|NC_030993.1_cds_XP_018237218.1_17762.p1, lcl|NC_030993.1_cds_XP_018237217.1_17763.p1
OG0003022	XM_001596914.1.p1	lcl|NC_030986.1_cds_XP_018232033.1_1275.p1
OG0003023	XM_001592701.1.p1	lcl|NC_030986.1_cds_XP_018233163.1_2404.p1
OG0003024	XM_001586215.1.p1	lcl|NC_030990.1_cds_XP_018235174.1_12074.p1
OG0003025	XM_001585541.1.p1	lcl|NC_030986.1_cds_XP_018249338.1_613.p1
OG0003026	XM_001594844.1.p1	lcl|NC_030990.1_cds_XP_018255464.1_10973.p1, lcl|NC_030990.1_cds_XP_018255465.1_10974.p1
OG0003027	XM_001596149.1.p1	lcl|NC_030993.1_cds_XP_018237250.1_17795.p1
OG0003028	XM_001592133.1.p1	lcl|NC_030990.1_cds_XP_018235372.1_12272.p1
OG0003029	XM_001586129.1.p1	lcl|NC_030987.1_cds_XP_018241022.1_3636.p1
OG0003031	XM_001592864.1.p1	lcl|NC_030986.1_cds_XP_018233748.1_2990.p1
OG0003033	XM_001590715.1.p1	lcl|NC_030987.1_cds_XP_018242185.1_4799.p1
OG0003035	XM_001594235.1.p1	lcl|NC_030992.1_cds_XP_018239710.1_14625.p1
OG0003036	XM_001584919.1.p1	lcl|NC_030987.1_cds_XP_018241301.1_3915.p1, lcl|NC_030998.1_cds_XP_018250409.1_24423.p1, lcl|NC_030990.1_cds_XP_018234280.1_11180.p1, lcl|NC_030995.1_cds_XP_018249845.1_21529.p1, lcl|NC_030987.1_cds_XP_018241576.1_4190.p1
OG0003051	XM_001589188.1.p1	lcl|NC_030986.1_cds_XP_018232106.1_1348.p1
OG0003052	XM_001585822.1.p1	lcl|NC_030995.1_cds_XP_018250196.1_21880.p1
OG0003053	XM_001596467.1.p1	lcl|NW_017264850.1_cds_XP_018258325.1_26745.p1, lcl|NC_030990.1_cds_XP_018236227.1_13127.p1, lcl|NC_030993.1_cds_XP_018256246.1_18873.p1, lcl|NC_030995.1_cds_XP_018250172.1_21856.p1, lcl|NC_030986.1_cds_XP_018248833.1_108.p1
OG0003054	XM_001595087.1.p1	lcl|NC_030994.1_cds_XP_018246591.1_19658.p1
OG0003056	XM_001591810.1.p1	lcl|NC_030990.1_cds_XP_018235713.1_12613.p1
OG0003057	XM_001585366.1.p1	lcl|NC_030990.1_cds_XP_018235370.1_12270.p1
OG0003059	XM_001586749.1.p1	lcl|NC_030989.1_cds_XP_018243964.1_8913.p1
OG0003062	XM_001592550.1.p1	lcl|NC_030992.1_cds_XP_018239981.1_14896.p1, lcl|NC_030989.1_cds_XP_018239060.1_10135.p1
OG0003064	XM_001591537.1.p1	lcl|NC_030989.1_cds_XP_018239224.1_10299.p1
OG0003065	XM_001598008.1.p1	lcl|NC_030993.1_cds_XP_018237307.1_17852.p1
OG0003066	XM_001598307.1.p1	lcl|NC_030989.1_cds_XP_018243773.1_8722.p1
OG0003067	XM_001588972.1.p1	lcl|NC_030989.1_cds_XP_018238917.1_9992.p1
OG0003070	XM_001585280.1.p1	lcl|NC_030990.1_cds_XP_018235705.1_12605.p1
OG0003071	XM_001595413.1.p1	lcl|NC_030986.1_cds_XP_018233948.1_3190.p1
OG0003072	XM_001585286.1.p1	lcl|NC_030990.1_cds_XP_018235543.1_12443.p1
OG0003073	XM_001585418.1.p1	lcl|NC_030994.1_cds_XP_018246821.1_19890.p1
OG0003074	XM_001585942.1.p1	lcl|NC_030987.1_cds_XP_018245320.1_5509.p1
OG0003075	XM_001596323.1.p1	lcl|NC_030987.1_cds_XP_018242002.1_4616.p1
OG0003076	XM_001596385.1.p1	lcl|NC_030987.1_cds_XP_018241675.1_4289.p1
OG0003077	XM_001593929.1.p1	lcl|NC_030993.1_cds_XP_018236826.1_17371.p1
OG0003078	XM_001593880.1.p1	lcl|NC_030986.1_cds_XP_018233047.1_2289.p1
OG0003079	XM_001593867.1.p1	lcl|NC_030986.1_cds_XP_018249355.1_630.p1
OG0003080	XM_001597105.1.p1	lcl|NC_030987.1_cds_XP_018245394.1_5583.p1, lcl|NC_030989.1_cds_XP_018238985.1_10060.p1
OG0003081	XM_001585098.1.p1	lcl|NC_030994.1_cds_XP_018246294.1_19361.p1
OG0003082	XM_001587691.1.p1	lcl|NC_030989.1_cds_XP_018244150.1_9099.p1
OG0003083	XM_001585084.1.p1	lcl|NC_030989.1_cds_XP_018238779.1_9854.p1
OG0003084	XM_001597399.1.p1	lcl|NC_030986.1_cds_XP_018249099.1_374.p1
OG0003085	XM_001586447.1.p1	lcl|NC_030990.1_cds_XP_018235903.1_12803.p1
OG0003086	XM_001593449.1.p1	lcl|NC_030992.1_cds_XP_018240371.1_15286.p1
OG0003087	XM_001591458.1.p1	lcl|NC_030990.1_cds_XP_018234863.1_11763.p1
OG0003088	XM_001595084.1.p1	lcl|NC_030996.1_cds_XP_018247629.1_23048.p1, lcl|NC_030992.1_cds_XP_018248124.1_16254.p1, lcl|NC_030988.1_cds_XP_018242516.1_7144.p1, lcl|NC_030998.1_cds_XP_018250844.1_24855.p1
OG0003089	XM_001597507.1.p1	lcl|NC_030989.1_cds_XP_018243816.1_8765.p1
OG0003090	XM_001598219.1.p1	lcl|NC_030993.1_cds_XP_018237213.1_17758.p1
OG0003091	XM_001595628.1.p1	lcl|NC_030989.1_cds_XP_018243642.1_8591.p1
OG0003092	XM_001592145.1.p1	lcl|NC_030989.1_cds_XP_018243239.1_8188.p1
OG0003093	XM_001595110.1.p1	lcl|NC_030994.1_cds_XP_018246095.1_19162.p1
OG0003094	XM_001598396.1.p1	lcl|NC_030990.1_cds_XP_018234996.1_11896.p1
OG0003095	XM_001584965.1.p1	lcl|NC_030987.1_cds_XP_018245022.1_5205.p1
OG0003096	XM_001584584.1.p1	lcl|NC_030987.1_cds_XP_018241563.1_4177.p1
OG0003097	XM_001596861.1.p1	lcl|NC_030995.1_cds_XP_018250041.1_21725.p1
OG0003098	XM_001591064.1.p1	lcl|NC_030994.1_cds_XP_018246420.1_19487.p1
OG0003099	XM_001584720.1.p1	lcl|NC_030986.1_cds_XP_018232189.1_1431.p1
OG0003100	XM_001591398.1.p1	lcl|NC_030986.1_cds_XP_018232089.1_1331.p1
OG0003101	XM_001587162.1.p1	lcl|NC_030986.1_cds_XP_018249271.1_546.p1
OG0003102	XM_001594211.1.p1	lcl|NC_030986.1_cds_XP_018232277.1_1520.p1
OG0003103	XM_001593013.1.p1	lcl|NC_030994.1_cds_XP_018246446.1_19513.p1
OG0003105	XM_001594297.1.p1	lcl|NC_030990.1_cds_XP_018234329.1_11229.p1
OG0003106	XM_001589783.1.p1	lcl|NC_030993.1_cds_XP_018237582.1_18127.p1
OG0003107	XM_001592963.1.p1	lcl|NC_030995.1_cds_XP_018253380.1_21131.p1
OG0003108	XM_001590679.1.p1	lcl|NC_030995.1_cds_XP_018249512.1_21197.p1
OG0003109	XM_001595512.1.p1	lcl|NC_030987.1_cds_XP_018245165.1_5354.p1
OG0003110	XM_001590598.1.p1	lcl|NC_030992.1_cds_XP_018248114.1_16245.p1
OG0003111	XM_001590591.1.p1	lcl|NC_030992.1_cds_XP_018248102.1_16232.p1
OG0003112	XM_001590553.1.p1	lcl|NC_030994.1_cds_XP_018246339.1_19406.p1
OG0003113	XM_001590855.1.p1	lcl|NC_030987.1_cds_XP_018245245.1_5434.p1
OG0003114	XM_001593285.1.p1	lcl|NC_030986.1_cds_XP_018233570.1_2812.p1
OG0003115	XM_001597789.1.p1	lcl|NC_030986.1_cds_XP_018249014.1_289.p1
OG0003116	XM_001592011.1.p1	lcl|NC_030989.1_cds_XP_018239041.1_10116.p1
OG0003117	XM_001590014.1.p1	lcl|NC_030990.1_cds_XP_018234347.1_11247.p1
OG0003118	XM_001590931.1.p1	lcl|NC_030989.1_cds_XP_018238802.1_9877.p1
OG0003119	XM_001597626.1.p1	lcl|NC_030989.1_cds_XP_018238721.1_9796.p1
OG0003120	XM_001593852.1.p1	lcl|NC_030995.1_cds_XP_018252965.1_20716.p1
OG0003121	XM_001585563.1.p1	lcl|NC_030993.1_cds_XP_018237253.1_17798.p1
OG0003122	XM_001588060.1.p1	lcl|NC_030992.1_cds_XP_018240519.1_15434.p1
OG0003123	XM_001590809.1.p1	lcl|NC_030987.1_cds_XP_018244910.1_5099.p1
OG0003124	XM_001594372.1.p1	lcl|NC_030990.1_cds_XP_018235149.1_12049.p1
OG0003125	XM_001595203.1.p1	lcl|NC_030995.1_cds_XP_018249696.1_21380.p1
OG0003126	XM_001594982.1.p1	lcl|NC_030990.1_cds_XP_018234151.1_11051.p1
OG0003127	XM_001591119.1.p1	lcl|NC_030995.1_cds_XP_018253374.1_21125.p1
OG0003128	XM_001598252.1.p1	lcl|NC_030990.1_cds_XP_018255309.1_10818.p1, lcl|NC_030995.1_cds_XP_018249611.1_21295.p1
OG0003129	XM_001587550.1.p1	lcl|NC_030994.1_cds_XP_018246594.1_19661.p1
OG0003130	XM_001591279.1.p1	lcl|NC_030989.1_cds_XP_018244154.1_9103.p1
OG0003131	XM_001588990.1.p1	lcl|NC_030990.1_cds_XP_018235389.1_12289.p1
OG0003132	XM_001589736.1.p1	lcl|NC_031000.1_cds_XP_018257443.1_25710.p1, lcl|NC_030995.1_cds_XP_018250123.1_21807.p1
OG0003133	XM_001587224.1.p1	lcl|NC_030989.1_cds_XP_018243788.1_8737.p1
OG0003134	XM_001595329.1.p1	lcl|NC_030993.1_cds_XP_018255984.1_18611.p1
OG0003135	XM_001597179.1.p1	lcl|NC_030986.1_cds_XP_018232699.1_1941.p1
OG0003136	XM_001594282.1.p1	lcl|NC_030990.1_cds_XP_018234850.1_11750.p1
OG0003137	XM_001593489.1.p1	lcl|NC_030992.1_cds_XP_018240839.1_15754.p1
OG0003138	XM_001596180.1.p1	lcl|NC_030987.1_cds_XP_018241872.1_4486.p1
OG0003140	XM_001591076.1.p1	lcl|NC_030986.1_cds_XP_018232780.1_2022.p1
OG0003141	XM_001587258.1.p1	lcl|NC_030986.1_cds_XP_018233728.1_2972.p1, lcl|NC_030986.1_cds_XP_018233730.1_2970.p1
OG0003142	XM_001587260.1.p1	lcl|NC_030986.1_cds_XP_018233166.1_2408.p1
OG0003144	XM_001588319.1.p1	lcl|NC_030992.1_cds_XP_018240712.1_15627.p1
OG0003146	XM_001595345.1.p1	lcl|NC_030995.1_cds_XP_018249782.1_21466.p1
OG0003149	XM_001597965.1.p1	lcl|NC_030995.1_cds_XP_018249761.1_21445.p1
OG0003150	XM_001594558.1.p1	lcl|NC_030990.1_cds_XP_018234630.1_11530.p1
OG0003151	XM_001585924.1.p1	lcl|NC_030987.1_cds_XP_018244815.1_5004.p1
OG0003152	XM_001594909.1.p1	lcl|NC_030993.1_cds_XP_018236505.1_17050.p1
OG0003153	XM_001596855.1.p1	lcl|NC_030995.1_cds_XP_018250005.1_21689.p1
OG0003153	XM_001592935.1.p1	lcl|NC_030986.1_cds_XP_018249246.1_521.p1
OG0003154	XM_001591460.1.p1	lcl|NC_030990.1_cds_XP_018234854.1_11754.p1
OG0003155	XM_001597217.1.p1	lcl|NC_030990.1_cds_XP_018234292.1_11192.p1
OG0003156	XM_001591688.1.p1	lcl|NC_030989.1_cds_XP_018238398.1_9473.p1
OG0003157	XM_001584915.1.p1	lcl|NC_030987.1_cds_XP_018245238.1_5427.p1
OG0003158	XM_001596121.1.p1	lcl|NC_030994.1_cds_XP_018251182.1_20141.p1
OG0003159	XM_001598215.1.p1	lcl|NC_030987.1_cds_XP_018244759.1_4948.p1
OG0003160	XM_001596009.1.p1	lcl|NC_030987.1_cds_XP_018241480.1_4094.p1
OG0003161	XM_001598525.1.p1	lcl|NC_030994.1_cds_XP_018246760.1_19827.p1
OG0003162	XM_001596705.1.p1	lcl|NC_030990.1_cds_XP_018234731.1_11631.p1
OG0003163	XM_001585128.1.p1	lcl|NC_030987.1_cds_XP_018244971.1_5160.p1
OG0003165	XM_001592421.1.p1	lcl|NC_030986.1_cds_XP_018231543.1_785.p1
OG0003166	XM_001592428.1.p1	lcl|NC_030986.1_cds_XP_018232304.1_1546.p1
OG0003167	XM_001586030.1.p1	lcl|NC_030993.1_cds_XP_018237848.1_18394.p1
OG0003168	XM_001594113.1.p1	lcl|NC_030993.1_cds_XP_018237056.1_17601.p1
OG0003169	XM_001593747.1.p1	lcl|NC_030992.1_cds_XP_018240688.1_15603.p1
OG0003170	XM_001588041.1.p1	lcl|NC_030992.1_cds_XP_018240870.1_15785.p1
OG0003171	XM_001596895.1.p1	lcl|NC_030992.1_cds_XP_018248601.1_16731.p1
OG0003172	XM_001597307.1.p1	lcl|NC_030995.1_cds_XP_018249947.1_21632.p1
OG0003173	XM_001594593.1.p1	lcl|NC_030990.1_cds_XP_018234706.1_11606.p1
OG0003174	XM_001587964.1.p1	lcl|NC_030990.1_cds_XP_018234200.1_11100.p1
OG0003176	XM_001596374.1.p1	lcl|NC_030990.1_cds_XP_018255438.1_10947.p1
OG0003177	XM_001598258.1.p1, XM_001593627.1.p1	lcl|NC_030992.1_cds_XP_018240679.1_15594.p1
OG0003178	XM_001593599.1.p1, XM_001598365.1.p1	lcl|NC_030992.1_cds_XP_018240408.1_15323.p1
OG0003179	XM_001598884.1.p1	lcl|NC_030992.1_cds_XP_018248397.1_16527.p1
OG0003180	XM_001585425.1.p1	lcl|NC_030993.1_cds_XP_018237833.1_18378.p1
OG0003181	XM_001587893.1.p1	lcl|NC_030993.1_cds_XP_018237299.1_17844.p1
OG0003182	XM_001585321.1.p1	lcl|NC_030990.1_cds_XP_018235376.1_12276.p1
OG0003183	XM_001585430.1.p1	lcl|NC_030990.1_cds_XP_018234924.1_11824.p1
OG0003185	XM_001587727.1.p1	lcl|NC_030989.1_cds_XP_018243547.1_8496.p1
OG0003186	XM_001586641.1.p1	lcl|NC_030986.1_cds_XP_018232950.1_2192.p1
OG0003187	XM_001591792.1.p1	lcl|NC_030990.1_cds_XP_018235736.1_12636.p1
OG0003189	XM_001591454.1.p1	lcl|NC_030990.1_cds_XP_018234859.1_11759.p1
OG0003190	XM_001590532.1.p1	lcl|NC_030987.1_cds_XP_018244957.1_5146.p1
OG0003191	XM_001593118.1.p1	lcl|NC_030986.1_cds_XP_018249312.1_587.p1
OG0003192	XM_001590578.1.p1	lcl|NC_030987.1_cds_XP_018245242.1_5431.p1
OG0003193	XM_001597589.1.p1	lcl|NC_030986.1_cds_XP_018249116.1_391.p1
OG0003194	XM_001589109.1.p1	lcl|NC_030987.1_cds_XP_018245506.1_5695.p1
OG0003195	XM_001590563.1.p1	lcl|NC_030995.1_cds_XP_018249562.1_21246.p1
OG0003196	XM_001589671.1.p1	lcl|NC_030987.1_cds_XP_018241776.1_4390.p1, lcl|NC_030987.1_cds_XP_018241775.1_4388.p1, lcl|NC_030987.1_cds_XP_018241774.1_4389.p1
OG0003197	XM_001592799.1.p1	lcl|NC_030989.1_cds_XP_018238999.1_10074.p1
OG0003198	XM_001591928.1.p1	lcl|NC_030989.1_cds_XP_018238881.1_9956.p1
OG0003200	XM_001589645.1.p1	lcl|NC_030987.1_cds_XP_018242071.1_4686.p1, lcl|NC_030987.1_cds_XP_018242072.1_4685.p1
OG0003201	XM_001593558.1.p1	lcl|NC_030993.1_cds_XP_018237555.1_18100.p1
OG0003202	XM_001593700.1.p1	lcl|NC_030993.1_cds_XP_018237963.1_18508.p1
OG0003203	XM_001589250.1.p1	lcl|NC_030987.1_cds_XP_018245075.1_5264.p1
OG0003204	XM_001584949.1.p1	lcl|NC_030987.1_cds_XP_018245029.1_5219.p1, lcl|NC_030987.1_cds_XP_018245028.1_5217.p1
OG0003205	XM_001589240.1.p1	lcl|NC_030989.1_cds_XP_018238791.1_9866.p1
OG0003206	XM_001597928.1.p1	lcl|NC_030987.1_cds_XP_018244853.1_5039.p1
OG0003207	XM_001588745.1.p1	lcl|NC_030992.1_cds_XP_018240148.1_15063.p1
OG0003209	XM_001596670.1.p1	lcl|NC_030987.1_cds_XP_018241541.1_4155.p1
OG0003211	XM_001596689.1.p1	lcl|NC_030986.1_cds_XP_018232917.1_2159.p1
OG0003212	XM_001596615.1.p1	lcl|NC_030986.1_cds_XP_018232741.1_1983.p1, lcl|NC_030986.1_cds_XP_018232742.1_1984.p1
OG0003213	XM_001592922.1.p1	lcl|NC_030986.1_cds_XP_018233341.1_2583.p1
OG0003214	XM_001596003.1.p1	lcl|NC_030993.1_cds_XP_018237587.1_18134.p1
OG0003215	XM_001587605.1.p1	lcl|NC_030987.1_cds_XP_018241956.1_4567.p1
OG0003216	XM_001589164.1.p1	lcl|NC_030995.1_cds_XP_018250006.1_21690.p1
OG0003218	XM_001595417.1.p1	lcl|NC_030992.1_cds_XP_018247948.1_16078.p1
OG0003219	XM_001598049.1.p1	lcl|NC_030992.1_cds_XP_018248382.1_16512.p1
OG0003220	XM_001585644.1.p1	lcl|NC_030990.1_cds_XP_018234273.1_11173.p1
OG0003221	XM_001591959.1.p1	lcl|NC_030994.1_cds_XP_018246480.1_19547.p1
OG0003222	XM_001585672.1.p1	lcl|NC_030987.1_cds_XP_018242220.1_4834.p1
OG0003223	XM_001588742.1.p1	lcl|NC_030992.1_cds_XP_018240828.1_15743.p1
OG0003224	XM_001593069.1.p1	lcl|NC_030994.1_cds_XP_018246563.1_19630.p1
OG0003225	XM_001597345.1.p1	lcl|NC_030986.1_cds_XP_018233096.1_2338.p1
OG0003226	XM_001595514.1.p1	lcl|NC_030997.1_cds_XP_018254241.1_24072.p1
OG0003227	XM_001588216.1.p1	lcl|NC_030986.1_cds_XP_018233383.1_2625.p1
OG0003228	XM_001587075.1.p1	lcl|NC_030987.1_cds_XP_018241463.1_4077.p1
OG0003229	XM_001593231.1.p1	lcl|NC_030986.1_cds_XP_018233668.1_2909.p1, lcl|NC_030986.1_cds_XP_018233667.1_2910.p1
OG0003230	XM_001597825.1.p1	lcl|NC_030989.1_cds_XP_018243887.1_8836.p1
OG0003231	XM_001592387.1.p1	lcl|NC_030986.1_cds_XP_018232533.1_1775.p1
OG0003232	XM_001594965.1.p1	lcl|NC_030987.1_cds_XP_018245813.1_6002.p1
