Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Phyllosticta_citricarpa_cds_prot
OG0002395	XM_001594425.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555921.1_906.p1
OG0002396	XM_001596168.1.p1	lcl|JBBPDW010000016.1_cds_KAK7545999.1_4978.p1
OG0002397	XM_001589782.1.p1	lcl|JBBPDW010000016.1_cds_KAK7545968.1_4947.p1
OG0002398	XM_001594155.1.p1	lcl|JBBPDW010000025.1_cds_KAK7541315.1_6489.p1
OG0002399	XM_001590259.1.p1	lcl|JBBPDW010000036.1_cds_KAK7536517.1_7942.p1
OG0002401	XM_001595754.1.p1	lcl|JBBPDW010000030.1_cds_KAK7538879.1_7270.p1
OG0002402	XM_001588124.1.p1	lcl|JBBPDW010000030.1_cds_KAK7538910.1_7301.p1
OG0002403	XM_001592602.1.p1	lcl|JBBPDW010000011.1_cds_KAK7548215.1_3853.p1
OG0002404	XM_001588016.1.p1	lcl|JBBPDW010000014.1_cds_KAK7546645.1_4454.p1
OG0002405	XM_001589065.1.p1	lcl|JBBPDW010000023.1_cds_KAK7541732.1_6181.p1
OG0002406	XM_001586753.1.p1	lcl|JBBPDW010000014.1_cds_KAK7546692.1_4501.p1
OG0002409	XM_001587423.1.p1	lcl|JBBPDW010000024.1_cds_KAK7541595.1_6445.p1
OG0002410	XM_001588572.1.p1	lcl|JBBPDW010000007.1_cds_KAK7550610.1_2515.p1
OG0002411	XM_001590034.1.p1	lcl|JBBPDW010000024.1_cds_KAK7541530.1_6380.p1
OG0002412	XM_001595626.1.p1	lcl|JBBPDW010000064.1_cds_KAK7530129.1_9942.p1
OG0002413	XM_001597756.1.p1	lcl|JBBPDW010000024.1_cds_KAK7541456.1_6306.p1
OG0002414	XM_001590316.1.p1	lcl|JBBPDW010000009.1_cds_KAK7549496.1_3390.p1
OG0002415	XM_001596943.1.p1	lcl|JBBPDW010000009.1_cds_KAK7549517.1_3411.p1
OG0002416	XM_001589713.1.p1	lcl|JBBPDW010000040.1_cds_KAK7535515.1_8398.p1
OG0002417	XM_001589334.1.p1	lcl|JBBPDW010000017.1_cds_KAK7545675.1_5151.p1
OG0002418	XM_001594589.1.p1	lcl|JBBPDW010000017.1_cds_KAK7545537.1_5013.p1
OG0002419	XM_001586267.1.p1	lcl|JBBPDW010000035.1_cds_KAK7536736.1_7933.p1
OG0002420	XM_001594858.1.p1	lcl|JBBPDW010000012.1_cds_KAK7547694.1_4082.p1
OG0002421	XM_001593009.1.p1	lcl|JBBPDW010000031.1_cds_KAK7538033.1_7455.p1
OG0002422	XM_001594652.1.p1	lcl|JBBPDW010000035.1_cds_KAK7536653.1_7850.p1
OG0002423	XM_001594210.1.p1	lcl|JBBPDW010000035.1_cds_KAK7536663.1_7860.p1
OG0002424	XM_001591952.1.p1	lcl|JBBPDW010000029.1_cds_KAK7538978.1_7085.p1
OG0002425	XM_001593135.1.p1	lcl|JBBPDW010000035.1_cds_KAK7536675.1_7872.p1
OG0002426	XM_001588914.1.p1	lcl|JBBPDW010000023.1_cds_KAK7541770.1_6219.p1
OG0002427	XM_001598628.1.p1, XM_001595007.1.p1	lcl|JBBPDW010000027.1_cds_KAK7540248.1_6929.p1
OG0002428	XM_001590856.1.p1	lcl|JBBPDW010000033.1_cds_KAK7537694.1_7584.p1
OG0002429	XM_001595179.1.p1	lcl|JBBPDW010000036.1_cds_KAK7536524.1_7949.p1
OG0002430	XM_001598075.1.p1	lcl|JBBPDW010000029.1_cds_KAK7539124.1_7231.p1
OG0002431	XM_001597639.1.p1	lcl|JBBPDW010000010.1_cds_KAK7548750.1_3572.p1
OG0002432	XM_001590247.1.p1	lcl|JBBPDW010000039.1_cds_KAK7535597.1_8270.p1
OG0002434	XM_001593832.1.p1	lcl|JBBPDW010000023.1_cds_KAK7541847.1_6296.p1
OG0002435	XM_001590066.1.p1	lcl|JBBPDW010000006.1_cds_KAK7551488.1_2223.p1
OG0002436	XM_001593361.1.p1	lcl|JBBPDW010000023.1_cds_KAK7541675.1_6124.p1
OG0002437	XM_001586501.1.p1	lcl|JBBPDW010000016.1_cds_KAK7545864.1_4843.p1
OG0002438	XM_001586503.1.p1	lcl|JBBPDW010000016.1_cds_KAK7545974.1_4953.p1
OG0002439	XM_001594859.1.p1	lcl|JBBPDW010000008.1_cds_KAK7550038.1_2939.p1
OG0002440	XM_001598924.1.p1	lcl|JBBPDW010000024.1_cds_KAK7541564.1_6414.p1
OG0002441	XM_001590288.1.p1	lcl|JBBPDW010000015.1_cds_KAK7546239.1_4649.p1
OG0002442	XM_001591113.1.p1	lcl|JBBPDW010000015.1_cds_KAK7546219.1_4629.p1
OG0002443	XM_001590201.1.p1	lcl|JBBPDW010000045.1_cds_KAK7533644.1_8888.p1
OG0002444	XM_001598430.1.p1	lcl|JBBPDW010000038.1_cds_KAK7535633.1_8097.p1
OG0002445	XM_001597355.1.p1	lcl|JBBPDW010000045.1_cds_KAK7533568.1_8812.p1
OG0002447	XM_001588694.1.p1	lcl|JBBPDW010000027.1_cds_KAK7540187.1_6868.p1
OG0002449	XM_001587882.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552523.1_1939.p1
OG0002450	XM_001589833.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552447.1_1863.p1
OG0002451	XM_001597573.1.p1	lcl|JBBPDW010000060.1_cds_KAK7530525.1_9748.p1
OG0002452	XM_001593776.1.p1	lcl|JBBPDW010000042.1_cds_KAK7534517.1_8519.p1
OG0002453	XM_001594118.1.p1	lcl|JBBPDW010000009.1_cds_KAK7549312.1_3206.p1
OG0002454	XM_001598746.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555632.1_617.p1
OG0002455	XM_001591207.1.p1	lcl|JBBPDW010000044.1_cds_KAK7533715.1_8782.p1
OG0002456	XM_001588422.1.p1	lcl|JBBPDW010000007.1_cds_KAK7550741.1_2646.p1
OG0002457	XM_001592468.1.p1	lcl|JBBPDW010000025.1_cds_KAK7541435.1_6609.p1
OG0002458	XM_001594962.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554608.1_1126.p1
OG0002460	XM_001593378.1.p1	lcl|JBBPDW010000006.1_cds_KAK7551582.1_2317.p1
OG0002461	XM_001592392.1.p1	lcl|JBBPDW010000009.1_cds_KAK7549473.1_3367.p1
OG0002462	XM_001593638.1.p1	lcl|JBBPDW010000008.1_cds_KAK7550198.1_3099.p1
OG0002463	XM_001590865.1.p1	lcl|JBBPDW010000017.1_cds_KAK7545615.1_5091.p1
OG0002464	XM_001587385.1.p1	lcl|JBBPDW010000011.1_cds_KAK7548283.1_3921.p1
OG0002465	XM_001585367.1.p1	lcl|JBBPDW010000011.1_cds_KAK7548165.1_3803.p1
OG0002466	XM_001585372.1.p1	lcl|JBBPDW010000011.1_cds_KAK7548149.1_3787.p1
OG0002467	XM_001598572.1.p1	lcl|JBBPDW010000054.1_cds_KAK7531808.1_9470.p1
OG0002468	XM_001587300.1.p1	lcl|JBBPDW010000054.1_cds_KAK7531781.1_9443.p1
OG0002469	XM_001593574.1.p1	lcl|JBBPDW010000042.1_cds_KAK7534589.1_8591.p1
OG0002470	XM_001592765.1.p1	lcl|JBBPDW010000016.1_cds_KAK7545827.1_4806.p1
OG0002471	XM_001584681.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553350.1_1348.p1
OG0002472	XM_001586847.1.p1	lcl|JBBPDW010000020.1_cds_KAK7543488.1_5633.p1
OG0002473	XM_001585235.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556976.1_333.p1
OG0002474	XM_001586760.1.p1	lcl|JBBPDW010000014.1_cds_KAK7546741.1_4550.p1
OG0002475	XM_001589055.1.p1	lcl|JBBPDW010000022.1_cds_KAK7543011.1_6026.p1
OG0002476	XM_001586512.1.p1	lcl|JBBPDW010000019.1_cds_KAK7543906.1_5548.p1
OG0002477	XM_001586618.1.p1	lcl|JBBPDW010000018.1_cds_KAK7545305.1_5263.p1
OG0002478	XM_001591876.1.p1	lcl|JBBPDW010000013.1_cds_KAK7547061.1_4242.p1
OG0002479	XM_001595226.1.p1	lcl|JBBPDW010000032.1_cds_KAK7537899.1_7541.p1
OG0002480	XM_001595448.1.p1	lcl|JBBPDW010000032.1_cds_KAK7537910.1_7552.p1
OG0002481	XM_001595114.1.p1	lcl|JBBPDW010000026.1_cds_KAK7540358.1_6712.p1
OG0002482	XM_001597483.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555506.1_491.p1
OG0002483	XM_001590892.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552526.1_1942.p1
OG0002484	XM_001593739.1.p1	lcl|JBBPDW010000082.1_cds_KAK7529113.1_10290.p1
OG0002485	XM_001584566.1.p1	lcl|JBBPDW010000040.1_cds_KAK7535418.1_8301.p1
OG0002486	XM_001590533.1.p1	lcl|JBBPDW010000041.1_cds_KAK7534643.1_8443.p1
OG0002487	XM_001590834.1.p1	lcl|JBBPDW010000009.1_cds_KAK7549510.1_3404.p1
OG0002488	XM_001592455.1.p1	lcl|JBBPDW010000041.1_cds_KAK7534613.1_8413.p1
OG0002489	XM_001593057.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554447.1_965.p1
OG0002490	XM_001586271.1.p1	lcl|JBBPDW010000035.1_cds_KAK7536665.1_7862.p1
OG0002491	XM_001598130.1.p1	lcl|JBBPDW010000013.1_cds_KAK7547169.1_4350.p1
OG0002492	XM_001590011.1.p1	lcl|JBBPDW010000029.1_cds_KAK7539009.1_7116.p1
OG0002493	XM_001596006.1.p1	lcl|JBBPDW010000030.1_cds_KAK7538886.1_7277.p1
OG0002494	XM_001586443.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555827.1_812.p1
OG0002495	XM_001592850.1.p1	lcl|JBBPDW010000042.1_cds_KAK7534523.1_8525.p1
OG0002496	XM_001588867.1.p1	lcl|JBBPDW010000047.1_cds_KAK7533453.1_9060.p1
OG0002497	XM_001594024.1.p1	lcl|JBBPDW010000008.1_cds_KAK7550165.1_3066.p1
OG0002498	XM_001593094.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556817.1_174.p1
OG0002499	XM_001597163.1.p1	lcl|JBBPDW010000059.1_cds_KAK7531050.1_9715.p1
OG0002500	XM_001598749.1.p1	lcl|JBBPDW010000026.1_cds_KAK7540427.1_6781.p1
OG0002501	XM_001587659.1.p1	lcl|JBBPDW010000016.1_cds_KAK7545879.1_4858.p1
OG0002502	XM_001597045.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552467.1_1883.p1
OG0002503	XM_001589928.1.p1	lcl|JBBPDW010000039.1_cds_KAK7535541.1_8214.p1
OG0002504	XM_001587394.1.p1	lcl|JBBPDW010000061.1_cds_KAK7530494.1_9807.p1
OG0002505	XM_001593032.1.p1	lcl|JBBPDW010000017.1_cds_KAK7545588.1_5064.p1
OG0002506	XM_001589408.1.p1	lcl|JBBPDW010000025.1_cds_KAK7541357.1_6531.p1
OG0002507	XM_001594168.1.p1	lcl|JBBPDW010000006.1_cds_KAK7551644.1_2379.p1
OG0002508	XM_001590722.1.p1	lcl|JBBPDW010000021.1_cds_KAK7543317.1_5906.p1
OG0002509	XM_001585392.1.p1	lcl|JBBPDW010000011.1_cds_KAK7548122.1_3760.p1
OG0002510	XM_001588997.1.p1	lcl|JBBPDW010000011.1_cds_KAK7548085.1_3723.p1
OG0002511	XM_001589874.1.p1	lcl|JBBPDW010000054.1_cds_KAK7531833.1_9495.p1
OG0002512	XM_001593622.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553465.1_1463.p1
OG0002513	XM_001597673.1.p1, XM_001590706.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556951.1_308.p1
OG0002514	XM_001594062.1.p1	lcl|JBBPDW010000014.1_cds_KAK7546760.1_4569.p1
OG0002515	XM_001586844.1.p1	lcl|JBBPDW010000014.1_cds_KAK7546726.1_4535.p1
OG0002517	XM_001594355.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554693.1_1211.p1
OG0002518	XM_001597397.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556849.1_206.p1
OG0002519	XM_001594991.1.p1	lcl|JBBPDW010000032.1_cds_KAK7537922.1_7564.p1
OG0002520	XM_001595419.1.p1	lcl|JBBPDW010000026.1_cds_KAK7540373.1_6727.p1
OG0002521	XM_001590381.1.p1	lcl|JBBPDW010000051.1_cds_KAK7532584.1_9340.p1
OG0002522	XM_001590983.1.p1, XM_001590982.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555553.1_538.p1
OG0002523	XM_001585549.1.p1	lcl|JBBPDW010000052.1_cds_KAK7531896.1_9375.p1
OG0002524	XM_001592486.1.p1	lcl|JBBPDW010000025.1_cds_KAK7541432.1_6606.p1
OG0002525	XM_001589795.1.p1	lcl|JBBPDW010000009.1_cds_KAK7549389.1_3283.p1
OG0002526	XM_001594521.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554560.1_1078.p1
OG0002527	XM_001593981.1.p1	lcl|JBBPDW010000007.1_cds_KAK7550817.1_2722.p1
OG0002528	XM_001595491.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556974.1_331.p1
OG0002529	XM_001589430.1.p1	lcl|JBBPDW010000027.1_cds_KAK7540202.1_6883.p1
OG0002530	XM_001596453.1.p1	lcl|JBBPDW010000013.1_cds_KAK7547173.1_4354.p1
OG0002531	XM_001591553.1.p1	lcl|JBBPDW010000013.1_cds_KAK7547022.1_4203.p1
OG0002532	XM_001591796.1.p1	lcl|JBBPDW010000013.1_cds_KAK7547191.1_4372.p1
OG0002533	XM_001598469.1.p1	lcl|JBBPDW010000031.1_cds_KAK7538032.1_7454.p1
OG0002535	XM_001597632.1.p1	lcl|JBBPDW010000010.1_cds_KAK7548718.1_3540.p1
OG0002536	XM_001590641.1.p1	lcl|JBBPDW010000010.1_cds_KAK7548666.1_3488.p1
OG0002537	XM_001587521.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556748.1_105.p1
OG0002538	XM_001595812.1.p1	lcl|JBBPDW010000007.1_cds_KAK7550811.1_2716.p1
OG0002539	XM_001588442.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554556.1_1074.p1
OG0002540	XM_001590784.1.p1	lcl|JBBPDW010000033.1_cds_KAK7537755.1_7645.p1
OG0002541	XM_001597856.1.p1	lcl|JBBPDW010000038.1_cds_KAK7535660.1_8124.p1
OG0002542	XM_001589145.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552495.1_1911.p1
OG0002543	XM_001595169.1.p1	lcl|JBBPDW010000006.1_cds_KAK7551628.1_2363.p1
OG0002544	XM_001588098.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552396.1_1812.p1
OG0002545	XM_001596746.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552508.1_1924.p1
OG0002550	XM_001588562.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555732.1_717.p1
OG0002554	XM_001590629.1.p1	lcl|JBBPDW010000041.1_cds_KAK7534644.1_8444.p1
OG0002573	XM_001589198.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552334.1_1750.p1
OG0002574	XM_001588331.1.p1	lcl|JBBPDW010000007.1_cds_KAK7550805.1_2710.p1
OG0002575	XM_001589953.1.p1	lcl|JBBPDW010000039.1_cds_KAK7535555.1_8228.p1
OG0002576	XM_001589079.1.p1	lcl|JBBPDW010000038.1_cds_KAK7535663.1_8127.p1
OG0002579	XM_001594239.1.p1	lcl|JBBPDW010000012.1_cds_KAK7547629.1_4017.p1
OG0002580	XM_001585268.1.p1	lcl|JBBPDW010000011.1_cds_KAK7548073.1_3711.p1
OG0002581	XM_001586773.1.p1	lcl|JBBPDW010000014.1_cds_KAK7546667.1_4476.p1
OG0002582	XM_001594917.1.p1	lcl|JBBPDW010000067.1_cds_KAK7529756.1_10075.p1
OG0002583	XM_001595098.1.p1	lcl|JBBPDW010000032.1_cds_KAK7537839.1_7481.p1
OG0002584	XM_001584775.1.p1	lcl|JBBPDW010000044.1_cds_KAK7533680.1_8747.p1
OG0002585	XM_001586188.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554613.1_1131.p1
OG0002586	XM_001598474.1.p1	lcl|JBBPDW010000036.1_cds_KAK7536549.1_7974.p1
OG0002587	XM_001585198.1.p1, XM_001595683.1.p1, XM_001595233.1.p1	lcl|JBBPDW010000010.1_cds_KAK7548854.1_3676.p1
OG0002588	XM_001598388.1.p1	lcl|JBBPDW010000032.1_cds_KAK7537866.1_7508.p1
OG0002589	XM_001598908.1.p1	lcl|JBBPDW010000061.1_cds_KAK7530519.1_9832.p1
OG0002591	XM_001585310.1.p1	lcl|JBBPDW010000015.1_cds_KAK7546346.1_4756.p1
OG0002592	XM_001592474.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556648.1_5.p1
OG0002593	XM_001587301.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556667.1_24.p1
OG0002594	XM_001593221.1.p1	lcl|JBBPDW010000046.1_cds_KAK7533556.1_8986.p1
OG0002596	XM_001594667.1.p1	lcl|JBBPDW010000027.1_cds_KAK7540135.1_6816.p1
OG0002597	XM_001597353.1.p1	lcl|JBBPDW010000045.1_cds_KAK7533631.1_8875.p1
OG0002598	XM_001586531.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556756.1_113.p1
OG0002600	XM_001598504.1.p1	lcl|JBBPDW010000012.1_cds_KAK7547599.1_3987.p1
OG0002601	XM_001589535.1.p1	lcl|JBBPDW010000012.1_cds_KAK7547680.1_4068.p1
OG0002602	XM_001596786.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553417.1_1415.p1
OG0002603	XM_001588678.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553432.1_1430.p1
OG0002604	XM_001590395.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553657.1_1655.p1
OG0002605	XM_001597028.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552328.1_1744.p1
OG0002606	XM_001587684.1.p1	lcl|JBBPDW010000020.1_cds_KAK7543478.1_5623.p1
OG0002607	XM_001593297.1.p1	lcl|JBBPDW010000014.1_cds_KAK7546701.1_4510.p1
OG0002608	XM_001587700.1.p1	lcl|JBBPDW010000066.1_cds_KAK7530016.1_9998.p1
OG0002609	XM_001586795.1.p1	lcl|JBBPDW010000014.1_cds_KAK7546608.1_4417.p1
OG0002610	XM_001597107.1.p1	lcl|JBBPDW010000022.1_cds_KAK7543036.1_6051.p1
OG0002611	XM_001591893.1.p1	lcl|JBBPDW010000044.1_cds_KAK7533725.1_8792.p1
OG0002612	XM_001587672.1.p1	lcl|JBBPDW010000080.1_cds_KAK7529189.1_10276.p1
OG0002613	XM_001584872.1.p1	lcl|JBBPDW010000016.1_cds_KAK7545956.1_4935.p1
OG0002614	XM_001597337.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554666.1_1184.p1
OG0002615	XM_001585739.1.p1	lcl|JBBPDW010000007.1_cds_KAK7550936.1_2841.p1
OG0002616	XM_001594762.1.p1	lcl|JBBPDW010000001.1_cds_KAK7556659.1_16.p1
OG0002617	XM_001585080.1.p1	lcl|JBBPDW010000007.1_cds_KAK7550932.1_2837.p1
OG0002618	XM_001586277.1.p1	lcl|JBBPDW010000023.1_cds_KAK7541790.1_6239.p1
OG0002619	XM_001597104.1.p1	lcl|JBBPDW010000018.1_cds_KAK7545258.1_5216.p1
OG0002620	XM_001586208.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554743.1_1261.p1
OG0002620	XM_001584659.1.p1	lcl|JBBPDW010000038.1_cds_KAK7535638.1_8102.p1
OG0002621	XM_001593947.1.p1	lcl|JBBPDW010000013.1_cds_KAK7547144.1_4325.p1
OG0002622	XM_001593922.1.p1	lcl|JBBPDW010000013.1_cds_KAK7547114.1_4295.p1
OG0002623	XM_001591749.1.p1	lcl|JBBPDW010000018.1_cds_KAK7545318.1_5276.p1
OG0002624	XM_001591906.1.p1	lcl|JBBPDW010000013.1_cds_KAK7547134.1_4315.p1
OG0002625	XM_001597913.1.p1	lcl|JBBPDW010000032.1_cds_KAK7537845.1_7487.p1
OG0002627	XM_001588690.1.p1	lcl|JBBPDW010000032.1_cds_KAK7537932.1_7574.p1
OG0002628	XM_001595460.1.p1	lcl|JBBPDW010000028.1_cds_KAK7539257.1_7077.p1
OG0002629	XM_001592160.1.p1	lcl|JBBPDW010000024.1_cds_KAK7541458.1_6308.p1
OG0002630	XM_001589219.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552375.1_1791.p1
OG0002631	XM_001597438.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555474.1_459.p1
OG0002632	XM_001593738.1.p1	lcl|JBBPDW010000082.1_cds_KAK7529114.1_10291.p1
OG0002633	XM_001598308.1.p1	lcl|JBBPDW010000041.1_cds_KAK7534628.1_8428.p1
OG0002634	XM_001592433.1.p1	lcl|JBBPDW010000040.1_cds_KAK7535480.1_8363.p1
OG0002635	XM_001586078.1.p1	lcl|JBBPDW010000041.1_cds_KAK7534662.1_8462.p1
OG0002636	XM_001585168.1.p1	lcl|JBBPDW010000052.1_cds_KAK7531887.1_9366.p1
OG0002637	XM_001592446.1.p1	lcl|JBBPDW010000052.1_cds_KAK7531911.1_9390.p1
OG0002638	XM_001596110.1.p1	lcl|JBBPDW010000065.1_cds_KAK7530064.1_9961.p1
OG0002639	XM_001594797.1.p1	lcl|JBBPDW010000078.1_cds_KAK7529313.1_10244.p1
OG0002640	XM_001598833.1.p1	lcl|JBBPDW010000032.1_cds_KAK7537876.1_7518.p1
OG0002641	XM_001584763.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555613.1_598.p1
OG0002642	XM_001587073.1.p1	lcl|JBBPDW010000017.1_cds_KAK7545544.1_5020.p1
OG0002643	XM_001594208.1.p1	lcl|JBBPDW010000017.1_cds_KAK7545574.1_5050.p1
OG0002645	XM_001597161.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552664.1_2080.p1
OG0002646	XM_001597191.1.p1	lcl|JBBPDW010000059.1_cds_KAK7531044.1_9709.p1
OG0002647	XM_001594553.1.p1	lcl|JBBPDW010000035.1_cds_KAK7536673.1_7870.p1
OG0002648	XM_001586247.1.p1	lcl|JBBPDW010000043.1_cds_KAK7534399.1_8614.p1
OG0002649	XM_001586296.1.p1	lcl|JBBPDW010000007.1_cds_KAK7550662.1_2567.p1
OG0002650	XM_001594523.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554561.1_1079.p1
OG0002651	XM_001592010.1.p1	lcl|JBBPDW010000029.1_cds_KAK7538988.1_7095.p1
OG0002652	XM_001594191.1.p1	lcl|JBBPDW010000031.1_cds_KAK7538026.1_7448.p1
OG0002653	XM_001593079.1.p1	lcl|JBBPDW010000007.1_cds_KAK7550705.1_2610.p1
OG0002655	XM_001587608.1.p1	lcl|JBBPDW010000015.1_cds_KAK7546281.1_4691.p1
OG0002656	XM_001587330.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553485.1_1483.p1
OG0002657	XM_001590457.1.p1	lcl|JBBPDW010000033.1_cds_KAK7537722.1_7612.p1
OG0002659	XM_001590725.1.p1	lcl|JBBPDW010000021.1_cds_KAK7543325.1_5914.p1
OG0002660	XM_001590575.1.p1	lcl|JBBPDW010000021.1_cds_KAK7543195.1_5784.p1
OG0002661	XM_001590698.1.p1	lcl|JBBPDW010000021.1_cds_KAK7543276.1_5865.p1
OG0002662	XM_001590600.1.p1	lcl|JBBPDW010000021.1_cds_KAK7543278.1_5867.p1
OG0002663	XM_001590220.1.p1	lcl|JBBPDW010000068.1_cds_KAK7529716.1_10093.p1
OG0002665	XM_001590556.1.p1	lcl|JBBPDW010000021.1_cds_KAK7543189.1_5778.p1
OG0002666	XM_001590273.1.p1	lcl|JBBPDW010000047.1_cds_KAK7533422.1_9029.p1
OG0002667	XM_001587612.1.p1	lcl|JBBPDW010000027.1_cds_KAK7540251.1_6932.p1
OG0002668	XM_001587002.1.p1	lcl|JBBPDW010000042.1_cds_KAK7534560.1_8562.p1
OG0002669	XM_001591017.1.p1	lcl|JBBPDW010000036.1_cds_KAK7536523.1_7948.p1
OG0002670	XM_001598059.1.p1	lcl|JBBPDW010000029.1_cds_KAK7539061.1_7168.p1
OG0002671	XM_001598074.1.p1	lcl|JBBPDW010000029.1_cds_KAK7539121.1_7228.p1
OG0002672	XM_001596013.1.p1	lcl|JBBPDW010000008.1_cds_KAK7550016.1_2917.p1
OG0002674	XM_001598457.1.p1	lcl|JBBPDW010000019.1_cds_KAK7543871.1_5513.p1
OG0002675	XM_001595818.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555744.1_729.p1
OG0002676	XM_001596202.1.p1	lcl|JBBPDW010000028.1_cds_KAK7539244.1_7064.p1
OG0002677	XM_001595753.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555801.1_786.p1
OG0002678	XM_001588076.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555679.1_664.p1
OG0002679	XM_001585181.1.p1	lcl|JBBPDW010000033.1_cds_KAK7537712.1_7602.p1
OG0002680	XM_001590223.1.p1	lcl|JBBPDW010000045.1_cds_KAK7533579.1_8823.p1
OG0002682	XM_001590941.1.p1	lcl|JBBPDW010000045.1_cds_KAK7533604.1_8848.p1
OG0002683	XM_001584712.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552560.1_1976.p1
OG0002684	XM_001595173.1.p1	lcl|JBBPDW010000006.1_cds_KAK7551484.1_2219.p1
OG0002685	XM_001593412.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552589.1_2005.p1
OG0002686	XM_001596507.1.p1	lcl|JBBPDW010000016.1_cds_KAK7545822.1_4801.p1
OG0002687	XM_001586733.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552474.1_1890.p1
OG0002688	XM_001595177.1.p1	lcl|JBBPDW010000006.1_cds_KAK7551485.1_2220.p1
OG0002689	XM_001592281.1.p1	lcl|JBBPDW010000012.1_cds_KAK7547779.1_4167.p1
OG0002690	XM_001598236.1.p1	lcl|JBBPDW010000054.1_cds_KAK7531810.1_9472.p1
OG0002691	XM_001586060.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554530.1_1048.p1
OG0002692	XM_001591095.1.p1	lcl|JBBPDW010000017.1_cds_KAK7545623.1_5099.p1
OG0002693	XM_001594364.1.p1	lcl|JBBPDW010000017.1_cds_KAK7545699.1_5175.p1
OG0002694	XM_001589333.1.p1	lcl|JBBPDW010000017.1_cds_KAK7545568.1_5044.p1
OG0002695	XM_001587167.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554450.1_968.p1
OG0002696	XM_001598191.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553529.1_1527.p1
OG0002697	XM_001598772.1.p1	lcl|JBBPDW010000004.1_cds_KAK7553358.1_1356.p1
OG0002698	XM_001593787.1.p1	lcl|JBBPDW010000009.1_cds_KAK7549242.1_3136.p1
OG0002699	XM_001587155.1.p1	lcl|JBBPDW010000002.1_cds_KAK7555597.1_582.p1
OG0002700	XM_001587259.1.p1	lcl|JBBPDW010000001.1_cds_KAK7557045.1_402.p1
OG0002701	XM_001593758.1.p1	lcl|JBBPDW010000008.1_cds_KAK7550195.1_3096.p1
OG0002702	XM_001591302.1.p1	lcl|JBBPDW010000005.1_cds_KAK7552437.1_1853.p1
OG0002703	XM_001591239.1.p1	lcl|JBBPDW010000008.1_cds_KAK7550196.1_3097.p1
OG0002704	XM_001597465.1.p1	lcl|JBBPDW010000003.1_cds_KAK7554418.1_936.p1
OG0002706	XM_001587159.1.p1	lcl|JBBPDW010000057.1_cds_KAK7531176.1_9639.p1
OG0002707	XM_001586132.1.p1	lcl|JBBPDW010000001.1_cds_KAK7557002.1_359.p1
