Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Penicillium_expansum_rna_prot
OG0002448	XM_001593050.1.p1	XM_016743192.1.p1
OG0002448	XM_001592499.1.p1	XM_016744990.1.p1
OG0002449	XM_001587882.1.p1	XM_016739233.1.p1
OG0002450	XM_001589833.1.p1	XM_016738495.1.p1
OG0002451	XM_001597573.1.p1	XM_016744020.1.p1
OG0002452	XM_001593776.1.p1	XM_016746447.1.p1
OG0002453	XM_001594118.1.p1	XM_016746432.1.p1
OG0002454	XM_001598746.1.p1	XM_016739629.1.p1
OG0002455	XM_001591207.1.p1	XM_016744154.1.p1
OG0002456	XM_001588422.1.p1	XM_016743006.1.p1
OG0002457	XM_001592468.1.p1	XM_016747380.1.p1
OG0002458	XM_001594962.1.p1	XM_016739082.1.p1
OG0002460	XM_001593378.1.p1	XM_016740478.1.p1
OG0002461	XM_001592392.1.p1	XM_016738330.1.p1
OG0002462	XM_001593638.1.p1	XM_016748124.1.p1
OG0002463	XM_001590865.1.p1	XM_016737600.1.p1
OG0002464	XM_001587385.1.p1	XM_016744624.1.p1
OG0002465	XM_001585367.1.p1	XM_016741479.1.p1
OG0002466	XM_001585372.1.p1	XM_016741455.1.p1
OG0002467	XM_001598572.1.p1	XM_016744495.1.p1
OG0002468	XM_001587300.1.p1	XM_016744578.1.p1
OG0002469	XM_001593574.1.p1	XM_016738584.1.p1
OG0002470	XM_001592765.1.p1	XM_016739974.1.p1
OG0002471	XM_001584681.1.p1	XM_016739495.1.p1
OG0002472	XM_001586847.1.p1	XM_016739223.1.p1
OG0002473	XM_001585235.1.p1	XM_016748075.1.p1
OG0002474	XM_001586760.1.p1	XM_016742091.1.p1
OG0002475	XM_001589055.1.p1	XM_016739502.1.p1
OG0002476	XM_001586512.1.p1	XM_016741269.1.p1
OG0002477	XM_001586618.1.p1	XM_016740980.1.p1
OG0002478	XM_001591876.1.p1	XM_016746829.1.p1
OG0002479	XM_001595226.1.p1	XM_016740628.1.p1
OG0002480	XM_001595448.1.p1	XM_016746977.1.p1
OG0002481	XM_001595114.1.p1	XM_016747008.1.p1
OG0002482	XM_001597483.1.p1	XM_016742780.1.p1
OG0002483	XM_001590892.1.p1	XM_016738501.1.p1
OG0002484	XM_001593739.1.p1	XM_016748120.1.p1
OG0002485	XM_001584566.1.p1	XM_016747378.1.p1
OG0002486	XM_001590533.1.p1	XM_016740187.1.p1
OG0002487	XM_001590834.1.p1	XM_016745604.1.p1
OG0002488	XM_001592455.1.p1	XM_016747607.1.p1
OG0002489	XM_001593057.1.p1	XM_016739315.1.p1
OG0002490	XM_001586271.1.p1	XM_016742402.1.p1
OG0002491	XM_001598130.1.p1	XM_016744563.1.p1
OG0002492	XM_001590011.1.p1	XM_016747548.1.p1
OG0002493	XM_001596006.1.p1	XM_016738697.1.p1
OG0002494	XM_001586443.1.p1	XM_016742029.1.p1
OG0002495	XM_001592850.1.p1	XM_016747899.1.p1
OG0002496	XM_001588867.1.p1	XM_016743391.1.p1
OG0002497	XM_001594024.1.p1	XM_016744923.1.p1, XM_016738623.1.p1
OG0002498	XM_001593094.1.p1	XM_016740793.1.p1
OG0002499	XM_001597163.1.p1	XM_016743246.1.p1
OG0002500	XM_001598749.1.p1	XM_016739658.1.p1
OG0002501	XM_001587659.1.p1	XM_016746534.1.p1
OG0002502	XM_001597045.1.p1	XM_016745525.1.p1
OG0002503	XM_001589928.1.p1	XM_016739828.1.p1
OG0002504	XM_001587394.1.p1	XM_016740635.1.p1
OG0002505	XM_001593032.1.p1	XM_016742011.1.p1
OG0002506	XM_001589408.1.p1	XM_016742335.1.p1
OG0002507	XM_001594168.1.p1	XM_016739256.1.p1
OG0002508	XM_001590722.1.p1	XM_016746068.1.p1
OG0002509	XM_001585392.1.p1	XM_016741461.1.p1
OG0002510	XM_001588997.1.p1	XM_016741469.1.p1
OG0002511	XM_001589874.1.p1	XM_016746198.1.p1
OG0002512	XM_001593622.1.p1	XM_016746589.1.p1
OG0002513	XM_001597673.1.p1	XM_016746001.1.p1
OG0002514	XM_001594062.1.p1	XM_016741041.1.p1
OG0002515	XM_001586844.1.p1	XM_016738197.1.p1
OG0002517	XM_001594355.1.p1	XM_016745228.1.p1
OG0002518	XM_001597397.1.p1	XM_016742522.1.p1
OG0002520	XM_001595419.1.p1	XM_016740286.1.p1
OG0002521	XM_001590381.1.p1	XM_016741801.1.p1
OG0002522	XM_001590983.1.p1, XM_001590982.1.p1	XM_016742794.1.p1
OG0002523	XM_001585549.1.p1	XM_016742083.1.p1
OG0002524	XM_001592486.1.p1	XM_016747610.1.p1
OG0002525	XM_001589795.1.p1	XM_016738394.1.p1
OG0002526	XM_001594521.1.p1	XM_016739079.1.p1
OG0002527	XM_001593981.1.p1	XM_016746251.1.p1
OG0002528	XM_001595491.1.p1	XM_016744774.1.p1
OG0002529	XM_001589430.1.p1	XM_016742445.1.p1
OG0002530	XM_001596453.1.p1	XM_016747149.1.p1
OG0002531	XM_001591553.1.p1	XM_016741637.1.p1
OG0002533	XM_001598469.1.p1	XM_016737505.1.p1
OG0002534	XM_001590007.1.p1	XM_016737499.1.p1
OG0002535	XM_001597632.1.p1	XM_016737953.1.p1
OG0002536	XM_001590641.1.p1	XM_016740472.1.p1
OG0002537	XM_001587521.1.p1	XM_016738624.1.p1, XM_016738993.1.p1
OG0002538	XM_001595812.1.p1	XM_016743035.1.p1
OG0002539	XM_001588442.1.p1	XM_016739756.1.p1
OG0002540	XM_001590784.1.p1	XM_016738371.1.p1
OG0002541	XM_001597856.1.p1	XM_016739119.1.p1
OG0002542	XM_001589145.1.p1	XM_016738514.1.p1
OG0002543	XM_001595169.1.p1	XM_016737530.1.p1
OG0002544	XM_001588098.1.p1	XM_016741808.1.p1
OG0002545	XM_001596746.1.p1	XM_016742722.1.p1
OG0002549	XM_001591601.1.p1	XM_016737698.1.p1, XM_016741648.1.p1, XM_016739050.1.p1
OG0002550	XM_001588562.1.p1	XM_016744734.1.p1
OG0002554	XM_001590629.1.p1	XM_016740188.1.p1
OG0002555	XM_001596789.1.p1	XM_016745506.1.p1
OG0002555	XM_001588379.1.p1	XM_016740906.1.p1, XM_016744278.1.p1
OG0002573	XM_001589198.1.p1	XM_016745601.1.p1
OG0002574	XM_001588331.1.p1	XM_016742202.1.p1
OG0002575	XM_001589953.1.p1	XM_016739803.1.p1
OG0002576	XM_001589079.1.p1	XM_016737401.1.p1
OG0002578	XM_001590329.1.p1	XM_016742004.1.p1
OG0002579	XM_001594239.1.p1	XM_016747235.1.p1
OG0002580	XM_001585268.1.p1	XM_016741990.1.p1
OG0002581	XM_001586773.1.p1	XM_016742067.1.p1
OG0002582	XM_001594917.1.p1	XM_016742530.1.p1
OG0002583	XM_001595098.1.p1	XM_016740626.1.p1
OG0002584	XM_001584775.1.p1	XM_016748285.1.p1
OG0002585	XM_001586188.1.p1	XM_016742889.1.p1, XM_016738894.1.p1
OG0002586	XM_001598474.1.p1	XM_016745914.1.p1
OG0002587	XM_001585198.1.p1	XM_016744219.1.p1
OG0002588	XM_001598388.1.p1	XM_016738791.1.p1
OG0002589	XM_001598908.1.p1	XM_016745026.1.p1
OG0002592	XM_001592474.1.p1	XM_016740074.1.p1
OG0002593	XM_001587301.1.p1	XM_016742440.1.p1
OG0002594	XM_001593221.1.p1	XM_016748244.1.p1
OG0002596	XM_001594667.1.p1	XM_016742655.1.p1
OG0002597	XM_001597353.1.p1	XM_016746643.1.p1
OG0002598	XM_001586531.1.p1	XM_016748322.1.p1
OG0002599	XM_001593603.1.p1	XM_016740465.1.p1
OG0002600	XM_001598504.1.p1	XM_016738809.1.p1
OG0002601	XM_001589535.1.p1	XM_016743541.1.p1
OG0002602	XM_001596786.1.p1	XM_016741296.1.p1
OG0002603	XM_001588678.1.p1	XM_016739428.1.p1
OG0002604	XM_001590395.1.p1	XM_016738042.1.p1
OG0002605	XM_001597028.1.p1	XM_016748332.1.p1
OG0002606	XM_001587684.1.p1	XM_016747766.1.p1
OG0002607	XM_001593297.1.p1	XM_016748116.1.p1
OG0002608	XM_001587700.1.p1	XM_016745082.1.p1
OG0002609	XM_001586795.1.p1	XM_016745110.1.p1
OG0002610	XM_001597107.1.p1	XM_016737400.1.p1
OG0002611	XM_001591893.1.p1	XM_016738964.1.p1
OG0002612	XM_001587672.1.p1	XM_016741021.1.p1
OG0002613	XM_001584872.1.p1	XM_016741564.1.p1
OG0002614	XM_001597337.1.p1	XM_016746900.1.p1
OG0002615	XM_001585739.1.p1	XM_016739188.1.p1
OG0002616	XM_001594762.1.p1	XM_016738856.1.p1
OG0002617	XM_001585080.1.p1	XM_016737397.1.p1
OG0002619	XM_001597104.1.p1	XM_016737416.1.p1
OG0002620	XM_001586208.1.p1	XM_016745710.1.p1
OG0002621	XM_001593947.1.p1	XM_016740880.1.p1
OG0002622	XM_001593922.1.p1	XM_016739757.1.p1
OG0002624	XM_001591906.1.p1	XM_016745885.1.p1
OG0002625	XM_001597913.1.p1	XM_016740294.1.p1
OG0002626	XM_001595354.1.p1	XM_016745929.1.p1
OG0002627	XM_001588690.1.p1	XM_016744210.1.p1
OG0002628	XM_001595460.1.p1	XM_016740618.1.p1
OG0002629	XM_001592160.1.p1	XM_016741678.1.p1
OG0002630	XM_001589219.1.p1	XM_016748338.1.p1
OG0002631	XM_001597438.1.p1	XM_016741679.1.p1
OG0002632	XM_001593738.1.p1	XM_016748121.1.p1
OG0002633	XM_001598308.1.p1	XM_016737903.1.p1
OG0002634	XM_001592433.1.p1	XM_016747640.1.p1
OG0002635	XM_001586078.1.p1	XM_016747592.1.p1
OG0002636	XM_001585168.1.p1	XM_016737898.1.p1
OG0002637	XM_001592446.1.p1	XM_016740015.1.p1
OG0002638	XM_001596110.1.p1	XM_016740252.1.p1
OG0002639	XM_001594797.1.p1	XM_016743181.1.p1
OG0002640	XM_001598833.1.p1	XM_016743351.1.p1
OG0002641	XM_001584763.1.p1	XM_016739693.1.p1
OG0002642	XM_001587073.1.p1	XM_016745721.1.p1
OG0002643	XM_001594208.1.p1	XM_016738969.1.p1
OG0002644	XM_001594573.1.p1	XM_016738963.1.p1
OG0002645	XM_001597161.1.p1	XM_016739353.1.p1
OG0002646	XM_001597191.1.p1	XM_016743924.1.p1
OG0002648	XM_001586247.1.p1	XM_016740740.1.p1
OG0002649	XM_001586296.1.p1	XM_016742982.1.p1
OG0002650	XM_001594523.1.p1	XM_016739077.1.p1
OG0002651	XM_001592010.1.p1	XM_016741634.1.p1
OG0002652	XM_001594191.1.p1	XM_016744867.1.p1
OG0002653	XM_001593079.1.p1	XM_016741285.1.p1
OG0002655	XM_001587608.1.p1	XM_016738078.1.p1
OG0002656	XM_001587330.1.p1	XM_016740063.1.p1
OG0002657	XM_001590457.1.p1	XM_016748044.1.p1
OG0002659	XM_001590725.1.p1	XM_016746075.1.p1
OG0002660	XM_001590575.1.p1	XM_016746136.1.p1
OG0002661	XM_001590698.1.p1	XM_016738390.1.p1
OG0002662	XM_001590600.1.p1	XM_016740574.1.p1
OG0002663	XM_001590220.1.p1	XM_016743173.1.p1
OG0002665	XM_001590556.1.p1	XM_016746090.1.p1
OG0002666	XM_001590273.1.p1	XM_016744671.1.p1
OG0002667	XM_001587612.1.p1	XM_016738796.1.p1
OG0002668	XM_001587002.1.p1	XM_016737979.1.p1
OG0002669	XM_001589073.1.p1, XM_001591017.1.p1	XM_016737435.1.p1
OG0002670	XM_001598059.1.p1	XM_016743234.1.p1
OG0002671	XM_001598074.1.p1	XM_016739871.1.p1
OG0002672	XM_001596013.1.p1	XM_016746556.1.p1
OG0002674	XM_001598457.1.p1	XM_016737511.1.p1
OG0002675	XM_001595818.1.p1	XM_016743039.1.p1
OG0002676	XM_001596202.1.p1	XM_016744064.1.p1
OG0002677	XM_001595753.1.p1	XM_016743159.1.p1
OG0002678	XM_001588076.1.p1	XM_016743080.1.p1
OG0002679	XM_001585181.1.p1	XM_016746094.1.p1
OG0002680	XM_001590223.1.p1	XM_016744641.1.p1
OG0002681	XM_001591118.1.p1	XM_016748010.1.p1
OG0002682	XM_001590941.1.p1	XM_016740665.1.p1
OG0002683	XM_001584712.1.p1	XM_016742735.1.p1
OG0002684	XM_001595173.1.p1	XM_016744539.1.p1
OG0002685	XM_001593412.1.p1	XM_016738616.1.p1
OG0002686	XM_001596507.1.p1	XM_016740148.1.p1
OG0002687	XM_001586733.1.p1	XM_016747698.1.p1
OG0002688	XM_001595177.1.p1	XM_016743579.1.p1
OG0002689	XM_001592281.1.p1	XM_016738152.1.p1
OG0002690	XM_001598236.1.p1	XM_016740792.1.p1
OG0002691	XM_001586060.1.p1	XM_016738987.1.p1
OG0002692	XM_001591095.1.p1	XM_016741161.1.p1
OG0002693	XM_001594364.1.p1	XM_016747847.1.p1
OG0002694	XM_001589333.1.p1	XM_016742020.1.p1
OG0002695	XM_001587167.1.p1	XM_016740344.1.p1
OG0002696	XM_001598191.1.p1	XM_016747552.1.p1
OG0002697	XM_001598772.1.p1	XM_016739431.1.p1
OG0002698	XM_001593787.1.p1	XM_016746400.1.p1
OG0002699	XM_001587155.1.p1	XM_016745193.1.p1
OG0002701	XM_001593758.1.p1	XM_016745542.1.p1
OG0002702	XM_001591302.1.p1	XM_016747735.1.p1
OG0002703	XM_001591239.1.p1	XM_016741054.1.p1
OG0002704	XM_001597465.1.p1	XM_016744114.1.p1
OG0002706	XM_001587159.1.p1	XM_016739389.1.p1
OG0002708	XM_001597128.1.p1	XM_016738493.1.p1
OG0002709	XM_001587858.1.p1	XM_016745107.1.p1
OG0002710	XM_001595676.1.p1	XM_016743222.1.p1
OG0002711	XM_001588265.1.p1	XM_016742212.1.p1
OG0002712	XM_001586007.1.p1	XM_016748136.1.p1
OG0002713	XM_001594857.1.p1	XM_016743538.1.p1
OG0002714	XM_001591816.1.p1	XM_016739323.1.p1
OG0002716	XM_001590028.1.p1	XM_016739910.1.p1
OG0002717	XM_001590137.1.p1	XM_016747506.1.p1, XM_016741984.1.p1
OG0002718	XM_001586171.1.p1	XM_016739064.1.p1
OG0002720	XM_001591468.1.p1	XM_016742871.1.p1
OG0002721	XM_001586997.1.p1	XM_016743987.1.p1, XM_016739054.1.p1
OG0002722	XM_001593780.1.p1	XM_016743610.1.p1
OG0002724	XM_001586934.1.p1	XM_016738241.1.p1
OG0002725	XM_001591245.1.p1	XM_016745078.1.p1
OG0002726	XM_001594793.1.p1	XM_016743204.1.p1
OG0002727	XM_001596199.1.p1	XM_016746968.1.p1
OG0002728	XM_001592197.1.p1	XM_016746287.1.p1
OG0002729	XM_001589317.1.p1	XM_016738966.1.p1
OG0002730	XM_001591400.1.p1	XM_016744133.1.p1
OG0002731	XM_001590601.1.p1	XM_016745605.1.p1
OG0002732	XM_001598116.1.p1	XM_016741734.1.p1
OG0002733	XM_001588057.1.p1	XM_016742213.1.p1
OG0002734	XM_001588718.1.p1	XM_016743446.1.p1
OG0002735	XM_001590234.1.p1	XM_016744655.1.p1
OG0002736	XM_001596736.1.p1	XM_016738542.1.p1
OG0002737	XM_001587661.1.p1	XM_016746533.1.p1
OG0002738	XM_001597580.1.p1	XM_016745867.1.p1
OG0002739	XM_001593077.1.p1	XM_016737715.1.p1, XM_016742113.1.p1
OG0002740	XM_001596378.1.p1	XM_016740959.1.p1
OG0002741	XM_001596447.1.p1	XM_016744620.1.p1
OG0002742	XM_001592800.1.p1	XM_016738676.1.p1
OG0002743	XM_001589287.1.p1	XM_016739505.1.p1
OG0002744	XM_001591464.1.p1	XM_016740917.1.p1
OG0002746	XM_001591002.1.p1	XM_016737314.1.p1
OG0002747	XM_001592910.1.p1	XM_016747823.1.p1
OG0002748	XM_001588490.1.p1	XM_016744941.1.p1
OG0002749	XM_001587250.1.p1	XM_016737796.1.p1
OG0002750	XM_001585487.1.p1	XM_016746048.1.p1
OG0002751	XM_001586019.1.p1	XM_016745339.1.p1, XM_016742306.1.p1
OG0002753	XM_001584544.1.p1	XM_016737565.1.p1, XM_016746897.1.p1
OG0002754	XM_001595580.1.p1	XM_016743220.1.p1
OG0002755	XM_001597916.1.p1	XM_016740265.1.p1
OG0002756	XM_001595353.1.p1	XM_016745931.1.p1
OG0002757	XM_001589360.1.p1	XM_016744406.1.p1
OG0002758	XM_001588928.1.p1	XM_016737367.1.p1
OG0002759	XM_001597470.1.p1	XM_016739359.1.p1
OG0002760	XM_001595952.1.p1	XM_016746498.1.p1
OG0002761	XM_001585199.1.p1	XM_016746265.1.p1
OG0002762	XM_001589225.1.p1	XM_016748333.1.p1
OG0002764	XM_001589776.1.p1	XM_016737693.1.p1
OG0002765	XM_001587839.1.p1	XM_016742078.1.p1
OG0002767	XM_001592938.1.p1	XM_016748222.1.p1
OG0002769	XM_001588242.1.p1	XM_016744447.1.p1
OG0002770	XM_001584690.1.p1	XM_016739427.1.p1
OG0002771	XM_001591056.1.p1	XM_016737425.1.p1
OG0002772	XM_001584501.1.p1	XM_016746708.1.p1
OG0002773	XM_001584842.1.p1	XM_016740887.1.p1
OG0002774	XM_001593500.1.p1	XM_016745805.1.p1
OG0002776	XM_001593796.1.p1	XM_016740565.1.p1
OG0002777	XM_001593216.1.p1	XM_016741136.1.p1
OG0002778	XM_001588821.1.p1	XM_016747797.1.p1
OG0002779	XM_001592438.1.p1	XM_016738306.1.p1
OG0002780	XM_001595052.1.p1	XM_016745154.1.p1
OG0002781	XM_001591527.1.p1	XM_016744610.1.p1
OG0002782	XM_001586441.1.p1	XM_016742031.1.p1
OG0002783	XM_001589787.1.p1	XM_016738695.1.p1
OG0002784	XM_001592447.1.p1	XM_016744481.1.p1
OG0002785	XM_001598758.1.p1	XM_016743407.1.p1
OG0002788	XM_001591693.1.p1	XM_016739308.1.p1
OG0002789	XM_001590972.1.p1	XM_016741661.1.p1
OG0002790	XM_001592863.1.p1	XM_016747926.1.p1
OG0002791	XM_001595077.1.p1	XM_016744524.1.p1
OG0002792	XM_001590027.1.p1	XM_016739832.1.p1
OG0002793	XM_001596517.1.p1	XM_016747222.1.p1
OG0002794	XM_001584823.1.p1	XM_016738557.1.p1
OG0002795	XM_001590912.1.p1	XM_016737655.1.p1
OG0002796	XM_001586660.1.p1	XM_016747194.1.p1
OG0002797	XM_001585123.1.p1	XM_016740138.1.p1
OG0002798	XM_001594499.1.p1	XM_016743521.1.p1
OG0002799	XM_001588159.1.p1	XM_016739413.1.p1
OG0002800	XM_001591143.1.p1	XM_016744320.1.p1
OG0002801	XM_001597534.1.p1	XM_016737323.1.p1
OG0002802	XM_001596953.1.p1	XM_016747635.1.p1
OG0002803	XM_001592401.1.p1	XM_016746935.1.p1
OG0002804	XM_001585530.1.p1	XM_016740597.1.p1
OG0002805	XM_001586067.1.p1	XM_016739691.1.p1
OG0002806	XM_001597447.1.p1	XM_016744288.1.p1
OG0002807	XM_001596809.1.p1	XM_016742960.1.p1
OG0002808	XM_001590544.1.p1	XM_016745634.1.p1
OG0002809	XM_001593313.1.p1	XM_016739623.1.p1
OG0002812	XM_001589205.1.p1	XM_016745569.1.p1
OG0002813	XM_001592772.1.p1	XM_016739767.1.p1
OG0002814	XM_001594949.1.p1	XM_016747933.1.p1
OG0002815	XM_001596198.1.p1	XM_016746517.1.p1
OG0002816	XM_001591067.1.p1	XM_016741366.1.p1
OG0002817	XM_001595513.1.p1, XM_001594837.1.p1	XM_016745196.1.p1
OG0002818	XM_001586374.1.p1	XM_016741638.1.p1
OG0002819	XM_001591973.1.p1	XM_016747502.1.p1
OG0002820	XM_001597886.1.p1	XM_016745912.1.p1
OG0002821	XM_001598454.1.p1	XM_016747076.1.p1
OG0002822	XM_001597859.1.p1	XM_016739121.1.p1
OG0002823	XM_001590009.1.p1	XM_016737497.1.p1
OG0002824	XM_001590910.1.p1	XM_016741777.1.p1
OG0002825	XM_001595492.1.p1	XM_016745363.1.p1
OG0002826	XM_001597079.1.p1	XM_016747396.1.p1
OG0002827	XM_001585194.1.p1	XM_016744222.1.p1
OG0002828	XM_001590125.1.p1	XM_016741946.1.p1
OG0002830	XM_001589002.1.p1	XM_016741944.1.p1
OG0002831	XM_001594342.1.p1	XM_016738778.1.p1
OG0002832	XM_001598333.1.p1	XM_016744485.1.p1
OG0002833	XM_001595290.1.p1	XM_016744551.1.p1
OG0002834	XM_001598690.1.p1	XM_016741550.1.p1
OG0002835	XM_001595662.1.p1	XM_016739732.1.p1
OG0002836	XM_001595817.1.p1	XM_016743040.1.p1
OG0002837	XM_001589262.1.p1	XM_016742539.1.p1
OG0002838	XM_001588615.1.p1	XM_016743210.1.p1
OG0002839	XM_001595816.1.p1	XM_016739722.1.p1
OG0002840	XM_001588045.1.p1	XM_016744823.1.p1
OG0002841	XM_001588074.1.p1	XM_016743075.1.p1
OG0002843	XM_001596231.1.p1	XM_016747935.1.p1
OG0002844	XM_001593045.1.p1	XM_016741003.1.p1
OG0002845	XM_001592867.1.p1	XM_016747913.1.p1
OG0002846	XM_001586963.1.p1	XM_016741000.1.p1
OG0002847	XM_001593772.1.p1	XM_016743620.1.p1
OG0002849	XM_001588773.1.p1	XM_016739461.1.p1
OG0002850	XM_001593497.1.p1	XM_016747777.1.p1
OG0002851	XM_001588039.1.p1	XM_016740122.1.p1
OG0002853	XM_001593876.1.p1	XM_016746612.1.p1
OG0002855	XM_001595705.1.p1	XM_016747775.1.p1
OG0002856	XM_001584674.1.p1	XM_016743697.1.p1
OG0002857	XM_001587907.1.p1	XM_016745118.1.p1
OG0002858	XM_001587913.1.p1	XM_016741035.1.p1
OG0002859	XM_001587414.1.p1	XM_016746736.1.p1
OG0002860	XM_001592365.1.p1	XM_016738145.1.p1
OG0002861	XM_001592809.1.p1	XM_016741228.1.p1
OG0002862	XM_001594362.1.p1	XM_016747846.1.p1
OG0002863	XM_001593273.1.p1	XM_016747667.1.p1
OG0002864	XM_001592933.1.p1	XM_016748207.1.p1
OG0002865	XM_001592893.1.p1	XM_016737822.1.p1
OG0002866	XM_001591304.1.p1	XM_016738204.1.p1
OG0002867	XM_001591252.1.p1	XM_016747768.1.p1
OG0002868	XM_001594750.1.p1	XM_016741613.1.p1
OG0002869	XM_001594714.1.p1	XM_016738002.1.p1
OG0002870	XM_001591055.1.p1	XM_016737422.1.p1
OG0002871	XM_001589839.1.p1	XM_016741819.1.p1
OG0002872	XM_001598431.1.p1	XM_016746779.1.p1
OG0002873	XM_001587391.1.p1	XM_016740637.1.p1
OG0002874	XM_001592659.1.p1	XM_016742975.1.p1
OG0002875	XM_001595937.1.p1	XM_016746042.1.p1
OG0002876	XM_001589719.1.p1	XM_016746519.1.p1
OG0002877	XM_001586947.1.p1	XM_016740414.1.p1
OG0002878	XM_001586207.1.p1	XM_016745713.1.p1
OG0002879	XM_001586490.1.p1	XM_016741579.1.p1
OG0002880	XM_001590651.1.p1	XM_016738615.1.p1
OG0002881	XM_001588307.1.p1	XM_016739215.1.p1
OG0002882	XM_001595117.1.p1	XM_016740627.1.p1
OG0002883	XM_001588923.1.p1	XM_016743346.1.p1
OG0002884	XM_001587320.1.p1	XM_016745937.1.p1
OG0002886	XM_001596133.1.p1, XM_001591543.1.p1, XM_001590439.1.p1	XM_016744259.1.p1
OG0002886	XM_001593263.1.p1	XM_016738626.1.p1
OG0002887	XM_001592730.1.p1	XM_016738162.1.p1
OG0002888	XM_001585340.1.p1	XM_016741953.1.p1
OG0002889	XM_001596947.1.p1	XM_016746328.1.p1
OG0002890	XM_001585491.1.p1	XM_016746044.1.p1
OG0002891	XM_001584905.1.p1	XM_016740221.1.p1
OG0002892	XM_001593193.1.p1	XM_016737845.1.p1
OG0002893	XM_001584778.1.p1	XM_016748287.1.p1
OG0002894	XM_001584777.1.p1	XM_016748286.1.p1
OG0002895	XM_001596822.1.p1	XM_016737452.1.p1
OG0002896	XM_001589778.1.p1	XM_016737742.1.p1
OG0002897	XM_001596797.1.p1	XM_016742421.1.p1
OG0002898	XM_001594548.1.p1	XM_016747185.1.p1
OG0002899	XM_001598500.1.p1	XM_016747521.1.p1
OG0002900	XM_001594304.1.p1	XM_016742407.1.p1
OG0002901	XM_001592908.1.p1	XM_016738258.1.p1
OG0002902	XM_001587141.1.p1	XM_016739934.1.p1
OG0002904	XM_001590117.1.p1	XM_016743712.1.p1
OG0002905	XM_001595167.1.p1	XM_016744528.1.p1
OG0002906	XM_001585980.1.p1	XM_016740944.1.p1
OG0002907	XM_001589508.1.p1	XM_016745064.1.p1
OG0002908	XM_001585681.1.p1	XM_016745380.1.p1
OG0002909	XM_001589650.1.p1	XM_016745047.1.p1
OG0002910	XM_001584756.1.p1	XM_016738669.1.p1
OG0002911	XM_001587671.1.p1	XM_016741020.1.p1
OG0002913	XM_001589087.1.p1	XM_016737436.1.p1
OG0002914	XM_001586648.1.p1	XM_016745089.1.p1
OG0002915	XM_001586655.1.p1	XM_016745887.1.p1
OG0002916	XM_001595332.1.p1	XM_016745192.1.p1
OG0002917	XM_001593156.1.p1	XM_016737676.1.p1
OG0002918	XM_001584751.1.p1	XM_016738688.1.p1
OG0002921	XM_001586580.1.p1	XM_016741545.1.p1
OG0002922	XM_001598928.1.p1	XM_016744207.1.p1
OG0002923	XM_001589939.1.p1	XM_016744667.1.p1
OG0002924	XM_001598426.1.p1	XM_016742492.1.p1
OG0002925	XM_001592397.1.p1	XM_016747616.1.p1
OG0002927	XM_001592441.1.p1	XM_016747620.1.p1
OG0002928	XM_001594792.1.p1	XM_016743973.1.p1
OG0002929	XM_001594925.1.p1	XM_016739300.1.p1
OG0002931	XM_001596637.1.p1	XM_016744870.1.p1
OG0002932	XM_001584521.1.p1	XM_016748210.1.p1, XM_016739551.1.p1, XM_016742376.1.p1
OG0002933	XM_001598436.1.p1	XM_016747457.1.p1
OG0002935	XM_001597087.1.p1	XM_016743808.1.p1
OG0002936	XM_001585645.1.p1	XM_016747531.1.p1
OG0002937	XM_001592062.1.p1	XM_016746183.1.p1
OG0002938	XM_001595996.1.p1	XM_016737738.1.p1
OG0002939	XM_001588064.1.p1	XM_016737853.1.p1
OG0002941	XM_001598911.1.p1	XM_016743410.1.p1
OG0002942	XM_001598387.1.p1	XM_016738792.1.p1
OG0002944	XM_001595601.1.p1	XM_016740659.1.p1
OG0002945	XM_001596835.1.p1	XM_016737481.1.p1
OG0002946	XM_001598340.1.p1	XM_016744561.1.p1
OG0002947	XM_001594879.1.p1	XM_016748112.1.p1
OG0002948	XM_001598017.1.p1	XM_016738027.1.p1
OG0002949	XM_001596664.1.p1	XM_016741213.1.p1
OG0002950	XM_001596766.1.p1	XM_016741212.1.p1
OG0002951	XM_001587972.1.p1	XM_016739239.1.p1
OG0002952	XM_001594674.1.p1	XM_016740974.1.p1
OG0002953	XM_001590736.1.p1	XM_016746129.1.p1
OG0002954	XM_001594218.1.p1	XM_016741293.1.p1
OG0002955	XM_001585257.1.p1	XM_016741453.1.p1
OG0002956	XM_001589716.1.p1	XM_016739989.1.p1
OG0002957	XM_001597979.1.p1	XM_016740599.1.p1
OG0002958	XM_001596285.1.p1	XM_016745046.1.p1
OG0002960	XM_001591838.1.p1	XM_016745390.1.p1
OG0002961	XM_001589391.1.p1	XM_016742333.1.p1
OG0002963	XM_001590664.1.p1	XM_016740825.1.p1
OG0002964	XM_001589841.1.p1	XM_016741817.1.p1
OG0002965	XM_001594731.1.p1	XM_016742947.1.p1
OG0002966	XM_001591517.1.p1	XM_016738552.1.p1
OG0002967	XM_001592383.1.p1	XM_016746937.1.p1
OG0002968	XM_001590687.1.p1	XM_016746085.1.p1
OG0002970	XM_001584779.1.p1	XM_016741318.1.p1
OG0002971	XM_001593218.1.p1	XM_016747661.1.p1
OG0002972	XM_001586583.1.p1	XM_016739860.1.p1
OG0002973	XM_001597296.1.p1	XM_016744353.1.p1
