Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Arthrobotrys_oligospora_cds_prot
OG0002527	XM_001593981.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497861.1_12651.p1
OG0002528	XM_001595491.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499969.1_10669.p1
OG0002529	XM_001589430.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501111.1_9252.p1
OG0002530	XM_001596453.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505759.1_7889.p1
OG0002531	XM_001591553.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496118.1_2213.p1
OG0002532	XM_001591796.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496094.1_2189.p1
OG0002533	XM_001598469.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506837.1_5440.p1
OG0002534	XM_001590007.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496229.1_2324.p1
OG0002535	XM_001597632.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507481.1_6084.p1
OG0002536	XM_001590641.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507743.1_6346.p1
OG0002537	XM_001587521.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511135.1_57.p1
OG0002538	XM_001595812.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509991.1_4849.p1
OG0002539	XM_001588442.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495239.1_3354.p1
OG0002540	XM_001590784.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497688.1_12479.p1
OG0002541	XM_001597856.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502998.1_8286.p1
OG0002542	XM_001589145.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507345.1_5948.p1
OG0002543	XM_001595169.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505735.1_7865.p1
OG0002544	XM_001588098.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503248.1_8536.p1
OG0002545	XM_001596746.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503758.1_9046.p1
OG0002549	XM_001591601.1.p1	lcl|JAVHJL010000002.1_cds_KAK6508913.1_3771.p1, lcl|JAVHJL010000004.1_cds_KAK6504684.1_6814.p1
OG0002550	XM_001588562.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510027.1_4885.p1
OG0002554	XM_001590629.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499809.1_10509.p1
OG0002573	XM_001589198.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505006.1_7136.p1
OG0002574	XM_001588331.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509986.1_4844.p1
OG0002575	XM_001589953.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511555.1_477.p1
OG0002576	XM_001589079.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496508.1_2603.p1
OG0002579	XM_001594239.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512538.1_1460.p1
OG0002580	XM_001585268.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501538.1_9679.p1
OG0002581	XM_001586773.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497714.1_12505.p1
OG0002582	XM_001594917.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497334.1_12125.p1
OG0002583	XM_001595098.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512124.1_1046.p1
OG0002584	XM_001584775.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510155.1_5013.p1
OG0002585	XM_001586188.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497787.1_12578.p1
OG0002586	XM_001598474.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506996.1_5599.p1
OG0002587	XM_001585198.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507444.1_6047.p1
OG0002588	XM_001598388.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509492.1_4350.p1
OG0002589	XM_001598908.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495496.1_3611.p1
OG0002592	XM_001592474.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501737.1_9878.p1
OG0002593	XM_001587301.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501079.1_9220.p1
OG0002594	XM_001593221.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496625.1_1668.p1
OG0002596	XM_001594667.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496623.1_1666.p1
OG0002597	XM_001597353.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503027.1_8315.p1
OG0002598	XM_001586531.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503462.1_8750.p1
OG0002599	XM_001593603.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501713.1_9854.p1
OG0002600	XM_001598504.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512492.1_1414.p1
OG0002601	XM_001589535.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512629.1_1551.p1
OG0002602	XM_001596786.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497777.1_12568.p1
OG0002603	XM_001588678.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504752.1_6882.p1
OG0002604	XM_001590395.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504756.1_6886.p1
OG0002605	XM_001597028.1.p1	lcl|JAVHJL010000006.1_cds_KAK6502029.1_10170.p1
OG0002606	XM_001587684.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505222.1_7352.p1
OG0002607	XM_001593297.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503279.1_8567.p1
OG0002608	XM_001587700.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509416.1_4274.p1
OG0002609	XM_001586795.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505214.1_7344.p1
OG0002610	XM_001597107.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511473.1_395.p1
OG0002611	XM_001591893.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503512.1_8800.p1
OG0002612	XM_001587672.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505264.1_7394.p1
OG0002613	XM_001584872.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511250.1_172.p1
OG0002614	XM_001597337.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509845.1_4703.p1
OG0002615	XM_001585739.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507135.1_5738.p1
OG0002616	XM_001594762.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497479.1_12270.p1
OG0002617	XM_001585080.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501858.1_9999.p1, lcl|JAVHJL010000006.1_cds_KAK6501859.1_10001.p1, lcl|JAVHJL010000006.1_cds_KAK6501860.1_10000.p1
OG0002618	XM_001586277.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509151.1_4009.p1
OG0002619	XM_001597104.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511472.1_394.p1
OG0002620	XM_001586208.1.p1, XM_001584659.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498911.1_11859.p1
OG0002621	XM_001593947.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502966.1_8254.p1
OG0002622	XM_001593922.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498490.1_11438.p1
OG0002623	XM_001591749.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498495.1_11443.p1
OG0002624	XM_001591906.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511934.1_856.p1
OG0002625	XM_001597913.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499728.1_10428.p1
OG0002626	XM_001595354.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512139.1_1061.p1
OG0002627	XM_001588690.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507299.1_5902.p1
OG0002629	XM_001592160.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509673.1_4531.p1
OG0002630	XM_001589219.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503315.1_8603.p1
OG0002631	XM_001597438.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509684.1_4542.p1
OG0002632	XM_001593738.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505066.1_7196.p1
OG0002633	XM_001598308.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495438.1_3553.p1
OG0002634	XM_001592433.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495368.1_3483.p1
OG0002635	XM_001586078.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499654.1_10354.p1
OG0002636	XM_001585168.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497685.1_12476.p1
OG0002637	XM_001592446.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499651.1_10351.p1
OG0002638	XM_001596110.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495467.1_3582.p1
OG0002639	XM_001594797.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500489.1_11189.p1
OG0002640	XM_001598833.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498588.1_11536.p1
OG0002641	XM_001584763.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496580.1_1623.p1
OG0002642	XM_001587073.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505474.1_7604.p1
OG0002643	XM_001594208.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505432.1_7562.p1
OG0002644	XM_001594573.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505437.1_7567.p1
OG0002645	XM_001597161.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505630.1_7760.p1
OG0002646	XM_001597191.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510129.1_4987.p1
OG0002647	XM_001594553.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501886.1_10027.p1
OG0002648	XM_001586247.1.p1	lcl|JAVHJL010000002.1_cds_KAK6508962.1_3820.p1
OG0002649	XM_001586296.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511348.1_270.p1
OG0002650	XM_001594523.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509107.1_3965.p1
OG0002651	XM_001592010.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496033.1_2128.p1
OG0002652	XM_001594191.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509091.1_3949.p1
OG0002653	XM_001593079.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507091.1_5694.p1
OG0002655	XM_001587608.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509200.1_4058.p1
OG0002656	XM_001587330.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509213.1_4071.p1
OG0002657	XM_001590457.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499774.1_10474.p1
OG0002659	XM_001590725.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511189.1_111.p1
OG0002660	XM_001590575.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495444.1_3559.p1
OG0002661	XM_001590698.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497626.1_12417.p1
OG0002662	XM_001590600.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512288.1_1210.p1
OG0002663	XM_001590220.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500228.1_10928.p1
OG0002665	XM_001590556.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499883.1_10583.p1
OG0002666	XM_001590273.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511529.1_451.p1
OG0002667	XM_001587612.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512119.1_1041.p1
OG0002668	XM_001587002.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496912.1_1955.p1
OG0002669	XM_001591017.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507035.1_5638.p1
OG0002670	XM_001598059.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511494.1_416.p1
OG0002671	XM_001598074.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506921.1_5524.p1
OG0002672	XM_001596013.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512271.1_1193.p1
OG0002674	XM_001598457.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506857.1_5460.p1
OG0002675	XM_001595818.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509995.1_4853.p1
OG0002676	XM_001596202.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505775.1_7905.p1
OG0002677	XM_001595753.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509950.1_4808.p1
OG0002678	XM_001588076.1.p1	lcl|JAVHJL010000002.1_cds_KAK6508806.1_3664.p1, lcl|JAVHJL010000005.1_cds_KAK6502747.1_8035.p1, lcl|JAVHJL010000007.1_cds_KAK6500206.1_10906.p1, lcl|JAVHJL010000007.1_cds_KAK6500163.1_10863.p1, lcl|JAVHJL010000007.1_cds_KAK6499573.1_10273.p1
OG0002679	XM_001585181.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495455.1_3570.p1
OG0002680	XM_001590223.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507012.1_5615.p1
OG0002681	XM_001591118.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509562.1_4420.p1
OG0002682	XM_001590941.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509523.1_4381.p1
OG0002683	XM_001584712.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503740.1_9028.p1
OG0002684	XM_001595173.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504929.1_7059.p1
OG0002685	XM_001593412.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505095.1_7225.p1
OG0002687	XM_001586733.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497711.1_12502.p1
OG0002688	XM_001595177.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510114.1_4972.p1
OG0002689	XM_001592281.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507155.1_5758.p1, lcl|JAVHJL010000003.1_cds_KAK6507154.1_5757.p1
OG0002690	XM_001598236.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501165.1_9306.p1
OG0002691	XM_001586060.1.p1	lcl|JAVHJL010000008.1_cds_KAK6499026.1_11974.p1
OG0002692	XM_001591095.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505529.1_7659.p1
OG0002693	XM_001594364.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498907.1_11855.p1
OG0002694	XM_001589333.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505344.1_7474.p1
OG0002695	XM_001587167.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505452.1_7582.p1
OG0002696	XM_001598191.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509227.1_4085.p1
OG0002697	XM_001598772.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504810.1_6940.p1
OG0002698	XM_001593787.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511978.1_900.p1
OG0002699	XM_001587155.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506621.1_5224.p1
OG0002700	XM_001587259.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512021.1_943.p1
OG0002701	XM_001593758.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505039.1_7169.p1
OG0002702	XM_001591302.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497727.1_12518.p1
OG0002703	XM_001591239.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495196.1_3311.p1
OG0002704	XM_001597465.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501752.1_9893.p1
OG0002706	XM_001587159.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496834.1_1877.p1
OG0002707	XM_001586132.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509135.1_3993.p1
OG0002708	XM_001597128.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503636.1_8924.p1
OG0002709	XM_001587858.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495170.1_3285.p1
OG0002710	XM_001595676.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509952.1_4810.p1
OG0002711	XM_001588265.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496509.1_2604.p1
OG0002712	XM_001586007.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502850.1_8138.p1
OG0002713	XM_001594857.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512480.1_1402.p1
OG0002714	XM_001591816.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503495.1_8783.p1
OG0002716	XM_001590028.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497506.1_12297.p1
OG0002717	XM_001590137.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501588.1_9729.p1, lcl|JAVHJL010000002.1_cds_KAK6510109.1_4967.p1, lcl|JAVHJL010000008.1_cds_KAK6498906.1_11854.p1, lcl|JAVHJL010000003.1_cds_KAK6507484.1_6087.p1
OG0002718	XM_001586171.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509145.1_4003.p1
OG0002720	XM_001591468.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509588.1_4446.p1
OG0002721	XM_001586997.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503038.1_8326.p1
OG0002722	XM_001593780.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511975.1_897.p1
OG0002724	XM_001586934.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509275.1_4133.p1
OG0002725	XM_001591245.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509380.1_4238.p1
OG0002726	XM_001594793.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511909.1_831.p1
OG0002727	XM_001596199.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506770.1_5373.p1
OG0002728	XM_001592197.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495395.1_3510.p1
OG0002729	XM_001589317.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505453.1_7583.p1
OG0002730	XM_001591400.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505606.1_7736.p1
OG0002731	XM_001590601.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512082.1_1004.p1
OG0002732	XM_001598116.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496161.1_2256.p1
OG0002733	XM_001588057.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499563.1_10263.p1
OG0002734	XM_001588718.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498587.1_11535.p1
OG0002735	XM_001590234.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511578.1_499.p1
OG0002736	XM_001596736.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503825.1_9113.p1
OG0002737	XM_001587661.1.p1	lcl|JAVHJL010000003.1_cds_KAK6508000.1_6603.p1
OG0002738	XM_001597580.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505534.1_7664.p1
OG0002740	XM_001596378.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512534.1_1456.p1
OG0002741	XM_001596447.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503124.1_8412.p1
OG0002742	XM_001592800.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503317.1_8605.p1
OG0002743	XM_001589287.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496487.1_2582.p1
OG0002744	XM_001591464.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509607.1_4465.p1
OG0002746	XM_001591002.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498638.1_11586.p1
OG0002747	XM_001592910.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500300.1_11000.p1
OG0002748	XM_001588490.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497537.1_12328.p1
OG0002749	XM_001587250.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496710.1_1753.p1
OG0002750	XM_001585487.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495489.1_3604.p1
OG0002751	XM_001586019.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496461.1_2556.p1
OG0002752	XM_001587862.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497699.1_12490.p1
OG0002753	XM_001584544.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501402.1_9543.p1
OG0002754	XM_001595580.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510019.1_4877.p1
OG0002755	XM_001597916.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512092.1_1014.p1
OG0002756	XM_001595353.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512196.1_1118.p1
OG0002757	XM_001589360.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498719.1_11667.p1
OG0002758	XM_001588928.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498683.1_11631.p1
OG0002759	XM_001597470.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501807.1_9948.p1
OG0002760	XM_001595952.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503095.1_8383.p1
OG0002761	XM_001585199.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507441.1_6044.p1
OG0002762	XM_001589225.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503160.1_8448.p1
OG0002763	XM_001587011.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496858.1_1901.p1
OG0002764	XM_001589776.1.p1	lcl|JAVHJL010000003.1_cds_KAK6508010.1_6613.p1
OG0002765	XM_001587839.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495183.1_3298.p1
OG0002767	XM_001592938.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496722.1_1765.p1
OG0002768	XM_001596338.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502833.1_8121.p1
OG0002769	XM_001588242.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504579.1_6709.p1
OG0002770	XM_001584690.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504762.1_6892.p1
OG0002771	XM_001591056.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509893.1_4751.p1
OG0002772	XM_001584501.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496526.1_2621.p1
OG0002773	XM_001584842.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509567.1_4425.p1
OG0002774	XM_001593500.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507236.1_5839.p1
OG0002776	XM_001593796.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507034.1_5637.p1
OG0002777	XM_001593216.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505450.1_7580.p1
OG0002778	XM_001588821.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500408.1_11108.p1
OG0002779	XM_001592438.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500271.1_10971.p1
OG0002780	XM_001595052.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512101.1_1023.p1
OG0002781	XM_001591527.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496078.1_2173.p1
OG0002782	XM_001586441.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511127.1_49.p1
OG0002783	XM_001589787.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512209.1_1131.p1
OG0002784	XM_001592447.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497462.1_12253.p1
OG0002785	XM_001598758.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507261.1_5864.p1
OG0002788	XM_001591693.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503482.1_8770.p1
OG0002789	XM_001590972.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498725.1_11673.p1
OG0002790	XM_001592863.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496930.1_1973.p1
OG0002791	XM_001595077.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505698.1_7828.p1
OG0002792	XM_001590027.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506961.1_5564.p1
OG0002793	XM_001596517.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502873.1_8161.p1
OG0002794	XM_001584823.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497546.1_12337.p1
OG0002795	XM_001590912.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512260.1_1182.p1
OG0002796	XM_001586660.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509316.1_4174.p1
OG0002798	XM_001594499.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512396.1_1318.p1
OG0002799	XM_001588159.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504830.1_6960.p1
OG0002800	XM_001591143.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498728.1_11676.p1
OG0002801	XM_001597534.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498640.1_11588.p1
OG0002802	XM_001596953.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495389.1_3504.p1
OG0002803	XM_001592401.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500268.1_10968.p1
OG0002804	XM_001585530.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506761.1_5364.p1
OG0002805	XM_001586067.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496575.1_1618.p1
OG0002806	XM_001597447.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505574.1_7704.p1
OG0002807	XM_001596809.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497856.1_12647.p1
OG0002808	XM_001590544.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499881.1_10581.p1
OG0002809	XM_001593313.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496884.1_1927.p1
OG0002812	XM_001589205.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501941.1_10082.p1
OG0002813	XM_001592772.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507374.1_5977.p1
OG0002814	XM_001594949.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500131.1_10831.p1, lcl|JAVHJL010000008.1_cds_KAK6498981.1_11929.p1, lcl|JAVHJL010000008.1_cds_KAK6498980.1_11928.p1
OG0002815	XM_001596198.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503188.1_8476.p1
OG0002816	XM_001591067.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505562.1_7692.p1
OG0002818	XM_001586374.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496095.1_2190.p1
OG0002819	XM_001591973.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506860.1_5463.p1
OG0002820	XM_001597886.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507023.1_5626.p1
OG0002821	XM_001598454.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506925.1_5528.p1
OG0002822	XM_001597859.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502996.1_8284.p1
OG0002823	XM_001590009.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496232.1_2327.p1
OG0002824	XM_001590910.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507430.1_6033.p1
OG0002825	XM_001595492.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507710.1_6313.p1
OG0002826	XM_001597079.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507541.1_6144.p1
OG0002827	XM_001585194.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507456.1_6059.p1
OG0002828	XM_001590125.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501553.1_9694.p1
OG0002829	XM_001588300.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500181.1_10880.p1, lcl|JAVHJL010000007.1_cds_KAK6500182.1_10881.p1
OG0002830	XM_001589002.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501592.1_9733.p1
OG0002831	XM_001594342.1.p1, XM_001591371.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510190.1_5048.p1
OG0002832	XM_001598333.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504967.1_7097.p1
OG0002833	XM_001595290.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504917.1_7047.p1
