Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Blumeria_graminis_cds_prot
OG0002405	XM_001589065.1.p1	lcl|LR898472.1_cds_CAD6501271.1_2629.p1
OG0002406	XM_001586753.1.p1	lcl|LR898474.1_cds_CAD6503007.1_4365.p1
OG0002409	XM_001587423.1.p1	lcl|LR898477.1_cds_CAD6505977.1_7335.p1
OG0002410	XM_001588572.1.p1	lcl|LR898469.1_cds_CAD6499522.1_880.p1
OG0002411	XM_001590034.1.p1	lcl|LR898476.1_cds_CAD6505454.1_6812.p1
OG0002412	XM_001595626.1.p1	lcl|LR898469.1_cds_CAD6499601.1_959.p1
OG0002413	XM_001597756.1.p1	lcl|LR898470.1_cds_CAD6500401.1_1759.p1
OG0002414	XM_001590316.1.p1	lcl|LR898468.1_cds_CAD6498703.1_61.p1
OG0002415	XM_001596943.1.p1	lcl|LR898477.1_cds_CAD6506337.1_7695.p1
OG0002416	XM_001589713.1.p1	lcl|LR898473.1_cds_CAD6502803.1_4161.p1
OG0002417	XM_001589334.1.p1	lcl|LR898475.1_cds_CAD6504172.1_5530.p1
OG0002418	XM_001594589.1.p1	lcl|LR898475.1_cds_CAD6503964.1_5322.p1
OG0002419	XM_001598016.1.p1, XM_001586267.1.p1	lcl|LR898475.1_cds_CAD6503789.1_5147.p1
OG0002420	XM_001594858.1.p1	lcl|LR898476.1_cds_CAD6504833.1_6191.p1
OG0002421	XM_001593009.1.p1	lcl|LR898474.1_cds_CAD6503220.1_4578.p1
OG0002422	XM_001594652.1.p1	lcl|LR898475.1_cds_CAD6504016.1_5374.p1
OG0002423	XM_001594210.1.p1	lcl|LR898475.1_cds_CAD6503885.1_5243.p1
OG0002424	XM_001591952.1.p1	lcl|LR898469.1_cds_CAD6499320.1_678.p1
OG0002425	XM_001593135.1.p1	lcl|LR898474.1_cds_CAD6503270.1_4628.p1
OG0002426	XM_001588914.1.p1	lcl|LR898469.1_cds_CAD6499462.1_820.p1
OG0002428	XM_001590856.1.p1	lcl|LR898468.1_cds_CAD6499180.1_538.p1
OG0002429	XM_001595179.1.p1	lcl|LR898472.1_cds_CAD6501616.1_2974.p1
OG0002430	XM_001598075.1.p1	lcl|LR898472.1_cds_CAD6502189.1_3547.p1
OG0002432	XM_001590247.1.p1	lcl|LR898472.1_cds_CAD6502003.1_3361.p1
OG0002434	XM_001593832.1.p1	lcl|LR898477.1_cds_CAD6506407.1_7765.p1
OG0002435	XM_001590066.1.p1	lcl|LR898476.1_cds_CAD6505370.1_6728.p1
OG0002436	XM_001593361.1.p1	lcl|LR898469.1_cds_CAD6499400.1_758.p1
OG0002437	XM_001586501.1.p1	lcl|LR898469.1_cds_CAD6499591.1_949.p1
OG0002438	XM_001586503.1.p1	lcl|LR898474.1_cds_CAD6503164.1_4522.p1
OG0002439	XM_001594859.1.p1	lcl|LR898476.1_cds_CAD6504834.1_6192.p1
OG0002440	XM_001598924.1.p1	lcl|LR898471.1_cds_CAD6500990.1_2348.p1
OG0002441	XM_001590288.1.p1	lcl|LR898472.1_cds_CAD6501643.1_3001.p1
OG0002442	XM_001591113.1.p1	lcl|LR898476.1_cds_CAD6505777.1_7135.p1
OG0002443	XM_001590201.1.p1	lcl|LR898476.1_cds_CAD6505688.1_7046.p1
OG0002444	XM_001598430.1.p1	lcl|LR898472.1_cds_CAD6502139.1_3497.p1
OG0002445	XM_001597355.1.p1	lcl|LR898476.1_cds_CAD6505654.1_7012.p1
OG0002447	XM_001588694.1.p1	lcl|LR898471.1_cds_CAD6500973.1_2331.p1
OG0002449	XM_001587882.1.p1	lcl|LR898476.1_cds_CAD6504925.1_6283.p1
OG0002450	XM_001589833.1.p1	lcl|LR898473.1_cds_CAD6502644.1_4002.p1
OG0002451	XM_001597573.1.p1	lcl|LR898476.1_cds_CAD6505408.1_6766.p1
OG0002452	XM_001593776.1.p1	lcl|LR898473.1_cds_CAD6502717.1_4075.p1
OG0002453	XM_001594118.1.p1	lcl|LR898473.1_cds_CAD6502742.1_4100.p1
OG0002454	XM_001598746.1.p1	lcl|LR898469.1_cds_CAD6499567.1_925.p1
OG0002455	XM_001591207.1.p1	lcl|LR898476.1_cds_CAD6505422.1_6780.p1
OG0002456	XM_001588422.1.p1	lcl|LR898469.1_cds_CAD6500154.1_1512.p1
OG0002457	XM_001592468.1.p1	lcl|LR898475.1_cds_CAD6503827.1_5185.p1
OG0002458	XM_001594962.1.p1	lcl|LR898476.1_cds_CAD6504864.1_6222.p1
OG0002460	XM_001593378.1.p1	lcl|LR898469.1_cds_CAD6499409.1_767.p1
OG0002461	XM_001592392.1.p1	lcl|LR898475.1_cds_CAD6503918.1_5276.p1
OG0002462	XM_001593638.1.p1	lcl|LR898474.1_cds_CAD6503197.1_4555.p1
OG0002463	XM_001590865.1.p1	lcl|LR898475.1_cds_CAD6504128.1_5486.p1
OG0002464	XM_001587385.1.p1	lcl|LR898469.1_cds_CAD6500184.1_1542.p1
OG0002465	XM_001585367.1.p1	lcl|LR898476.1_cds_CAD6505436.1_6794.p1
OG0002466	XM_001585372.1.p1	lcl|LR898473.1_cds_CAD6502666.1_4024.p1
OG0002467	XM_001598572.1.p1	lcl|LR898472.1_cds_CAD6501974.1_3332.p1
OG0002468	XM_001587300.1.p1	lcl|LR898472.1_cds_CAD6501624.1_2982.p1
OG0002469	XM_001593574.1.p1	lcl|LR898473.1_cds_CAD6502727.1_4085.p1
OG0002470	XM_001592765.1.p1	lcl|LR898474.1_cds_CAD6503314.1_4672.p1
OG0002471	XM_001584681.1.p1	lcl|LR898469.1_cds_CAD6499556.1_914.p1
OG0002472	XM_001586847.1.p1	lcl|LR898469.1_cds_CAD6499933.1_1291.p1
OG0002473	XM_001585235.1.p1	lcl|LR898474.1_cds_CAD6503533.1_4891.p1
OG0002474	XM_001586760.1.p1	lcl|LR898474.1_cds_CAD6503090.1_4448.p1
OG0002475	XM_001589055.1.p1	lcl|LR898472.1_cds_CAD6501263.1_2621.p1
OG0002476	XM_001586512.1.p1	lcl|LR898469.1_cds_CAD6499378.1_736.p1
OG0002477	XM_001586618.1.p1	lcl|LR898474.1_cds_CAD6503171.1_4529.p1
OG0002478	XM_001591876.1.p1	lcl|LR898469.1_cds_CAD6499621.1_979.p1
OG0002479	XM_001595226.1.p1	lcl|LR898477.1_cds_CAD6506106.1_7464.p1
OG0002480	XM_001595448.1.p1	lcl|LR898477.1_cds_CAD6506222.1_7580.p1
OG0002481	XM_001595114.1.p1	lcl|LR898477.1_cds_CAD6506086.1_7444.p1
OG0002482	XM_001597483.1.p1	lcl|LR898470.1_cds_CAD6500268.1_1626.p1
OG0002483	XM_001590892.1.p1	lcl|LR898472.1_cds_CAD6501223.1_2581.p1
OG0002485	XM_001584566.1.p1	lcl|LR898476.1_cds_CAD6504610.1_5968.p1
OG0002486	XM_001590533.1.p1	lcl|LR898468.1_cds_CAD6499169.1_527.p1
OG0002487	XM_001590834.1.p1	lcl|LR898468.1_cds_CAD6499172.1_530.p1
OG0002488	XM_001592455.1.p1	lcl|LR898477.1_cds_CAD6506250.1_7608.p1
OG0002489	XM_001593057.1.p1	lcl|LR898476.1_cds_CAD6505261.1_6619.p1
OG0002490	XM_001586271.1.p1	lcl|LR898475.1_cds_CAD6504075.1_5433.p1
OG0002491	XM_001598130.1.p1	lcl|LR898472.1_cds_CAD6501751.1_3109.p1
OG0002492	XM_001590011.1.p1	lcl|LR898472.1_cds_CAD6501956.1_3314.p1
OG0002493	XM_001596006.1.p1	lcl|LR898473.1_cds_CAD6502518.1_3876.p1
OG0002494	XM_001586443.1.p1	lcl|LR898471.1_cds_CAD6500762.1_2120.p1
OG0002495	XM_001592850.1.p1	lcl|LR898469.1_cds_CAD6500073.1_1431.p1
OG0002496	XM_001588867.1.p1	lcl|LR898471.1_cds_CAD6501068.1_2426.p1
OG0002497	XM_001594024.1.p1	lcl|LR898469.1_cds_CAD6499831.1_1189.p1
OG0002498	XM_001593094.1.p1	lcl|LR898474.1_cds_CAD6503345.1_4703.p1
OG0002499	XM_001597163.1.p1	lcl|LR898476.1_cds_CAD6505538.1_6896.p1
OG0002500	XM_001598749.1.p1	lcl|LR898469.1_cds_CAD6499563.1_921.p1
OG0002501	XM_001587659.1.p1	lcl|LR898471.1_cds_CAD6500513.1_1871.p1
OG0002502	XM_001597045.1.p1	lcl|LR898475.1_cds_CAD6504143.1_5501.p1
OG0002503	XM_001589928.1.p1	lcl|LR898472.1_cds_CAD6501680.1_3038.p1
OG0002504	XM_001587394.1.p1	lcl|LR898477.1_cds_CAD6505947.1_7305.p1
OG0002505	XM_001593032.1.p1	lcl|LR898472.1_cds_CAD6501500.1_2858.p1
OG0002506	XM_001589408.1.p1	lcl|LR898472.1_cds_CAD6502094.1_3452.p1
OG0002507	XM_001594168.1.p1	lcl|LR898468.1_cds_CAD6498964.1_322.p1
OG0002508	XM_001590722.1.p1	lcl|LR898476.1_cds_CAD6504754.1_6112.p1
OG0002509	XM_001585392.1.p1	lcl|LR898476.1_cds_CAD6505429.1_6787.p1
OG0002510	XM_001588997.1.p1	lcl|LR898478.1_cds_CAD6506473.1_7831.p1
OG0002511	XM_001589874.1.p1	lcl|LR898476.1_cds_CAD6505339.1_6697.p1
OG0002512	XM_001593622.1.p1	lcl|LR898476.1_cds_CAD6505042.1_6400.p1
OG0002513	XM_001590706.1.p1	lcl|LR898476.1_cds_CAD6504773.1_6131.p1
OG0002514	XM_001594062.1.p1	lcl|LR898473.1_cds_CAD6502662.1_4020.p1, lcl|LR898473.1_cds_CAD6502653.1_4011.p1, lcl|LR898473.1_cds_CAD6502652.1_4010.p1
OG0002515	XM_001586844.1.p1	lcl|LR898471.1_cds_CAD6500977.1_2335.p1
OG0002517	XM_001594355.1.p1	lcl|LR898468.1_cds_CAD6498895.1_253.p1
OG0002518	XM_001597397.1.p1	lcl|LR898476.1_cds_CAD6505655.1_7013.p1
OG0002519	XM_001594991.1.p1	lcl|LR898477.1_cds_CAD6506061.1_7419.p1
OG0002520	XM_001595419.1.p1	lcl|LR898477.1_cds_CAD6506189.1_7547.p1
OG0002521	XM_001590381.1.p1	lcl|LR898473.1_cds_CAD6502674.1_4032.p1
OG0002522	XM_001590983.1.p1, XM_001590982.1.p1	lcl|LR898472.1_cds_CAD6502102.1_3460.p1
OG0002523	XM_001585549.1.p1	lcl|LR898472.1_cds_CAD6502301.1_3659.p1
OG0002524	XM_001592486.1.p1	lcl|LR898476.1_cds_CAD6504641.1_5999.p1
OG0002525	XM_001589795.1.p1	lcl|LR898473.1_cds_CAD6502695.1_4053.p1
OG0002526	XM_001594521.1.p1	lcl|LR898476.1_cds_CAD6504546.1_5904.p1
OG0002527	XM_001593981.1.p1	lcl|LR898474.1_cds_CAD6503438.1_4796.p1
OG0002528	XM_001595491.1.p1	lcl|LR898468.1_cds_CAD6499145.1_503.p1
OG0002529	XM_001589430.1.p1	lcl|LR898468.1_cds_CAD6498856.1_214.p1
OG0002530	XM_001596453.1.p1	lcl|LR898468.1_cds_CAD6498705.1_63.p1
OG0002531	XM_001591553.1.p1	lcl|LR898474.1_cds_CAD6503467.1_4825.p1
OG0002532	XM_001591796.1.p1	lcl|LR898469.1_cds_CAD6499352.1_710.p1
OG0002533	XM_001598469.1.p1	lcl|LR898472.1_cds_CAD6502148.1_3506.p1
OG0002534	XM_001590007.1.p1	lcl|LR898472.1_cds_CAD6501435.1_2793.p1
OG0002535	XM_001597632.1.p1	lcl|LR898472.1_cds_CAD6501291.1_2649.p1
OG0002536	XM_001590641.1.p1	lcl|LR898476.1_cds_CAD6504694.1_6052.p1
OG0002538	XM_001595812.1.p1	lcl|LR898470.1_cds_CAD6500456.1_1814.p1
OG0002539	XM_001588442.1.p1	lcl|LR898469.1_cds_CAD6500174.1_1532.p1
OG0002540	XM_001590784.1.p1	lcl|LR898468.1_cds_CAD6499118.1_476.p1
OG0002541	XM_001597856.1.p1	lcl|LR898476.1_cds_CAD6505785.1_7143.p1
OG0002542	XM_001589145.1.p1	lcl|LR898468.1_cds_CAD6499235.1_593.p1
OG0002543	XM_001595169.1.p1	lcl|LR898472.1_cds_CAD6501985.1_3343.p1
OG0002544	XM_001588098.1.p1	lcl|LR898476.1_cds_CAD6505326.1_6684.p1
OG0002545	XM_001596746.1.p1	lcl|LR898472.1_cds_CAD6502255.1_3613.p1
OG0002550	XM_001588562.1.p1	lcl|LR898471.1_cds_CAD6501061.1_2419.p1
OG0002554	XM_001590629.1.p1	lcl|LR898476.1_cds_CAD6504711.1_6069.p1
OG0002573	XM_001589198.1.p1	lcl|LR898475.1_cds_CAD6504201.1_5559.p1
OG0002574	XM_001588331.1.p1	lcl|LR898476.1_cds_CAD6505147.1_6505.p1
OG0002575	XM_001589953.1.p1	lcl|LR898472.1_cds_CAD6501735.1_3093.p1
OG0002576	XM_001589079.1.p1	lcl|LR898469.1_cds_CAD6499930.1_1288.p1
OG0002579	XM_001594239.1.p1	lcl|LR898475.1_cds_CAD6504397.1_5755.p1
OG0002581	XM_001586773.1.p1	lcl|LR898474.1_cds_CAD6503079.1_4437.p1
OG0002582	XM_001594917.1.p1	lcl|LR898474.1_cds_CAD6503384.1_4742.p1
OG0002583	XM_001595098.1.p1	lcl|LR898477.1_cds_CAD6506097.1_7455.p1
OG0002584	XM_001584775.1.p1	lcl|LR898475.1_cds_CAD6504218.1_5576.p1
OG0002585	XM_001586188.1.p1	lcl|LR898476.1_cds_CAD6504503.1_5861.p1
OG0002586	XM_001598474.1.p1	lcl|LR898472.1_cds_CAD6502144.1_3502.p1
OG0002588	XM_001598388.1.p1	lcl|LR898476.1_cds_CAD6505441.1_6799.p1, lcl|LR898476.1_cds_CAD6505266.1_6624.p1
OG0002589	XM_001598908.1.p1	lcl|LR898471.1_cds_CAD6500886.1_2244.p1
OG0002592	XM_001592474.1.p1	lcl|LR898476.1_cds_CAD6504640.1_5998.p1
OG0002593	XM_001587301.1.p1	lcl|LR898472.1_cds_CAD6501627.1_2985.p1
OG0002594	XM_001593221.1.p1	lcl|LR898469.1_cds_CAD6500106.1_1464.p1
OG0002596	XM_001594667.1.p1	lcl|LR898475.1_cds_CAD6504096.1_5454.p1
OG0002597	XM_001597353.1.p1	lcl|LR898476.1_cds_CAD6505707.1_7065.p1
OG0002598	XM_001586531.1.p1	lcl|LR898471.1_cds_CAD6500842.1_2200.p1
OG0002599	XM_001593603.1.p1	lcl|LR898469.1_cds_CAD6499817.1_1175.p1
OG0002600	XM_001598504.1.p1	lcl|LR898472.1_cds_CAD6502170.1_3528.p1
OG0002601	XM_001589535.1.p1	lcl|LR898470.1_cds_CAD6500272.1_1630.p1
OG0002602	XM_001596786.1.p1	lcl|LR898469.1_cds_CAD6499828.1_1186.p1
OG0002603	XM_001588678.1.p1	lcl|LR898476.1_cds_CAD6505072.1_6430.p1
OG0002604	XM_001590395.1.p1	lcl|LR898472.1_cds_CAD6501403.1_2761.p1
OG0002606	XM_001587684.1.p1	lcl|LR898476.1_cds_CAD6505061.1_6419.p1
OG0002608	XM_001587700.1.p1	lcl|LR898474.1_cds_CAD6503047.1_4405.p1
OG0002609	XM_001586795.1.p1	lcl|LR898474.1_cds_CAD6503074.1_4432.p1
OG0002610	XM_001597107.1.p1	lcl|LR898469.1_cds_CAD6499920.1_1278.p1
OG0002611	XM_001591893.1.p1	lcl|LR898469.1_cds_CAD6499608.1_966.p1
OG0002612	XM_001587672.1.p1	lcl|LR898476.1_cds_CAD6505067.1_6425.p1
OG0002613	XM_001584872.1.p1	lcl|LR898477.1_cds_CAD6506446.1_7804.p1
OG0002614	XM_001597337.1.p1	lcl|LR898472.1_cds_CAD6501929.1_3287.p1
OG0002615	XM_001585739.1.p1	lcl|LR898468.1_cds_CAD6499250.1_608.p1
OG0002616	XM_001594762.1.p1	lcl|LR898477.1_cds_CAD6506380.1_7738.p1
OG0002617	XM_001585080.1.p1	lcl|LR898469.1_cds_CAD6499960.1_1318.p1
OG0002619	XM_001597104.1.p1	lcl|LR898469.1_cds_CAD6499384.1_742.p1
OG0002621	XM_001593947.1.p1	lcl|LR898474.1_cds_CAD6503653.1_5011.p1
OG0002622	XM_001593922.1.p1	lcl|LR898474.1_cds_CAD6503626.1_4984.p1
OG0002623	XM_001591749.1.p1	lcl|LR898469.1_cds_CAD6499649.1_1007.p1
OG0002624	XM_001591906.1.p1	lcl|LR898469.1_cds_CAD6499609.1_967.p1
OG0002625	XM_001597913.1.p1	lcl|LR898477.1_cds_CAD6506118.1_7476.p1
OG0002626	XM_001595354.1.p1	lcl|LR898471.1_cds_CAD6501004.1_2362.p1
OG0002627	XM_001588690.1.p1	lcl|LR898471.1_cds_CAD6500982.1_2340.p1
OG0002628	XM_001595460.1.p1	lcl|LR898477.1_cds_CAD6506221.1_7579.p1
OG0002629	XM_001592160.1.p1	lcl|LR898470.1_cds_CAD6500390.1_1748.p1
OG0002630	XM_001589219.1.p1	lcl|LR898468.1_cds_CAD6499024.1_382.p1
OG0002631	XM_001597438.1.p1	lcl|LR898470.1_cds_CAD6500392.1_1750.p1
OG0002632	XM_001593738.1.p1	lcl|LR898476.1_cds_CAD6505188.1_6546.p1
OG0002633	XM_001598308.1.p1	lcl|LR898477.1_cds_CAD6506013.1_7371.p1
OG0002634	XM_001592433.1.p1	lcl|LR898477.1_cds_CAD6506231.1_7589.p1
OG0002635	XM_001586078.1.p1	lcl|LR898474.1_cds_CAD6503562.1_4920.p1
OG0002636	XM_001585168.1.p1	lcl|LR898468.1_cds_CAD6499101.1_459.p1
OG0002637	XM_001592446.1.p1	lcl|LR898477.1_cds_CAD6506265.1_7623.p1
OG0002638	XM_001596110.1.p1	lcl|LR898473.1_cds_CAD6502706.1_4064.p1
OG0002639	XM_001594797.1.p1	lcl|LR898476.1_cds_CAD6504847.1_6205.p1
OG0002640	XM_001598833.1.p1	lcl|LR898471.1_cds_CAD6500988.1_2346.p1
OG0002642	XM_001587073.1.p1	lcl|LR898472.1_cds_CAD6501549.1_2907.p1
OG0002643	XM_001594208.1.p1	lcl|LR898475.1_cds_CAD6504314.1_5672.p1
OG0002644	XM_001594573.1.p1	lcl|LR898475.1_cds_CAD6504000.1_5358.p1
OG0002645	XM_001597161.1.p1	lcl|LR898476.1_cds_CAD6505498.1_6856.p1
OG0002646	XM_001597191.1.p1	lcl|LR898476.1_cds_CAD6505546.1_6904.p1
OG0002647	XM_001594553.1.p1	lcl|LR898475.1_cds_CAD6504154.1_5512.p1
OG0002648	XM_001586247.1.p1	lcl|LR898475.1_cds_CAD6503934.1_5292.p1
OG0002649	XM_001586296.1.p1	lcl|LR898475.1_cds_CAD6503996.1_5354.p1
OG0002650	XM_001594523.1.p1	lcl|LR898476.1_cds_CAD6504585.1_5943.p1
OG0002651	XM_001592010.1.p1	lcl|LR898474.1_cds_CAD6503466.1_4824.p1
OG0002652	XM_001594191.1.p1	lcl|LR898472.1_cds_CAD6502306.1_3664.p1
OG0002653	XM_001593079.1.p1	lcl|LR898474.1_cds_CAD6503285.1_4643.p1
OG0002655	XM_001587608.1.p1	lcl|LR898477.1_cds_CAD6506151.1_7509.p1
OG0002656	XM_001587330.1.p1	lcl|LR898476.1_cds_CAD6505826.1_7184.p1
OG0002657	XM_001590457.1.p1	lcl|LR898476.1_cds_CAD6504810.1_6168.p1
OG0002659	XM_001590725.1.p1	lcl|LR898476.1_cds_CAD6504757.1_6115.p1
OG0002660	XM_001590575.1.p1	lcl|LR898476.1_cds_CAD6504746.1_6104.p1
OG0002661	XM_001590698.1.p1	lcl|LR898476.1_cds_CAD6504808.1_6166.p1
OG0002662	XM_001590600.1.p1	lcl|LR898468.1_cds_CAD6499082.1_440.p1
OG0002663	XM_001590220.1.p1	lcl|LR898468.1_cds_CAD6498654.1_12.p1
OG0002665	XM_001590556.1.p1	lcl|LR898476.1_cds_CAD6504744.1_6102.p1
OG0002666	XM_001590273.1.p1	lcl|LR898472.1_cds_CAD6501713.1_3071.p1
OG0002667	XM_001587612.1.p1	lcl|LR898477.1_cds_CAD6506218.1_7576.p1
OG0002668	XM_001587002.1.p1	lcl|LR898469.1_cds_CAD6500022.1_1380.p1
OG0002670	XM_001598059.1.p1	lcl|LR898468.1_cds_CAD6498719.1_77.p1
OG0002671	XM_001598074.1.p1	lcl|LR898472.1_cds_CAD6502192.1_3550.p1
OG0002674	XM_001598457.1.p1	lcl|LR898472.1_cds_CAD6501922.1_3280.p1
OG0002675	XM_001595818.1.p1	lcl|LR898476.1_cds_CAD6505316.1_6674.p1
OG0002677	XM_001595753.1.p1	lcl|LR898476.1_cds_CAD6505145.1_6503.p1
OG0002678	XM_001588076.1.p1	lcl|LR898478.1_cds_CAD6506566.1_7924.p1
OG0002679	XM_001585181.1.p1	lcl|LR898468.1_cds_CAD6499121.1_479.p1
OG0002681	XM_001591118.1.p1	lcl|LR898476.1_cds_CAD6505787.1_7145.p1
OG0002682	XM_001590941.1.p1	lcl|LR898476.1_cds_CAD6505593.1_6951.p1
OG0002683	XM_001584712.1.p1	lcl|LR898472.1_cds_CAD6501175.1_2533.p1
OG0002684	XM_001595173.1.p1	lcl|LR898472.1_cds_CAD6501821.1_3179.p1
OG0002685	XM_001593412.1.p1	lcl|LR898469.1_cds_CAD6499776.1_1134.p1
OG0002687	XM_001586733.1.p1	lcl|LR898474.1_cds_CAD6503016.1_4374.p1
OG0002688	XM_001595177.1.p1	lcl|LR898472.1_cds_CAD6501813.1_3171.p1
OG0002689	XM_001592281.1.p1	lcl|LR898476.1_cds_CAD6504589.1_5947.p1
OG0002690	XM_001598236.1.p1	lcl|LR898469.1_cds_CAD6499268.1_626.p1
OG0002691	XM_001586060.1.p1	lcl|LR898475.1_cds_CAD6504106.1_5464.p1
OG0002692	XM_001591095.1.p1	lcl|LR898476.1_cds_CAD6505586.1_6944.p1
OG0002693	XM_001594364.1.p1	lcl|LR898475.1_cds_CAD6503958.1_5316.p1
OG0002694	XM_001589333.1.p1	lcl|LR898475.1_cds_CAD6504169.1_5527.p1
OG0002695	XM_001587167.1.p1	lcl|LR898469.1_cds_CAD6500062.1_1420.p1
OG0002696	XM_001598191.1.p1	lcl|LR898475.1_cds_CAD6503787.1_5145.p1
OG0002697	XM_001598772.1.p1	lcl|LR898471.1_cds_CAD6500948.1_2306.p1
OG0002698	XM_001593787.1.p1	lcl|LR898473.1_cds_CAD6502708.1_4066.p1
OG0002700	XM_001587259.1.p1	lcl|LR898472.1_cds_CAD6501428.1_2786.p1
OG0002701	XM_001593758.1.p1	lcl|LR898476.1_cds_CAD6505190.1_6548.p1
OG0002702	XM_001591302.1.p1	lcl|LR898474.1_cds_CAD6503063.1_4421.p1
OG0002703	XM_001591239.1.p1	lcl|LR898474.1_cds_CAD6502977.1_4335.p1
OG0002704	XM_001597465.1.p1	lcl|LR898476.1_cds_CAD6505525.1_6883.p1
OG0002706	XM_001587159.1.p1	lcl|LR898470.1_cds_CAD6500504.1_1862.p1
OG0002707	XM_001586132.1.p1	lcl|LR898476.1_cds_CAD6504939.1_6297.p1
OG0002708	XM_001597128.1.p1	lcl|LR898472.1_cds_CAD6501203.1_2561.p1
OG0002709	XM_001587858.1.p1	lcl|LR898476.1_cds_CAD6504959.1_6317.p1
OG0002710	XM_001595676.1.p1	lcl|LR898476.1_cds_CAD6505096.1_6454.p1
OG0002711	XM_001588265.1.p1	lcl|LR898476.1_cds_CAD6505095.1_6453.p1
OG0002712	XM_001586007.1.p1	lcl|LR898476.1_cds_CAD6504856.1_6214.p1
OG0002713	XM_001594857.1.p1	lcl|LR898476.1_cds_CAD6504831.1_6189.p1
OG0002714	XM_001591816.1.p1	lcl|LR898469.1_cds_CAD6499787.1_1145.p1
OG0002716	XM_001590028.1.p1	lcl|LR898472.1_cds_CAD6501703.1_3061.p1
OG0002718	XM_001586171.1.p1	lcl|LR898476.1_cds_CAD6504500.1_5858.p1
OG0002720	XM_001591468.1.p1	lcl|LR898474.1_cds_CAD6503151.1_4509.p1
OG0002721	XM_001586997.1.p1	lcl|LR898476.1_cds_CAD6505304.1_6662.p1
OG0002723	XM_001584789.1.p1	lcl|LR898476.1_cds_CAD6504829.1_6187.p1
OG0002724	XM_001586934.1.p1	lcl|LR898472.1_cds_CAD6501369.1_2727.p1
OG0002726	XM_001594793.1.p1	lcl|LR898477.1_cds_CAD6506281.1_7639.p1
OG0002727	XM_001596199.1.p1	lcl|LR898477.1_cds_CAD6506414.1_7772.p1
OG0002728	XM_001592197.1.p1	lcl|LR898474.1_cds_CAD6503399.1_4757.p1
OG0002729	XM_001589317.1.p1	lcl|LR898475.1_cds_CAD6504166.1_5524.p1
OG0002730	XM_001591400.1.p1	lcl|LR898476.1_cds_CAD6505505.1_6863.p1
OG0002731	XM_001590601.1.p1	lcl|LR898468.1_cds_CAD6499081.1_439.p1
OG0002732	XM_001598116.1.p1	lcl|LR898472.1_cds_CAD6502138.1_3496.p1
OG0002733	XM_001588057.1.p1	lcl|LR898471.1_cds_CAD6500694.1_2052.p1
OG0002734	XM_001588718.1.p1	lcl|LR898471.1_cds_CAD6501071.1_2429.p1
OG0002735	XM_001590234.1.p1	lcl|LR898472.1_cds_CAD6501644.1_3002.p1
OG0002736	XM_001596736.1.p1	lcl|LR898469.1_cds_CAD6499913.1_1271.p1
OG0002737	XM_001587661.1.p1	lcl|LR898471.1_cds_CAD6500512.1_1870.p1
OG0002738	XM_001597580.1.p1	lcl|LR898476.1_cds_CAD6505510.1_6868.p1
OG0002740	XM_001596378.1.p1	lcl|LR898476.1_cds_CAD6504676.1_6034.p1
OG0002741	XM_001596447.1.p1	lcl|LR898468.1_cds_CAD6498763.1_121.p1
OG0002742	XM_001592800.1.p1	lcl|LR898476.1_cds_CAD6505303.1_6661.p1
OG0002743	XM_001589287.1.p1	lcl|LR898472.1_cds_CAD6501294.1_2652.p1
OG0002744	XM_001591464.1.p1	lcl|LR898474.1_cds_CAD6503156.1_4514.p1
OG0002746	XM_001591002.1.p1	lcl|LR898468.1_cds_CAD6499204.1_562.p1
OG0002747	XM_001592910.1.p1	lcl|LR898474.1_cds_CAD6503445.1_4803.p1
OG0002748	XM_001588490.1.p1	lcl|LR898475.1_cds_CAD6503756.1_5114.p1
OG0002749	XM_001587250.1.p1	lcl|LR898475.1_cds_CAD6504458.1_5816.p1
OG0002750	XM_001585487.1.p1	lcl|LR898474.1_cds_CAD6503593.1_4951.p1
OG0002751	XM_001586019.1.p1	lcl|LR898472.1_cds_CAD6502234.1_3592.p1
OG0002752	XM_001587862.1.p1	lcl|LR898476.1_cds_CAD6504964.1_6322.p1
OG0002753	XM_001584544.1.p1	lcl|LR898468.1_cds_CAD6499188.1_546.p1
OG0002754	XM_001595580.1.p1	lcl|LR898476.1_cds_CAD6505164.1_6522.p1
OG0002755	XM_001597916.1.p1	lcl|LR898477.1_cds_CAD6506153.1_7511.p1
OG0002756	XM_001595353.1.p1	lcl|LR898477.1_cds_CAD6506137.1_7495.p1
OG0002757	XM_001589360.1.p1	lcl|LR898470.1_cds_CAD6500229.1_1587.p1
OG0002758	XM_001588928.1.p1	lcl|LR898470.1_cds_CAD6500374.1_1732.p1
OG0002759	XM_001597470.1.p1	lcl|LR898476.1_cds_CAD6505616.1_6974.p1
OG0002760	XM_001595952.1.p1	lcl|LR898473.1_cds_CAD6502462.1_3820.p1
OG0002761	XM_001585199.1.p1	lcl|LR898476.1_cds_CAD6504821.1_6179.p1
OG0002762	XM_001589225.1.p1	lcl|LR898475.1_cds_CAD6504224.1_5582.p1
OG0002763	XM_001587011.1.p1	lcl|LR898476.1_cds_CAD6505243.1_6601.p1
OG0002764	XM_001589776.1.p1	lcl|LR898469.1_cds_CAD6499284.1_642.p1
OG0002765	XM_001587839.1.p1	lcl|LR898474.1_cds_CAD6502941.1_4299.p1
