Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Claviceps_purpurea_cds_prot
OG0002868	XM_001594750.1.p1	lcl|CAGA01000003.1_cds_CCE27281.1_8266.p1
OG0002869	XM_001594714.1.p1	lcl|CAGA01000018.1_cds_CCE29974.1_5404.p1
OG0002870	XM_001591055.1.p1	lcl|CAGA01000020.1_cds_CCE30246.1_5178.p1
OG0002871	XM_001589839.1.p1	lcl|CAGA01000026.1_cds_CCE30917.1_4434.p1
OG0002872	XM_001598431.1.p1	lcl|CAGA01000042.1_cds_CCE32492.1_2892.p1
OG0002873	XM_001587391.1.p1	lcl|CAGA01000086.1_cds_CCE34381.1_1002.p1
OG0002874	XM_001592659.1.p1	lcl|CAGA01000005.1_cds_CCE27711.1_7735.p1
OG0002875	XM_001595937.1.p1	lcl|CAGA01000043.1_cds_CCE32537.1_2784.p1
OG0002876	XM_001589719.1.p1	lcl|CAGA01000016.1_cds_CCE29710.1_5680.p1
OG0002877	XM_001586947.1.p1	lcl|CAGA01000003.1_cds_CCE27118.1_8103.p1
OG0002878	XM_001586207.1.p1	lcl|CAGA01000016.1_cds_CCE29646.1_5616.p1
OG0002879	XM_001586490.1.p1	lcl|CAGA01000020.1_cds_CCE30217.1_5149.p1
OG0002880	XM_001590651.1.p1	lcl|CAGA01000014.1_cds_CCE29417.1_5913.p1
OG0002881	XM_001588307.1.p1	lcl|CAGA01000053.1_cds_CCE33204.1_2180.p1
OG0002882	XM_001595117.1.p1	lcl|CAGA01000009.1_cds_CCE28671.1_6926.p1
OG0002883	XM_001588923.1.p1	lcl|CAGA01000037.1_cds_CCE32070.1_3324.p1
OG0002884	XM_001587320.1.p1	lcl|CAGA01000039.1_cds_CCE32262.1_3133.p1
OG0002886	XM_001596133.1.p1, XM_001591543.1.p1, XM_001590439.1.p1	lcl|CAGA01000048.1_cds_CCE32930.1_2484.p1
OG0002887	XM_001592730.1.p1	lcl|CAGA01000078.1_cds_CCE34175.1_1201.p1
OG0002888	XM_001585340.1.p1	lcl|CAGA01000028.1_cds_CCE31122.1_4194.p1
OG0002889	XM_001596947.1.p1	lcl|CAGA01000001.1_cds_CCE26574.1_8639.p1
OG0002890	XM_001585491.1.p1	lcl|CAGA01000002.1_cds_CCE26929.1_8457.p1
OG0002891	XM_001584905.1.p1	lcl|CAGA01000011.1_cds_CCE29060.1_6503.p1
OG0002892	XM_001593193.1.p1	lcl|CAGA01000189.1_cds_CCE35152.1_350.p1
OG0002893	XM_001584778.1.p1	lcl|CAGA01000027.1_cds_CCE31012.1_4304.p1
OG0002894	XM_001584777.1.p1	lcl|CAGA01000027.1_cds_CCE31013.1_4305.p1
OG0002895	XM_001596822.1.p1	lcl|CAGA01000091.1_cds_CCE34482.1_878.p1
OG0002896	XM_001589778.1.p1	lcl|CAGA01000043.1_cds_CCE32529.1_2776.p1
OG0002897	XM_001596797.1.p1	lcl|CAGA01000018.1_cds_CCE30000.1_5430.p1
OG0002898	XM_001594548.1.p1	lcl|CAGA01000006.1_cds_CCE27927.1_7512.p1
OG0002899	XM_001598500.1.p1	lcl|CAGA01000039.1_cds_CCE32212.1_3083.p1
OG0002900	XM_001594304.1.p1	lcl|CAGA01000001.1_cds_CCE26779.1_8844.p1
OG0002901	XM_001592908.1.p1	lcl|CAGA01000004.1_cds_CCE27353.1_7829.p1, lcl|CAGA01000004.1_cds_CCE27356.1_7832.p1, lcl|CAGA01000004.1_cds_CCE27483.1_7959.p1, lcl|CAGA01000004.1_cds_CCE27482.1_7958.p1, lcl|CAGA01000004.1_cds_CCE27358.1_7834.p1, lcl|CAGA01000004.1_cds_CCE27359.1_7835.p1, lcl|CAGA01000002.1_cds_CCE26812.1_8340.p1, lcl|CAGA01000004.1_cds_CCE27360.1_7836.p1, lcl|CAGA01000004.1_cds_CCE27355.1_7831.p1
OG0002902	XM_001587141.1.p1	lcl|CAGA01000002.1_cds_CCE26872.1_8400.p1
OG0002904	XM_001590117.1.p1	lcl|CAGA01000072.1_cds_CCE34006.1_1382.p1
OG0002905	XM_001595167.1.p1	lcl|CAGA01000044.1_cds_CCE32627.1_2727.p1
OG0002906	XM_001585980.1.p1	lcl|CAGA01000004.1_cds_CCE27504.1_7980.p1
OG0002907	XM_001589508.1.p1	lcl|CAGA01000055.1_cds_CCE33314.1_2087.p1
OG0002908	XM_001585681.1.p1	lcl|CAGA01000006.1_cds_CCE27885.1_7470.p1
OG0002909	XM_001589650.1.p1	lcl|CAGA01000003.1_cds_CCE27295.1_8282.p1
OG0002910	XM_001584756.1.p1	lcl|CAGA01000107.1_cds_CCE34730.1_636.p1
OG0002911	XM_001587671.1.p1	lcl|CAGA01000111.1_cds_CCE34765.1_602.p1
OG0002913	XM_001589087.1.p1	lcl|CAGA01000010.1_cds_CCE28761.1_6599.p1
OG0002914	XM_001586648.1.p1	lcl|CAGA01000022.1_cds_CCE30437.1_4873.p1
OG0002915	XM_001586655.1.p1	lcl|CAGA01000017.1_cds_CCE29877.1_5578.p1
OG0002916	XM_001595332.1.p1	lcl|CAGA01000024.1_cds_CCE30729.1_4691.p1
OG0002917	XM_001593156.1.p1	lcl|CAGA01000082.1_cds_CCE34263.1_1083.p1
OG0002918	XM_001584751.1.p1	lcl|CAGA01000056.1_cds_CCE33360.1_2026.p1
OG0002919	XM_001595131.1.p1	lcl|CAGA01000024.1_cds_CCE30719.1_4681.p1
OG0002920	XM_001594348.1.p1	lcl|CAGA01000094.1_cds_CCE34550.1_818.p1
OG0002921	XM_001586580.1.p1	lcl|CAGA01000039.1_cds_CCE32235.1_3106.p1
OG0002922	XM_001598928.1.p1	lcl|CAGA01000037.1_cds_CCE32097.1_3351.p1
OG0002923	XM_001589939.1.p1	lcl|CAGA01000005.1_cds_CCE27621.1_7645.p1
OG0002924	XM_001598426.1.p1	lcl|CAGA01000018.1_cds_CCE30037.1_5468.p1
OG0002925	XM_001592397.1.p1	lcl|CAGA01000074.1_cds_CCE34063.1_1307.p1
OG0002927	XM_001592441.1.p1	lcl|CAGA01000023.1_cds_CCE30572.1_4764.p1
OG0002929	XM_001594925.1.p1	lcl|CAGA01000030.1_cds_CCE31324.1_3963.p1
OG0002931	XM_001596637.1.p1	lcl|CAGA01000056.1_cds_CCE33368.1_2034.p1
OG0002932	XM_001584521.1.p1	lcl|CAGA01000018.1_cds_CCE30017.1_5447.p1
OG0002933	XM_001598436.1.p1	lcl|CAGA01000018.1_cds_CCE30021.1_5451.p1
OG0002934	XM_001596902.1.p1	lcl|CAGA01000190.1_cds_CCE35264.1_100.p1
OG0002935	XM_001597087.1.p1	lcl|CAGA01000010.1_cds_CCE28782.1_6621.p1
OG0002936	XM_001585645.1.p1	lcl|CAGA01000018.1_cds_CCE30041.1_5472.p1
OG0002937	XM_001592062.1.p1	lcl|CAGA01000033.1_cds_CCE31638.1_3653.p1
OG0002938	XM_001595996.1.p1	lcl|CAGA01000189.1_cds_CCE35026.1_223.p1
OG0002939	XM_001588064.1.p1	lcl|CAGA01000008.1_cds_CCE28442.1_7117.p1
OG0002940	XM_001584945.1.p1	lcl|CAGA01000036.1_cds_CCE31968.1_3405.p1
OG0002941	XM_001598911.1.p1	lcl|CAGA01000037.1_cds_CCE32064.1_3318.p1
OG0002942	XM_001598387.1.p1	lcl|CAGA01000026.1_cds_CCE30940.1_4457.p1
OG0002944	XM_001595601.1.p1	lcl|CAGA01000046.1_cds_CCE32797.1_2609.p1
OG0002945	XM_001596835.1.p1	lcl|CAGA01000006.1_cds_CCE27908.1_7493.p1
OG0002946	XM_001598340.1.p1	lcl|CAGA01000024.1_cds_CCE30757.1_4719.p1
OG0002947	XM_001594879.1.p1	lcl|CAGA01000035.1_cds_CCE31883.1_3505.p1
OG0002948	XM_001598017.1.p1	lcl|CAGA01000021.1_cds_CCE30359.1_5046.p1
OG0002949	XM_001596664.1.p1	lcl|CAGA01000010.1_cds_CCE28741.1_6579.p1
OG0002950	XM_001596766.1.p1	lcl|CAGA01000010.1_cds_CCE28735.1_6573.p1
OG0002951	XM_001587972.1.p1	lcl|CAGA01000003.1_cds_CCE27099.1_8084.p1
OG0002952	XM_001594674.1.p1	lcl|CAGA01000018.1_cds_CCE29954.1_5384.p1
OG0002954	XM_001594218.1.p1	lcl|CAGA01000006.1_cds_CCE28011.1_7596.p1
OG0002955	XM_001585257.1.p1	lcl|CAGA01000007.1_cds_CCE28154.1_7276.p1
OG0002956	XM_001589716.1.p1	lcl|CAGA01000016.1_cds_CCE29667.1_5637.p1
OG0002957	XM_001597979.1.p1	lcl|CAGA01000009.1_cds_CCE28559.1_6813.p1
OG0002958	XM_001596285.1.p1	lcl|CAGA01000066.1_cds_CCE33776.1_1570.p1
OG0002960	XM_001591838.1.p1	lcl|CAGA01000033.1_cds_CCE31710.1_3726.p1
OG0002961	XM_001589391.1.p1	lcl|CAGA01000003.1_cds_CCE27277.1_8262.p1
OG0002962	XM_001588125.1.p1	lcl|CAGA01000015.1_cds_CCE29611.1_5845.p1
OG0002963	XM_001590664.1.p1	lcl|CAGA01000029.1_cds_CCE31268.1_4124.p1
OG0002964	XM_001589841.1.p1	lcl|CAGA01000026.1_cds_CCE30920.1_4437.p1
OG0002965	XM_001594731.1.p1	lcl|CAGA01000019.1_cds_CCE30141.1_5315.p1
OG0002966	XM_001591517.1.p1	lcl|CAGA01000072.1_cds_CCE33984.1_1359.p1
OG0002967	XM_001592383.1.p1	lcl|CAGA01000008.1_cds_CCE28354.1_7029.p1
OG0002968	XM_001590687.1.p1	lcl|CAGA01000084.1_cds_CCE34316.1_1034.p1
OG0002970	XM_001584779.1.p1	lcl|CAGA01000027.1_cds_CCE31011.1_4303.p1
OG0002971	XM_001593218.1.p1	lcl|CAGA01000050.1_cds_CCE33033.1_2347.p1
OG0002972	XM_001586583.1.p1	lcl|CAGA01000026.1_cds_CCE30961.1_4478.p1
OG0002973	XM_001597296.1.p1	lcl|CAGA01000002.1_cds_CCE26838.1_8366.p1
OG0002975	XM_001597082.1.p1	lcl|CAGA01000007.1_cds_CCE28117.1_7239.p1
OG0002976	XM_001585763.1.p1	lcl|CAGA01000022.1_cds_CCE30514.1_4950.p1
OG0002977	XM_001595717.1.p1	lcl|CAGA01000041.1_cds_CCE32419.1_2976.p1
OG0002978	XM_001590727.1.p1	lcl|CAGA01000002.1_cds_CCE26990.1_8518.p1
OG0002979	XM_001590171.1.p1	lcl|CAGA01000009.1_cds_CCE28577.1_6831.p1
OG0002980	XM_001595614.1.p1	lcl|CAGA01000019.1_cds_CCE30068.1_5242.p1
OG0002981	XM_001588086.1.p1	lcl|CAGA01000034.1_cds_CCE31757.1_3579.p1
OG0002982	XM_001592352.1.p1	lcl|CAGA01000019.1_cds_CCE30053.1_5227.p1
OG0002983	XM_001597473.1.p1	lcl|CAGA01000040.1_cds_CCE32336.1_3044.p1
OG0002984	XM_001585466.1.p1	lcl|CAGA01000016.1_cds_CCE29660.1_5630.p1
OG0002985	XM_001585569.1.p1	lcl|CAGA01000019.1_cds_CCE30048.1_5222.p1
OG0002986	XM_001595969.1.p1	lcl|CAGA01000016.1_cds_CCE29688.1_5658.p1
OG0002987	XM_001589442.1.p1	lcl|CAGA01000044.1_cds_CCE32610.1_2710.p1
OG0002988	XM_001589623.1.p1	lcl|CAGA01000001.1_cds_CCE26718.1_8783.p1
OG0002989	XM_001586520.1.p1	lcl|CAGA01000042.1_cds_CCE32525.1_2925.p1
OG0002990	XM_001591809.1.p1	lcl|CAGA01000033.1_cds_CCE31682.1_3698.p1
OG0002991	XM_001593792.1.p1	lcl|CAGA01000055.1_cds_CCE33276.1_2049.p1
OG0002992	XM_001588178.1.p1	lcl|CAGA01000046.1_cds_CCE32768.1_2579.p1
OG0002993	XM_001588043.1.p1	lcl|CAGA01000034.1_cds_CCE31769.1_3591.p1
OG0002994	XM_001586777.1.p1	lcl|CAGA01000003.1_cds_CCE27126.1_8111.p1
OG0002995	XM_001587761.1.p1	lcl|CAGA01000004.1_cds_CCE27576.1_8052.p1
OG0002997	XM_001591052.1.p1	lcl|CAGA01000045.1_cds_CCE32746.1_2701.p1
OG0002998	XM_001587294.1.p1	lcl|CAGA01000029.1_cds_CCE31280.1_4136.p1
OG0002999	XM_001587735.1.p1	lcl|CAGA01000003.1_cds_CCE27082.1_8067.p1
OG0003000	XM_001597103.1.p1	lcl|CAGA01000010.1_cds_CCE28760.1_6598.p1
OG0003001	XM_001584517.1.p1	lcl|CAGA01000076.1_cds_CCE34125.1_1244.p1
OG0003002	XM_001591859.1.p1	lcl|CAGA01000026.1_cds_CCE30981.1_4498.p1
OG0003003	XM_001591033.1.p1	lcl|CAGA01000002.1_cds_CCE27006.1_8534.p1
OG0003004	XM_001597280.1.p1	lcl|CAGA01000012.1_cds_CCE29103.1_6182.p1
OG0003005	XM_001597771.1.p1	lcl|CAGA01000005.1_cds_CCE27781.1_7805.p1
OG0003006	XM_001594575.1.p1	lcl|CAGA01000051.1_cds_CCE33108.1_2300.p1
OG0003007	XM_001587364.1.p1	lcl|CAGA01000025.1_cds_CCE30841.1_4581.p1
OG0003008	XM_001598051.1.p1	lcl|CAGA01000085.1_cds_CCE34341.1_1014.p1
OG0003009	XM_001595951.1.p1	lcl|CAGA01000021.1_cds_CCE30347.1_5034.p1
OG0003010	XM_001590494.1.p1	lcl|CAGA01000001.1_cds_CCE26794.1_8859.p1
OG0003011	XM_001590780.1.p1	lcl|CAGA01000020.1_cds_CCE30258.1_5190.p1
OG0003012	XM_001595070.1.p1	lcl|CAGA01000042.1_cds_CCE32521.1_2921.p1
OG0003013	XM_001592305.1.p1	lcl|CAGA01000027.1_cds_CCE31096.1_4388.p1
OG0003014	XM_001589192.1.p1	lcl|CAGA01000057.1_cds_CCE33401.1_1963.p1
OG0003015	XM_001596725.1.p1	lcl|CAGA01000066.1_cds_CCE33779.1_1573.p1
OG0003016	XM_001590554.1.p1	lcl|CAGA01000061.1_cds_CCE33592.1_1809.p1
OG0003017	XM_001590557.1.p1	lcl|CAGA01000011.1_cds_CCE29063.1_6506.p1
OG0003018	XM_001598650.1.p1	lcl|CAGA01000009.1_cds_CCE28532.1_6786.p1
OG0003019	XM_001590895.1.p1	lcl|CAGA01000001.1_cds_CCE26802.1_8867.p1
OG0003020	XM_001589194.1.p1	lcl|CAGA01000190.1_cds_CCE35329.1_165.p1
OG0003021	XM_001595968.1.p1	lcl|CAGA01000016.1_cds_CCE29687.1_5657.p1
OG0003022	XM_001596914.1.p1	lcl|CAGA01000190.1_cds_CCE35291.1_127.p1
OG0003023	XM_001592701.1.p1	lcl|CAGA01000189.1_cds_CCE35113.1_310.p1
OG0003024	XM_001586215.1.p1	lcl|CAGA01000006.1_cds_CCE27934.1_7519.p1
OG0003025	XM_001585541.1.p1	lcl|CAGA01000092.1_cds_CCE34501.1_853.p1
OG0003026	XM_001594844.1.p1	lcl|CAGA01000018.1_cds_CCE29963.1_5393.p1
OG0003027	XM_001596149.1.p1	lcl|CAGA01000016.1_cds_CCE29700.1_5670.p1
OG0003028	XM_001592133.1.p1	lcl|CAGA01000026.1_cds_CCE30976.1_4493.p1
OG0003031	XM_001592864.1.p1	lcl|CAGA01000011.1_cds_CCE29033.1_6476.p1
OG0003033	XM_001590715.1.p1	lcl|CAGA01000031.1_cds_CCE31504.1_3927.p1
OG0003035	XM_001594235.1.p1	lcl|CAGA01000032.1_cds_CCE31563.1_3775.p1
OG0003051	XM_001589188.1.p1	lcl|CAGA01000190.1_cds_CCE35330.1_166.p1
OG0003054	XM_001595087.1.p1	lcl|CAGA01000089.1_cds_CCE34440.1_916.p1
OG0003056	XM_001591810.1.p1	lcl|CAGA01000033.1_cds_CCE31683.1_3699.p1
OG0003057	XM_001585366.1.p1	lcl|CAGA01000026.1_cds_CCE30974.1_4491.p1
OG0003059	XM_001586749.1.p1	lcl|CAGA01000022.1_cds_CCE30474.1_4910.p1
OG0003062	XM_001592550.1.p1	lcl|CAGA01000041.1_cds_CCE32385.1_2942.p1
OG0003064	XM_001591537.1.p1	lcl|CAGA01000004.1_cds_CCE27416.1_7892.p1
OG0003065	XM_001598008.1.p1	lcl|CAGA01000019.1_cds_CCE30124.1_5298.p1
OG0003066	XM_001598307.1.p1	lcl|CAGA01000050.1_cds_CCE33014.1_2328.p1
OG0003067	XM_001588972.1.p1	lcl|CAGA01000058.1_cds_CCE33437.1_1910.p1
OG0003070	XM_001585280.1.p1	lcl|CAGA01000033.1_cds_CCE31689.1_3705.p1
OG0003071	XM_001595413.1.p1	lcl|CAGA01000003.1_cds_CCE27260.1_8245.p1
OG0003072	XM_001585286.1.p1	lcl|CAGA01000027.1_cds_CCE31067.1_4359.p1
OG0003073	XM_001585418.1.p1	lcl|CAGA01000039.1_cds_CCE32280.1_3151.p1
OG0003074	XM_001585942.1.p1	lcl|CAGA01000007.1_cds_CCE28143.1_7265.p1
OG0003075	XM_001596323.1.p1	lcl|CAGA01000036.1_cds_CCE31961.1_3398.p1
OG0003076	XM_001596385.1.p1	lcl|CAGA01000007.1_cds_CCE28177.1_7299.p1
OG0003077	XM_001593929.1.p1	lcl|CAGA01000060.1_cds_CCE33534.1_1840.p1
OG0003078	XM_001593880.1.p1	lcl|CAGA01000029.1_cds_CCE31237.1_4093.p1
OG0003079	XM_001593867.1.p1	lcl|CAGA01000021.1_cds_CCE30407.1_5094.p1
OG0003080	XM_001597105.1.p1	lcl|CAGA01000010.1_cds_CCE28758.1_6596.p1
OG0003081	XM_001585098.1.p1	lcl|CAGA01000001.1_cds_CCE26785.1_8850.p1
OG0003082	XM_001587691.1.p1	lcl|CAGA01000079.1_cds_CCE34187.1_1165.p1
OG0003083	XM_001585084.1.p1	lcl|CAGA01000022.1_cds_CCE30538.1_4974.p1
OG0003084	XM_001597399.1.p1	lcl|CAGA01000043.1_cds_CCE32559.1_2806.p1
OG0003085	XM_001586447.1.p1	lcl|CAGA01000064.1_cds_CCE33722.1_1678.p1
OG0003086	XM_001593449.1.p1	lcl|CAGA01000007.1_cds_CCE28207.1_7329.p1
OG0003087	XM_001591458.1.p1	lcl|CAGA01000026.1_cds_CCE30935.1_4452.p1
OG0003088	XM_001595084.1.p1	lcl|CAGA01000032.1_cds_CCE31602.1_3814.p1
OG0003089	XM_001597507.1.p1	lcl|CAGA01000012.1_cds_CCE29132.1_6211.p1
OG0003090	XM_001598219.1.p1	lcl|CAGA01000016.1_cds_CCE29685.1_5655.p1
OG0003091	XM_001595628.1.p1	lcl|CAGA01000009.1_cds_CCE28484.1_6738.p1
OG0003092	XM_001592145.1.p1	lcl|CAGA01000012.1_cds_CCE29093.1_6172.p1
OG0003093	XM_001595110.1.p1	lcl|CAGA01000065.1_cds_CCE33739.1_1609.p1
OG0003094	XM_001598396.1.p1	lcl|CAGA01000026.1_cds_CCE30880.1_4397.p1
OG0003095	XM_001584965.1.p1	lcl|CAGA01000010.1_cds_CCE28701.1_6539.p1
OG0003096	XM_001584584.1.p1	lcl|CAGA01000021.1_cds_CCE30364.1_5051.p1
OG0003097	XM_001596861.1.p1	lcl|CAGA01000008.1_cds_CCE28455.1_7130.p1
OG0003098	XM_001591064.1.p1	lcl|CAGA01000001.1_cds_CCE26560.1_8625.p1
OG0003099	XM_001584720.1.p1	lcl|CAGA01000190.1_cds_CCE35366.1_202.p1
OG0003100	XM_001591398.1.p1	lcl|CAGA01000190.1_cds_CCE35321.1_157.p1
OG0003101	XM_001587162.1.p1	lcl|CAGA01000099.1_cds_CCE34626.1_727.p1
OG0003102	XM_001594211.1.p1	lcl|CAGA01000074.1_cds_CCE34056.1_1300.p1
OG0003103	XM_001593013.1.p1	lcl|CAGA01000001.1_cds_CCE26540.1_8605.p1
OG0003105	XM_001594297.1.p1	lcl|CAGA01000027.1_cds_CCE31019.1_4311.p1
OG0003106	XM_001589783.1.p1	lcl|CAGA01000019.1_cds_CCE30133.1_5307.p1
OG0003107	XM_001592963.1.p1	lcl|CAGA01000017.1_cds_CCE29846.1_5547.p1
OG0003108	XM_001590679.1.p1	lcl|CAGA01000084.1_cds_CCE34315.1_1033.p1
OG0003109	XM_001595512.1.p1	lcl|CAGA01000061.1_cds_CCE33559.1_1775.p1
OG0003110	XM_001590598.1.p1	lcl|CAGA01000067.1_cds_CCE33828.1_1546.p1
OG0003112	XM_001590553.1.p1	lcl|CAGA01000061.1_cds_CCE33593.1_1810.p1
OG0003113	XM_001590855.1.p1	lcl|CAGA01000029.1_cds_CCE31258.1_4114.p1
OG0003114	XM_001593285.1.p1	lcl|CAGA01000001.1_cds_CCE26647.1_8712.p1
OG0003115	XM_001597789.1.p1	lcl|CAGA01000043.1_cds_CCE32566.1_2813.p1
OG0003116	XM_001592011.1.p1	lcl|CAGA01000035.1_cds_CCE31927.1_3550.p1
OG0003117	XM_001590014.1.p1	lcl|CAGA01000005.1_cds_CCE27676.1_7700.p1
OG0003118	XM_001590931.1.p1	lcl|CAGA01000022.1_cds_CCE30511.1_4947.p1
OG0003119	XM_001597626.1.p1	lcl|CAGA01000031.1_cds_CCE31449.1_3872.p1
OG0003120	XM_001593852.1.p1	lcl|CAGA01000011.1_cds_CCE28898.1_6340.p1
OG0003121	XM_001585563.1.p1	lcl|CAGA01000016.1_cds_CCE29704.1_5674.p1
OG0003122	XM_001588060.1.p1	lcl|CAGA01000014.1_cds_CCE29489.1_5985.p1
OG0003123	XM_001590809.1.p1	lcl|CAGA01000007.1_cds_CCE28102.1_7224.p1
OG0003124	XM_001594372.1.p1	lcl|CAGA01000006.1_cds_CCE27915.1_7500.p1
OG0003125	XM_001595203.1.p1	lcl|CAGA01000032.1_cds_CCE31560.1_3772.p1
OG0003126	XM_001594982.1.p1	lcl|CAGA01000018.1_cds_CCE29995.1_5425.p1
OG0003127	XM_001591119.1.p1	lcl|CAGA01000004.1_cds_CCE27404.1_7880.p1
OG0003129	XM_001587550.1.p1	lcl|CAGA01000028.1_cds_CCE31154.1_4226.p1
OG0003130	XM_001591279.1.p1	lcl|CAGA01000079.1_cds_CCE34192.1_1170.p1
OG0003131	XM_001588990.1.p1	lcl|CAGA01000086.1_cds_CCE34363.1_984.p1
OG0003132	XM_001589736.1.p1	lcl|CAGA01000005.1_cds_CCE27747.1_7771.p1
OG0003134	XM_001595329.1.p1	lcl|CAGA01000024.1_cds_CCE30727.1_4689.p1
OG0003135	XM_001597179.1.p1	lcl|CAGA01000095.1_cds_CCE34559.1_794.p1
OG0003136	XM_001594282.1.p1	lcl|CAGA01000027.1_cds_CCE31017.1_4309.p1
OG0003137	XM_001593489.1.p1	lcl|CAGA01000014.1_cds_CCE29488.1_5984.p1
OG0003138	XM_001596180.1.p1	lcl|CAGA01000075.1_cds_CCE34080.1_1257.p1
OG0003140	XM_001591076.1.p1	lcl|CAGA01000108.1_cds_CCE34737.1_620.p1
OG0003141	XM_001587258.1.p1	lcl|CAGA01000011.1_cds_CCE29040.1_6483.p1
OG0003142	XM_001587260.1.p1	lcl|CAGA01000003.1_cds_CCE27313.1_8300.p1
OG0003144	XM_001588319.1.p1	lcl|CAGA01000073.1_cds_CCE34042.1_1356.p1
OG0003146	XM_001595345.1.p1	lcl|CAGA01000004.1_cds_CCE27528.1_8004.p1
OG0003149	XM_001597965.1.p1	lcl|CAGA01000004.1_cds_CCE27548.1_8024.p1
OG0003150	XM_001594558.1.p1	lcl|CAGA01000070.1_cds_CCE33926.1_1422.p1
OG0003151	XM_001585924.1.p1	lcl|CAGA01000038.1_cds_CCE32196.1_3256.p1
OG0003152	XM_001594909.1.p1	lcl|CAGA01000004.1_cds_CCE27455.1_7931.p1
OG0003154	XM_001591460.1.p1	lcl|CAGA01000026.1_cds_CCE30942.1_4459.p1
OG0003155	XM_001597217.1.p1	lcl|CAGA01000047.1_cds_CCE32847.1_2519.p1
OG0003156	XM_001591688.1.p1	lcl|CAGA01000006.1_cds_CCE27814.1_7399.p1, lcl|CAGA01000006.1_cds_CCE27816.1_7401.p1, lcl|CAGA01000006.1_cds_CCE27815.1_7400.p1, lcl|CAGA01000006.1_cds_CCE27822.1_7407.p1, lcl|CAGA01000006.1_cds_CCE27817.1_7402.p1, lcl|CAGA01000067.1_cds_CCE33830.1_1548.p1
OG0003157	XM_001584915.1.p1	lcl|CAGA01000029.1_cds_CCE31264.1_4120.p1
OG0003158	XM_001596121.1.p1	lcl|CAGA01000002.1_cds_CCE26902.1_8430.p1
OG0003159	XM_001598215.1.p1	lcl|CAGA01000021.1_cds_CCE30324.1_5011.p1
OG0003160	XM_001596009.1.p1	lcl|CAGA01000088.1_cds_CCE34417.1_934.p1
OG0003161	XM_001598525.1.p1	lcl|CAGA01000039.1_cds_CCE32249.1_3120.p1
OG0003162	XM_001596705.1.p1	lcl|CAGA01000091.1_cds_CCE34488.1_884.p1
OG0003163	XM_001585128.1.p1	lcl|CAGA01000007.1_cds_CCE28073.1_7195.p1
OG0003166	XM_001592428.1.p1	lcl|CAGA01000074.1_cds_CCE34072.1_1316.p1
OG0003167	XM_001586030.1.p1	lcl|CAGA01000045.1_cds_CCE32721.1_2676.p1
OG0003168	XM_001594113.1.p1	lcl|CAGA01000055.1_cds_CCE33308.1_2081.p1
OG0003169	XM_001593747.1.p1	lcl|CAGA01000073.1_cds_CCE34026.1_1340.p1
OG0003170	XM_001588041.1.p1	lcl|CAGA01000013.1_cds_CCE29327.1_6098.p1
OG0003171	XM_001596895.1.p1	lcl|CAGA01000093.1_cds_CCE34539.1_845.p1
OG0003172	XM_001597307.1.p1	lcl|CAGA01000008.1_cds_CCE28447.1_7122.p1
OG0003173	XM_001594593.1.p1	lcl|CAGA01000107.1_cds_CCE34723.1_629.p1
OG0003174	XM_001587964.1.p1	lcl|CAGA01000018.1_cds_CCE30010.1_5440.p1
OG0003176	XM_001596374.1.p1	lcl|CAGA01000018.1_cds_CCE29964.1_5394.p1
OG0003177	XM_001598258.1.p1, XM_001593627.1.p1	lcl|CAGA01000007.1_cds_CCE28234.1_7356.p1
OG0003178	XM_001593599.1.p1, XM_001598365.1.p1	lcl|CAGA01000071.1_cds_CCE33963.1_1399.p1
OG0003179	XM_001598884.1.p1	lcl|CAGA01000015.1_cds_CCE29571.1_5805.p1
OG0003180	XM_001585425.1.p1	lcl|CAGA01000020.1_cds_CCE30180.1_5112.p1
OG0003182	XM_001585321.1.p1	lcl|CAGA01000086.1_cds_CCE34366.1_987.p1
OG0003183	XM_001585430.1.p1	lcl|CAGA01000026.1_cds_CCE30905.1_4422.p1
OG0003185	XM_001587727.1.p1	lcl|CAGA01000003.1_cds_CCE27111.1_8096.p1
OG0003186	XM_001586641.1.p1	lcl|CAGA01000022.1_cds_CCE30450.1_4886.p1
OG0003187	XM_001591792.1.p1	lcl|CAGA01000033.1_cds_CCE31698.1_3714.p1
OG0003189	XM_001591454.1.p1	lcl|CAGA01000026.1_cds_CCE30937.1_4454.p1
OG0003190	XM_001590532.1.p1	lcl|CAGA01000007.1_cds_CCE28081.1_7203.p1
OG0003191	XM_001593118.1.p1	lcl|CAGA01000043.1_cds_CCE32534.1_2781.p1
OG0003193	XM_001597589.1.p1	lcl|CAGA01000043.1_cds_CCE32589.1_2836.p1
OG0003194	XM_001589109.1.p1	lcl|CAGA01000007.1_cds_CCE28029.1_7151.p1
OG0003195	XM_001590563.1.p1	lcl|CAGA01000014.1_cds_CCE29460.1_5956.p1
OG0003196	XM_001589671.1.p1	lcl|CAGA01000025.1_cds_CCE30786.1_4526.p1
OG0003197	XM_001592799.1.p1	lcl|CAGA01000030.1_cds_CCE31352.1_3992.p1
OG0003198	XM_001591928.1.p1	lcl|CAGA01000072.1_cds_CCE33985.1_1360.p1
OG0003200	XM_001589645.1.p1	lcl|CAGA01000020.1_cds_CCE30259.1_5191.p1
OG0003201	XM_001593558.1.p1	lcl|CAGA01000002.1_cds_CCE27047.1_8575.p1
