Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Neonectria_ditissima_cds_prot
OG0002763	XM_001587011.1.p1	lcl|LKCW01000225.1_cds_KPM35942.1_5260.p1
OG0002764	XM_001589776.1.p1	lcl|LKCW01000217.1_cds_KPM36139.1_5007.p1
OG0002765	XM_001587839.1.p1	lcl|LKCW01000165.1_cds_KPM37452.1_3079.p1
OG0002767	XM_001592938.1.p1	lcl|LKCW01000034.1_cds_KPM43330.1_7719.p1
OG0002768	XM_001596338.1.p1	lcl|LKCW01000167.1_cds_KPM37400.1_3131.p1
OG0002769	XM_001588242.1.p1	lcl|LKCW01000265.1_cds_KPM35230.1_6298.p1
OG0002770	XM_001584690.1.p1	lcl|LKCW01000110.1_cds_KPM39334.1_846.p1
OG0002771	XM_001591056.1.p1	lcl|LKCW01000285.1_cds_KPM34966.1_6686.p1
OG0002772	XM_001584501.1.p1	lcl|LKCW01000200.1_cds_KPM36512.1_4499.p1
OG0002773	XM_001584842.1.p1	lcl|LKCW01000011.1_cds_KPM45062.1_783.p1
OG0002774	XM_001593500.1.p1	lcl|LKCW01000017.1_cds_KPM44647.1_3293.p1
OG0002776	XM_001593796.1.p1	lcl|LKCW01000055.1_cds_KPM42028.1_9914.p1
OG0002777	XM_001593216.1.p1	lcl|LKCW01000168.1_cds_KPM37366.1_3173.p1
OG0002778	XM_001588821.1.p1	lcl|LKCW01000269.1_cds_KPM35171.1_6364.p1
OG0002779	XM_001592438.1.p1	lcl|LKCW01000120.1_cds_KPM38946.1_1297.p1
OG0002780	XM_001595052.1.p1	lcl|LKCW01000291.1_cds_KPM34896.1_6832.p1
OG0002781	XM_001591527.1.p1	lcl|LKCW01000152.1_cds_KPM37820.1_2638.p1
OG0002782	XM_001586441.1.p1	lcl|LKCW01000144.1_cds_KPM38102.1_2313.p1
OG0002783	XM_001589787.1.p1	lcl|LKCW01000217.1_cds_KPM36128.1_4990.p1
OG0002784	XM_001592447.1.p1	lcl|LKCW01000067.1_cds_KPM41290.1_10795.p1
OG0002785	XM_001598758.1.p1	lcl|LKCW01000224.1_cds_KPM35973.1_5246.p1
OG0002787	XM_001592018.1.p1	lcl|LKCW01000023.1_cds_KPM44094.1_5436.p1, lcl|LKCW01000274.1_cds_KPM35113.1_6529.p1
OG0002788	XM_001591693.1.p1	lcl|LKCW01000154.1_cds_KPM37781.1_2700.p1
OG0002789	XM_001590972.1.p1	lcl|LKCW01000024.1_cds_KPM44058.1_5706.p1
OG0002790	XM_001592863.1.p1	lcl|LKCW01000202.1_cds_KPM36477.1_4569.p1
OG0002791	XM_001595077.1.p1	lcl|LKCW01000256.1_cds_KPM35387.1_6083.p1
OG0002792	XM_001590027.1.p1	lcl|LKCW01000024.1_cds_KPM44042.1_5688.p1
OG0002793	XM_001596517.1.p1	lcl|LKCW01000034.1_cds_KPM43346.1_7728.p1
OG0002794	XM_001584823.1.p1	lcl|LKCW01000111.1_cds_KPM39279.1_877.p1
OG0002795	XM_001590912.1.p1	lcl|LKCW01000214.1_cds_KPM36200.1_4921.p1
OG0002796	XM_001586660.1.p1	lcl|LKCW01000326.1_cds_KPM34542.1_7528.p1
OG0002798	XM_001594499.1.p1	lcl|LKCW01000191.1_cds_KPM36766.1_4021.p1
OG0002799	XM_001588159.1.p1	lcl|LKCW01000265.1_cds_KPM35232.1_6304.p1
OG0002800	XM_001591143.1.p1	lcl|LKCW01000298.1_cds_KPM34832.1_6900.p1
OG0002801	XM_001597534.1.p1	lcl|LKCW01000267.1_cds_KPM35209.1_6332.p1
OG0002802	XM_001596953.1.p1	lcl|LKCW01000062.1_cds_KPM41613.1_10531.p1
OG0002803	XM_001592401.1.p1	lcl|LKCW01000397.1_cds_KPM34120.1_8442.p1
OG0002804	XM_001585530.1.p1	lcl|LKCW01000110.1_cds_KPM39340.1_830.p1
OG0002805	XM_001586067.1.p1	lcl|LKCW01000157.1_cds_KPM37686.1_2776.p1
OG0002806	XM_001597447.1.p1	lcl|LKCW01000073.1_cds_KPM40947.1_11251.p1
OG0002807	XM_001596809.1.p1	lcl|LKCW01000298.1_cds_KPM34831.1_6899.p1
OG0002808	XM_001590544.1.p1	lcl|LKCW01000020.1_cds_KPM44364.1_4430.p1
OG0002809	XM_001593313.1.p1	lcl|LKCW01000202.1_cds_KPM36469.1_4549.p1
OG0002810	XM_001598004.1.p1	lcl|LKCW01000317.1_cds_KPM34622.1_7385.p1
OG0002812	XM_001589205.1.p1	lcl|LKCW01000284.1_cds_KPM34970.1_6682.p1
OG0002813	XM_001592772.1.p1	lcl|LKCW01000085.1_cds_KPM40390.1_11986.p1
OG0002814	XM_001594949.1.p1	lcl|LKCW01000057.1_cds_KPM41951.1_10026.p1
OG0002815	XM_001596198.1.p1	lcl|LKCW01000035.1_cds_KPM43314.1_7860.p1
OG0002816	XM_001591067.1.p1	lcl|LKCW01000218.1_cds_KPM36104.1_5020.p1
OG0002818	XM_001586374.1.p1	lcl|LKCW01000063.1_cds_KPM41535.1_10568.p1
OG0002819	XM_001591973.1.p1	lcl|LKCW01000003.1_cds_KPM46100.1_7079.p1
OG0002820	XM_001597886.1.p1	lcl|LKCW01000219.1_cds_KPM36080.1_5043.p1
OG0002821	XM_001598454.1.p1	lcl|LKCW01000437.1_cds_KPM33985.1_8998.p1
OG0002822	XM_001597859.1.p1	lcl|LKCW01000173.1_cds_KPM37221.1_3412.p1
OG0002823	XM_001590009.1.p1	lcl|LKCW01000067.1_cds_KPM41337.1_10812.p1
OG0002824	XM_001590910.1.p1	lcl|LKCW01000214.1_cds_KPM36202.1_4919.p1
OG0002825	XM_001595492.1.p1	lcl|LKCW01000146.1_cds_KPM38036.1_2365.p1
OG0002826	XM_001597079.1.p1	lcl|LKCW01000020.1_cds_KPM44403.1_4459.p1
OG0002827	XM_001585194.1.p1	lcl|LKCW01000030.1_cds_KPM43631.1_7105.p1
OG0002828	XM_001590125.1.p1	lcl|LKCW01000258.1_cds_KPM35347.1_6118.p1
OG0002829	XM_001588300.1.p1	lcl|LKCW01000002.1_cds_KPM46246.1_4398.p1
OG0002830	XM_001589002.1.p1	lcl|LKCW01000032.1_cds_KPM43522.1_7421.p1
OG0002831	XM_001594342.1.p1	lcl|LKCW01000427.1_cds_KPM34018.1_8903.p1, lcl|LKCW01000053.1_cds_KPM42122.1_9815.p1, lcl|LKCW01000041.1_cds_KPM42870.1_8772.p1
OG0002831	XM_001591371.1.p1	lcl|LKCW01000045.1_cds_KPM42599.1_9147.p1
OG0002832	XM_001598333.1.p1	lcl|LKCW01000333.1_cds_KPM34492.1_7649.p1
OG0002833	XM_001595290.1.p1	lcl|LKCW01000111.1_cds_KPM39283.1_861.p1
OG0002834	XM_001598690.1.p1	lcl|LKCW01000034.1_cds_KPM43343.1_7763.p1
OG0002836	XM_001595817.1.p1	lcl|LKCW01000043.1_cds_KPM42728.1_8952.p1
OG0002838	XM_001588615.1.p1	lcl|LKCW01000034.1_cds_KPM43369.1_7749.p1
OG0002839	XM_001595816.1.p1	lcl|LKCW01000043.1_cds_KPM42766.1_8951.p1
OG0002840	XM_001588045.1.p1	lcl|LKCW01000117.1_cds_KPM39082.1_1095.p1
OG0002841	XM_001588074.1.p1	lcl|LKCW01000015.1_cds_KPM44727.1_2546.p1
OG0002843	XM_001596231.1.p1	lcl|LKCW01000037.1_cds_KPM43142.1_8153.p1, lcl|LKCW01000205.1_cds_KPM36385.1_4651.p1
OG0002844	XM_001593045.1.p1	lcl|LKCW01000039.1_cds_KPM43040.1_8335.p1
OG0002845	XM_001592867.1.p1	lcl|LKCW01000004.1_cds_KPM45920.1_8481.p1
OG0002846	XM_001586963.1.p1	lcl|LKCW01000225.1_cds_KPM35950.1_5270.p1
OG0002847	XM_001593772.1.p1	lcl|LKCW01000011.1_cds_KPM45085.1_732.p1
OG0002849	XM_001588773.1.p1	lcl|LKCW01000005.1_cds_KPM45725.1_9460.p1
OG0002850	XM_001593497.1.p1	lcl|LKCW01000055.1_cds_KPM42062.1_9944.p1
OG0002851	XM_001588039.1.p1	lcl|LKCW01000017.1_cds_KPM44598.1_3304.p1
OG0002853	XM_001593876.1.p1	lcl|LKCW01000085.1_cds_KPM40387.1_11989.p1
OG0002855	XM_001595705.1.p1	lcl|LKCW01000015.1_cds_KPM44735.1_2565.p1
OG0002856	XM_001584674.1.p1	lcl|LKCW01000012.1_cds_KPM45022.1_1245.p1
OG0002857	XM_001587907.1.p1	lcl|LKCW01000095.1_cds_KPM39892.1_12534.p1
OG0002858	XM_001587913.1.p1	lcl|LKCW01000095.1_cds_KPM39921.1_12540.p1
OG0002859	XM_001587414.1.p1	lcl|LKCW01000194.1_cds_KPM36693.1_4122.p1
OG0002860	XM_001592365.1.p1	lcl|LKCW01000351.1_cds_KPM34353.1_7929.p1
OG0002861	XM_001592809.1.p1	lcl|LKCW01000175.1_cds_KPM37156.1_3462.p1
OG0002862	XM_001594362.1.p1	lcl|LKCW01000016.1_cds_KPM44672.1_2873.p1
OG0002863	XM_001593273.1.p1	lcl|LKCW01000299.1_cds_KPM34812.1_6914.p1
OG0002864	XM_001592933.1.p1	lcl|LKCW01000034.1_cds_KPM43354.1_7723.p1
OG0002865	XM_001592893.1.p1	lcl|LKCW01000078.1_cds_KPM40690.1_11536.p1
OG0002866	XM_001591304.1.p1	lcl|LKCW01000172.1_cds_KPM37257.1_3382.p1
OG0002867	XM_001591252.1.p1	lcl|LKCW01000384.1_cds_KPM34181.1_8299.p1
OG0002868	XM_001594750.1.p1	lcl|LKCW01000216.1_cds_KPM36143.1_4969.p1
OG0002869	XM_001594714.1.p1	lcl|LKCW01000017.1_cds_KPM44613.1_3267.p1
OG0002870	XM_001591055.1.p1	lcl|LKCW01000285.1_cds_KPM34964.1_6687.p1
OG0002871	XM_001589839.1.p1	lcl|LKCW01000032.1_cds_KPM43494.1_7417.p1
OG0002872	XM_001598431.1.p1	lcl|LKCW01000308.1_cds_KPM34710.1_7249.p1
OG0002873	XM_001587391.1.p1	lcl|LKCW01000192.1_cds_KPM36759.1_4058.p1
OG0002874	XM_001592659.1.p1	lcl|LKCW01000267.1_cds_KPM35206.1_6329.p1
OG0002875	XM_001595937.1.p1	lcl|LKCW01000398.1_cds_KPM34114.1_8451.p1
OG0002876	XM_001589719.1.p1	lcl|LKCW01000135.1_cds_KPM38405.1_1911.p1
OG0002877	XM_001586947.1.p1	lcl|LKCW01000021.1_cds_KPM44317.1_4817.p1
OG0002878	XM_001586207.1.p1	lcl|LKCW01000135.1_cds_KPM38389.1_1937.p1
OG0002879	XM_001586490.1.p1	lcl|LKCW01000068.1_cds_KPM41239.1_10870.p1, lcl|LKCW01000220.1_cds_KPM36056.1_5155.p1
OG0002880	XM_001590651.1.p1	lcl|LKCW01000004.1_cds_KPM45938.1_8505.p1
OG0002881	XM_001588307.1.p1	lcl|LKCW01000002.1_cds_KPM46249.1_4401.p1
OG0002882	XM_001595117.1.p1	lcl|LKCW01000062.1_cds_KPM41566.1_10509.p1
OG0002883	XM_001588923.1.p1	lcl|LKCW01000117.1_cds_KPM39069.1_1090.p1
OG0002884	XM_001587320.1.p1	lcl|LKCW01000002.1_cds_KPM46192.1_4342.p1
OG0002886	XM_001596133.1.p1, XM_001591543.1.p1, XM_001590439.1.p1	lcl|LKCW01000184.1_cds_KPM36925.1_3799.p1
OG0002887	XM_001592730.1.p1	lcl|LKCW01000012.1_cds_KPM45023.1_1257.p1
OG0002888	XM_001585340.1.p1	lcl|LKCW01000211.1_cds_KPM36258.1_4873.p1
OG0002889	XM_001596947.1.p1	lcl|LKCW01000003.1_cds_KPM46067.1_7023.p1
OG0002890	XM_001585491.1.p1	lcl|LKCW01000115.1_cds_KPM39163.1_1001.p1
OG0002891	XM_001584905.1.p1	lcl|LKCW01000159.1_cds_KPM37629.1_2838.p1
OG0002892	XM_001593193.1.p1	lcl|LKCW01000168.1_cds_KPM37365.1_3164.p1
OG0002893	XM_001584778.1.p1	lcl|LKCW01000016.1_cds_KPM44698.1_2861.p1
OG0002894	XM_001584777.1.p1	lcl|LKCW01000016.1_cds_KPM44697.1_2860.p1
OG0002895	XM_001596822.1.p1	lcl|LKCW01000059.1_cds_KPM41793.1_10178.p1
OG0002896	XM_001589778.1.p1	lcl|LKCW01000041.1_cds_KPM42858.1_8756.p1
OG0002897	XM_001596797.1.p1	lcl|LKCW01000061.1_cds_KPM41652.1_10478.p1
OG0002898	XM_001594548.1.p1	lcl|LKCW01000016.1_cds_KPM44705.1_2883.p1
OG0002899	XM_001598500.1.p1	lcl|LKCW01000038.1_cds_KPM43094.1_8278.p1
OG0002900	XM_001594304.1.p1	lcl|LKCW01000319.1_cds_KPM34598.1_7410.p1
OG0002901	XM_001592908.1.p1	lcl|LKCW01000005.1_cds_KPM45799.1_9498.p1
OG0002902	XM_001587141.1.p1	lcl|LKCW01000310.1_cds_KPM34702.1_7311.p1
OG0002904	XM_001590117.1.p1	lcl|LKCW01000031.1_cds_KPM43550.1_7302.p1
OG0002905	XM_001595167.1.p1	lcl|LKCW01000280.1_cds_KPM35027.1_6623.p1
OG0002906	XM_001585980.1.p1	lcl|LKCW01000166.1_cds_KPM37425.1_3099.p1
OG0002907	XM_001589508.1.p1	lcl|LKCW01000011.1_cds_KPM45060.1_781.p1
OG0002908	XM_001585681.1.p1	lcl|LKCW01000079.1_cds_KPM40654.1_11579.p1
OG0002909	XM_001589650.1.p1	lcl|LKCW01000371.1_cds_KPM34245.1_8176.p1
OG0002910	XM_001584756.1.p1	lcl|LKCW01000249.1_cds_KPM35492.1_5893.p1
OG0002911	XM_001587671.1.p1	lcl|LKCW01000089.1_cds_KPM40157.1_12207.p1
OG0002913	XM_001589087.1.p1	lcl|LKCW01000121.1_cds_KPM38908.1_1341.p1
OG0002914	XM_001586648.1.p1	lcl|LKCW01000236.1_cds_KPM35722.1_5572.p1
OG0002915	XM_001586655.1.p1	lcl|LKCW01000234.1_cds_KPM35750.1_5559.p1
OG0002916	XM_001595332.1.p1	lcl|LKCW01000194.1_cds_KPM36678.1_4117.p1
OG0002917	XM_001593156.1.p1	lcl|LKCW01000004.1_cds_KPM45905.1_8611.p1
OG0002918	XM_001584751.1.p1	lcl|LKCW01000073.1_cds_KPM40964.1_11287.p1
OG0002919	XM_001595131.1.p1	lcl|LKCW01000194.1_cds_KPM36694.1_4123.p1
OG0002920	XM_001594348.1.p1	lcl|LKCW01000092.1_cds_KPM40033.1_12374.p1
OG0002921	XM_001586580.1.p1	lcl|LKCW01000002.1_cds_KPM46302.1_4371.p1
OG0002922	XM_001598928.1.p1	lcl|LKCW01000088.1_cds_KPM40223.1_12113.p1
OG0002923	XM_001589939.1.p1	lcl|LKCW01000268.1_cds_KPM35189.1_6345.p1
OG0002924	XM_001598426.1.p1	lcl|LKCW01000272.1_cds_KPM35144.1_6500.p1
OG0002925	XM_001592397.1.p1	lcl|LKCW01000120.1_cds_KPM38931.1_1303.p1
OG0002927	XM_001592441.1.p1	lcl|LKCW01000026.1_cds_KPM43877.1_6174.p1
OG0002928	XM_001594792.1.p1	lcl|LKCW01000083.1_cds_KPM40435.1_11925.p1, lcl|LKCW01000042.1_cds_KPM42832.1_8844.p1
OG0002929	XM_001594925.1.p1	lcl|LKCW01000344.1_cds_KPM34407.1_7797.p1
OG0002931	XM_001596637.1.p1	lcl|LKCW01000016.1_cds_KPM44715.1_2900.p1
OG0002932	XM_001584521.1.p1	lcl|LKCW01000061.1_cds_KPM41675.1_10460.p1
OG0002933	XM_001598436.1.p1	lcl|LKCW01000061.1_cds_KPM41619.1_10455.p1
OG0002934	XM_001596902.1.p1	lcl|LKCW01000218.1_cds_KPM36096.1_5025.p1
OG0002935	XM_001597087.1.p1	lcl|LKCW01000204.1_cds_KPM36431.1_4603.p1
OG0002936	XM_001585645.1.p1	lcl|LKCW01000272.1_cds_KPM35140.1_6496.p1
OG0002937	XM_001592062.1.p1	lcl|LKCW01000029.1_cds_KPM43657.1_6770.p1
OG0002938	XM_001595996.1.p1	lcl|LKCW01000201.1_cds_KPM36499.1_4528.p1
OG0002939	XM_001588064.1.p1	lcl|LKCW01000209.1_cds_KPM36306.1_4744.p1
OG0002940	XM_001584945.1.p1	lcl|LKCW01000049.1_cds_KPM42429.1_9373.p1
OG0002941	XM_001598911.1.p1	lcl|LKCW01000279.1_cds_KPM35041.1_6580.p1
OG0002942	XM_001598387.1.p1	lcl|LKCW01000320.1_cds_KPM34591.1_7478.p1, lcl|LKCW01000230.1_cds_KPM35826.1_5473.p1
OG0002944	XM_001595601.1.p1	lcl|LKCW01000334.1_cds_KPM34481.1_7661.p1
OG0002945	XM_001596835.1.p1	lcl|LKCW01000276.1_cds_KPM35082.1_6547.p1
OG0002946	XM_001598340.1.p1	lcl|LKCW01000099.1_cds_KPM39731.1_12666.p1
OG0002947	XM_001594879.1.p1	lcl|LKCW01000088.1_cds_KPM40213.1_12139.p1
OG0002948	XM_001598017.1.p1	lcl|LKCW01000304.1_cds_KPM34742.1_7209.p1
OG0002949	XM_001596664.1.p1	lcl|LKCW01000125.1_cds_KPM38764.1_1480.p1
OG0002950	XM_001596766.1.p1	lcl|LKCW01000125.1_cds_KPM38745.1_1471.p1
OG0002951	XM_001587972.1.p1	lcl|LKCW01000021.1_cds_KPM44265.1_4787.p1
OG0002952	XM_001594674.1.p1	lcl|LKCW01000017.1_cds_KPM44617.1_3239.p1
OG0002954	XM_001594218.1.p1	lcl|LKCW01000157.1_cds_KPM37699.1_2777.p1
OG0002955	XM_001585257.1.p1	lcl|LKCW01000020.1_cds_KPM44392.1_4489.p1
OG0002956	XM_001589716.1.p1	lcl|LKCW01000217.1_cds_KPM36123.1_5002.p1
OG0002957	XM_001597979.1.p1	lcl|LKCW01000068.1_cds_KPM41278.1_10883.p1
OG0002960	XM_001591838.1.p1	lcl|LKCW01000045.1_cds_KPM42625.1_9136.p1
OG0002961	XM_001589391.1.p1	lcl|LKCW01000207.1_cds_KPM36348.1_4692.p1
OG0002962	XM_001588125.1.p1	lcl|LKCW01000155.1_cds_KPM37756.1_2722.p1
OG0002963	XM_001590664.1.p1	lcl|LKCW01000008.1_cds_KPM45317.1_11608.p1
OG0002964	XM_001589841.1.p1	lcl|LKCW01000032.1_cds_KPM43491.1_7419.p1
OG0002965	XM_001594731.1.p1	lcl|LKCW01000102.1_cds_KPM39595.1_466.p1
OG0002966	XM_001591517.1.p1	lcl|LKCW01000031.1_cds_KPM43540.1_7284.p1
OG0002967	XM_001592383.1.p1	lcl|LKCW01000014.1_cds_KPM44840.1_2112.p1
OG0002968	XM_001590687.1.p1	lcl|LKCW01000091.1_cds_KPM40063.1_12338.p1
OG0002970	XM_001584779.1.p1	lcl|LKCW01000016.1_cds_KPM44699.1_2862.p1
OG0002971	XM_001593218.1.p1	lcl|LKCW01000287.1_cds_KPM34931.1_6716.p1
OG0002972	XM_001586583.1.p1	lcl|LKCW01000032.1_cds_KPM43465.1_7455.p1
OG0002973	XM_001597296.1.p1	lcl|LKCW01000021.1_cds_KPM44247.1_4771.p1
OG0002974	XM_001598292.1.p1	lcl|LKCW01000185.1_cds_KPM36896.1_3828.p1
OG0002975	XM_001597082.1.p1	lcl|LKCW01000020.1_cds_KPM44404.1_4458.p1
OG0002976	XM_001585763.1.p1	lcl|LKCW01000245.1_cds_KPM35575.1_5809.p1
OG0002977	XM_001595717.1.p1	lcl|LKCW01000400.1_cds_KPM34105.1_8704.p1
OG0002978	XM_001590727.1.p1	lcl|LKCW01000008.1_cds_KPM45376.1_11639.p1
OG0002979	XM_001590171.1.p1	lcl|LKCW01000068.1_cds_KPM41266.1_10856.p1
OG0002980	XM_001595614.1.p1	lcl|LKCW01000107.1_cds_KPM39453.1_618.p1
OG0002981	XM_001588086.1.p1	lcl|LKCW01000017.1_cds_KPM44603.1_3283.p1
OG0002982	XM_001592352.1.p1	lcl|LKCW01000041.1_cds_KPM42894.1_8784.p1
OG0002983	XM_001597473.1.p1	lcl|LKCW01000094.1_cds_KPM39931.1_12472.p1
OG0002984	XM_001585466.1.p1	lcl|LKCW01000217.1_cds_KPM36136.1_5009.p1
OG0002985	XM_001585569.1.p1	lcl|LKCW01000041.1_cds_KPM42874.1_8766.p1
OG0002986	XM_001595969.1.p1	lcl|LKCW01000167.1_cds_KPM37397.1_3146.p1
OG0002987	XM_001589442.1.p1	lcl|LKCW01000056.1_cds_KPM41982.1_10002.p1
OG0002988	XM_001589623.1.p1	lcl|LKCW01000011.1_cds_KPM45121.1_798.p1
OG0002989	XM_001586520.1.p1	lcl|LKCW01000101.1_cds_KPM39661.1_430.p1
OG0002990	XM_001591809.1.p1	lcl|LKCW01000258.1_cds_KPM35344.1_6114.p1
OG0002991	XM_001593792.1.p1	lcl|LKCW01000011.1_cds_KPM45096.1_764.p1
OG0002992	XM_001588178.1.p1	lcl|LKCW01000006.1_cds_KPM45653.1_10235.p1
OG0002993	XM_001588043.1.p1	lcl|LKCW01000275.1_cds_KPM35099.1_6541.p1
OG0002994	XM_001586777.1.p1	lcl|LKCW01000021.1_cds_KPM44239.1_4825.p1
OG0002995	XM_001587761.1.p1	lcl|LKCW01000131.1_cds_KPM38548.1_1789.p1
OG0002996	XM_001587815.1.p1	lcl|LKCW01000089.1_cds_KPM40192.1_12201.p1
OG0002997	XM_001591052.1.p1	lcl|LKCW01000020.1_cds_KPM44385.1_4490.p1
OG0002998	XM_001587294.1.p1	lcl|LKCW01000124.1_cds_KPM38765.1_1451.p1
OG0002999	XM_001587735.1.p1	lcl|LKCW01000487.1_cds_KPM33915.1_9358.p1
OG0003000	XM_001597103.1.p1	lcl|LKCW01000121.1_cds_KPM38903.1_1342.p1
OG0003002	XM_001591859.1.p1	lcl|LKCW01000154.1_cds_KPM37785.1_2696.p1
OG0003003	XM_001591033.1.p1	lcl|LKCW01000003.1_cds_KPM46093.1_7064.p1
OG0003004	XM_001597280.1.p1	lcl|LKCW01000229.1_cds_KPM35858.1_5354.p1
OG0003005	XM_001597771.1.p1	lcl|LKCW01000024.1_cds_KPM44012.1_5696.p1
OG0003006	XM_001594575.1.p1	lcl|LKCW01000106.1_cds_KPM39478.1_596.p1
OG0003007	XM_001587364.1.p1	lcl|LKCW01000201.1_cds_4532.p1
OG0003008	XM_001598051.1.p1	lcl|LKCW01000185.1_cds_KPM36884.1_3817.p1
OG0003009	XM_001595951.1.p1	lcl|LKCW01000278.1_cds_KPM35065.1_6574.p1
OG0003010	XM_001590494.1.p1	lcl|LKCW01000200.1_cds_KPM36536.1_4504.p1
OG0003011	XM_001590780.1.p1	lcl|LKCW01000212.1_cds_KPM36231.1_4893.p1
OG0003012	XM_001595070.1.p1	lcl|LKCW01000101.1_cds_KPM39665.1_434.p1
OG0003013	XM_001592305.1.p1	lcl|LKCW01000062.1_cds_KPM41574.1_10536.p1
OG0003014	XM_001589192.1.p1	lcl|LKCW01000026.1_cds_KPM43837.1_6213.p1
OG0003015	XM_001596725.1.p1	lcl|LKCW01000409.1_cds_KPM34071.1_8740.p1
OG0003016	XM_001590554.1.p1	lcl|LKCW01000003.1_cds_KPM46128.1_6986.p1
OG0003017	XM_001590557.1.p1	lcl|LKCW01000159.1_cds_KPM37636.1_2831.p1
OG0003018	XM_001598650.1.p1	lcl|LKCW01000316.1_cds_KPM34630.1_7373.p1
OG0003019	XM_001590895.1.p1	lcl|LKCW01000200.1_cds_KPM36527.1_4518.p1
OG0003020	XM_001589194.1.p1	lcl|LKCW01000007.1_cds_KPM45467.1_11005.p1
OG0003021	XM_001595968.1.p1	lcl|LKCW01000167.1_cds_KPM37391.1_3148.p1
OG0003022	XM_001596914.1.p1	lcl|LKCW01000007.1_cds_KPM45490.1_11050.p1
OG0003023	XM_001592701.1.p1	lcl|LKCW01000129.1_cds_KPM38626.1_1611.p1
OG0003024	XM_001586215.1.p1	lcl|LKCW01000016.1_cds_KPM44701.1_2876.p1
OG0003025	XM_001585541.1.p1	lcl|LKCW01000257.1_cds_KPM35367.1_6098.p1
OG0003026	XM_001594844.1.p1	lcl|LKCW01000017.1_cds_KPM44590.1_3253.p1
OG0003027	XM_001596149.1.p1	lcl|LKCW01000073.1_cds_KPM40957.1_11303.p1
OG0003028	XM_001592133.1.p1	lcl|LKCW01000032.1_cds_KPM43504.1_7470.p1
OG0003031	XM_001592864.1.p1	lcl|LKCW01000004.1_cds_KPM45925.1_8480.p1
OG0003033	XM_001590715.1.p1	lcl|LKCW01000030.1_cds_KPM43594.1_7142.p1
OG0003035	XM_001594235.1.p1	lcl|LKCW01000095.1_cds_KPM39900.1_12522.p1, lcl|LKCW01000289.1_cds_KPM34923.1_6734.p1
OG0003036	XM_001584919.1.p1	lcl|LKCW01000010.1_cds_KPM45140.1_244.p1, lcl|LKCW01000108.1_cds_KPM39417.1_674.p1, lcl|LKCW01000244.1_cds_KPM35587.1_5798.p1, lcl|LKCW01000304.1_cds_KPM34739.1_7216.p1
OG0003038	XM_001588859.1.p1	lcl|LKCW01000019.1_cds_KPM44469.1_3946.p1
OG0003051	XM_001589188.1.p1	lcl|LKCW01000007.1_cds_KPM45468.1_11006.p1
OG0003053	XM_001596467.1.p1	lcl|LKCW01000210.1_cds_KPM36280.1_4848.p1, lcl|LKCW01000127.1_cds_KPM38696.1_1522.p1, lcl|LKCW01000077.1_cds_KPM40744.1_11514.p1, lcl|LKCW01000091.1_cds_KPM40068.1_12363.p1, lcl|LKCW01000072.1_cds_KPM40991.1_11239.p1, lcl|LKCW01000001.1_cds_KPM46386.1_167.p1
OG0003054	XM_001595087.1.p1	lcl|LKCW01000156.1_cds_KPM37724.1_2756.p1
OG0003057	XM_001585366.1.p1	lcl|LKCW01000032.1_cds_KPM43513.1_7468.p1
OG0003059	XM_001586749.1.p1	lcl|LKCW01000074.1_cds_KPM40926.1_11352.p1
OG0003062	XM_001592550.1.p1	lcl|LKCW01000286.1_cds_KPM34947.1_6713.p1, lcl|LKCW01000047.1_cds_KPM42501.1_9270.p1
OG0003064	XM_001591537.1.p1	lcl|LKCW01000318.1_cds_KPM34616.1_7397.p1
OG0003065	XM_001598008.1.p1	lcl|LKCW01000041.1_cds_KPM42843.1_8777.p1
OG0003066	XM_001598307.1.p1	lcl|LKCW01000012.1_cds_KPM44983.1_1228.p1
OG0003067	XM_001588972.1.p1	lcl|LKCW01000031.1_cds_KPM43533.1_7267.p1, lcl|LKCW01000053.1_cds_KPM42155.1_9812.p1
OG0003070	XM_001585280.1.p1	lcl|LKCW01000192.1_cds_KPM36740.1_4041.p1
OG0003071	XM_001595413.1.p1	lcl|LKCW01000280.1_cds_KPM35034.1_6620.p1
OG0003072	XM_001585286.1.p1	lcl|LKCW01000170.1_cds_KPM37303.1_3334.p1
OG0003073	XM_001585418.1.p1	lcl|LKCW01000002.1_cds_KPM46212.1_4323.p1
OG0003074	XM_001585942.1.p1	lcl|LKCW01000233.1_cds_KPM35775.1_5530.p1, lcl|LKCW01000020.1_cds_KPM44342.1_4480.p1
OG0003075	XM_001596323.1.p1	lcl|LKCW01000049.1_cds_KPM42404.1_9366.p1
OG0003076	XM_001596385.1.p1	lcl|LKCW01000004.1_cds_KPM45880.1_8521.p1
OG0003077	XM_001593929.1.p1	lcl|LKCW01000100.1_cds_KPM39678.1_375.p1
OG0003078	XM_001593880.1.p1	lcl|LKCW01000273.1_cds_KPM35124.1_6511.p1
OG0003079	XM_001593867.1.p1	lcl|LKCW01000085.1_cds_KPM40393.1_11991.p1
OG0003080	XM_001597105.1.p1	lcl|LKCW01000121.1_cds_KPM38905.1_1344.p1
OG0003081	XM_001585098.1.p1	lcl|LKCW01000003.1_cds_KPM46136.1_6965.p1
OG0003082	XM_001587691.1.p1	lcl|LKCW01000089.1_cds_KPM40186.1_12195.p1
