Orthogroup	Sclerotinia_sclerotiorum	Magnaporthe_oryzae
OG0003041	XM_001594189.1.p1	XM_003718938.1.p1
OG0003042	XM_001594335.1.p1	XM_003720805.1.p1
OG0003043	XM_001594348.1.p1	XM_003714424.1.p1
OG0003044	XM_001594352.1.p1	XM_003714797.1.p1
OG0003047	XM_001594761.1.p1	XM_003719019.1.p1
OG0003048	XM_001594773.1.p1	XM_003718709.1.p1
OG0003049	XM_001594814.1.p1	XM_003712610.1.p1
OG0003050	XM_001594824.1.p1	XM_003710810.1.p1
OG0003051	XM_001594845.1.p1	XM_003715783.1.p1
OG0003052	XM_001594840.1.p1	XM_003709821.1.p1
OG0003053	XM_001594839.1.p1	XM_003709820.1.p1
OG0003054	XM_001594830.1.p1	XM_003710021.1.p1
OG0003055	XM_001594876.1.p1	XM_003713107.1.p1
OG0003056	XM_001594738.1.p1	XM_003718631.1.p1
OG0003057	XM_001586195.1.p1	XM_003712872.1.p1
OG0003058	XM_001596140.1.p1	XM_003712408.1.p1
OG0003059	XM_001586296.1.p1	XM_003710884.1.p1
OG0003060	XM_001586263.1.p1	XM_003714526.1.p1
OG0003061	XM_001586267.1.p1	XM_003710835.1.p1
OG0003062	XM_001586245.1.p1	XM_003714524.1.p1
OG0003063	XM_001586258.1.p1	XM_003709978.1.p1
OG0003064	XM_001586212.1.p1	XM_003712933.1.p1
OG0003065	XM_001594716.1.p1	XM_003714970.1.p1
OG0003067	XM_001586171.1.p1	XM_003710593.1.p1
OG0003068	XM_001586132.1.p1	XM_003710396.1.p1
OG0003069	XM_001586113.1.p1	XM_003713122.1.p1
OG0003070	XM_001594673.1.p1	XM_003716076.1.p1
OG0003071	XM_001594678.1.p1	XM_003711788.1.p1
OG0003072	XM_001590994.1.p1, XM_001585416.1.p1	XM_003711027.1.p1
OG0003073	XM_001597230.1.p1	XM_003712312.1.p1
OG0003075	XM_001597280.1.p1	XM_003710057.1.p1
OG0003076	XM_001592170.1.p1	XM_003718694.1.p1
OG0003078	XM_001597348.1.p1	XM_003716049.1.p1
OG0003079	XM_001597351.1.p1	XM_003716703.1.p1
OG0003080	XM_001597392.1.p1	XM_003709657.1.p1
OG0003081	XM_001597396.1.p1	XM_003716071.1.p1
OG0003082	XM_001597419.1.p1	XM_003711335.1.p1
OG0003083	XM_001597501.1.p1	XM_003710683.1.p1
OG0003084	XM_001597498.1.p1	XM_003715109.1.p1
OG0003085	XM_001597483.1.p1	XM_003712170.1.p1
OG0003086	XM_001597482.1.p1	XM_003719305.1.p1
OG0003087	XM_001597470.1.p1	XM_003710870.1.p1
OG0003088	XM_001597442.1.p1	XM_003712916.1.p1
OG0003089	XM_001597187.1.p1	XM_003718698.1.p1
OG0003090	XM_001597179.1.p1	XM_003714123.1.p1
OG0003091	XM_001597161.1.p1	XM_003713381.1.p1
OG0003092	XM_001597157.1.p1	XM_003715118.1.p1
OG0003093	XM_001597152.1.p1	XM_003715459.1.p1
OG0003094	XM_001597140.1.p1	XM_003712277.1.p1
OG0003095	XM_001597128.1.p1	XM_003717344.1.p1
OG0003096	XM_001589157.1.p1	XM_003713548.1.p1
OG0003097	XM_001587883.1.p1	XM_003716471.1.p1
OG0003098	XM_001587871.1.p1	XM_003716914.1.p1
OG0003099	XM_001587858.1.p1	XM_003716920.1.p1
OG0003100	XM_001587846.1.p1	XM_003716388.1.p1
OG0003101	XM_001587815.1.p1	XM_003716274.1.p1
OG0003102	XM_001587777.1.p1, XM_001589092.1.p1	XM_003708908.1.p1, XM_003710738.1.p1
OG0003103	XM_001587759.1.p1	XM_003716348.1.p1
OG0003104	XM_001587761.1.p1	XM_003716346.1.p1
OG0003106	XM_001587763.1.p1	XM_003716343.1.p1
OG0003107	XM_001587748.1.p1	XM_003717994.1.p1
OG0003108	XM_001587740.1.p1	XM_003718072.1.p1
OG0003109	XM_001587735.1.p1	XM_003716519.1.p1
OG0003110	XM_001587727.1.p1	XM_003718014.1.p1
OG0003111	XM_001587725.1.p1	XM_003718012.1.p1
OG0003112	XM_001587722.1.p1	XM_003716299.1.p1
OG0003113	XM_001587717.1.p1	XM_003716294.1.p1
OG0003114	XM_001587710.1.p1	XM_003716279.1.p1
OG0003115	XM_001587709.1.p1	XM_003716648.1.p1
OG0003116	XM_001587700.1.p1	XM_003716288.1.p1
OG0003117	XM_001587674.1.p1	XM_003716280.1.p1
OG0003118	XM_001587673.1.p1	XM_003716281.1.p1
OG0003119	XM_001586942.1.p1	XM_003718059.1.p1
OG0003120	XM_001586936.1.p1	XM_003716336.1.p1
OG0003121	XM_001586923.1.p1	XM_003716599.1.p1
OG0003122	XM_001586907.1.p1	XM_003716602.1.p1
OG0003123	XM_001586906.1.p1	XM_003716601.1.p1
OG0003125	XM_001586847.1.p1	XM_003716598.1.p1
OG0003126	XM_001586839.1.p1	XM_003718084.1.p1
OG0003127	XM_001586805.1.p1	XM_003718022.1.p1
OG0003128	XM_001586795.1.p1	XM_003716521.1.p1
OG0003129	XM_001586773.1.p1	XM_003716651.1.p1
OG0003130	XM_001588005.1.p1	XM_003717463.1.p1, XM_003719204.1.p1, XM_003721268.1.p1
OG0003131	XM_001586781.1.p1	XM_003712133.1.p1
OG0003132	XM_001586745.1.p1	XM_003713109.1.p1
OG0003133	XM_001586740.1.p1	XM_003718008.1.p2
OG0003134	XM_001586735.1.p1	XM_003716612.1.p1
OG0003135	XM_001586724.1.p1	XM_003718004.1.p1
OG0003136	XM_001586719.1.p1	XM_003718042.1.p1
OG0003138	XM_001586655.1.p1	XM_003718070.1.p1
OG0003139	XM_001586642.1.p1	XM_003716657.1.p1
OG0003142	XM_001587961.1.p1	XM_003711337.1.p1
OG0003143	XM_001598706.1.p1	XM_003716622.1.p1
OG0003144	XM_001587353.1.p1	XM_003717516.1.p1
OG0003145	XM_001598361.1.p1, XM_001596744.1.p1	XM_003711067.1.p1
OG0003147	XM_001598381.1.p1	XM_003712765.1.p1
OG0003148	XM_001598403.1.p1	XM_003712430.1.p1
OG0003150	XM_001598417.1.p1	XM_003712779.1.p1
OG0003151	XM_001598430.1.p1	XM_003719812.1.p1
OG0003152	XM_001598469.1.p1	XM_003717211.1.p1
OG0003153	XM_001598474.1.p1	XM_003717278.1.p1
OG0003154	XM_001598480.1.p1	XM_003711408.1.p1
OG0003155	XM_001598488.1.p1	XM_003712287.1.p1
OG0003156	XM_001598526.1.p1	XM_003717128.1.p1
OG0003157	XM_001598533.1.p1	XM_003711279.1.p1
OG0003158	XM_001598539.1.p1	XM_003718672.1.p1
OG0003160	XM_001598557.1.p1	XM_003719752.1.p1
OG0003161	XM_001598570.1.p1	XM_003721119.1.p1
OG0003163	XM_001598292.1.p1	XM_003713828.1.p1
OG0003164	XM_001598090.1.p1	XM_003719562.1.p1, XM_003711386.1.p1
OG0003165	XM_001598077.1.p1	XM_003709623.1.p1
OG0003166	XM_001598061.1.p1	XM_003709609.1.p1
OG0003168	XM_001598052.1.p1	XM_003709599.1.p1
OG0003169	XM_001598051.1.p1	XM_003718541.1.p1
OG0003170	XM_001598049.1.p1	XM_003718543.1.p1
OG0003171	XM_001598046.1.p1	XM_003718545.1.p1
OG0003172	XM_001598044.1.p1	XM_003718546.1.p1
OG0003173	XM_001598033.1.p1	XM_003714157.1.p1
OG0003174	XM_001598036.1.p1	XM_003714152.1.p1
OG0003175	XM_001597971.1.p1	XM_003712796.1.p1
OG0003176	XM_001597960.1.p1	XM_003712745.1.p1
OG0003177	XM_001597943.1.p1	XM_003712436.1.p1
OG0003178	XM_001597916.1.p1	XM_003712295.1.p1
OG0003179	XM_001597893.1.p1	XM_003713824.1.p1
OG0003180	XM_001585760.1.p1	XM_003714671.1.p1
OG0003181	XM_001585737.1.p1	XM_003711829.1.p1
OG0003182	XM_001585739.1.p1	XM_003711826.1.p1
OG0003183	XM_001585734.1.p1	XM_003712010.1.p1
OG0003184	XM_001585681.1.p1	XM_003718905.1.p1
OG0003185	XM_001585646.1.p1	XM_003709633.1.p1
OG0003186	XM_001592648.1.p1, XM_001589369.1.p1	XM_003717878.1.p1
OG0003187	XM_001595567.1.p1	XM_003715424.1.p1
OG0003188	XM_001595593.1.p1	XM_003710785.1.p1
OG0003189	XM_001595576.1.p1	XM_003711800.1.p1
OG0003190	XM_001595574.1.p1	XM_003719686.1.p1
OG0003191	XM_001591154.1.p1, XM_001597415.1.p1	XM_003718141.1.p1
OG0003193	XM_001588045.1.p1	XM_003711738.1.p1
OG0003194	XM_001588036.1.p1	XM_003717879.1.p1
OG0003195	XM_001588032.1.p1	XM_003715767.1.p1
OG0003196	XM_001595843.1.p1	XM_003717570.1.p1
OG0003197	XM_001595822.1.p1	XM_003717591.1.p1
OG0003198	XM_001595817.1.p1	XM_003717556.1.p1
OG0003199	XM_001595812.1.p1	XM_003719885.1.p1
OG0003200	XM_001595797.1.p1	XM_003719917.1.p1
OG0003201	XM_001595793.1.p1	XM_003719889.1.p1
OG0003202	XM_001591449.1.p1	XM_003713555.1.p1
OG0003203	XM_001595780.1.p1	XM_003712672.1.p1
OG0003204	XM_001595725.1.p1	XM_003715328.1.p1
OG0003205	XM_001595731.1.p1	XM_003718217.1.p1
OG0003206	XM_001595732.1.p1	XM_003718218.1.p1
OG0003207	XM_001595715.1.p1	XM_003712195.1.p1
OG0003209	XM_001595695.1.p1, XM_001587645.1.p1, XM_001587546.1.p1	XM_003712650.1.p1
OG0003210	XM_001595676.1.p1	XM_003715430.1.p1
OG0003211	XM_001595678.1.p1	XM_003714998.1.p1
OG0003212	XM_001595666.1.p1	XM_003715000.1.p1
OG0003213	XM_001595662.1.p1	XM_003718167.1.p1
OG0003214	XM_001595648.1.p1	XM_003714994.1.p1
OG0003215	XM_001595649.1.p1	XM_003712176.1.p1
OG0003216	XM_001587540.1.p1, XM_001595636.1.p1	XM_003710970.1.p1
OG0003217	XM_001595626.1.p1	XM_003711774.1.p1
OG0003218	XM_001595614.1.p1	XM_003709687.1.p1
OG0003219	XM_001595601.1.p1	XM_003715352.1.p1
OG0003220	XM_001588118.1.p1	XM_003717791.1.p1
OG0003221	XM_001588125.1.p1	XM_003710798.1.p1
OG0003222	XM_001588159.1.p1	XM_003716691.1.p1
OG0003223	XM_001588216.1.p1	XM_003716674.1.p1
OG0003224	XM_001588250.1.p1	XM_003709370.1.p1
OG0003225	XM_001588248.1.p1	XM_003716979.1.p1
OG0003226	XM_001588242.1.p1	XM_003716675.1.p1
OG0003227	XM_001588234.1.p1	XM_003709173.1.p1
OG0003228	XM_001588224.1.p1	XM_003715463.1.p1
OG0003229	XM_001588324.1.p1, XM_001584854.1.p1	XM_003720685.1.p2
OG0003230	XM_001588373.1.p1	XM_003716629.1.p1
OG0003231	XM_001588383.1.p1	XM_003718871.1.p1
OG0003232	XM_001588429.1.p1	XM_003718100.1.p1
OG0003233	XM_001588442.1.p1	XM_003719948.1.p1
OG0003236	XM_001592661.1.p1	XM_003715093.1.p1
OG0003237	XM_001592659.1.p1	XM_003715165.1.p1
OG0003238	XM_001592711.1.p1	XM_003718207.1.p1
OG0003239	XM_001592991.1.p1	XM_003715644.1.p1
OG0003240	XM_001592968.1.p1	XM_003709147.1.p1
OG0003241	XM_001592954.1.p1	XM_003713593.1.p1
OG0003242	XM_001592938.1.p1	XM_003716191.1.p1
OG0003243	XM_001592933.1.p1	XM_003716187.1.p1
OG0003244	XM_001592806.1.p1	XM_003716239.1.p1
OG0003245	XM_001592809.1.p1	XM_003714194.1.p1
OG0003246	XM_001592810.1.p1	XM_003714202.1.p1, XM_003720180.1.p1, XM_003720181.1.p1
OG0003247	XM_001592824.1.p1	XM_003714203.1.p1
OG0003248	XM_001592903.1.p1	XM_003720203.1.p1
OG0003249	XM_001592886.1.p1	XM_003718304.1.p1
OG0003250	XM_001592873.1.p1	XM_003714054.1.p1
OG0003251	XM_001592850.1.p1	XM_003711634.1.p1
OG0003252	XM_001592775.1.p1	XM_003716719.1.p1
OG0003253	XM_001592763.1.p1	XM_003709296.1.p1
OG0003254	XM_001593029.1.p1	XM_003716243.1.p1
OG0003255	XM_001593032.1.p1	XM_003714094.1.p1
OG0003256	XM_001593043.1.p1	XM_003716129.1.p1
OG0003257	XM_001593069.1.p1	XM_003712689.1.p1
OG0003258	XM_001593072.1.p1	XM_003710320.1.p1, XM_003713624.1.p1
OG0003259	XM_001593085.1.p1	XM_003711333.1.p1, XM_003711332.1.p1
OG0003260	XM_001593094.1.p1	XM_003712203.1.p1
OG0003261	XM_001593106.1.p1	XM_003711347.1.p1
OG0003262	XM_001593108.1.p1	XM_003709641.1.p1
OG0003263	XM_001593118.1.p1	XM_003719890.1.p1
OG0003264	XM_001593152.1.p1	XM_003714048.1.p1
OG0003265	XM_001593220.1.p1	XM_003714069.1.p1
OG0003266	XM_001593273.1.p1	XM_003718849.1.p1
OG0003267	XM_001587162.1.p1	XM_003716098.1.p1
OG0003268	XM_001587159.1.p1	XM_003713522.1.p1
OG0003269	XM_001587145.1.p1	XM_003709156.1.p1
OG0003270	XM_001587132.1.p1	XM_003709716.1.p1
OG0003271	XM_001587125.1.p1	XM_003709181.1.p1
OG0003272	XM_001587098.1.p1	XM_003716104.1.p1
OG0003273	XM_001587270.1.p1	XM_003717133.1.p1
OG0003274	XM_001593346.1.p1	XM_003714619.1.p1
OG0003275	XM_001591224.1.p1, XM_001593333.1.p1	XM_003714219.1.p1
OG0003277	XM_001587073.1.p1	XM_003716230.1.p1
OG0003278	XM_001594063.1.p1	XM_003717469.1.p1
OG0003279	XM_001586965.1.p1	XM_003709458.1.p1
OG0003281	XM_001589484.1.p1	XM_003716095.1.p1, XM_003710614.1.p1
OG0003282	XM_001589482.1.p1	XM_003716094.1.p1
OG0003283	XM_001589430.1.p1	XM_003714423.1.p1
OG0003284	XM_001589415.1.p1	XM_003712947.1.p1, XM_003714663.1.p1
OG0003285	XM_001596348.1.p1	XM_003719998.1.p2, XM_003718423.1.p1
OG0003286	XM_001596326.1.p1	XM_003714696.1.p1
OG0003287	XM_001596286.1.p1	XM_003720620.1.p1
OG0003288	XM_001596285.1.p1	XM_003721106.1.p1
OG0003289	XM_001589689.1.p1	XM_003721140.1.p1
OG0003290	XM_001589660.1.p1	XM_003720808.1.p1
OG0003291	XM_001596605.1.p1	XM_003718893.1.p1
OG0003292	XM_001596602.1.p1	XM_003710968.1.p1
OG0003293	XM_001590793.1.p1, XM_001596598.1.p1	XM_003714697.1.p1
OG0003294	XM_001596616.1.p1	XM_003713700.1.p1
OG0003295	XM_001589646.1.p1	XM_003714334.1.p1
OG0003296	XM_001596400.1.p1	XM_003716117.1.p1
OG0003297	XM_001596446.1.p1	XM_003714438.1.p1
OG0003298	XM_001596454.1.p1	XM_003714378.1.p1
OG0003300	XM_001596495.1.p1	XM_003720445.1.p1
OG0003301	XM_001589540.1.p1	XM_003720624.1.p1
OG0003302	XM_001596685.1.p1	XM_003709882.1.p1
OG0003303	XM_001596687.1.p1	XM_003709880.1.p1
OG0003304	XM_001596694.1.p1	XM_003710624.1.p1
OG0003305	XM_001596698.1.p1	XM_003710629.1.p1, XM_003710630.1.p1
OG0003306	XM_001596704.1.p1	XM_003718687.1.p1
OG0003307	XM_001596710.1.p1	XM_003718684.1.p1
OG0003308	XM_001584723.1.p1	XM_003714104.1.p1
OG0003309	XM_001584771.1.p1	XM_003708657.1.p1
OG0003310	XM_001584775.1.p1	XM_003714561.1.p1
OG0003311	XM_001596835.1.p1	XM_003718516.1.p1
OG0003312	XM_001596834.1.p1	XM_003718517.1.p1
OG0003313	XM_001596766.1.p1	XM_003714395.1.p1
OG0003314	XM_001596760.1.p1	XM_003717442.1.p1, XM_003717690.1.p1
OG0003315	XM_001596751.1.p1	XM_003714475.1.p1
OG0003316	XM_001596746.1.p1	XM_003713348.1.p2
OG0003317	XM_001596735.1.p1	XM_003711894.1.p1
OG0003318	XM_001596736.1.p1	XM_003711900.1.p1
OG0003319	XM_001596728.1.p1	XM_003711901.1.p1
OG0003320	XM_001596731.1.p1	XM_003714319.1.p1
OG0003321	XM_001596725.1.p1	XM_003713349.1.p1
OG0003323	XM_001584711.1.p1	XM_003711276.1.p1
OG0003324	XM_001588018.1.p1	XM_003718003.1.p1
OG0003325	XM_001587972.1.p1	XM_003718033.1.p1
OG0003326	XM_001587964.1.p1	XM_003711340.1.p1
OG0003327	XM_001587934.1.p1	XM_003712222.1.p1
OG0003328	XM_001587913.1.p1	XM_003716439.1.p1
OG0003330	XM_001597629.1.p1	XM_003711819.1.p1
OG0003331	XM_001597082.1.p1	XM_003719590.1.p1
OG0003332	XM_001597097.1.p1	XM_003714691.1.p1
OG0003333	XM_001597103.1.p1	XM_003715283.1.p1
OG0003334	XM_001597820.1.p1	XM_003709737.1.p1
OG0003335	XM_001597810.1.p1	XM_003716683.1.p1
OG0003336	XM_001597788.1.p1	XM_003712050.1.p1
OG0003337	XM_001589198.1.p1	XM_003714538.1.p1
OG0003338	XM_001589194.1.p1	XM_003714126.1.p1
OG0003339	XM_001589192.1.p1	XM_003713527.1.p1
OG0003340	XM_001597771.1.p1	XM_003711288.1.p1
OG0003341	XM_001597654.1.p1	XM_003711882.1.p1
OG0003342	XM_001589243.1.p1	XM_003714409.1.p1
OG0003343	XM_001589288.1.p1	XM_003715237.1.p1
OG0003344	XM_001589286.1.p1	XM_003714412.1.p1
OG0003345	XM_001589314.1.p1	XM_003716102.1.p1
OG0003346	XM_001589317.1.p1	XM_003709949.1.p1
OG0003347	XM_001589323.1.p1	XM_003709977.1.p1
OG0003348	XM_001589327.1.p1	XM_003709958.1.p1
OG0003349	XM_001589346.1.p1	XM_003720441.1.p1, XM_003709970.1.p1
OG0003350	XM_001593831.1.p1	XM_003721185.1.p1
OG0003351	XM_001589363.1.p1	XM_003711326.1.p1
OG0003352	XM_001597859.1.p1	XM_003716767.1.p1
OG0003353	XM_001597849.1.p1	XM_003717810.1.p1
OG0003354	XM_001588978.1.p1	XM_003712671.1.p1
OG0003355	XM_001588999.1.p1	XM_003721342.1.p1, XM_003713913.1.p1
OG0003356	XM_001589003.1.p1	XM_003713245.1.p1
OG0003357	XM_001594382.1.p1	XM_003714570.1.p1
OG0003358	XM_001589025.1.p1	XM_003711411.1.p1
OG0003359	XM_001589044.1.p1	XM_003720527.1.p1
OG0003360	XM_001589052.1.p1	XM_003714744.1.p1
OG0003361	XM_001589070.1.p1	XM_003715243.1.p1
OG0003362	XM_001589093.1.p1	XM_003711997.1.p1
OG0003363	XM_001589102.1.p1	XM_003714665.1.p1
OG0003364	XM_001586375.1.p1	XM_003713768.1.p1
OG0003365	XM_001595448.1.p1	XM_003718252.1.p1
OG0003366	XM_001595460.1.p1	XM_003719765.1.p1
OG0003367	XM_001595462.1.p1	XM_003718241.1.p1
OG0003368	XM_001595380.1.p1	XM_003721020.1.p1
OG0003369	XM_001595390.1.p1	XM_003721225.1.p1
OG0003370	XM_001595353.1.p1	XM_003717111.1.p1
OG0003373	XM_001595238.1.p1	XM_003711576.1.p1
OG0003374	XM_001595203.1.p1	XM_003712760.1.p1
OG0003375	XM_001595174.1.p1	XM_003720539.1.p1
OG0003376	XM_001595173.1.p1	XM_003720550.1.p1
OG0003377	XM_001595169.1.p1	XM_003720869.1.p1
OG0003379	XM_001595097.1.p1	XM_003719797.1.p1
OG0003380	XM_001595098.1.p1	XM_003719798.1.p1
OG0003382	XM_001595086.1.p1	XM_003713891.1.p1
OG0003383	XM_001595077.1.p1	XM_003720830.1.p1
OG0003384	XM_001595073.1.p1	XM_003712491.1.p1
OG0003385	XM_001595070.1.p1	XM_003712750.1.p1
OG0003386	XM_001595000.1.p1	XM_003712811.1.p1
OG0003387	XM_001594983.1.p1	XM_003712768.1.p1
OG0003388	XM_001594991.1.p1	XM_003715058.1.p1
OG0003389	XM_001594982.1.p1	XM_003715051.1.p1
OG0003390	XM_001594980.1.p1	XM_003715055.1.p1
OG0003391	XM_001594978.1.p1	XM_003718657.1.p1
OG0003392	XM_001587282.1.p1	XM_003720558.1.p1
OG0003394	XM_001587300.1.p1	XM_003720699.1.p1
OG0003395	XM_001587329.1.p1	XM_003717844.1.p1
OG0003397	XM_001587377.1.p1	XM_003721153.1.p1
OG0003398	XM_001587383.1.p1	XM_003720742.1.p1
OG0003399	XM_001587385.1.p1	XM_003720698.1.p1
OG0003400	XM_001587462.1.p1	XM_003714976.1.p1
OG0003401	XM_001587420.1.p1	XM_003720130.1.p1
OG0003402	XM_001587513.1.p1	XM_003709194.1.p1
OG0003403	XM_001587534.1.p1	XM_003709852.1.p1
OG0003404	XM_001587554.1.p1	XM_003721078.1.p1
OG0003405	XM_001587560.1.p1	XM_003721083.1.p1
OG0003406	XM_001587612.1.p1	XM_003717103.1.p1
OG0003407	XM_001587610.1.p1	XM_003718397.1.p1
OG0003408	XM_001587633.1.p1	XM_003715192.1.p1
OG0003409	XM_001587647.1.p1	XM_003715672.1.p1
OG0003410	XM_001587659.1.p1	XM_003720081.1.p1
OG0003411	XM_001593379.1.p1	XM_003717913.1.p1
OG0003412	XM_001593392.1.p1	XM_003715523.1.p1
OG0003413	XM_001593412.1.p1	XM_003715482.1.p1
OG0003414	XM_001593489.1.p1	XM_003717944.1.p1
OG0003415	XM_001593509.1.p1	XM_003715008.1.p1
OG0003416	XM_001593512.1.p1	XM_003715012.1.p1
OG0003420	XM_001593629.1.p1	XM_003721032.1.p1
OG0003421	XM_001593619.1.p1	XM_003715838.1.p2
OG0003422	XM_001598365.1.p1, XM_001593599.1.p1	XM_003710492.1.p1
OG0003423	XM_001593883.1.p1	XM_003716975.1.p1
OG0003424	XM_001593853.1.p1	XM_003712154.1.p1
OG0003425	XM_001593776.1.p1	XM_003720882.1.p1
OG0003426	XM_001593792.1.p1	XM_003720887.1.p1
OG0003427	XM_001593806.1.p1	XM_003721070.1.p1
OG0003429	XM_001593959.1.p1	XM_003721059.1.p1
OG0003430	XM_001593948.1.p1	XM_003720639.1.p1
OG0003431	XM_001593933.1.p1	XM_003721051.1.p2
OG0003432	XM_001593720.1.p1, XM_001590490.1.p1	XM_003714593.1.p1
OG0003433	XM_001593715.1.p1	XM_003715415.1.p1
OG0003434	XM_001593542.1.p1	XM_003712032.1.p1
OG0003435	XM_001593540.1.p1	XM_003715477.1.p1
OG0003437	XM_001593608.1.p1	XM_003709637.1.p1
OG0003438	XM_001593981.1.p1	XM_003709847.1.p1
OG0003439	XM_001594449.1.p1	XM_003708921.1.p1, XM_003721379.1.p1
OG0003440	XM_001594126.1.p1	XM_003721034.1.p1
OG0003442	XM_001584855.1.p1	XM_003721033.1.p1
OG0003443	XM_001591692.1.p1	XM_003713737.1.p1
OG0003444	XM_001591929.1.p1	XM_003709772.1.p1
OG0003445	XM_001591952.1.p1	XM_003714603.1.p1
OG0003446	XM_001591700.1.p1	XM_003709414.1.p1
OG0003447	XM_001591706.1.p1	XM_003712441.1.p1
OG0003448	XM_001591973.1.p1	XM_003714607.1.p1
OG0003449	XM_001592010.1.p1	XM_003709444.1.p1
OG0003450	XM_001591720.1.p1	XM_003713729.1.p1
OG0003451	XM_001591787.1.p1	XM_003709415.1.p1
OG0003452	XM_001591817.1.p1	XM_003711354.1.p1
OG0003453	XM_001591810.1.p1	XM_003712831.1.p1
OG0003454	XM_001591806.1.p1	XM_003712460.1.p1
OG0003455	XM_001591846.1.p1	XM_003717301.1.p1
OG0003456	XM_001586575.1.p1	XM_003712962.1.p1
OG0003457	XM_001586602.1.p1	XM_003717146.1.p1
OG0003458	XM_001586605.1.p1	XM_003713793.1.p1
OG0003459	XM_001586618.1.p1	XM_003713744.1.p1
OG0003460	XM_001586624.1.p1	XM_003713758.1.p1
OG0003461	XM_001591460.1.p1	XM_003712715.1.p1
OG0003462	XM_001591474.1.p1	XM_003717061.1.p1
OG0003463	XM_001591477.1.p1	XM_003710588.1.p1
OG0003464	XM_001591520.1.p1	XM_003717056.1.p1
OG0003465	XM_001591507.1.p1	XM_003709778.1.p1, XM_003709779.1.p1
OG0003466	XM_001591501.1.p1	XM_003717199.1.p1
OG0003467	XM_001591497.1.p1	XM_003717198.1.p2
OG0003468	XM_001591489.1.p1	XM_003717223.1.p1
OG0003469	XM_001586520.1.p1	XM_003710533.1.p1
OG0003470	XM_001586490.1.p1	XM_003712825.1.p1
OG0003472	XM_001586460.1.p1	XM_003709586.1.p1
OG0003473	XM_001586447.1.p1	XM_003718836.1.p1
OG0003474	XM_001586443.1.p1	XM_003709596.1.p1
OG0003475	XM_001591545.1.p1	XM_003710348.1.p1
OG0003476	XM_001591552.1.p1	XM_003710295.1.p1
OG0003477	XM_001591570.1.p1	XM_003714609.1.p1
OG0003478	XM_001591577.1.p1	XM_003714594.1.p1
OG0003479	XM_001591607.1.p1	XM_003712727.1.p1, XM_003708764.1.p1, XM_003708724.1.p1
OG0003480	XM_001591623.1.p1	XM_003710522.1.p1
OG0003481	XM_001591630.1.p1	XM_003710529.1.p1
OG0003482	XM_001591634.1.p1	XM_003709574.1.p1
OG0003483	XM_001591668.1.p1	XM_003710239.1.p2
OG0003484	XM_001591688.1.p1	XM_003709266.1.p1
OG0003485	XM_001591876.1.p1	XM_003709567.1.p1
OG0003486	XM_001591868.1.p1	XM_003710582.1.p1
OG0003487	XM_001591859.1.p1	XM_003713740.1.p1
OG0003488	XM_001591850.1.p1	XM_003713755.1.p1
OG0003489	XM_001584565.1.p1	XM_003717189.1.p1
OG0003490	XM_001584570.1.p1	XM_003717184.1.p1
OG0003491	XM_001584586.1.p1	XM_003712180.1.p1
OG0003492	XM_001584587.1.p1	XM_003713851.1.p1
OG0003493	XM_001584607.1.p1	XM_003717911.1.p1
OG0003494	XM_001584600.1.p1	XM_003717860.1.p1
OG0003495	XM_001592594.1.p1	XM_003709238.1.p1
OG0003496	XM_001592486.1.p1	XM_003710864.1.p1
OG0003497	XM_001592493.1.p1	XM_003713711.1.p1
OG0003499	XM_001597338.1.p1	XM_003713560.1.p1
OG0003500	XM_001597316.1.p1	XM_003718876.1.p1
OG0003502	XM_001597309.1.p1	XM_003709534.1.p1
OG0003503	XM_001592182.1.p1	XM_003712554.1.p1
OG0003504	XM_001592199.1.p1	XM_003713404.1.p1
OG0003505	XM_001592275.1.p1	XM_003719000.1.p1
OG0003506	XM_001592560.1.p1	XM_003710598.1.p1
OG0003507	XM_001592307.1.p1	XM_003718889.1.p1
OG0003508	XM_001592313.1.p1	XM_003710169.1.p1
OG0003509	XM_001592316.1.p1	XM_003710095.1.p1
OG0003510	XM_001592321.1.p1	XM_003713558.1.p1
OG0003511	XM_001592325.1.p1	XM_003713569.1.p1
OG0003512	XM_001592326.1.p1	XM_003713566.1.p1
OG0003513	XM_001592352.1.p1	XM_003709222.1.p1
OG0003514	XM_001592392.1.p1	XM_003714137.1.p1
OG0003515	XM_001596958.1.p1	XM_003714114.1.p1
OG0003516	XM_001596949.1.p1	XM_003710922.1.p1
OG0003517	XM_001589145.1.p1	XM_003713353.1.p1
OG0003518	XM_001597055.1.p1	XM_003718529.1.p1
OG0003519	XM_001597034.1.p1	XM_003709894.1.p1
OG0003520	XM_001596914.1.p1	XM_003713710.1.p1
OG0003521	XM_001596895.1.p1	XM_003713722.1.p1
OG0003522	XM_001596894.1.p1	XM_003710168.1.p1
OG0003523	XM_001596882.1.p1	XM_003714110.1.p1
OG0003524	XM_001596861.1.p1	XM_003712530.1.p1
OG0003527	XM_001595551.1.p1	XM_003720339.1.p1
OG0003528	XM_001595550.1.p1	XM_003720345.1.p1
OG0003529	XM_001590355.1.p1	XM_003720207.1.p1
OG0003531	XM_001590430.1.p1	XM_003712041.1.p1
OG0003532	XM_001590431.1.p1	XM_003711856.1.p1
OG0003534	XM_001590487.1.p1	XM_003719673.1.p1
OG0003535	XM_001590494.1.p1	XM_003714623.1.p1
