Orthogroup	Sclerotinia_sclerotiorum	Fusarium_graminearum
OG0003453	XM_001591810.1.p1	XM_011328011.1.p1
OG0003454	XM_001591806.1.p1	XM_011328689.1.p1
OG0003455	XM_001591846.1.p1	XM_011325747.1.p1
OG0003456	XM_001586575.1.p1	XM_011327640.1.p1, XM_011322729.1.p1
OG0003457	XM_001586602.1.p1	XM_011328651.1.p1
OG0003458	XM_001586605.1.p1	XM_011328643.1.p1
OG0003459	XM_001586618.1.p1	XM_011328051.1.p1
OG0003460	XM_001586624.1.p1	XM_011328639.1.p1
OG0003461	XM_001591460.1.p1	XM_011328359.1.p1
OG0003462	XM_001591474.1.p1	XM_011328681.1.p1
OG0003463	XM_001591477.1.p1	XM_011328673.1.p1
OG0003464	XM_001591520.1.p1	XM_011328319.1.p1
OG0003465	XM_001591507.1.p1	XM_011323711.1.p1, XM_011319397.1.p1
OG0003466	XM_001591501.1.p1	XM_011325603.1.p1
OG0003467	XM_001591497.1.p1	XM_011325609.1.p1
OG0003468	XM_001591489.1.p1	XM_011325598.1.p1
OG0003469	XM_001586520.1.p1	XM_011320166.1.p1
OG0003470	XM_001586490.1.p1	XM_011327959.1.p1
OG0003472	XM_001586460.1.p1	XM_011319442.1.p1
OG0003473	XM_001586447.1.p1	XM_011327902.1.p1
OG0003474	XM_001586443.1.p1	XM_011319466.1.p1
OG0003475	XM_001591545.1.p1	XM_011319665.1.p1
OG0003476	XM_001591552.1.p1	XM_011319599.1.p1
OG0003477	XM_001591570.1.p1	XM_011325663.1.p1
OG0003478	XM_001591577.1.p1	XM_011328114.1.p1
OG0003479	XM_001591607.1.p1	XM_011328004.1.p1
OG0003480	XM_001591623.1.p1	XM_011325665.1.p1
OG0003481	XM_001591630.1.p1	XM_011325673.1.p1
OG0003482	XM_001591634.1.p1	XM_011319457.1.p1
OG0003483	XM_001591668.1.p1	XM_011327946.1.p1
OG0003484	XM_001591688.1.p1	XM_011319946.1.p1
OG0003485	XM_001591876.1.p1	XM_011319440.1.p1
OG0003486	XM_001591868.1.p1	XM_011324527.1.p1, XM_011324248.1.p1, XM_011323666.1.p1
OG0003487	XM_001591859.1.p1	XM_011328048.1.p1
OG0003488	XM_001591850.1.p1	XM_011328066.1.p1
OG0003489	XM_001584565.1.p1	XM_011318818.1.p1
OG0003490	XM_001584570.1.p1	XM_011318813.1.p1
OG0003491	XM_001584586.1.p1	XM_011321993.1.p1
OG0003492	XM_001584587.1.p1	XM_011322040.1.p1
OG0003493	XM_001584607.1.p1	XM_011330181.1.p1
OG0003494	XM_001584600.1.p1	XM_011321677.1.p1
OG0003495	XM_001592594.1.p1	XM_011329904.1.p1
OG0003496	XM_001592486.1.p1	XM_011318594.1.p1
OG0003497	XM_001592493.1.p1	XM_011318621.1.p1
OG0003498	XM_001592534.1.p1	XM_011329475.1.p1
OG0003498	XM_001592535.1.p1	XM_011329474.1.p1
OG0003499	XM_001597338.1.p1	XM_011318598.1.p1
OG0003500	XM_001597316.1.p1	XM_011318654.1.p1
OG0003502	XM_001597309.1.p1	XM_011320446.1.p1
OG0003503	XM_001592182.1.p1	XM_011323309.1.p1
OG0003504	XM_001592199.1.p1	XM_011320427.1.p1
OG0003505	XM_001592275.1.p1	XM_011323325.1.p1
OG0003506	XM_001592560.1.p1	XM_011318808.1.p1
OG0003507	XM_001592307.1.p1	XM_011317772.1.p1
OG0003508	XM_001592313.1.p1	XM_011317990.1.p1
OG0003509	XM_001592316.1.p1	XM_011317957.1.p1
OG0003510	XM_001592321.1.p1	XM_011318010.1.p1
OG0003511	XM_001592325.1.p1	XM_011328500.1.p1
OG0003512	XM_001592326.1.p1	XM_011328501.1.p1
OG0003513	XM_001592352.1.p1	XM_011321989.1.p1
OG0003514	XM_001592392.1.p1	XM_011318694.1.p1
OG0003515	XM_001596958.1.p1	XM_011317846.1.p1
OG0003516	XM_001596949.1.p1	XM_011317742.1.p1
OG0003517	XM_001589145.1.p1	XM_011329778.1.p1
OG0003518	XM_001597055.1.p1	XM_011318487.1.p1
OG0003519	XM_001597034.1.p1	XM_011317876.1.p1
OG0003520	XM_001596914.1.p1	XM_011318620.1.p1
OG0003521	XM_001596895.1.p1	XM_011322575.1.p1
OG0003522	XM_001596894.1.p1	XM_011317983.1.p1
OG0003523	XM_001596882.1.p1	XM_011317841.1.p1
OG0003524	XM_001596861.1.p1	XM_011323379.1.p1
OG0003526	XM_001596550.1.p1, XM_001595485.1.p1	XM_011329139.1.p1, XM_011317289.1.p1, XM_011319994.1.p1
OG0003527	XM_001595551.1.p1	XM_011323142.1.p1
OG0003528	XM_001595550.1.p1	XM_011323143.1.p1
OG0003529	XM_001590355.1.p1	XM_011320082.1.p1
OG0003531	XM_001590430.1.p1	XM_011329593.1.p1
OG0003532	XM_001590431.1.p1	XM_011326543.1.p1
OG0003533	XM_001590448.1.p1	XM_011323089.1.p1
OG0003534	XM_001590487.1.p1	XM_011325900.1.p1
OG0003535	XM_001590494.1.p1	XM_011330477.1.p1
OG0003536	XM_001590509.1.p1	XM_011323036.1.p1
OG0003537	XM_001590533.1.p1	XM_011325958.1.p1
OG0003539	XM_001590544.1.p1	XM_011329620.1.p1
OG0003540	XM_001590554.1.p1	XM_011325910.1.p1
OG0003541	XM_001590673.1.p1	XM_011329664.1.p1
OG0003542	XM_001590677.1.p1	XM_011323122.1.p1
OG0003543	XM_001590681.1.p1	XM_011323039.1.p1
OG0003544	XM_001590686.1.p1	XM_011323044.1.p1
OG0003545	XM_001584910.1.p1	XM_011323163.1.p1
OG0003546	XM_001590817.1.p1	XM_011329672.1.p1
OG0003547	XM_001590814.1.p1	XM_011329603.1.p1
OG0003548	XM_001590829.1.p1	XM_011329782.1.p1
OG0003549	XM_001585219.1.p1	XM_011325477.1.p1
OG0003550	XM_001590575.1.p1	XM_011323134.1.p1
OG0003551	XM_001590578.1.p1	XM_011325461.1.p1
OG0003552	XM_001590600.1.p1	XM_011320105.1.p1
OG0003553	XM_001590719.1.p1	XM_011326562.1.p1
OG0003554	XM_001590722.1.p1	XM_011325491.1.p2
OG0003555	XM_001590834.1.p1	XM_011329578.1.p1
OG0003557	XM_001590780.1.p1	XM_011329807.1.p1
OG0003558	XM_001590784.1.p1	XM_011325516.1.p1
OG0003559	XM_001590785.1.p1	XM_011325515.1.p1
OG0003560	XM_001590789.1.p1	XM_011323029.1.p1
OG0003561	XM_001585187.1.p1	XM_011323750.1.p1, XM_011323058.1.p1
OG0003562	XM_001585199.1.p1	XM_011320191.1.p1
OG0003563	XM_001584965.1.p1	XM_011329657.1.p1
OG0003564	XM_001584932.1.p1	XM_011324151.1.p1, XM_011324576.1.p1, XM_011324005.1.p1
OG0003565	XM_001584928.1.p1	XM_011323102.1.p1
OG0003566	XM_001584926.1.p1	XM_011323159.1.p1
OG0003567	XM_001585146.1.p1	XM_011321495.1.p1
OG0003569	XM_001585414.1.p1	XM_011328290.1.p1
OG0003570	XM_001585417.1.p1	XM_011325620.1.p1
OG0003572	XM_001585372.1.p1	XM_011320161.1.p1
OG0003573	XM_001595996.1.p1	XM_011321909.1.p1
OG0003574	XM_001595991.1.p1	XM_011322949.1.p1
OG0003575	XM_001595967.1.p1	XM_011322008.1.p1
OG0003576	XM_001595952.1.p1	XM_011330231.1.p1
OG0003577	XM_001595940.1.p1	XM_011317648.1.p1
OG0003578	XM_001595933.1.p1	XM_011322020.1.p1
OG0003579	XM_001595926.1.p1	XM_011328503.1.p1, XM_011319237.1.p1, XM_011329883.1.p1
OG0003580	XM_001595900.1.p1	XM_011319825.1.p1
OG0003581	XM_001596106.1.p1	XM_011327347.1.p1
OG0003582	XM_001596109.1.p1	XM_011326348.1.p1
OG0003583	XM_001596129.1.p1	XM_011323848.1.p1, XM_011324253.1.p1, XM_011322018.1.p1
OG0003584	XM_001596132.1.p1	XM_011329958.1.p1
OG0003585	XM_001596145.1.p1	XM_011317511.1.p1, XM_011330265.1.p1, XM_011323948.1.p1, XM_011323108.1.p1
OG0003586	XM_001589795.1.p1	XM_011319227.1.p1
OG0003587	XM_001589784.1.p1	XM_011329394.1.p1
OG0003588	XM_001589768.1.p1	XM_011322103.1.p1
OG0003589	XM_001589743.1.p1	XM_011329939.1.p1
OG0003590	XM_001596203.1.p1	XM_011319163.1.p1
OG0003591	XM_001596198.1.p1	XM_011325552.1.p1
OG0003592	XM_001596167.1.p1	XM_011322100.1.p1
OG0003593	XM_001589830.1.p1	XM_011320354.1.p1
OG0003594	XM_001589834.1.p1	XM_011323019.1.p1
OG0003595	XM_001585608.1.p1	XM_011327395.1.p1
OG0003596	XM_001585607.1.p1	XM_011327397.1.p1
OG0003597	XM_001585586.1.p1	XM_011327387.1.p1
OG0003598	XM_001585528.1.p1	XM_011319133.1.p1
OG0003599	XM_001585525.1.p1	XM_011319234.1.p1
OG0003600	XM_001585480.1.p1	XM_011327227.1.p1
OG0003601	XM_001598921.1.p1	XM_011322822.1.p1
OG0003602	XM_001598909.1.p1	XM_011320859.1.p1
OG0003603	XM_001598884.1.p1	XM_011320265.1.p1
OG0003604	XM_001598883.1.p1	XM_011320266.1.p1
OG0003605	XM_001598872.1.p1	XM_011320545.1.p1
OG0003606	XM_001588574.1.p1	XM_011327184.1.p1
OG0003607	XM_001588538.1.p1	XM_011320845.1.p1
OG0003608	XM_001598746.1.p1	XM_011320308.1.p1
OG0003609	XM_001588685.1.p1	XM_011320898.1.p1
OG0003610	XM_001588684.1.p1	XM_011320900.1.p1
OG0003611	XM_001588678.1.p1	XM_011317676.1.p1
OG0003612	XM_001588615.1.p1	XM_011319049.1.p1
OG0003613	XM_001588614.1.p1	XM_011327884.1.p1
OG0003614	XM_001588609.1.p1	XM_011319044.1.p1
OG0003615	XM_001598856.1.p1	XM_011320912.1.p1
OG0003616	XM_001598851.1.p1	XM_011327833.1.p1
OG0003617	XM_001598833.1.p1	XM_011320534.1.p1
OG0003618	XM_001598832.1.p1	XM_011320535.1.p1
OG0003619	XM_001598831.1.p1	XM_011320298.1.p1
OG0003620	XM_001598808.1.p1	XM_011320310.1.p1
OG0003621	XM_001598799.1.p1	XM_011320675.1.p1
OG0003622	XM_001598758.1.p1	XM_011320611.1.p1
OG0003624	XM_001588854.1.p1	XM_011324149.1.p1, XM_011321245.1.p1, XM_011324176.1.p1
OG0003625	XM_001588811.1.p1	XM_011319336.1.p1, XM_011320803.1.p1
OG0003626	XM_001588784.1.p1	XM_011322891.1.p1
OG0003627	XM_001588790.1.p1	XM_011321752.1.p1, XM_011326331.1.p1, XM_011322884.1.p1
OG0003628	XM_001588773.1.p1	XM_011322887.1.p1
OG0003629	XM_001588770.1.p1	XM_011320602.1.p1
OG0003630	XM_001588727.1.p1	XM_011320488.1.p1, XM_011324203.1.p1, XM_011321392.1.p1
OG0003631	XM_001588914.1.p1	XM_011318263.1.p1
OG0003632	XM_001584696.1.p1	XM_011327241.1.p1
OG0003633	XM_001584690.1.p1	XM_011327244.1.p1
OG0003634	XM_001584633.1.p1	XM_011326611.1.p1
OG0003635	XM_001591428.1.p1	XM_011327572.1.p1, XM_011318014.1.p1
OG0003636	XM_001591401.1.p1	XM_011318589.1.p1
OG0003637	XM_001591304.1.p1	XM_011329379.1.p1
OG0003638	XM_001591280.1.p1	XM_011329528.1.p1
OG0003639	XM_001591279.1.p1	XM_011329529.1.p1
OG0003640	XM_001591239.1.p1	XM_011329383.1.p1
OG0003641	XM_001591210.1.p1	XM_011318538.1.p1
OG0003642	XM_001591216.1.p1	XM_011318005.1.p1
OG0003643	XM_001591194.1.p1	XM_011326199.1.p1
OG0003644	XM_001591052.1.p1	XM_011326570.1.p1
OG0003645	XM_001591067.1.p1	XM_011318644.1.p1
OG0003646	XM_001591093.1.p1	XM_011318691.1.p1
OG0003647	XM_001591095.1.p1	XM_011318692.1.p1
OG0003648	XM_001591111.1.p1	XM_011322994.1.p1
OG0003649	XM_001591113.1.p1	XM_011322992.1.p1
OG0003650	XM_001591116.1.p1	XM_011322991.1.p1
OG0003651	XM_001591118.1.p1	XM_011323001.1.p1
OG0003652	XM_001591119.1.p1	XM_011323000.1.p1
OG0003653	XM_001591177.1.p1	XM_011318866.1.p1
OG0003654	XM_001591040.1.p1	XM_011318707.1.p1
OG0003655	XM_001591037.1.p1	XM_011328842.1.p1
OG0003656	XM_001591001.1.p1	XM_011328149.1.p1
OG0003657	XM_001590998.1.p1	XM_011328125.1.p1
OG0003658	XM_001590941.1.p1	XM_011326319.1.p1
OG0003659	XM_001590931.1.p1	XM_011319476.1.p1
OG0003660	XM_001590911.1.p1	XM_011319480.1.p1
OG0003661	XM_001590871.1.p1	XM_011318500.1.p1
OG0003662	XM_001590872.1.p1	XM_011318506.1.p1
OG0003663	XM_001590883.1.p1	XM_011325153.1.p1
OG0003664	XM_001590892.1.p1	XM_011325117.1.p1
OG0003665	XM_001585068.1.p1	XM_011326886.1.p1
OG0003665	XM_001585885.1.p1	XM_011320114.1.p1
OG0003666	XM_001590921.1.p1	XM_011325113.1.p1
OG0003667	XM_001585113.1.p1	XM_011326143.1.p1
OG0003668	XM_001595860.1.p1	XM_011321664.1.p1
OG0003671	XM_001596034.1.p1	XM_011329878.1.p1
OG0003672	XM_001585305.1.p1	XM_011320044.1.p1
OG0003672	XM_001588665.1.p1	XM_011318076.1.p1
OG0003674	XM_001585268.1.p1	XM_011325753.1.p1
OG0003675	XM_001589839.1.p1	XM_011328335.1.p1
OG0003676	XM_001589885.1.p1	XM_011328106.1.p1
OG0003677	XM_001589953.1.p1	XM_011325435.1.p1
OG0003678	XM_001590028.1.p1	XM_011326422.1.p1
OG0003680	XM_001589989.1.p1	XM_011328635.1.p1
OG0003681	XM_001589986.1.p1	XM_011327821.1.p1
OG0003682	XM_001590107.1.p1	XM_011324329.1.p1, XM_011327866.1.p1
OG0003683	XM_001590110.1.p1	XM_011327295.1.p1, XM_011327842.1.p1
OG0003684	XM_001590122.1.p1	XM_011327841.1.p1
OG0003685	XM_001590142.1.p1	XM_011328268.1.p1
OG0003686	XM_001590290.1.p1	XM_011326078.1.p1, XM_011319201.1.p1
OG0003687	XM_001590288.1.p1	XM_011328574.1.p1
OG0003688	XM_001590223.1.p1	XM_011326451.1.p1
OG0003689	XM_001590177.1.p1	XM_011325424.1.p1
OG0003690	XM_001587296.1.p1	XM_011330256.1.p1
OG0003715	XM_001598070.1.p1	XM_011322770.1.p1
OG0003715	XM_001586288.1.p1, XM_001591220.1.p1	XM_011322279.1.p1
OG0003718	XM_001596083.1.p1	XM_011324743.1.p1, XM_011324744.1.p1, XM_011326580.1.p1, XM_011327014.1.p1, XM_011323649.1.p1
OG0003725	XM_001595415.1.p1	XM_011327493.1.p1, XM_011326869.1.p1
OG0003727	XM_001596013.1.p1	XM_011330145.1.p1
OG0003830	XM_001587542.1.p1	XM_011327009.1.p1
OG0003831	XM_001586216.1.p1	XM_011325875.1.p1
OG0003832	XM_001596447.1.p1	XM_011325529.1.p1
OG0003833	XM_001591056.1.p1	XM_011329824.1.p1
OG0003834	XM_001588921.1.p1	XM_011320962.1.p1
OG0003835	XM_001585965.1.p1	XM_011330051.1.p2
OG0003839	XM_001584528.1.p1	XM_011329686.1.p1
OG0003840	XM_001584703.1.p1	XM_011323895.1.p1, XM_011329048.1.p1
OG0003841	XM_001586019.1.p1	XM_011321961.1.p1
OG0003843	XM_001586021.1.p1	XM_011321544.1.p1
OG0003846	XM_001586039.1.p1	XM_011321554.1.p1
OG0003848	XM_001597868.1.p1	XM_011320178.1.p1
OG0003849	XM_001586527.1.p1	XM_011327888.1.p1
OG0003850	XM_001586235.1.p1	XM_011317813.1.p1
OG0003851	XM_001586234.1.p1	XM_011317807.1.p1
OG0003853	XM_001588894.1.p1	XM_011326617.1.p1
OG0003855	XM_001588902.1.p1	XM_011327210.1.p1
OG0003856	XM_001584500.1.p1	XM_011326175.1.p1
OG0003857	XM_001584501.1.p1	XM_011326174.1.p1
OG0003859	XM_001586789.1.p1	XM_011326674.1.p1
OG0003860	XM_001594120.1.p1	XM_011321784.1.p1
OG0003861	XM_001594113.1.p1	XM_011321790.1.p1
OG0003862	XM_001588244.1.p1	XM_011324544.1.p1
OG0003863	XM_001594137.1.p1	XM_011321526.1.p1
OG0003864	XM_001594151.1.p1	XM_011321498.1.p1
OG0003865	XM_001594154.1.p1	XM_011321507.1.p1
OG0003867	XM_001585645.1.p1	XM_011328861.1.p1
OG0003868	XM_001585785.1.p1	XM_011319492.1.p1
OG0003870	XM_001585802.1.p1	XM_011328470.1.p1
OG0003872	XM_001587750.1.p1	XM_011329490.1.p1
OG0003873	XM_001587751.1.p1	XM_011329491.1.p1
OG0003874	XM_001590733.1.p1	XM_011329844.1.p1
OG0003875	XM_001596903.1.p1	XM_011324639.1.p1, XM_011325531.1.p1
OG0003877	XM_001596889.1.p1	XM_011328977.1.p1, XM_011327076.1.p1
OG0003880	XM_001595835.1.p1	XM_011322232.1.p1
OG0003881	XM_001595836.1.p1	XM_011327222.1.p1
OG0003882	XM_001596753.1.p1	XM_011323844.1.p1, XM_011326983.1.p1
OG0003884	XM_001591563.1.p1	XM_011329709.1.p1, XM_011318180.1.p1
OG0003885	XM_001596035.1.p1	XM_011330035.1.p1
OG0003886	XM_001596029.1.p1	XM_011321815.1.p1
OG0003887	XM_001588812.1.p1, XM_001586695.1.p1	XM_011321540.1.p1
OG0003888	XM_001595659.1.p1	XM_011326240.1.p1
OG0003889	XM_001585577.1.p1, XM_001592668.1.p1	XM_011321203.1.p1
OG0003890	XM_001585752.1.p1	XM_011323730.1.p1
OG0003891	XM_001585759.1.p1	XM_011326455.1.p1
OG0003892	XM_001585777.1.p1	XM_011319527.1.p1, XM_011324287.1.p1
OG0003894	XM_001585908.1.p1	XM_011326565.1.p1
OG0003895	XM_001585892.1.p1	XM_011325193.1.p1
OG0003896	XM_001594475.1.p1	XM_011329845.1.p1
OG0003897	XM_001594483.1.p1	XM_011324413.1.p1
OG0003898	XM_001589787.1.p1	XM_011321681.1.p1
OG0003899	XM_001589786.1.p1	XM_011321680.1.p1
OG0003900	XM_001586922.1.p1	XM_011327320.1.p1
OG0003901	XM_001586935.1.p1	XM_011329508.1.p1
OG0003902	XM_001585933.1.p1	XM_011329637.1.p1
OG0003903	XM_001585425.1.p1	XM_011321545.1.p1
OG0003904	XM_001586327.1.p1	XM_011319775.1.p1
OG0003906	XM_001598908.1.p1	XM_011320973.1.p1
OG0003907	XM_001598913.1.p1	XM_011321052.1.p1
OG0003909	XM_001598920.1.p1	XM_011323682.1.p1, XM_011323341.1.p1
OG0003911	XM_001586760.1.p1	XM_011328432.1.p1
OG0003912	XM_001586763.1.p1	XM_011323805.1.p1, XM_011324426.1.p1
OG0003913	XM_001586765.1.p1	XM_011326372.1.p1, XM_011322452.1.p1
OG0003914	XM_001597485.1.p1	XM_011330462.1.p1
OG0003915	XM_001597497.1.p1	XM_011328831.1.p1, XM_011325563.1.p1
OG0003916	XM_001585252.1.p1	XM_011323062.1.p1
OG0003918	XM_001585239.1.p1	XM_011323065.1.p1
OG0003921	XM_001590306.1.p1	XM_011323631.1.p1
OG0003922	XM_001590317.1.p1	XM_011328393.1.p1
OG0003923	XM_001593510.1.p1	XM_011321016.1.p1
OG0003924	XM_001593511.1.p1	XM_011321017.1.p1
OG0003925	XM_001593498.1.p1	XM_011320500.1.p1
OG0003926	XM_001593487.1.p1	XM_011320521.1.p1
OG0003927	XM_001588746.1.p1	XM_011321006.1.p1
OG0003928	XM_001588708.1.p1	XM_011323604.1.p1, XM_011320979.1.p1
OG0003929	XM_001598896.1.p1	XM_011319056.1.p1
OG0003931	XM_001598874.1.p1	XM_011320546.1.p1
OG0003932	XM_001591065.1.p1	XM_011325858.1.p1
OG0003933	XM_001591078.1.p1	XM_011328214.1.p1
OG0003934	XM_001591080.1.p1	XM_011318490.1.p1
OG0003935	XM_001586865.1.p1, XM_001586866.1.p1	XM_011322355.1.p1
OG0003936	XM_001591473.1.p1	XM_011328680.1.p1
OG0003937	XM_001591472.1.p1	XM_011328344.1.p1
OG0003938	XM_001587253.1.p1	XM_011318100.1.p1
OG0003939	XM_001590398.1.p1	XM_011317962.1.p1, XM_011330469.1.p1
OG0003940	XM_001590396.1.p1	XM_011327248.1.p1
OG0003941	XM_001590393.1.p1	XM_011322970.1.p1
OG0003942	XM_001590401.1.p1	XM_011322972.1.p1
OG0003943	XM_001590349.1.p1	XM_011327362.1.p1
OG0003944	XM_001585616.1.p1	XM_011323028.1.p1
OG0003945	XM_001590021.1.p1, XM_001592848.1.p1	XM_011321224.1.p1
OG0003946	XM_001596847.1.p1	XM_011323358.1.p1
OG0003947	XM_001596854.1.p1	XM_011330374.1.p1
OG0003949	XM_001586969.1.p1	XM_011327664.1.p1, XM_011323877.1.p1
OG0003950	XM_001587004.1.p1	XM_011323484.1.p1
OG0003951	XM_001585001.1.p1	XM_011324482.1.p1
OG0003953	XM_001586054.1.p1	XM_011321449.1.p1
OG0003955	XM_001593767.1.p1, XM_001598516.1.p1	XM_011322263.1.p1
OG0003956	XM_001593747.1.p1	XM_011320688.1.p1
OG0003957	XM_001593748.1.p1	XM_011320903.1.p1
OG0003958	XM_001593231.1.p1	XM_011318195.1.p1
OG0003959	XM_001595354.1.p1	XM_011328743.1.p1
OG0003960	XM_001595356.1.p1	XM_011323158.1.p1
OG0003961	XM_001595387.1.p1	XM_011321690.1.p1
OG0003962	XM_001591426.1.p1	XM_011330070.1.p1
OG0003964	XM_001588489.1.p1	XM_011326335.1.p1
OG0003965	XM_001588490.1.p1	XM_011327274.1.p1
OG0003966	XM_001597071.1.p1	XM_011329679.1.p1
OG0003967	XM_001597664.1.p1	XM_011326514.1.p1
OG0003968	XM_001594453.1.p1	XM_011321928.1.p1
OG0003969	XM_001594462.1.p1	XM_011321532.1.p1
OG0003970	XM_001592804.1.p1	XM_011330155.1.p1
OG0003971	XM_001592805.1.p1	XM_011330154.1.p1
OG0003973	XM_001597028.1.p1	XM_011317873.1.p1
OG0003974	XM_001597031.1.p1	XM_011317874.1.p1
OG0003975	XM_001596912.1.p1	XM_011318468.1.p1
OG0003976	XM_001584733.1.p1	XM_011323761.1.p1, XM_011324757.1.p1
OG0003977	XM_001584756.1.p1	XM_011317713.1.p1
OG0003978	XM_001584779.1.p1	XM_011328180.1.p2
OG0003979	XM_001588422.1.p1	XM_011327268.1.p1
OG0003980	XM_001586323.1.p1	XM_011328284.1.p1, XM_011322080.1.p1
OG0003981	XM_001593524.1.p1	XM_011320891.1.p1
OG0003982	XM_001588834.1.p1	XM_011324553.1.p1, XM_011319241.1.p1
OG0003983	XM_001591121.1.p1	XM_011322998.1.p2
OG0003984	XM_001591149.1.p1	XM_011322542.1.p1, XM_011328620.1.p1
OG0003985	XM_001589019.1.p1	XM_011321308.1.p1
OG0003986	XM_001589050.1.p1	XM_011326522.1.p1
OG0003987	XM_001587611.1.p1	XM_011321823.1.p1
OG0003988	XM_001585109.1.p1	XM_011325932.1.p1
OG0003989	XM_001585080.1.p1	XM_011319491.1.p1
OG0003990	XM_001585099.1.p1	XM_011325440.1.p1
OG0003992	XM_001592053.1.p1	XM_011324637.1.p1
OG0003993	XM_001592044.1.p1	XM_011324063.1.p1
OG0003995	XM_001597886.1.p1	XM_011320121.1.p1
OG0003996	XM_001597884.1.p1	XM_011320128.1.p1
OG0003997	XM_001597902.1.p1	XM_011321282.1.p1, XM_011328575.1.p1
OG0003998	XM_001597913.1.p1	XM_011330533.1.p1
OG0004000	XM_001594948.1.p1	XM_011318519.1.p1
OG0004001	XM_001594965.1.p1	XM_011326062.1.p1
OG0004002	XM_001594966.1.p1	XM_011326060.1.p1
OG0004003	XM_001591502.1.p1	XM_011325601.1.p1
OG0004004	XM_001591518.1.p1	XM_011319421.1.p1
OG0004005	XM_001588593.1.p1	XM_011319058.1.p1
OG0004006	XM_001588581.1.p1	XM_011329091.1.p1, XM_011326241.1.p1
OG0004007	XM_001588554.1.p1	XM_011320806.1.p1, XM_011323853.1.p1
OG0004008	XM_001587360.1.p1, XM_001587558.1.p1	XM_011327643.1.p1
OG0004009	XM_001584639.1.p1	XM_011327197.1.p1
OG0004010	XM_001592701.1.p1	XM_011318298.1.p1
OG0004011	XM_001592697.1.p1	XM_011330123.1.p1
OG0004012	XM_001592688.1.p1	XM_011318153.1.p1
OG0004014	XM_001597313.1.p1	XM_011318604.1.p1
OG0004015	XM_001597311.1.p1	XM_011320448.1.p1
OG0004016	XM_001593637.1.p1	XM_011322952.1.p1
OG0004017	XM_001590083.1.p1	XM_011327586.1.p1
OG0004018	XM_001590067.1.p1	XM_011325217.1.p1
OG0004020	XM_001587093.1.p1	XM_011330038.1.p1
OG0004022	XM_001590132.1.p1	XM_011328271.1.p1
OG0004023	XM_001590131.1.p1	XM_011328273.1.p1
OG0004024	XM_001590125.1.p1	XM_011327838.1.p1
OG0004025	XM_001588054.1.p1	XM_011322705.1.p1
OG0004026	XM_001588057.1.p1	XM_011320782.1.p1
OG0004027	XM_001588074.1.p1	XM_011320719.1.p1
OG0004028	XM_001588075.1.p1	XM_011327760.1.p1, XM_011321029.1.p1
OG0004029	XM_001588081.1.p1	XM_011317272.1.p1, XM_011320952.1.p1
OG0004030	XM_001588086.1.p1	XM_011320469.1.p1
OG0004031	XM_001594395.1.p1	XM_011322975.1.p1, XM_011317918.1.p1
OG0004032	XM_001597549.1.p1, XM_001585794.1.p1, XM_001590096.1.p1	XM_011324777.1.p1
OG0004033	XM_001586862.1.p1	XM_011326661.1.p1
OG0004034	XM_001585321.1.p1	XM_011328067.1.p1
OG0004036	XM_001585128.1.p1	XM_011329633.1.p1
OG0004038	XM_001588690.1.p1	XM_011317262.1.p1, XM_011320778.1.p1
OG0004039	XM_001588695.1.p1	XM_011321028.1.p1
OG0004040	XM_001597098.1.p1	XM_011329834.1.p1
OG0004041	XM_001597079.1.p1	XM_011326532.1.p1
OG0004042	XM_001597639.1.p1	XM_011319500.1.p1
OG0004043	XM_001597638.1.p1	XM_011326487.1.p1
OG0004045	XM_001597628.1.p1	XM_011319508.1.p1
OG0004046	XM_001597625.1.p1	XM_011319512.1.p1
OG0004047	XM_001589149.1.p1	XM_011323708.1.p1, XM_011319513.1.p1
OG0004048	XM_001586430.1.p1	XM_011322606.1.p1
OG0004049	XM_001593922.1.p1	XM_011321901.1.p1
OG0004051	XM_001593936.1.p1	XM_011321869.1.p1
OG0004052	XM_001593956.1.p1	XM_011326941.1.p1
OG0004053	XM_001593832.1.p1	XM_011321560.1.p1
OG0004054	XM_001593819.1.p1	XM_011321852.1.p1
OG0004055	XM_001593813.1.p1	XM_011322393.1.p1
OG0004056	XM_001593796.1.p1	XM_011320916.1.p1
OG0004057	XM_001593533.1.p1	XM_011320863.1.p1
OG0004059	XM_001593571.1.p1	XM_011324645.1.p1
OG0004061	XM_001594031.1.p1	XM_011322000.1.p1
OG0004063	XM_001590034.1.p1	XM_011325826.1.p1
OG0004064	XM_001590029.1.p1	XM_011327482.1.p1
OG0004065	XM_001590007.1.p1	XM_011325338.1.p1
OG0004067	XM_001595217.1.p1	XM_011323172.1.p1
OG0004068	XM_001595177.1.p1	XM_011330016.1.p1
OG0004069	XM_001595176.1.p1	XM_011330017.1.p1
OG0004070	XM_001595171.1.p1	XM_011330258.1.p1
OG0004071	XM_001592744.1.p1	XM_011326314.1.p1
OG0004072	XM_001592729.1.p1	XM_011326308.1.p1
OG0004073	XM_001592728.1.p1	XM_011326307.1.p1
OG0004074	XM_001592727.1.p1	XM_011326306.1.p1
OG0004076	XM_001592757.1.p1	XM_011318049.1.p1
OG0004077	XM_001593015.1.p1	XM_011328314.1.p1
OG0004078	XM_001593011.1.p1	XM_011325835.1.p1
OG0004080	XM_001597839.1.p1	XM_011326594.1.p1
