Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Colletotrichum_gloeosporioides_rna_prot
OG0002410	XM_001588572.1.p1	XM_045403493.1.p1
OG0002411	XM_001590034.1.p1	XM_045406200.1.p1
OG0002412	XM_001595626.1.p1	XM_045401465.1.p1
OG0002413	XM_001597756.1.p1	XM_045401544.1.p1
OG0002414	XM_001590316.1.p1	XM_045401036.1.p1
OG0002415	XM_001596943.1.p1	XM_045405882.1.p1
OG0002416	XM_001589713.1.p1	XM_045403457.1.p1
OG0002417	XM_001589334.1.p1	XM_045404907.1.p1
OG0002418	XM_001594589.1.p1	XM_045404695.1.p1
OG0002419	XM_001586267.1.p1	XM_045409621.1.p1
OG0002420	XM_001594858.1.p1	XM_045413394.1.p1
OG0002421	XM_001593009.1.p1	XM_045406110.1.p1
OG0002422	XM_001594652.1.p1	XM_045404188.1.p1
OG0002423	XM_001594210.1.p1	XM_045404662.1.p1
OG0002424	XM_001591952.1.p1	XM_045406720.1.p1
OG0002425	XM_001593135.1.p1	XM_045400913.1.p1
OG0002426	XM_001588914.1.p1	XM_045403512.1.p1
OG0002427	XM_001598628.1.p1	XM_045402494.1.p1
OG0002427	XM_001595007.1.p1	XM_045407362.1.p1
OG0002428	XM_001590856.1.p1	XM_045408475.1.p1
OG0002429	XM_001595179.1.p1	XM_045409306.1.p1
OG0002430	XM_001598075.1.p1	XM_045401840.1.p1
OG0002431	XM_001597639.1.p1	XM_045401934.1.p1
OG0002432	XM_001590247.1.p1	XM_045401792.1.p1
OG0002433	XM_001589704.1.p1	XM_045413548.1.p1
OG0002434	XM_001593832.1.p1	XM_045409292.1.p1
OG0002435	XM_001590066.1.p1	XM_045407395.1.p1
OG0002436	XM_001593361.1.p1	XM_045411450.1.p1
OG0002437	XM_001586501.1.p1	XM_045406246.1.p1
OG0002438	XM_001586503.1.p1	XM_045407416.1.p1
OG0002439	XM_001594859.1.p1	XM_045413393.1.p1
OG0002440	XM_001598924.1.p1	XM_045410792.1.p1
OG0002441	XM_001590288.1.p1	XM_045401785.1.p1
OG0002442	XM_001591113.1.p1	XM_045403566.1.p1
OG0002443	XM_001590201.1.p1	XM_045401604.1.p1
OG0002444	XM_001598430.1.p1	XM_045400908.1.p1
OG0002445	XM_001597355.1.p1	XM_045403589.1.p1
OG0002447	XM_001588694.1.p1	XM_045411208.1.p1
OG0002448	XM_001593050.1.p1	XM_045404374.1.p1
OG0002448	XM_001592499.1.p1	XM_045406866.1.p1
OG0002449	XM_001587882.1.p1	XM_045410498.1.p1
OG0002450	XM_001589833.1.p1	XM_045403447.1.p1
OG0002451	XM_001597573.1.p1	XM_045404783.1.p1
OG0002452	XM_001593776.1.p1	XM_045409120.1.p1
OG0002453	XM_001594118.1.p1	XM_045409274.1.p1
OG0002454	XM_001598746.1.p1	XM_045411807.1.p1
OG0002455	XM_001591207.1.p1	XM_045409874.1.p1
OG0002456	XM_001588422.1.p1	XM_045404296.1.p1
OG0002457	XM_001592468.1.p1	XM_045409632.1.p1
OG0002458	XM_001594962.1.p1	XM_045410537.1.p1
OG0002460	XM_001593378.1.p1	XM_045410882.1.p1
OG0002461	XM_001592392.1.p1	XM_045404784.1.p1
OG0002462	XM_001593638.1.p1	XM_045411445.1.p1
OG0002463	XM_001590865.1.p1	XM_045404579.1.p1
OG0002464	XM_001587385.1.p1	XM_045412399.1.p1
OG0002465	XM_001585367.1.p1	XM_045407778.1.p1
OG0002466	XM_001585372.1.p1	XM_045407716.1.p1
OG0002467	XM_001598572.1.p1	XM_045409243.1.p1
OG0002468	XM_001587300.1.p1	XM_045412400.1.p1
OG0002469	XM_001593574.1.p1	XM_045409116.1.p1
OG0002470	XM_001592765.1.p1	XM_045402201.1.p1
OG0002471	XM_001584681.1.p1	XM_045403346.1.p1
OG0002472	XM_001586847.1.p1	XM_045410673.1.p1
OG0002473	XM_001585235.1.p1	XM_045413273.1.p1
OG0002474	XM_001586760.1.p1	XM_045404429.1.p1
OG0002475	XM_001589055.1.p1	XM_045402001.1.p1
OG0002476	XM_001586512.1.p1	XM_045407400.1.p1
OG0002477	XM_001586618.1.p1	XM_045407863.1.p1
OG0002478	XM_001591876.1.p1	XM_045412467.1.p1
OG0002479	XM_001595226.1.p1	XM_045406409.1.p1
OG0002480	XM_001595448.1.p1	XM_045400945.1.p1
OG0002481	XM_001595114.1.p1	XM_045401023.1.p1
OG0002482	XM_001597483.1.p1	XM_045401030.1.p1
OG0002483	XM_001590892.1.p1	XM_045408426.1.p1
OG0002484	XM_001593739.1.p1	XM_045411248.1.p1
OG0002485	XM_001584566.1.p1	XM_045404287.1.p1
OG0002486	XM_001590533.1.p1	XM_045408327.1.p1
OG0002487	XM_001590834.1.p1	XM_045413204.1.p1
OG0002488	XM_001592455.1.p1	XM_045405829.1.p1
OG0002489	XM_001593057.1.p1	XM_045400149.1.p1
OG0002490	XM_001586271.1.p1	XM_045409620.1.p1
OG0002491	XM_001598130.1.p1	XM_045407697.1.p1
OG0002492	XM_001590011.1.p1	XM_045401698.1.p1
OG0002493	XM_001596006.1.p1	XM_045414752.1.p1
OG0002494	XM_001586443.1.p1	XM_045412935.1.p1
OG0002495	XM_001592850.1.p1	XM_045400492.1.p1
OG0002496	XM_001588867.1.p1	XM_045411855.1.p1
OG0002497	XM_001594024.1.p1	XM_045411225.1.p1
OG0002498	XM_001593094.1.p1	XM_045403335.1.p1
OG0002499	XM_001597163.1.p1	XM_045404905.1.p1
OG0002500	XM_001598749.1.p1	XM_045411860.1.p1
OG0002501	XM_001587659.1.p1	XM_045410838.1.p1
OG0002502	XM_001597045.1.p1	XM_045404835.1.p1
OG0002503	XM_001589928.1.p1	XM_045406109.1.p1
OG0002504	XM_001587394.1.p1	XM_045405981.1.p1
OG0002505	XM_001593032.1.p1	XM_045400467.1.p1
OG0002506	XM_001589408.1.p1	XM_045408862.1.p1
OG0002507	XM_001594168.1.p1	XM_045408626.1.p1
OG0002508	XM_001590722.1.p1	XM_045409511.1.p1
OG0002509	XM_001585392.1.p1	XM_045406125.1.p1
OG0002510	XM_001588997.1.p1	XM_045406735.1.p1
OG0002511	XM_001589874.1.p1	XM_045412918.1.p1
OG0002512	XM_001593622.1.p1	XM_045402322.1.p1
OG0002513	XM_001597673.1.p1, XM_001590706.1.p1	XM_045413362.1.p1
OG0002514	XM_001594062.1.p1	XM_045408800.1.p1
OG0002515	XM_001586844.1.p1	XM_045405541.1.p1
OG0002517	XM_001594355.1.p1	XM_045413283.1.p1
OG0002518	XM_001597397.1.p1	XM_045403002.1.p1
OG0002519	XM_001594991.1.p1	XM_045401776.1.p1
OG0002520	XM_001595419.1.p1	XM_045407918.1.p1
OG0002521	XM_001590381.1.p1	XM_045411324.1.p1
OG0002523	XM_001585549.1.p1	XM_045403293.1.p1
OG0002524	XM_001592486.1.p1	XM_045409610.1.p1
OG0002525	XM_001589795.1.p1	XM_045402896.1.p1
OG0002526	XM_001594521.1.p1	XM_045410402.1.p1
OG0002527	XM_001593981.1.p1	XM_045410870.1.p1
OG0002528	XM_001595491.1.p1	XM_045405894.1.p1
OG0002529	XM_001589430.1.p1	XM_045413329.1.p1
OG0002530	XM_001596453.1.p1	XM_045408104.1.p1
OG0002531	XM_001591553.1.p1	XM_045412644.1.p1
OG0002532	XM_001591796.1.p1	XM_045412580.1.p1
OG0002533	XM_001598469.1.p1	XM_045406023.1.p1
OG0002534	XM_001590007.1.p1	XM_045401686.1.p1
OG0002535	XM_001597632.1.p1	XM_045401939.1.p1
OG0002536	XM_001590641.1.p1	XM_045414021.1.p1
OG0002537	XM_001587521.1.p1	XM_045401873.1.p1
OG0002538	XM_001595812.1.p1	XM_045403786.1.p1
OG0002539	XM_001588442.1.p1	XM_045402265.1.p1
OG0002540	XM_001590784.1.p1	XM_045413145.1.p1
OG0002541	XM_001597856.1.p1	XM_045402347.1.p1
OG0002542	XM_001589145.1.p1	XM_045408205.1.p1
OG0002543	XM_001595169.1.p1	XM_045409009.1.p1
OG0002544	XM_001588098.1.p1	XM_045411761.1.p1
OG0002545	XM_001596746.1.p1	XM_045408160.1.p1
OG0002549	XM_001591601.1.p1	XM_045400534.1.p1, XM_045401584.1.p1, XM_045410313.1.p1
OG0002549	XM_001591735.1.p1	XM_045407057.1.p1
OG0002550	XM_001588562.1.p1	XM_045403586.1.p1
OG0002554	XM_001590629.1.p1	XM_045413101.1.p1
OG0002573	XM_001589198.1.p1	XM_045404759.1.p1
OG0002574	XM_001588331.1.p1	XM_045402993.1.p1
OG0002575	XM_001589953.1.p1	XM_045401615.1.p1
OG0002576	XM_001589079.1.p1	XM_045401983.1.p1
OG0002579	XM_001594239.1.p1	XM_045402098.1.p1
OG0002580	XM_001585268.1.p1	XM_045406148.1.p1
OG0002581	XM_001586773.1.p1	XM_045405651.1.p1
OG0002582	XM_001594917.1.p1	XM_045415006.1.p1
OG0002583	XM_001595098.1.p1	XM_045401013.1.p1
OG0002584	XM_001584775.1.p1	XM_045404236.1.p1
OG0002585	XM_001586188.1.p1	XM_045410399.1.p1
OG0002586	XM_001598474.1.p1	XM_045406093.1.p1
OG0002587	XM_001585198.1.p1	XM_045414178.1.p1
OG0002588	XM_001598388.1.p1	XM_045412048.1.p1
OG0002589	XM_001598908.1.p1	XM_045410816.1.p1
OG0002591	XM_001585310.1.p1	XM_045405190.1.p1
OG0002591	XM_001593446.1.p1, XM_001590186.1.p1	XM_045407634.1.p1
OG0002592	XM_001592474.1.p1	XM_045405825.1.p1
OG0002593	XM_001587301.1.p1	XM_045409382.1.p1
OG0002594	XM_001593221.1.p1	XM_045400460.1.p1
OG0002596	XM_001594667.1.p1	XM_045404272.1.p1
OG0002597	XM_001597353.1.p1	XM_045403587.1.p1
OG0002599	XM_001593603.1.p1	XM_045411215.1.p1
OG0002600	XM_001598504.1.p1	XM_045407378.1.p1
OG0002601	XM_001589535.1.p1	XM_045402122.1.p1
OG0002602	XM_001596786.1.p1	XM_045400929.1.p1
OG0002603	XM_001588678.1.p1	XM_045402426.1.p1
OG0002604	XM_001590395.1.p1	XM_045411237.1.p1
OG0002605	XM_001597028.1.p1	XM_045404648.1.p1
OG0002606	XM_001587684.1.p1	XM_045404543.1.p1
OG0002607	XM_001593297.1.p1	XM_045400476.1.p1
OG0002608	XM_001587700.1.p1	XM_045404551.1.p1
OG0002609	XM_001586795.1.p1	XM_045410687.1.p1
OG0002610	XM_001597107.1.p1	XM_045401981.1.p1
OG0002611	XM_001591893.1.p1	XM_045412870.1.p1
OG0002612	XM_001587672.1.p1	XM_045415406.1.p1
OG0002613	XM_001584872.1.p1	XM_045408619.1.p1
OG0002614	XM_001597337.1.p1	XM_045405921.1.p1
OG0002615	XM_001585739.1.p1	XM_045401931.1.p1
OG0002616	XM_001594762.1.p1	XM_045407297.1.p1
OG0002617	XM_001585080.1.p1	XM_045401927.1.p1
OG0002618	XM_001586277.1.p1	XM_045414692.1.p1
OG0002619	XM_001597104.1.p1	XM_045401978.1.p1
OG0002621	XM_001593947.1.p1	XM_045412261.1.p1
OG0002622	XM_001593922.1.p1	XM_045408750.1.p1
OG0002623	XM_001591749.1.p1	XM_045412514.1.p1
OG0002624	XM_001591906.1.p1	XM_045406767.1.p1
OG0002625	XM_001597913.1.p1	XM_045400991.1.p1
OG0002626	XM_001595354.1.p1	XM_045407793.1.p1
OG0002627	XM_001588690.1.p1	XM_045411310.1.p1
OG0002628	XM_001595460.1.p1	XM_045400948.1.p1
OG0002629	XM_001592160.1.p1	XM_045400716.1.p1
OG0002630	XM_001589219.1.p1	XM_045404600.1.p1
OG0002631	XM_001597438.1.p1	XM_045400828.1.p1
OG0002632	XM_001593738.1.p1	XM_045411433.1.p1
OG0002633	XM_001598308.1.p1	XM_045403486.1.p1
OG0002634	XM_001592433.1.p1	XM_045405904.1.p1
OG0002635	XM_001586078.1.p1	XM_045402797.1.p1
OG0002636	XM_001585168.1.p1	XM_045409422.1.p1
OG0002638	XM_001596110.1.p1	XM_045402996.1.p1
OG0002639	XM_001594797.1.p1	XM_045414715.1.p1
OG0002640	XM_001598833.1.p1	XM_045411374.1.p1
OG0002641	XM_001584763.1.p1	XM_045410589.1.p1
OG0002642	XM_001587073.1.p1	XM_045400481.1.p1
OG0002643	XM_001594208.1.p1	XM_045404118.1.p1
OG0002644	XM_001594573.1.p1	XM_045404211.1.p1
OG0002646	XM_001597191.1.p1	XM_045404821.1.p1
OG0002647	XM_001594553.1.p1	XM_045404727.1.p1
OG0002648	XM_001586247.1.p1	XM_045404948.1.p1
OG0002649	XM_001586296.1.p1	XM_045404145.1.p1
OG0002650	XM_001594523.1.p1	XM_045410400.1.p1
OG0002651	XM_001592010.1.p1	XM_045412732.1.p1
OG0002652	XM_001594191.1.p1	XM_045404217.1.p1
OG0002653	XM_001593079.1.p1	XM_045401817.1.p1
OG0002655	XM_001587608.1.p1	XM_045402810.1.p1
OG0002656	XM_001587330.1.p1	XM_045402706.1.p1
OG0002657	XM_001590457.1.p1	XM_045413117.1.p1
OG0002659	XM_001590725.1.p1	XM_045409508.1.p1
OG0002660	XM_001590575.1.p1	XM_045413238.1.p1
OG0002661	XM_001590698.1.p1	XM_045413141.1.p1
OG0002662	XM_001590600.1.p1	XM_045413294.1.p1
OG0002663	XM_001590220.1.p1	XM_045406583.1.p1
OG0002665	XM_001590556.1.p1	XM_045413036.1.p1
OG0002666	XM_001590273.1.p1	XM_045401663.1.p1
OG0002667	XM_001587612.1.p1	XM_045406235.1.p1
OG0002668	XM_001587002.1.p1	XM_045401282.1.p1
OG0002669	XM_001589073.1.p1, XM_001591017.1.p1	XM_045402005.1.p1
OG0002670	XM_001598059.1.p1	XM_045401897.1.p1
OG0002671	XM_001598074.1.p1	XM_045401841.1.p1
OG0002672	XM_001596013.1.p1	XM_045414670.1.p1
OG0002674	XM_001598457.1.p1	XM_045406088.1.p1
OG0002676	XM_001596202.1.p1	XM_045403043.1.p1
OG0002677	XM_001595753.1.p1	XM_045402239.1.p1
OG0002678	XM_001588076.1.p1	XM_045410886.1.p1
OG0002679	XM_001585181.1.p1	XM_045408146.1.p1
OG0002680	XM_001590223.1.p1	XM_045400977.1.p1
OG0002681	XM_001591118.1.p1	XM_045403578.1.p1
OG0002682	XM_001590941.1.p1	XM_045402190.1.p1
OG0002683	XM_001584712.1.p1	XM_045409467.1.p1
OG0002684	XM_001595173.1.p1	XM_045408811.1.p1
OG0002685	XM_001593412.1.p1	XM_045411280.1.p1
OG0002686	XM_001596507.1.p1	XM_045402771.1.p1
OG0002687	XM_001586733.1.p1	XM_045404388.1.p1
OG0002688	XM_001595177.1.p1	XM_045408807.1.p1
OG0002689	XM_001592281.1.p1	XM_045410240.1.p1
OG0002690	XM_001598236.1.p1	XM_045403351.1.p1
OG0002691	XM_001586060.1.p1	XM_045404584.1.p1
OG0002692	XM_001591095.1.p1	XM_045404641.1.p1
OG0002694	XM_001589333.1.p1	XM_045404847.1.p1
OG0002695	XM_001587167.1.p1	XM_045402162.1.p1
OG0002696	XM_001598191.1.p1	XM_045402804.1.p1
OG0002697	XM_001598772.1.p1	XM_045402425.1.p1
OG0002698	XM_001593787.1.p1	XM_045409288.1.p1
OG0002699	XM_001587155.1.p1	XM_045400403.1.p1
OG0002700	XM_001587259.1.p1	XM_045405580.1.p1, XM_045401153.1.p1
OG0002701	XM_001593758.1.p1	XM_045411872.1.p1
OG0002702	XM_001591302.1.p1	XM_045415295.1.p1
OG0002704	XM_001597465.1.p1	XM_045404897.1.p1
OG0002706	XM_001587159.1.p1	XM_045400394.1.p1
OG0002707	XM_001586132.1.p1	XM_045401172.1.p1
OG0002708	XM_001597128.1.p1	XM_045408442.1.p1
OG0002709	XM_001587858.1.p1	XM_045410504.1.p1
OG0002710	XM_001595676.1.p1	XM_045411141.1.p1
OG0002711	XM_001588265.1.p1	XM_045403466.1.p1
OG0002713	XM_001594857.1.p1	XM_045413395.1.p1
OG0002714	XM_001591816.1.p1	XM_045407387.1.p1
OG0002716	XM_001590028.1.p1	XM_045401594.1.p1
OG0002717	XM_001590137.1.p1	XM_045406321.1.p1
OG0002718	XM_001586171.1.p1	XM_045404771.1.p1
OG0002720	XM_001591468.1.p1	XM_045407881.1.p1
OG0002721	XM_001586997.1.p1	XM_045401050.1.p1
OG0002722	XM_001593780.1.p1	XM_045409299.1.p1
OG0002723	XM_001584789.1.p1	XM_045412437.1.p1
OG0002724	XM_001586934.1.p1	XM_045405661.1.p1
OG0002725	XM_001591245.1.p1	XM_045412329.1.p1, XM_045405628.1.p1
OG0002726	XM_001594793.1.p1	XM_045414687.1.p1
OG0002727	XM_001596199.1.p1	XM_045410726.1.p1
OG0002728	XM_001592197.1.p1	XM_045410194.1.p1
OG0002729	XM_001589317.1.p1	XM_045404865.1.p1
OG0002730	XM_001591400.1.p1	XM_045409605.1.p1
OG0002731	XM_001590601.1.p1	XM_045413293.1.p1
OG0002732	XM_001598116.1.p1	XM_045406269.1.p1
OG0002733	XM_001588057.1.p1	XM_045411143.1.p1
OG0002734	XM_001588718.1.p1	XM_045411848.1.p1
OG0002735	XM_001590234.1.p1	XM_045401620.1.p1
OG0002736	XM_001596736.1.p1	XM_045413341.1.p1
OG0002737	XM_001587661.1.p1	XM_045410839.1.p1
OG0002738	XM_001597580.1.p1	XM_045404765.1.p1
OG0002740	XM_001596378.1.p1	XM_045413760.1.p1
OG0002741	XM_001596447.1.p1	XM_045413194.1.p1
OG0002743	XM_001589287.1.p1	XM_045402084.1.p1
OG0002744	XM_001591464.1.p1	XM_045406745.1.p1
OG0002746	XM_001591002.1.p1	XM_045401572.1.p1
OG0002747	XM_001592910.1.p1	XM_045405955.1.p1
OG0002748	XM_001588490.1.p1	XM_045403394.1.p1
OG0002749	XM_001587250.1.p1	XM_045400407.1.p1
OG0002750	XM_001585487.1.p1	XM_045402397.1.p1
OG0002751	XM_001586019.1.p1	XM_045412384.1.p1
OG0002752	XM_001587862.1.p1	XM_045410505.1.p1
OG0002753	XM_001584544.1.p1	XM_045414293.1.p1
OG0002754	XM_001595580.1.p1	XM_045410904.1.p1
OG0002755	XM_001597916.1.p1	XM_045400904.1.p1
OG0002756	XM_001595353.1.p1	XM_045406228.1.p1
OG0002757	XM_001589360.1.p1	XM_045401750.1.p1
OG0002758	XM_001588928.1.p1	XM_045401361.1.p1
OG0002759	XM_001597470.1.p1	XM_045404098.1.p1
OG0002760	XM_001595952.1.p1	XM_045402744.1.p1
OG0002761	XM_001585199.1.p1	XM_045414177.1.p1
OG0002762	XM_001589225.1.p1	XM_045404260.1.p1
OG0002763	XM_001587011.1.p1	XM_045401289.1.p1
OG0002764	XM_001589776.1.p1	XM_045402716.1.p1
OG0002765	XM_001587839.1.p1	XM_045410096.1.p1
OG0002767	XM_001592938.1.p1	XM_045400233.1.p1
OG0002768	XM_001596338.1.p1	XM_045402174.1.p1
OG0002769	XM_001588242.1.p1	XM_045403375.1.p1
OG0002771	XM_001591056.1.p1	XM_045408067.1.p1
OG0002772	XM_001584501.1.p1	XM_045409517.1.p1
OG0002773	XM_001584842.1.p1	XM_045409272.1.p1
OG0002774	XM_001593500.1.p1	XM_045411745.1.p1
OG0002776	XM_001593796.1.p1	XM_045411182.1.p1
OG0002777	XM_001593216.1.p1	XM_045402160.1.p1
OG0002778	XM_001588821.1.p1	XM_045411312.1.p1
OG0002779	XM_001592438.1.p1	XM_045404803.1.p1
OG0002780	XM_001595052.1.p1	XM_045412059.1.p1
OG0002781	XM_001591527.1.p1	XM_045412650.1.p1
OG0002782	XM_001586441.1.p1	XM_045412936.1.p1
OG0002783	XM_001589787.1.p1	XM_045402726.1.p1
OG0002784	XM_001592447.1.p1	XM_045401559.1.p1
OG0002785	XM_001598758.1.p1	XM_045411405.1.p1
OG0002787	XM_001592018.1.p1	XM_045403231.1.p1
OG0002788	XM_001591693.1.p1	XM_045407861.1.p1
OG0002789	XM_001590972.1.p1	XM_045401723.1.p1
OG0002790	XM_001592863.1.p1	XM_045401051.1.p1
OG0002791	XM_001595077.1.p1	XM_045408721.1.p1
OG0002792	XM_001590027.1.p1	XM_045401592.1.p1
OG0002793	XM_001596517.1.p1	XM_045402120.1.p1
OG0002794	XM_001584823.1.p1	XM_045412422.1.p1
OG0002795	XM_001590912.1.p1	XM_045401917.1.p1
OG0002796	XM_001586660.1.p1	XM_045404514.1.p1
OG0002797	XM_001585123.1.p1	XM_045406962.1.p1
OG0002798	XM_001594499.1.p1	XM_045400381.1.p1
OG0002799	XM_001588159.1.p1	XM_045403364.1.p1
OG0002800	XM_001591143.1.p1	XM_045401577.1.p1
OG0002801	XM_001597534.1.p1	XM_045401570.1.p1
OG0002803	XM_001592401.1.p1	XM_045405059.1.p1
OG0002804	XM_001585530.1.p1	XM_045402387.1.p1
OG0002805	XM_001586067.1.p1	XM_045404645.1.p1
OG0002806	XM_001597447.1.p1	XM_045409846.1.p1
OG0002807	XM_001596809.1.p1	XM_045401632.1.p1
OG0002808	XM_001590544.1.p1	XM_045408141.1.p1
OG0002809	XM_001593313.1.p1	XM_045400525.1.p1
OG0002810	XM_001598004.1.p1	XM_045402221.1.p1
OG0002813	XM_001592772.1.p1	XM_045402444.1.p1
OG0002814	XM_001594949.1.p1	XM_045410599.1.p1
OG0002815	XM_001596198.1.p1	XM_045404009.1.p1
OG0002816	XM_001591067.1.p1	XM_045409852.1.p1
OG0002817	XM_001595513.1.p1	XM_045413727.1.p1
OG0002818	XM_001586374.1.p1	XM_045407827.1.p1
OG0002819	XM_001591973.1.p1	XM_045406707.1.p1
OG0002820	XM_001597886.1.p1	XM_045406568.1.p1
OG0002821	XM_001598454.1.p1	XM_045406118.1.p1
OG0002822	XM_001597859.1.p1	XM_045402349.1.p1
OG0002823	XM_001590009.1.p1	XM_045401694.1.p1
OG0002824	XM_001590910.1.p1	XM_045401915.1.p1
OG0002825	XM_001595492.1.p1	XM_045413991.1.p1
OG0002826	XM_001597079.1.p1	XM_045407976.1.p1
OG0002827	XM_001585194.1.p1	XM_045413025.1.p1
OG0002828	XM_001590125.1.p1	XM_045406986.1.p1
OG0002829	XM_001588300.1.p1	XM_045411873.1.p1
OG0002830	XM_001589002.1.p1	XM_045406742.1.p1
OG0002832	XM_001598333.1.p1	XM_045412186.1.p1
OG0002833	XM_001595290.1.p1	XM_045412441.1.p1
OG0002834	XM_001598690.1.p1	XM_045410785.1.p1
OG0002835	XM_001595662.1.p1	XM_045411459.1.p1
OG0002836	XM_001595817.1.p1	XM_045414268.1.p1
OG0002838	XM_001588615.1.p1	XM_045402209.1.p1
OG0002839	XM_001595816.1.p1	XM_045414267.1.p1
OG0002840	XM_001588045.1.p1	XM_045410910.1.p1
OG0002841	XM_001588074.1.p1	XM_045410887.1.p1
OG0002843	XM_001596231.1.p1	XM_045407925.1.p1
OG0002844	XM_001593045.1.p1	XM_045401136.1.p1
OG0002845	XM_001592867.1.p1	XM_045400571.1.p1
OG0002846	XM_001586963.1.p1	XM_045401299.1.p1
OG0002847	XM_001593772.1.p1	XM_045409123.1.p1
OG0002849	XM_001588773.1.p1	XM_045402294.1.p1
OG0002850	XM_001593497.1.p1	XM_045411247.1.p1
OG0002851	XM_001588039.1.p1	XM_045411524.1.p1
OG0002853	XM_001593876.1.p1	XM_045402420.1.p1
OG0002855	XM_001595705.1.p1	XM_045411535.1.p1
OG0002856	XM_001584674.1.p1	XM_045403461.1.p1
OG0002857	XM_001587907.1.p1	XM_045405442.1.p1
OG0002858	XM_001587913.1.p1	XM_045415254.1.p1
OG0002859	XM_001587414.1.p1	XM_045409383.1.p1
OG0002860	XM_001592365.1.p1	XM_045414658.1.p1
OG0002862	XM_001594362.1.p1	XM_045404675.1.p1
OG0002863	XM_001593273.1.p1	XM_045414369.1.p1
OG0002864	XM_001592933.1.p1	XM_045400229.1.p1
OG0002865	XM_001592893.1.p1	XM_045400423.1.p1
OG0002866	XM_001591304.1.p1	XM_045415298.1.p1
OG0002867	XM_001591252.1.p1	XM_045405603.1.p1
OG0002868	XM_001594750.1.p1	XM_045410520.1.p1
OG0002869	XM_001594714.1.p1	XM_045413536.1.p1
OG0002870	XM_001591055.1.p1	XM_045408068.1.p1
OG0002871	XM_001589839.1.p1	XM_045406738.1.p1
OG0002872	XM_001598431.1.p1	XM_045406410.1.p1
OG0002873	XM_001587391.1.p1	XM_045405978.1.p1
OG0002874	XM_001592659.1.p1	XM_045401567.1.p1
OG0002875	XM_001595937.1.p1	XM_045403278.1.p1
OG0002876	XM_001589719.1.p1	XM_045402656.1.p1
OG0002877	XM_001586947.1.p1	XM_045410706.1.p1
OG0002878	XM_001586207.1.p1	XM_045401532.1.p1, XM_045402735.1.p1
OG0002879	XM_001586490.1.p1	XM_045407405.1.p1
OG0002880	XM_001590651.1.p1	XM_045407200.1.p1
OG0002881	XM_001588307.1.p1	XM_045411899.1.p1
OG0002882	XM_001595117.1.p1	XM_045401558.1.p1
OG0002883	XM_001588923.1.p1	XM_045410915.1.p1
OG0002884	XM_001587320.1.p1	XM_045406224.1.p1
OG0002886	XM_001596133.1.p1, XM_001591543.1.p1, XM_001590439.1.p1	XM_045414477.1.p1
OG0002886	XM_001593263.1.p1	XM_045414166.1.p1
OG0002887	XM_001592730.1.p1	XM_045402196.1.p1
OG0002888	XM_001585340.1.p1	XM_045406005.1.p1
OG0002889	XM_001596947.1.p1	XM_045405891.1.p1
OG0002890	XM_001585491.1.p1	XM_045402269.1.p1
OG0002891	XM_001584905.1.p1	XM_045413031.1.p1
OG0002892	XM_001593193.1.p1	XM_045400200.1.p1
OG0002893	XM_001584778.1.p1	XM_045404681.1.p1
OG0002894	XM_001584777.1.p1	XM_045404680.1.p1
OG0002895	XM_001596822.1.p1	XM_045404891.1.p1
OG0002896	XM_001589778.1.p1	XM_045414757.1.p1
OG0002897	XM_001596797.1.p1	XM_045401798.1.p1
OG0002898	XM_001594548.1.p1	XM_045404780.1.p1
OG0002899	XM_001598500.1.p1	XM_045406027.1.p1
OG0002900	XM_001594304.1.p1	XM_045401257.1.p1
OG0002901	XM_001592908.1.p1	XM_045415456.1.p1
OG0002902	XM_001587141.1.p1	XM_045402871.1.p1
OG0002904	XM_001590117.1.p1	XM_045412486.1.p1
OG0002905	XM_001595167.1.p1	XM_045409032.1.p1
OG0002906	XM_001585980.1.p1	XM_045413590.1.p1
OG0002907	XM_001589508.1.p1	XM_045409270.1.p1
OG0002908	XM_001585681.1.p1	XM_045404836.1.p1
OG0002909	XM_001589650.1.p1	XM_045408756.1.p1
OG0002910	XM_001584756.1.p1	XM_045404252.1.p1
OG0002911	XM_001587671.1.p1	XM_045415407.1.p1
OG0002913	XM_001589087.1.p1	XM_045401976.1.p1
OG0002914	XM_001586648.1.p1	XM_045404482.1.p1
OG0002915	XM_001586655.1.p1	XM_045404516.1.p1
OG0002916	XM_001595332.1.p1	XM_045409378.1.p1
OG0002917	XM_001593156.1.p1	XM_045402154.1.p1
OG0002918	XM_001584751.1.p1	XM_045404898.1.p1
OG0002919	XM_001595131.1.p1	XM_045409384.1.p1
OG0002920	XM_001594348.1.p1	XM_045413328.1.p1
OG0002921	XM_001586580.1.p1	XM_045406628.1.p1
OG0002922	XM_001598928.1.p1	XM_045410799.1.p1
OG0002923	XM_001589939.1.p1	XM_045400912.1.p1
OG0002924	XM_001598426.1.p1	XM_045401829.1.p1
OG0002925	XM_001592397.1.p1	XM_045404809.1.p1
OG0002927	XM_001592441.1.p1	XM_045405881.1.p1
OG0002928	XM_001594792.1.p1	XM_045401069.1.p1
OG0002929	XM_001594925.1.p1	XM_045404739.1.p1
OG0002931	XM_001596637.1.p1	XM_045404920.1.p1
OG0002932	XM_001584521.1.p1	XM_045401816.1.p1
OG0002933	XM_001598436.1.p1	XM_045401827.1.p1
