Orthogroup	Sclerotinia_sclerotiorum	Tribolium_castaneum
OG0001682	XM_001591002.1.p1	TC006775.p1
OG0001683	XM_001590966.1.p1	TC000304.p1
OG0001684	XM_001590908.1.p1	TC030891.p1
OG0001685	XM_001596947.1.p1	TC014327.p1
OG0001686	XM_001596948.1.p1	TC014564.p1, TC001438.p1
OG0001687	XM_001596951.1.p1	TC032646.p1
OG0001688	XM_001592459.1.p1	TC000224.p1
OG0001689	XM_001592403.1.p1	TC014048.p1, TC031468.p1
OG0001691	XM_001597742.1.p1	TC008692.p1
OG0001693	XM_001597772.1.p1	TC007202.p1
OG0001694	XM_001589187.1.p1	TC010448.p1
OG0001695	XM_001589202.1.p1	TC011526.p1
OG0001697	XM_001588943.1.p1	TC002884.p1, TC002948.p1
OG0001699	XM_001597367.1.p1	TC011605.p1
OG0001703	XM_001597579.1.p1	TC004755.p1, TC032221.p1
OG0001704	XM_001597547.1.p1	TC003587.p1
OG0001706	XM_001596692.1.p1	TC002426.p1
OG0001707	XM_001596664.1.p1	TC004658.p1
OG0001709	XM_001589535.1.p1	TC013726.p1
OG0001710	XM_001589622.1.p1	TC004384.p1
OG0001711	XM_001596498.1.p1	TC013151.p1
OG0001712	XM_001598414.1.p1	TC002463.p1, TC003619.p1
OG0001713	XM_001598396.1.p1	TC007324.p1
OG0001718	XM_001593298.1.p1	TC000750.p1
OG0001719	XM_001593313.1.p1	TC030601.p1
OG0001720	XM_001587107.1.p1	TC031237.p1
OG0001721	XM_001587146.1.p1	TC030541.p1
OG0001723	XM_001587218.1.p1	TC006148.p1
OG0001725	XM_001593175.1.p1	TC005951.p1, TC005774.p1
OG0001726	XM_001593169.1.p1	TC005421.p1
OG0001727	XM_001593130.1.p1	TC006239.p1
OG0001728	XM_001593122.1.p1	TC000463.p1, TC011281.p1
OG0001731	XM_001593045.1.p1	TC014783.p1, TC010874.p1, TC031161.p1
OG0001732	XM_001593038.1.p1	TC010612.p1
OG0001734	XM_001592867.1.p1	TC013110.p1, TC012443.p1
OG0001736	XM_001596364.1.p1	TC015749.p1
OG0001737	XM_001598307.1.p1	TC009754.p1
OG0001739	XM_001598170.1.p1	TC034834.p1
OG0001740	XM_001598116.1.p1	TC009876.p1, TC033576.p1
OG0001741	XM_001598086.1.p1	TC008830.p1
OG0001743	XM_001594857.1.p1	TC013060.p1
OG0001744	XM_001594858.1.p1	TC007906.p1, TC002717.p1
OG0001745	XM_001594763.1.p1	TC008446.p1
OG0001746	XM_001594188.1.p1	TC005853.p1
OG0001747	XM_001594193.1.p1	TC030607.p1, TC002652.p1
OG0001748	XM_001586061.1.p1	TC008874.p1
OG0001750	XM_001594666.1.p1	TC012793.p1
OG0001751	XM_001594579.1.p1	TC002529.p1
OG0001753	XM_001594548.1.p1	TC014753.p1
OG0001754	XM_001585963.1.p1, XM_001585964.1.p1	TC015511.p1
OG0001755	XM_001585949.1.p1	TC007833.p1
OG0001756	XM_001585907.1.p1	TC001035.p1
OG0001757	XM_001585900.1.p1	TC007403.p1
OG0001758	XM_001586006.1.p1	TC014786.p1
OG0001759	XM_001586026.1.p1	TC014372.p1
OG0001760	XM_001586030.1.p1	TC003447.p1
OG0001762	XM_001594163.1.p1	TC000603.p1, TC000739.p1
OG0001766	XM_001594478.1.p1	TC013601.p1
OG0001767	XM_001594598.1.p1	TC013178.p1
OG0001768	XM_001594600.1.p1	TC014173.p1
OG0001773	XM_001594204.1.p1	TC031054.p1
OG0001776	XM_001594818.1.p1	TC005788.p1, TC005784.p1, TC005785.p1
OG0001777	XM_001594850.1.p1	TC030763.p1
OG0001778	XM_001594829.1.p1	TC001032.p1, TC014023.p1
OG0001779	XM_001586247.1.p1	TC030631.p1
OG0001781	XM_001586224.1.p1	TC009487.p1
OG0001782	XM_001586211.1.p1	TC032730.p1
OG0001785	XM_001586135.1.p1	TC005423.p1
OG0001786	XM_001586122.1.p1	TC009207.p1
OG0001787	XM_001586077.1.p1	TC003153.p1
OG0001788	XM_001594695.1.p1	TC034176.p1
OG0001790	XM_001586318.1.p1	TC001733.p1, TC012475.p1
OG0001791	XM_001586319.1.p1	TC005546.p1
OG0001793	XM_001597286.1.p1	TC002365.p1, TC002557.p1
OG0001795	XM_001592168.1.p1	TC009014.p1, TC009198.p1
OG0001796	XM_001597528.1.p1	TC010666.p1
OG0001798	XM_001597598.1.p1	TC011438.p1
OG0001800	XM_001597481.1.p1	TC007453.p1
OG0001801	XM_001597471.1.p1	TC012881.p1
OG0001802	XM_001597197.1.p1	TC002647.p1
OG0001806	XM_001587857.1.p1	TC014506.p1
OG0001807	XM_001587711.1.p1	TC005764.p1
OG0001808	XM_001587667.1.p1	TC010587.p1
OG0001809	XM_001586943.1.p1	TC015642.p1, TC015643.p1
OG0001812	XM_001586665.1.p1	TC001256.p1, TC011256.p1
OG0001813	XM_001586660.1.p1	TC012299.p1, TC003525.p1
OG0001814	XM_001598690.1.p1	TC004945.p1, TC031386.p1, TC010778.p1
OG0001817	XM_001598420.1.p1	TC003565.p1
OG0001818	XM_001598452.1.p1	TC002107.p1
OG0001820	XM_001598490.1.p1	TC000060.p1
OG0001821	XM_001598504.1.p1	TC013789.p1
OG0001822	XM_001598534.1.p1	TC013997.p1, TC000593.p1
OG0001823	XM_001598306.1.p1	TC014444.p1, TC030575.p1
OG0001824	XM_001593577.1.p1, XM_001598241.1.p1	TC005511.p1
OG0001825	XM_001598154.1.p1	TC006236.p1
OG0001826	XM_001598076.1.p1	TC007288.p1
OG0001828	XM_001598001.1.p1	TC005552.p1
OG0001829	XM_001597955.1.p1	TC000584.p1
OG0001830	XM_001597951.1.p1	TC007472.p1
OG0001832	XM_001597917.1.p1	TC011692.p1, TC009832.p1
OG0001833	XM_001597883.1.p1	TC012014.p1
OG0001834	XM_001585799.1.p1	TC006301.p1, TC000020.p1
OG0001835	XM_001585772.1.p1	TC014006.p1
OG0001838	XM_001585722.1.p1	TC014082.p1
OG0001839	XM_001585695.1.p1	TC013922.p1
OG0001840	XM_001585693.1.p1, XM_001585692.1.p1	TC002360.p1
OG0001841	XM_001585644.1.p1	TC007376.p1
OG0001842	XM_001590383.1.p1	TC004405.p1, TC011844.p1
OG0001844	XM_001588088.1.p1	TC006724.p1
OG0001845	XM_001588083.1.p1	TC008565.p1, TC002396.p1
OG0001846	XM_001588052.1.p1	TC003025.p1, TC003253.p1
OG0001847	XM_001595816.1.p1	TC011650.p1
OG0001848	XM_001595679.1.p1	TC005606.p1, TC001738.p1
OG0001849	XM_001595660.1.p1	TC033636.p1
OG0001850	XM_001595641.1.p1	TC010498.p1, TC001437.p1
OG0001854	XM_001588207.1.p1	TC034452.p1, TC034453.p1, TC012454.p1
OG0001855	XM_001588257.1.p1	TC002990.p1, TC005330.p1
OG0001856	XM_001592684.1.p1	TC030914.p1
OG0001857	XM_001592691.1.p1	TC005895.p1
OG0001858	XM_001592750.1.p1	TC031145.p1
OG0001861	XM_001592829.1.p1	TC014774.p1
OG0001862	XM_001592902.1.p1	TC004968.p1
OG0001864	XM_001592765.1.p1	TC009342.p1
OG0001865	XM_001593109.1.p1	TC015408.p1
OG0001867	XM_001593156.1.p1	TC002507.p1
OG0001868	XM_001593176.1.p1, XM_001593177.1.p1	TC002392.p1
OG0001870	XM_001593245.1.p1	TC009311.p1
OG0001871	XM_001587124.1.p1	TC014163.p1
OG0001872	XM_001587116.1.p1	TC031967.p1, TC004949.p1
OG0001874	XM_001587071.1.p1	TC007435.p1
OG0001875	XM_001587013.1.p1	TC002763.p1, TC005733.p1
OG0001876	XM_001589457.1.p1	TC013347.p1
OG0001877	XM_001596386.1.p1	TC013036.p1
OG0001879	XM_001596262.1.p1	TC003226.p1
OG0001880	XM_001589662.1.p1	TC006548.p1
OG0001881	XM_001596615.1.p1	TC013603.p1, TC004115.p1
OG0001883	XM_001596492.1.p1	TC004433.p1
OG0001885	XM_001596497.1.p1	TC004854.p1, TC004662.p1
OG0001888	XM_001589618.1.p1	TC000478.p1
OG0001889	XM_001596529.1.p1	TC003325.p1
OG0001890	XM_001596697.1.p1	TC009122.p1
OG0001891	XM_001596732.1.p1	TC000138.p1
OG0001893	XM_001596723.1.p1	TC003528.p1
OG0001894	XM_001587963.1.p1	TC014056.p1, TC001201.p1
OG0001896	XM_001587936.1.p1, XM_001587935.1.p1	TC000759.p1
OG0001897	XM_001597642.1.p1	TC007971.p1
OG0001898	XM_001597099.1.p1	TC008297.p1
OG0001900	XM_001589203.1.p1	TC013064.p1
OG0001903	XM_001597660.1.p1	TC006507.p1
OG0001904	XM_001589289.1.p1	TC007940.p1, TC007941.p1
OG0001905	XM_001589324.1.p1	TC007573.p1
OG0001906	XM_001589014.1.p1	TC006903.p1, TC000032.p1
OG0001909	XM_001589055.1.p1	TC008059.p1
OG0001911	XM_001586559.1.p1	TC009831.p1, TC014536.p1
OG0001912	XM_001595419.1.p1	TC015996.p1
OG0001914	XM_001595383.1.p1	TC005161.p1, TC034295.p1
OG0001916	XM_001595343.1.p1	TC014882.p1
OG0001918	XM_001595237.1.p1, XM_001595236.1.p1	TC005447.p1
OG0001920	XM_001595175.1.p1	TC001220.p1, TC015973.p1
OG0001921	XM_001595155.1.p1	TC012218.p1, TC001713.p1
OG0001923	XM_001595110.1.p1	TC011518.p1
OG0001925	XM_001594986.1.p1	TC015711.p1, TC011031.p1
OG0001926	XM_001594988.1.p1	TC013593.p1
OG0001927	XM_001587320.1.p1	TC014755.p1
OG0001928	XM_001587346.1.p1	TC008315.p1
OG0001929	XM_001587376.1.p1	TC013543.p1
OG0001930	XM_001587393.1.p1	TC002933.p1, TC009054.p1
OG0001931	XM_001587568.1.p1	TC012373.p1, TC010866.p1
OG0001932	XM_001587595.1.p1	TC034020.p1, TC001346.p1, TC034022.p1
OG0001933	XM_001587632.1.p1	TC003899.p1
OG0001936	XM_001593877.1.p1	TC005616.p1, TC005615.p1
OG0001940	XM_001593822.1.p1	TC016203.p1, TC000530.p1
OG0001943	XM_001593574.1.p1	TC010181.p1
OG0001945	XM_001594108.1.p1	TC004911.p1
OG0001946	XM_001594109.1.p1	TC010367.p1
OG0001947	XM_001591693.1.p1	TC007560.p1
OG0001948	XM_001591890.1.p1	TC000458.p1, TC008785.p1
OG0001949	XM_001591893.1.p1	TC013143.p1, TC009210.p1
OG0001951	XM_001586580.1.p1	TC002777.p1
OG0001952	XM_001591514.1.p1	TC032021.p1
OG0001953	XM_001591512.1.p1	TC001725.p1, TC012008.p1
OG0001954	XM_001586501.1.p1	TC003818.p1
OG0001956	XM_001592591.1.p1	TC000140.p1
OG0001958	XM_001592582.1.p1	TC005367.p1
OG0001959	XM_001592583.1.p1	TC001916.p1
OG0001963	XM_001592548.1.p1	TC005373.p1
OG0001965	XM_001592314.1.p1	TC011637.p1
OG0001966	XM_001592365.1.p1	TC000953.p1, TC011513.p1
OG0001967	XM_001592410.1.p1	TC004370.p1
OG0001968	XM_001592421.1.p1	TC012537.p1
OG0001969	XM_001596955.1.p1	TC030749.p1, TC010234.p1
OG0001973	XM_001590469.1.p1	TC031473.p1
OG0001974	XM_001590454.1.p1	TC012042.p1
OG0001975	XM_001590507.1.p1	TC015080.p1, TC007563.p1
OG0001976	XM_001590532.1.p1	TC031326.p1
OG0001977	XM_001590557.1.p1	TC012134.p1
OG0001979	XM_001590641.1.p1	TC014743.p1, TC014085.p1
OG0001980	XM_001590691.1.p1	TC005830.p1, TC005815.p1
OG0001981	XM_001590809.1.p1, XM_001590810.1.p1	TC000108.p1
OG0001983	XM_001590577.1.p1	TC009501.p1
OG0001984	XM_001590590.1.p1	TC011541.p1, TC000160.p1
OG0001985	XM_001590715.1.p1	TC004599.p1, TC000524.p1
OG0001986	XM_001590718.1.p1	TC002915.p1
OG0001987	XM_001590725.1.p1	TC013609.p1
OG0001989	XM_001590857.1.p1	TC033635.p1
OG0001990	XM_001585196.1.p1	TC002332.p1
OG0001992	XM_001585181.1.p1	TC012718.p1
OG0001994	XM_001585130.1.p1	TC013692.p1
OG0001995	XM_001585424.1.p1	TC003800.p1
OG0001996	XM_001585392.1.p1	TC009599.p1
OG0001997	XM_001585390.1.p1	TC015317.p1
OG0001999	XM_001595999.1.p1	TC003854.p1
OG0002000	XM_001595992.1.p1	TC034617.p1, TC031193.p1
OG0002001	XM_001595956.1.p1	TC005088.p1, TC033918.p1
OG0002002	XM_001595951.1.p1	TC015302.p1
OG0002003	XM_001595937.1.p1	TC013495.p1
OG0002004	XM_001595902.1.p1, XM_001591300.1.p1	TC031507.p1
OG0002005	XM_001596197.1.p1	TC008754.p1
OG0002006	XM_001589814.1.p1	TC006217.p1
OG0002007	XM_001589832.1.p1	TC015082.p1
OG0002008	XM_001585602.1.p1	TC001135.p1
OG0002011	XM_001598924.1.p1	TC008842.p1
OG0002013	XM_001598860.1.p1	TC015687.p1
OG0002014	XM_001588572.1.p1	TC034423.p1, TC011857.p1
OG0002016	XM_001588677.1.p1	TC006979.p1
OG0002017	XM_001588656.1.p1	TC014322.p1
OG0002019	XM_001598823.1.p1	TC011886.p1
OG0002021	XM_001598772.1.p1	TC013927.p1
OG0002022	XM_001588821.1.p1	TC000509.p1
OG0002023	XM_001588810.1.p1	TC004029.p1
OG0002024	XM_001588711.1.p1	TC002425.p1
OG0002025	XM_001588915.1.p1	TC000997.p1, TC011206.p1
OG0002026	XM_001584702.1.p1	TC011119.p1
OG0002030	XM_001591188.1.p1	TC007374.p1, TC006271.p1
OG0002031	XM_001591124.1.p1	TC014342.p1, TC014236.p1
OG0002032	XM_001591000.1.p1, XM_001590999.1.p1	TC012073.p1
OG0002033	XM_001590983.1.p1, XM_001590982.1.p1	TC014483.p1
OG0002034	XM_001590972.1.p1	TC006359.p1
OG0002036	XM_001590916.1.p1	TC013594.p1
OG0002039	XM_001590890.1.p1	TC002852.p1
OG0002040	XM_001590922.1.p1	TC001192.p1, TC001189.p1, TC002403.p1
OG0002041	XM_001585114.1.p1	TC011160.p1
OG0002042	XM_001585042.1.p1	TC008897.p1
OG0002043	XM_001590920.1.p1	TC030621.p1
OG0002044	XM_001585098.1.p1	TC032578.p1
OG0002045	XM_001596019.1.p1	TC001379.p1
OG0002046	XM_001596010.1.p1	TC016224.p1
OG0002047	XM_001585319.1.p1	TC006993.p1
OG0002048	XM_001585306.1.p1	TC015441.p1, TC004245.p1
OG0002049	XM_001585276.1.p1	TC001200.p1
OG0002053	XM_001589994.1.p1	TC011450.p1, TC011447.p1
OG0002054	XM_001590102.1.p1	TC033633.p1
OG0002055	XM_001590115.1.p1	TC011095.p1
OG0002057	XM_001590260.1.p1	TC001040.p1, TC004639.p1
OG0002058	XM_001590262.1.p1	TC003731.p1
OG0002059	XM_001590263.1.p1	TC000568.p1, TC000569.p1
OG0002060	XM_001590264.1.p1	TC032822.p1
OG0002061	XM_001590194.1.p1	TC002065.p1
OG0002062	XM_001590201.1.p1	TC034529.p1, TC005831.p1
OG0002063	XM_001590790.1.p1	TC007903.p1, TC007904.p1
OG0002086	XM_001598712.1.p1	TC014789.p1
OG0002179	XM_001597385.1.p1	TC008380.p1
OG0002180	XM_001590545.1.p1	TC006746.p1
OG0002182	XM_001588707.1.p1	TC031465.p1
OG0002183	XM_001587760.1.p1	TC015728.p1
OG0002184	XM_001586215.1.p1	TC001103.p1
OG0002185	XM_001586947.1.p1	TC005589.p1
OG0002186	XM_001593787.1.p1	TC011530.p1
OG0002187	XM_001591867.1.p1	TC012481.p1
OG0002189	XM_001584529.1.p1	TC007817.p1
OG0002191	XM_001597069.1.p1	TC000811.p1
OG0002192	XM_001587521.1.p1	TC016287.p1
OG0002194	XM_001589236.1.p1	TC012880.p1, TC014503.p1
OG0002195	XM_001589224.1.p1	TC004378.p1
OG0002196	XM_001589219.1.p1	TC016225.p1
OG0002197	XM_001588788.1.p1	TC004868.p1
OG0002198	XM_001591306.1.p1	TC006566.p1
OG0002200	XM_001593326.1.p1	TC007872.p1, TC008296.p1
OG0002201	XM_001586017.1.p1	TC013431.p1
OG0002202	XM_001592624.1.p1	TC001100.p1
OG0002203	XM_001592623.1.p1	TC008879.p1
OG0002204	XM_001590832.1.p1	TC006188.p1
OG0002207	XM_001597880.1.p1	TC030649.p1
OG0002208	XM_001597869.1.p1	TC002951.p1
OG0002209	XM_001585388.1.p1	TC015634.p1
OG0002210	XM_001585389.1.p1	TC004235.p1
OG0002212	XM_001588897.1.p1	TC006099.p1, TC006100.p1, TC006101.p1
OG0002213	XM_001588895.1.p1	TC007928.p1
OG0002214	XM_001588909.1.p1	TC005319.p1
OG0002215	XM_001584507.1.p1	TC009145.p1
OG0002216	XM_001595689.1.p1	TC011546.p1
OG0002217	XM_001591820.1.p1	TC001041.p1
OG0002218	XM_001586794.1.p1	TC002638.p1
OG0002219	XM_001586818.1.p1	TC011150.p1
OG0002220	XM_001589146.1.p1	TC016290.p1
OG0002222	XM_001594118.1.p1	TC013011.p1
OG0002223	XM_001588235.1.p1	TC011296.p1
OG0002224	XM_001588232.1.p1	TC008372.p1
OG0002225	XM_001594152.1.p1	TC004938.p1
OG0002226	XM_001594155.1.p1	TC006782.p1
OG0002227	XM_001594159.1.p1	TC004839.p1
OG0002228	XM_001585647.1.p1	TC002311.p1
OG0002230	XM_001596893.1.p1	TC010100.p1
OG0002231	XM_001593476.1.p1	TC007530.p1
OG0002232	XM_001595818.1.p1	TC003224.p1
OG0002233	XM_001585066.1.p1	TC006323.p1
OG0002234	XM_001585049.1.p1	TC012816.p1
OG0002235	XM_001591593.1.p1	TC014310.p1
OG0002236	XM_001591796.1.p1	TC009354.p1
OG0002238	XM_001596022.1.p1	TC005187.p1
OG0002239	XM_001596021.1.p1	TC031365.p1
OG0002240	XM_001596020.1.p1	TC006800.p1
OG0002242	XM_001596006.1.p1	TC006729.p1
OG0002243	XM_001592602.1.p1	TC008256.p1
OG0002244	XM_001592614.1.p1	TC002888.p1
OG0002246	XM_001595681.1.p1	TC009994.p1
OG0002248	XM_001592133.1.p1	TC011028.p1
OG0002249	XM_001592136.1.p1	TC001089.p1
OG0002250	XM_001597766.1.p1	TC003714.p1
OG0002251	XM_001585575.1.p1	TC007176.p1
OG0002253	XM_001597417.1.p1	TC000993.p2
OG0002255	XM_001585763.1.p1	TC002088.p1
OG0002256	XM_001585778.1.p1	TC005817.p1
OG0002257	XM_001586339.1.p1	TC001316.p1
OG0002258	XM_001586374.1.p1	TC002358.p1
OG0002260	XM_001596461.1.p1	TC011251.p1
OG0002261	XM_001584927.1.p1	TC005597.p1
OG0002263	XM_001585906.1.p1	TC010161.p1
OG0002265	XM_001589776.1.p1	TC000711.p1
OG0002266	XM_001589778.1.p1	TC009632.p1
OG0002268	XM_001596717.1.p1	TC033585.p1
OG0002269	XM_001584712.1.p1	TC014443.p1
OG0002271	XM_001586934.1.p1	TC012410.p1
OG0002272	XM_001586937.1.p1	TC012546.p1
OG0002273	XM_001591151.1.p1	TC012945.p1
OG0002275	XM_001585928.1.p1	TC013212.p1
OG0002277	XM_001585418.1.p1	TC003909.p1
OG0002278	XM_001585413.1.p1	TC000047.p1
OG0002279	XM_001598923.1.p1	TC007395.p1
OG0002280	XM_001598934.1.p1	TC000144.p1
OG0002281	XM_001586753.1.p1	TC012660.p1
OG0002282	XM_001586758.1.p1	TC001970.p1
OG0002283	XM_001586785.1.p1	TC007422.p1
OG0002285	XM_001586777.1.p1	TC002738.p1
OG0002286	XM_001597488.1.p1	TC033263.p1
OG0002287	XM_001585249.1.p1	TC010049.p1
OG0002289	XM_001585235.1.p1	TC011200.p1
OG0002291	XM_001589087.1.p1	TC007497.p1
OG0002292	XM_001589086.1.p1	TC013863.p1
OG0002293	XM_001589080.1.p1	TC007942.p1
OG0002294	XM_001589079.1.p1	TC008671.p1
OG0002297	XM_001593699.1.p1	TC009042.p1
OG0002298	XM_001593700.1.p1	TC015022.p1
OG0002299	XM_001593506.1.p1	TC004458.p1
OG0002300	XM_001593500.1.p1	TC007037.p1
OG0002301	XM_001588745.1.p1	TC009427.p1
OG0002303	XM_001586872.1.p1	TC013052.p1
OG0002304	XM_001586877.1.p1	TC030768.p1
OG0002305	XM_001591440.1.p1	TC013340.p1
OG0002307	XM_001587250.1.p1	TC014480.p1
OG0002308	XM_001593342.1.p1	TC004876.p1
OG0002309	XM_001593343.1.p1	TC008382.p1
OG0002311	XM_001590381.1.p1	TC004842.p1
OG0002312	XM_001590382.1.p1	TC011519.p1
OG0002313	XM_001590386.1.p1	TC003204.p1
OG0002314	XM_001590387.1.p1	TC009997.p1
OG0002316	XM_001585587.1.p1	TC012873.p1
OG0002317	XM_001585598.1.p1	TC010772.p1
OG0002321	XM_001596850.1.p1	TC000179.p1
OG0002322	XM_001596852.1.p1	TC010409.p1
OG0002323	XM_001596857.1.p1	TC015385.p1
OG0002324	XM_001596863.1.p1	TC015540.p1
OG0002325	XM_001594523.1.p1	TC004394.p1
OG0002326	XM_001594499.1.p1	TC002330.p1
OG0002327	XM_001586963.1.p1	TC009968.p1
OG0002329	XM_001594176.1.p1	TC015921.p1
OG0002330	XM_001593765.1.p1	TC013056.p1
OG0002331	XM_001593760.1.p1	TC014466.p1
OG0002332	XM_001593750.1.p1	TC000614.p1
OG0002333	XM_001593751.1.p1	TC007747.p1
OG0002334	XM_001593754.1.p1	TC003435.p1
OG0002335	XM_001593758.1.p1	TC005722.p1
OG0002336	XM_001593739.1.p1	TC033630.p1
OG0002337	XM_001593203.1.p1	TC010029.p1
OG0002339	XM_001593221.1.p1	TC003078.p1
OG0002340	XM_001589822.1.p1	TC006818.p1
OG0002341	XM_001589811.1.p1	TC014610.p1
OG0002342	XM_001595341.1.p1	TC002130.p1
OG0002344	XM_001591408.1.p1	TC003692.p1
OG0002345	XM_001591400.1.p1	TC011476.p1
OG0002346	XM_001597070.1.p1	TC007281.p1
OG0002348	XM_001594427.1.p1	TC015420.p1
OG0002349	XM_001594433.1.p1	TC009539.p1
OG0002351	XM_001594464.1.p1	TC007208.p1
OG0002353	XM_001592963.1.p1	TC007976.p1
OG0002355	XM_001592956.1.p1	TC009471.p1
OG0002356	XM_001592934.1.p1	TC000849.p1
OG0002357	XM_001597052.1.p1	TC006380.p1
OG0002358	XM_001597045.1.p1	TC030625.p1
OG0002359	XM_001597030.1.p1	TC005188.p1
OG0002360	XM_001596917.1.p1	TC016111.p1
OG0002364	XM_001590273.1.p1	TC003426.p1
OG0002365	XM_001584763.1.p1	TC012058.p1
OG0002366	XM_001584752.1.p1	TC010442.p1
OG0002367	XM_001584751.1.p1	TC014339.p1
OG0002368	XM_001584778.1.p1	TC016306.p1
OG0002370	XM_001588449.1.p1	TC009380.p1
OG0002371	XM_001586317.1.p1	TC000537.p1
OG0002373	XM_001588828.1.p1	TC008646.p1
OG0002374	XM_001588822.1.p1	TC016304.p1
OG0002377	XM_001589035.1.p1	TC009729.p1
OG0002378	XM_001589062.1.p1	TC012449.p1
OG0002379	XM_001585103.1.p1	TC000243.p1
OG0002381	XM_001592062.1.p1	TC006451.p1
OG0002382	XM_001597911.1.p1	TC013007.p1
OG0002384	XM_001597927.1.p1	TC005758.p1
OG0002386	XM_001594909.1.p1	TC008881.p1
OG0002388	XM_001594962.1.p1	TC006009.p1
OG0002389	XM_001591527.1.p1	TC012192.p1
OG0002390	XM_001591496.1.p1	TC003310.p1
OG0002391	XM_001591504.1.p1	TC007735.p1
OG0002392	XM_001591521.1.p1	TC011073.p1
OG0002393	XM_001588553.1.p1	TC000825.p1
OG0002394	XM_001587563.1.p1	TC015071.p1
OG0002395	XM_001587531.1.p1	TC030731.p1
OG0002396	XM_001584681.1.p1	TC011830.p1
OG0002397	XM_001584674.1.p1	TC006514.p1
OG0002400	XM_001590499.1.p1	TC010852.p1
OG0002401	XM_001590457.1.p1	TC011120.p1
OG0002402	XM_001592716.1.p1	TC009597.p1
OG0002404	XM_001592660.1.p1	TC014174.p1
OG0002405	XM_001597320.1.p1	TC012725.p1
OG0002406	XM_001597307.1.p1	TC014963.p1
OG0002407	XM_001597306.1.p1	TC011127.p1
OG0002408	XM_001593670.1.p1	TC014633.p1
OG0002410	XM_001589978.1.p1	TC011607.p1
OG0002412	XM_001587684.1.p1	TC002940.p1
OG0002413	XM_001587690.1.p1	TC011794.p1
OG0002414	XM_001587691.1.p1	TC002097.p1
OG0002415	XM_001587707.1.p1	TC007178.p1
OG0002416	XM_001587712.1.p1	TC003140.p1
OG0002420	XM_001590140.1.p1	TC011813.p1
OG0002422	XM_001590117.1.p1	TC012172.p1
OG0002423	XM_001590101.1.p1	TC013870.p1
OG0002424	XM_001590100.1.p1	TC004829.p1
OG0002425	XM_001589982.1.p1	TC012105.p1
OG0002428	XM_001588031.1.p1	TC010045.p1
OG0002429	XM_001588043.1.p1	TC010518.p1
OG0002430	XM_001588056.1.p1	TC009967.p1
OG0002431	XM_001588064.1.p1	TC004939.p1
OG0002432	XM_001588090.1.p1	TC005981.p1
OG0002433	XM_001588089.1.p1	TC003672.p1
OG0002434	XM_001588092.1.p1	TC030879.p1
OG0002435	XM_001594282.1.p1	TC012735.p1
OG0002438	XM_001586803.1.p1	TC013885.p1
OG0002439	XM_001586844.1.p1	TC006554.p1
OG0002440	XM_001586854.1.p1	TC009600.p1
OG0002441	XM_001585322.1.p1	TC008383.p1
OG0002442	XM_001585280.1.p1	TC011076.p1
OG0002443	XM_001585278.1.p1	TC014471.p1
OG0002445	XM_001585275.1.p1	TC007510.p1
OG0002446	XM_001585121.1.p1	TC031253.p1
OG0002448	XM_001598786.1.p1	TC005395.p1
OG0002449	XM_001598761.1.p1	TC006776.p1
OG0002450	XM_001588694.1.p1	TC014047.p1
OG0002451	XM_001591624.1.p1	TC032227.p1
OG0002452	XM_001591626.1.p1	TC008261.p1
OG0002453	XM_001591629.1.p1	TC003020.p1
OG0002454	XM_001591632.1.p1	TC013478.p1
OG0002455	XM_001591633.1.p1	TC004605.p1
OG0002456	XM_001597107.1.p1	TC000195.p1
OG0002459	XM_001597089.1.p1	TC033397.p1
OG0002460	XM_001597087.1.p1	TC006360.p1
OG0002461	XM_001597632.1.p1	TC007444.p1
OG0002462	XM_001597626.1.p1	TC007093.p1
OG0002463	XM_001593937.1.p1	TC007846.p1
OG0002468	XM_001593573.1.p1	TC007993.p1
OG0002470	XM_001593610.1.p1	TC014142.p1
OG0002471	XM_001594024.1.p1	TC012375.p1
OG0002472	XM_001590011.1.p1	TC010569.p1
OG0002473	XM_001590009.1.p1	TC008848.p1
OG0002474	XM_001590008.1.p1	TC013937.p1
OG0002475	XM_001595210.1.p1	TC013887.p1
OG0002477	XM_001595158.1.p1	TC007629.p1
OG0002478	XM_001592753.1.p1	TC008486.p1
OG0002480	XM_001593013.1.p1	TC003673.p1
OG0002481	XM_001593009.1.p1	TC010613.p1
OG0002482	XM_001593007.1.p1	TC030657.p1
OG0002483	XM_001592999.1.p1	TC013790.p1
OG0002484	XM_001588998.1.p1	TC006900.p1
OG0002485	XM_001588997.1.p1	TC030595.p1
OG0002486	XM_001588995.1.p1	TC012898.p1
OG0002487	XM_001588990.1.p1	TC005820.p1
OG0002488	XM_001588986.1.p1	TC009870.p1
OG0002490	XM_001588980.1.p1	TC012697.p1
OG0002491	XM_001597841.1.p1	TC013683.p1
OG0002492	XM_001597846.1.p1	TC011896.p1
OG0002493	XM_001597853.1.p1	TC011978.p1
OG0002494	XM_001597856.1.p1	TC015193.p1
OG0002495	XM_001597857.1.p1	TC007221.p1
OG0002496	XM_001590717.1.p1	TC008136.p1
OG0002497	XM_001590705.1.p1	TC009555.p1
OG0002498	XM_001590696.1.p1	TC008801.p1
OG0002500	XM_001590591.1.p1	TC013835.p1
OG0002502	XM_001590579.1.p1	TC005516.p1
OG0002503	XM_001590757.1.p1	TC003307.p1
OG0002504	XM_001587281.1.p1	TC009710.p1
