Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Verticillium_dahliae_rna_prot
OG0002986	XM_001595969.1.p1	XM_009652436.1.p1
OG0002987	XM_001589442.1.p1	XM_009653464.1.p1
OG0002988	XM_001589623.1.p1	XM_009657842.1.p1
OG0002989	XM_001586520.1.p1	XM_009653809.1.p1
OG0002990	XM_001591809.1.p1	XM_009658831.1.p1
OG0002991	XM_001593792.1.p1	XM_009657809.1.p1
OG0002992	XM_001588178.1.p1	XM_009656630.1.p1
OG0002993	XM_001588043.1.p1	XM_009659380.1.p1
OG0002994	XM_001586777.1.p1	XM_009651300.1.p1
OG0002995	XM_001587761.1.p1	XM_009658357.1.p1
OG0002996	XM_001587815.1.p1	XM_009658383.1.p1
OG0002997	XM_001591052.1.p1	XM_009652059.1.p1
OG0002998	XM_001587294.1.p1	XM_009657902.1.p1
OG0002999	XM_001587735.1.p1	XM_009659647.1.p1
OG0003000	XM_001597103.1.p1	XM_009656800.1.p1
OG0003001	XM_001584517.1.p1	XM_009651968.1.p1
OG0003002	XM_001591859.1.p1	XM_009655479.1.p1, XM_009658893.1.p1
OG0003003	XM_001591033.1.p1	XM_009655192.1.p1
OG0003004	XM_001597280.1.p1	XM_009655666.1.p1
OG0003005	XM_001597771.1.p1	XM_009650213.1.p1
OG0003007	XM_001587364.1.p1	XM_009657919.1.p1
OG0003008	XM_001598051.1.p1	XM_009659305.1.p1
OG0003009	XM_001595951.1.p1	XM_009652375.1.p1
OG0003010	XM_001590494.1.p1	XM_009659948.1.p1
OG0003011	XM_001590780.1.p1	XM_009651929.1.p1
OG0003012	XM_001595070.1.p1	XM_009659774.1.p1
OG0003013	XM_001592305.1.p1	XM_009657138.1.p1
OG0003014	XM_001589192.1.p1	XM_009656941.1.p1
OG0003015	XM_001596725.1.p1	XM_009651986.1.p1
OG0003016	XM_001590554.1.p1	XM_009659860.1.p1
OG0003017	XM_001590557.1.p1	XM_009660010.1.p1
OG0003018	XM_001598650.1.p1	XM_009660219.1.p1
OG0003019	XM_001590895.1.p1	XM_009652095.1.p1
OG0003020	XM_001589194.1.p1	XM_009650858.1.p1
OG0003021	XM_001595968.1.p1	XM_009652437.1.p1
OG0003022	XM_001596914.1.p1	XM_009651110.1.p1
OG0003023	XM_001592701.1.p1	XM_009659116.1.p1
OG0003024	XM_001586215.1.p1	XM_009650905.1.p1
OG0003025	XM_001585541.1.p1	XM_009658049.1.p1
OG0003027	XM_001596149.1.p1	XM_009652466.1.p1
OG0003028	XM_001592133.1.p1	XM_009658936.1.p1
OG0003031	XM_001592864.1.p1	XM_009659271.1.p1
OG0003033	XM_001590715.1.p1	XM_009651763.1.p2
OG0003036	XM_001584919.1.p1	XM_009657241.1.p1
OG0003051	XM_001589188.1.p1	XM_009650859.1.p1
OG0003052	XM_001585822.1.p1	XM_009651230.1.p1
OG0003053	XM_001596467.1.p1	XM_009652216.1.p1
OG0003054	XM_001595087.1.p1	XM_009655294.1.p1
OG0003056	XM_001591810.1.p1	XM_009658830.1.p1
OG0003057	XM_001585366.1.p1	XM_009658941.1.p1
OG0003059	XM_001586749.1.p1	XM_009649708.1.p1
OG0003062	XM_001592550.1.p1	XM_009656154.1.p1, XM_009650068.1.p1
OG0003064	XM_001591537.1.p1	XM_009659659.1.p1
OG0003065	XM_001598008.1.p1	XM_009656369.1.p1
OG0003066	XM_001598307.1.p1	XM_009655923.1.p1
OG0003067	XM_001588972.1.p1	XM_009654271.1.p1
OG0003070	XM_001585280.1.p1	XM_009658824.1.p1
OG0003071	XM_001595413.1.p1	XM_009653298.1.p1
OG0003072	XM_001585286.1.p1	XM_009658848.1.p1
OG0003073	XM_001585418.1.p1	XM_009659329.1.p1
OG0003074	XM_001585942.1.p1	XM_009657963.1.p1
OG0003075	XM_001596323.1.p1	XM_009651723.1.p1
OG0003076	XM_001596385.1.p1	XM_009659021.1.p1
OG0003077	XM_001593929.1.p1	XM_009657942.1.p1
OG0003078	XM_001593880.1.p1	XM_009655969.1.p1
OG0003079	XM_001593867.1.p1	XM_009655977.1.p1
OG0003080	XM_001597105.1.p1	XM_009656798.1.p1
OG0003081	XM_001585098.1.p1	XM_009652122.1.p1
OG0003082	XM_001587691.1.p1	XM_009658389.1.p1
OG0003083	XM_001585084.1.p1	XM_009656834.1.p1
OG0003084	XM_001597399.1.p1	XM_009656061.1.p1
OG0003085	XM_001586447.1.p1	XM_009653676.1.p1
OG0003086	XM_001593449.1.p1	XM_009651640.1.p1
OG0003087	XM_001591458.1.p1	XM_009658877.1.p1
OG0003088	XM_001595084.1.p1	XM_009658109.1.p1, XM_009655104.1.p1, XM_009659989.1.p1
OG0003089	XM_001597507.1.p1	XM_009654864.1.p1
OG0003090	XM_001598219.1.p1	XM_009650514.1.p1
OG0003092	XM_001592145.1.p1	XM_009655611.1.p1
OG0003093	XM_001595110.1.p1	XM_009655546.1.p1
OG0003094	XM_001598396.1.p1	XM_009655183.1.p1
OG0003095	XM_001584965.1.p1	XM_009657429.1.p1
OG0003096	XM_001584584.1.p1	XM_009651347.1.p1
OG0003097	XM_001596861.1.p1	XM_009652559.1.p1
OG0003098	XM_001591064.1.p1	XM_009657143.1.p1
OG0003099	XM_001584720.1.p1	XM_009657036.1.p1
OG0003100	XM_001591398.1.p1	XM_009651132.1.p1
OG0003101	XM_001587162.1.p1	XM_009649845.1.p1
OG0003102	XM_001594211.1.p1	XM_009650800.1.p1
OG0003103	XM_001593013.1.p1	XM_009659362.1.p1
OG0003105	XM_001594297.1.p1	XM_009659823.1.p1
OG0003106	XM_001589783.1.p1	XM_009656363.1.p1
OG0003107	XM_001592963.1.p1	XM_009655776.1.p1
OG0003108	XM_001590679.1.p1	XM_009659695.1.p1
OG0003109	XM_001595512.1.p1	XM_009651250.1.p1
OG0003110	XM_001590598.1.p1	XM_009659984.1.p1
OG0003111	XM_001590591.1.p1	XM_009659978.1.p1
OG0003112	XM_001590553.1.p1	XM_009659861.1.p1
OG0003113	XM_001590855.1.p1	XM_009652165.1.p1
OG0003114	XM_001593285.1.p1	XM_009649802.1.p1
OG0003115	XM_001597789.1.p1	XM_009656003.1.p1
OG0003116	XM_001592011.1.p1	XM_009654311.1.p1
OG0003117	XM_001590014.1.p1	XM_009660161.1.p1
OG0003118	XM_001590931.1.p1	XM_009656846.1.p1
OG0003119	XM_001597626.1.p1	XM_009651742.1.p1
OG0003120	XM_001593852.1.p1	XM_009653228.1.p1
OG0003121	XM_001585563.1.p1	XM_009652442.1.p1
OG0003122	XM_001588060.1.p1	XM_009651478.1.p1
OG0003124	XM_001594372.1.p1	XM_009650647.1.p1
OG0003125	XM_001595203.1.p1	XM_009655117.1.p1
OG0003126	XM_001594982.1.p1	XM_009650310.1.p1
OG0003127	XM_001591119.1.p1	XM_009655772.1.p1
OG0003128	XM_001598252.1.p1	XM_009653184.1.p1, XM_009654442.1.p1
OG0003129	XM_001587550.1.p1	XM_009655297.1.p1
OG0003130	XM_001591279.1.p1	XM_009658387.1.p1
OG0003131	XM_001588990.1.p1	XM_009658970.1.p1
OG0003132	XM_001589736.1.p1	XM_009654510.1.p1
OG0003133	XM_001587224.1.p1	XM_009654134.1.p1
OG0003134	XM_001595329.1.p1	XM_009657673.1.p1
OG0003135	XM_001597179.1.p1	XM_009650878.1.p1
OG0003136	XM_001594282.1.p1	XM_009650750.1.p1
OG0003137	XM_001593489.1.p1	XM_009657853.1.p1
OG0003138	XM_001596180.1.p1	XM_009652419.1.p1
OG0003140	XM_001591076.1.p1	XM_009657141.1.p1
OG0003141	XM_001587258.1.p1	XM_009659193.1.p1
OG0003142	XM_001587260.1.p1	XM_009659111.1.p1
OG0003144	XM_001588319.1.p1	XM_009650368.1.p1
OG0003146	XM_001595345.1.p1	XM_009658593.1.p1
OG0003149	XM_001597965.1.p1	XM_009655092.1.p1
OG0003150	XM_001594558.1.p1	XM_009656907.1.p1
OG0003151	XM_001585924.1.p1	XM_009656738.1.p1
OG0003152	XM_001594909.1.p1	XM_009655359.1.p1
OG0003153	XM_001596855.1.p1	XM_009652556.1.p1
OG0003153	XM_001592935.1.p1	XM_009649963.1.p1
OG0003154	XM_001591460.1.p1	XM_009658881.1.p1
OG0003155	XM_001597217.1.p1	XM_009650189.1.p1
OG0003157	XM_001584915.1.p1	XM_009652158.1.p1
OG0003158	XM_001596121.1.p1	XM_009656668.1.p1
OG0003159	XM_001598215.1.p1	XM_009652383.1.p1
OG0003160	XM_001596009.1.p1	XM_009651324.1.p1
OG0003161	XM_001598525.1.p1	XM_009659359.1.p1
OG0003162	XM_001596705.1.p1	XM_009650712.1.p1
OG0003165	XM_001592421.1.p1	XM_009651162.1.p1
OG0003166	XM_001592428.1.p1	XM_009650816.1.p1
OG0003167	XM_001586030.1.p1	XM_009653140.1.p1
OG0003168	XM_001594113.1.p1	XM_009657814.1.p1
OG0003169	XM_001593747.1.p1	XM_009651482.1.p1
OG0003171	XM_001596895.1.p1	XM_009657090.1.p1
OG0003172	XM_001597307.1.p1	XM_009652588.1.p1
OG0003173	XM_001594593.1.p1	XM_009650552.1.p1
OG0003174	XM_001587964.1.p1	XM_009650299.1.p1
OG0003176	XM_001596374.1.p1	XM_009650077.1.p1
OG0003177	XM_001598258.1.p1, XM_001593627.1.p1	XM_009651536.1.p1
OG0003178	XM_001593599.1.p1, XM_001598365.1.p1	XM_009652991.1.p1
OG0003179	XM_001598884.1.p1	XM_009650378.1.p1
OG0003180	XM_001585425.1.p1	XM_009658741.1.p1
OG0003182	XM_001585321.1.p1	XM_009658938.1.p1
OG0003183	XM_001585430.1.p1	XM_009655151.1.p1
OG0003185	XM_001587727.1.p1	XM_009649738.1.p1
OG0003186	XM_001586641.1.p1	XM_009651188.1.p1
OG0003187	XM_001591792.1.p1	XM_009658841.1.p1
OG0003189	XM_001591454.1.p1	XM_009658875.1.p1
OG0003190	XM_001590532.1.p1	XM_009659873.1.p1
OG0003191	XM_001593118.1.p1	XM_009658057.1.p1
OG0003192	XM_001590578.1.p1	XM_009652164.1.p1
OG0003193	XM_001597589.1.p1	XM_009656542.1.p1
OG0003194	XM_001589109.1.p1	XM_009656816.1.p1
OG0003195	XM_001590563.1.p1	XM_009657626.1.p1
OG0003196	XM_001589671.1.p1	XM_009653391.1.p1
OG0003198	XM_001591928.1.p1	XM_009654207.1.p1
OG0003200	XM_001589645.1.p1	XM_009651925.1.p1
OG0003201	XM_001593558.1.p1	XM_009657791.1.p1
OG0003202	XM_001593700.1.p1	XM_009659800.1.p1
OG0003203	XM_001589250.1.p1	XM_009651963.1.p1
OG0003204	XM_001584949.1.p1	XM_009659994.1.p1
OG0003205	XM_001589240.1.p1	XM_009656840.1.p1
OG0003206	XM_001597928.1.p1	XM_009651907.1.p1
OG0003207	XM_001588745.1.p1	XM_009651675.1.p1
OG0003209	XM_001596670.1.p1	XM_009651372.1.p1
OG0003211	XM_001596689.1.p1	XM_009650691.1.p1
OG0003212	XM_001596615.1.p1	XM_009657116.1.p1
OG0003213	XM_001592922.1.p1	XM_009659527.1.p1
OG0003214	XM_001596003.1.p1	XM_009656335.1.p1
OG0003215	XM_001587605.1.p1	XM_009651331.1.p1
OG0003216	XM_001589164.1.p1	XM_009652557.1.p1
OG0003217	XM_001588614.1.p1	XM_009653742.1.p1
OG0003218	XM_001595417.1.p1	XM_009658637.1.p1
OG0003219	XM_001598049.1.p1	XM_009659303.1.p1
OG0003220	XM_001585644.1.p1	XM_009660084.1.p1
OG0003221	XM_001591959.1.p1	XM_009658766.1.p1
OG0003222	XM_001585672.1.p1	XM_009652005.1.p1
OG0003223	XM_001588742.1.p1	XM_009651678.1.p1
OG0003224	XM_001593069.1.p1	XM_009659374.1.p1
OG0003225	XM_001597345.1.p1	XM_009656071.1.p1
OG0003226	XM_001595514.1.p1	XM_009657214.1.p1
OG0003227	XM_001588216.1.p1	XM_009655812.1.p1
OG0003228	XM_001587075.1.p1	XM_009649854.1.p1
OG0003229	XM_001593231.1.p1	XM_009658978.1.p1
OG0003230	XM_001597825.1.p1	XM_009656693.1.p1
OG0003232	XM_001594965.1.p1	XM_009653627.1.p1
OG0003233	XM_001592493.1.p1	XM_009651111.1.p1
OG0003234	XM_001591120.1.p1	XM_009655773.1.p1
OG0003235	XM_001585249.1.p1	XM_009659977.1.p1
OG0003236	XM_001595449.1.p1	XM_009655569.1.p1
OG0003238	XM_001594142.1.p1	XM_009653101.1.p1
OG0003239	XM_001587283.1.p1	XM_009657905.1.p1
OG0003240	XM_001586564.1.p1	XM_009651996.1.p1
OG0003241	XM_001596850.1.p1	XM_009652554.1.p1
OG0003242	XM_001595014.1.p1	XM_009658556.1.p1
OG0003243	XM_001586272.1.p1	XM_009651117.1.p1
OG0003244	XM_001596796.1.p1	XM_009655717.1.p1
OG0003245	XM_001596010.1.p1	XM_009651325.1.p1
OG0003246	XM_001591867.1.p1	XM_009653794.1.p1
OG0003247	XM_001595725.1.p1	XM_009655822.1.p1
OG0003248	XM_001588320.1.p1	XM_009650367.1.p1
OG0003249	XM_001589272.1.p1	XM_009651833.1.p1
OG0003250	XM_001595462.1.p1	XM_009655535.1.p1
OG0003251	XM_001598737.1.p1	XM_009652879.1.p1
OG0003252	XM_001597236.1.p1	XM_009654719.1.p1
OG0003253	XM_001598173.1.p1	XM_009659306.1.p1
OG0003254	XM_001598403.1.p1	XM_009655184.1.p1
OG0003255	XM_001596492.1.p1	XM_009653434.1.p1
OG0003256	XM_001597857.1.p1	XM_009656715.1.p1
OG0003258	XM_001585196.1.p1	XM_009657458.1.p1
OG0003259	XM_001585414.1.p1	XM_009655182.1.p1
OG0003260	XM_001595799.1.p1	XM_009656651.1.p1
OG0003261	XM_001597749.1.p1	XM_009657157.1.p1
OG0003262	XM_001588051.1.p1	XM_009657874.1.p1
OG0003263	XM_001595550.1.p1	XM_009657506.1.p1
OG0003264	XM_001591954.1.p1	XM_009658767.1.p1
OG0003265	XM_001589021.1.p1	XM_009654236.1.p1
OG0003266	XM_001593047.1.p1	XM_009659163.1.p1
OG0003267	XM_001598623.1.p1	XM_009656182.1.p1
OG0003268	XM_001589981.1.p1	XM_009654571.1.p1
OG0003269	XM_001592764.1.p1	XM_009655751.1.p1
OG0003270	XM_001593751.1.p1	XM_009651487.1.p1
OG0003271	XM_001593886.1.p1	XM_009659500.1.p1
OG0003272	XM_001589203.1.p1	XM_009650539.1.p1
OG0003274	XM_001587418.1.p1	XM_009653379.1.p1
OG0003275	XM_001587583.1.p1	XM_009653292.1.p1
OG0003276	XM_001586734.1.p1	XM_009658278.1.p1
OG0003277	XM_001592177.1.p1	XM_009657414.1.p1
OG0003278	XM_001598098.1.p1	XM_009659926.1.p1
OG0003279	XM_001585823.1.p1	XM_009651959.1.p1
OG0003280	XM_001597461.1.p1	XM_009657145.1.p1
OG0003281	XM_001589324.1.p1	XM_009650952.1.p1
OG0003282	XM_001596197.1.p1	XM_009652331.1.p1
OG0003283	XM_001587096.1.p1	XM_009649865.1.p1
OG0003284	XM_001594209.1.p1	XM_009657174.1.p1
OG0003285	XM_001597598.1.p1	XM_009651090.1.p1
OG0003286	XM_001591177.1.p1	XM_009651167.1.p1
OG0003288	XM_001586805.1.p1	XM_009649728.1.p1
OG0003289	XM_001586637.1.p1	XM_009658438.1.p1
OG0003290	XM_001586740.1.p1	XM_009649744.1.p1
OG0003291	XM_001594716.1.p1	XM_009650097.1.p1
OG0003292	XM_001596873.1.p1	XM_009652573.1.p1
OG0003293	XM_001597391.1.p1	XM_009656420.1.p1
OG0003294	XM_001595617.1.p1	XM_009654727.1.p1
OG0003295	XM_001590749.1.p1	XM_009659856.1.p1
OG0003296	XM_001595341.1.p1	XM_009658651.1.p1
OG0003297	XM_001587270.1.p1	XM_009655138.1.p1
OG0003298	XM_001597311.1.p1	XM_009652596.1.p1
OG0003299	XM_001594490.1.p1	XM_009659538.1.p1
OG0003300	XM_001589049.1.p1	XM_009659441.1.p1
OG0003301	XM_001597951.1.p1	XM_009655075.1.p1
OG0003302	XM_001595139.1.p1	XM_009657700.1.p1
OG0003303	XM_001597402.1.p1	XM_009656397.1.p1
OG0003304	XM_001598242.1.p1	XM_009655914.1.p1
OG0003305	XM_001586439.1.p1	XM_009654602.1.p1
OG0003307	XM_001595073.1.p1	XM_009658565.1.p1
OG0003308	XM_001597432.1.p1	XM_009655660.1.p1
OG0003312	XM_001596498.1.p1	XM_009653431.1.p1
OG0003313	XM_001592434.1.p1	XM_009652568.1.p1
OG0003314	XM_001585167.1.p1	XM_009651247.1.p1
OG0003315	XM_001594584.1.p1	XM_009650625.1.p1
OG0003316	XM_001593322.1.p1	XM_009649941.1.p1
OG0003317	XM_001586229.1.p1	XM_009657125.1.p1
OG0003318	XM_001594826.1.p1	XM_009650573.1.p1
OG0003319	XM_001590508.1.p1	XM_009659961.1.p1
OG0003320	XM_001596495.1.p1	XM_009653433.1.p1
OG0003321	XM_001589643.1.p1	XM_009651927.1.p1
OG0003322	XM_001592939.1.p1	XM_009649959.1.p1
OG0003323	XM_001593933.1.p1	XM_009653315.1.p1
OG0003324	XM_001588704.1.p1	XM_009655958.1.p1
OG0003325	XM_001591449.1.p1	XM_009653901.1.p1
OG0003326	XM_001587707.1.p1	XM_009654068.1.p1
OG0003327	XM_001593157.1.p1	XM_009655636.1.p1, XM_009658951.1.p1
OG0003328	XM_001586936.1.p1	XM_009658347.1.p1
OG0003329	XM_001598553.1.p1	XM_009650346.1.p1
OG0003329	XM_001594202.1.p1	XM_009652469.1.p1
OG0003330	XM_001584812.1.p1	XM_009653426.1.p1
OG0003331	XM_001596990.1.p1	XM_009657059.1.p1
OG0003332	XM_001595057.1.p1	XM_009658549.1.p1
OG0003333	XM_001594860.1.p1	XM_009659547.1.p1
OG0003335	XM_001598921.1.p1	XM_009653266.1.p1
OG0003336	XM_001596912.1.p1	XM_009650810.1.p1
OG0003337	XM_001592327.1.p1	XM_009651092.1.p1
OG0003338	XM_001592307.1.p1	XM_009651104.1.p1
OG0003339	XM_001588779.1.p1	XM_009655840.1.p1
OG0003340	XM_001598795.1.p1	XM_009653248.1.p1
OG0003341	XM_001592462.1.p1	XM_009651156.1.p1
OG0003342	XM_001591065.1.p1	XM_009657144.1.p1
OG0003343	XM_001594660.1.p1	XM_009650590.1.p1
OG0003344	XM_001594948.1.p1	XM_009657037.1.p1
OG0003345	XM_001587331.1.p1	XM_009650455.1.p1
OG0003346	XM_001598214.1.p1	XM_009652396.1.p1
OG0003347	XM_001596020.1.p1	XM_009656339.1.p1
OG0003348	XM_001590681.1.p1	XM_009659689.1.p1
OG0003349	XM_001598046.1.p1	XM_009659301.1.p1
OG0003350	XM_001591577.1.p1	XM_009654629.1.p1
OG0003351	XM_001597094.1.p1	XM_009656790.1.p1
OG0003352	XM_001588979.1.p1	XM_009658960.1.p1
OG0003353	XM_001589786.1.p1	XM_009650476.1.p1
OG0003354	XM_001588134.1.p1	XM_009657986.1.p1
OG0003355	XM_001598389.1.p1	XM_009658656.1.p1
OG0003356	XM_001590143.1.p1	XM_009655170.1.p1
OG0003358	XM_001594599.1.p1	XM_009650853.1.p1
OG0003359	XM_001593636.1.p1	XM_009657836.1.p1
OG0003360	XM_001585701.1.p1	XM_009657043.1.p1
OG0003361	XM_001588263.1.p1, XM_001591372.1.p1	XM_009655907.1.p1
OG0003362	XM_001588054.1.p1	XM_009657876.1.p1
OG0003363	XM_001594176.1.p1	XM_009650034.1.p1
OG0003364	XM_001592492.1.p1	XM_009651112.1.p1
OG0003365	XM_001585480.1.p1	XM_009656407.1.p1
OG0003366	XM_001594145.1.p1	XM_009653098.1.p1
OG0003367	XM_001588998.1.p1	XM_009658864.1.p1
OG0003368	XM_001593512.1.p1	XM_009651471.1.p1
OG0003369	XM_001588660.1.p1	XM_009651626.1.p1
OG0003370	XM_001586318.1.p1	XM_009655368.1.p1
OG0003371	XM_001586608.1.p1	XM_009658922.1.p1
OG0003372	XM_001591750.1.p1	XM_009658707.1.p1
OG0003373	XM_001584600.1.p1	XM_009652500.1.p1
OG0003374	XM_001597197.1.p1	XM_009656978.1.p1
OG0003375	XM_001586263.1.p1	XM_009650581.1.p1
OG0003376	XM_001597884.1.p1	XM_009658689.1.p1
OG0003377	XM_001591473.1.p1	XM_009658806.1.p1
OG0003378	XM_001588267.1.p1	XM_009652929.1.p1
OG0003379	XM_001595836.1.p1	XM_009656402.1.p1
OG0003380	XM_001592923.1.p1	XM_009659528.1.p1
OG0003381	XM_001588707.1.p1	XM_009655957.1.p1
OG0003382	XM_001592954.1.p1	XM_009659127.1.p1
OG0003383	XM_001588128.1.p1	XM_009654599.1.p1
OG0003384	XM_001595158.1.p1	XM_009657702.1.p1
OG0003385	XM_001588278.1.p1	XM_009658833.1.p1
OG0003387	XM_001586862.1.p1	XM_009654085.1.p1
OG0003388	XM_001590673.1.p1	XM_009660001.1.p1
OG0003389	XM_001585114.1.p1	XM_009652701.1.p1
OG0003390	XM_001585517.1.p1	XM_009653275.1.p1
OG0003391	XM_001590649.1.p1	XM_009655656.1.p1
OG0003392	XM_001598687.1.p1	XM_009658559.1.p1
OG0003393	XM_001590846.1.p1	XM_009657433.1.p1
OG0003394	XM_001596939.1.p1	XM_009651159.1.p1
OG0003395	XM_001596113.1.p1	XM_009655877.1.p1
OG0003396	XM_001589794.1.p1	XM_009655797.1.p1
OG0003397	XM_001593343.1.p1	XM_009659568.1.p1
OG0003398	XM_001586421.1.p1	XM_009658927.1.p1
OG0003399	XM_001589918.1.p1	XM_009660160.1.p1
OG0003400	XM_001593178.1.p1	XM_009653860.1.p1
OG0003401	XM_001590815.1.p1	XM_009659888.1.p1
OG0003402	XM_001586464.1.p1	XM_009655154.1.p1
OG0003403	XM_001597269.1.p1	XM_009654874.1.p1
OG0003404	XM_001596802.1.p1	XM_009650255.1.p1
OG0003405	XM_001587610.1.p1	XM_009652333.1.p1
OG0003406	XM_001587717.1.p1	XM_009658395.1.p1
OG0003407	XM_001598175.1.p1	XM_009659299.1.p1
OG0003408	XM_001587963.1.p1	XM_009650297.1.p1
OG0003410	XM_001595881.1.p1	XM_009652481.1.p1
OG0003411	XM_001585283.1.p1	XM_009658825.1.p1
OG0003412	XM_001590120.1.p1	XM_009653753.1.p1
OG0003413	XM_001588822.1.p1	XM_009652987.1.p1
OG0003415	XM_001591820.1.p1	XM_009653810.1.p1
OG0003416	XM_001587863.1.p1	XM_009651286.1.p1
OG0003417	XM_001596400.1.p1	XM_009657932.1.p1
OG0003418	XM_001589540.1.p1	XM_009657736.1.p1
OG0003421	XM_001585025.1.p1, XM_001591799.1.p1	XM_009656100.1.p1
OG0003441	XM_001588645.1.p1	XM_009652944.1.p1
OG0003442	XM_001594839.1.p1	XM_009659018.1.p1
OG0003443	XM_001596301.1.p1	XM_009656228.1.p1
OG0003444	XM_001594046.1.p1	XM_009657852.1.p1
OG0003445	XM_001594187.1.p1	XM_009651030.1.p1
OG0003447	XM_001584893.1.p1	XM_009660011.1.p1
OG0003449	XM_001595157.1.p1	XM_009653218.1.p1
OG0003450	XM_001593234.1.p1	XM_009659289.1.p1
OG0003452	XM_001594134.1.p1, XM_001594135.1.p1	XM_009653117.1.p1
OG0003453	XM_001594150.1.p1	XM_009653095.1.p1
OG0003454	XM_001586039.1.p1	XM_009653126.1.p1
OG0003455	XM_001594673.1.p1	XM_009659519.1.p1
OG0003456	XM_001589970.1.p1	XM_009658928.1.p1
OG0003458	XM_001586189.1.p1	XM_009653505.1.p1
OG0003460	XM_001588946.1.p1	XM_009658731.1.p1
OG0003461	XM_001594812.1.p1	XM_009650915.1.p1, XM_009650125.1.p1
OG0003462	XM_001586624.1.p1	XM_009658914.1.p1
OG0003463	XM_001593620.1.p1	XM_009657977.1.p1
OG0003464	XM_001593941.1.p1	XM_009653172.1.p1
OG0003465	XM_001593806.1.p1	XM_009653159.1.p1
OG0003466	XM_001590936.1.p1	XM_009651938.1.p1
OG0003467	XM_001586757.1.p1	XM_009658526.1.p1
OG0003468	XM_001591242.1.p1	XM_009658334.1.p1
OG0003469	XM_001586933.1.p1	XM_009649752.1.p1
OG0003470	XM_001585081.1.p1	XM_009656832.1.p1
OG0003471	XM_001590483.1.p1	XM_009659854.1.p1
OG0003472	XM_001597970.1.p1	XM_009655089.1.p1
OG0003473	XM_001584604.1.p1	XM_009651359.1.p1
OG0003474	XM_001597871.1.p1	XM_009655070.1.p1
OG0003475	XM_001597322.1.p1	XM_009657058.1.p1
OG0003476	XM_001587748.1.p1	XM_009649755.1.p1
OG0003477	XM_001591518.1.p1	XM_009654210.1.p1
OG0003478	XM_001593754.1.p1	XM_009651486.1.p1
OG0003479	XM_001591839.1.p1	XM_009658834.1.p1
OG0003480	XM_001598382.1.p1	XM_009659724.1.p1
OG0003481	XM_001587517.1.p1	XM_009660044.1.p1
OG0003482	XM_001588746.1.p1	XM_009651621.1.p1
OG0003484	XM_001597281.1.p1	XM_009655667.1.p1
OG0003487	XM_001586278.1.p1	XM_009651344.1.p1
OG0003488	XM_001595109.1.p1	XM_009655545.1.p1
OG0003489	XM_001592466.1.p1	XM_009651151.1.p1
OG0003490	XM_001589812.1.p1	XM_009650131.1.p1
OG0003491	XM_001592398.1.p1	XM_009650807.1.p1
OG0003492	XM_001597449.1.p1	XM_009657169.1.p1
OG0003495	XM_001586170.1.p1	XM_009650579.1.p1
OG0003496	XM_001595557.1.p1	XM_009652208.1.p1
OG0003497	XM_001597721.1.p1	XM_009651980.1.p1
OG0003498	XM_001595387.1.p1	XM_009657779.1.p1
OG0003499	XM_001595916.1.p1	XM_009656385.1.p1
OG0003500	XM_001590274.1.p1	XM_009660166.1.p1
OG0003501	XM_001590212.1.p1	XM_009658699.1.p1
OG0003502	XM_001598123.1.p1	XM_009654655.1.p1
OG0003503	XM_001598077.1.p1	XM_009660076.1.p1
OG0003504	XM_001596665.1.p1	XM_009652047.1.p1
OG0003505	XM_001591548.1.p1	XM_009659656.1.p1
OG0003506	XM_001585769.1.p1	XM_009652110.1.p1
OG0003507	XM_001593346.1.p1	XM_009655623.1.p1
OG0003509	XM_001587611.1.p1	XM_009650457.1.p1
OG0003511	XM_001585539.1.p1	XM_009658048.1.p1
OG0003513	XM_001591903.1.p1	XM_009654268.1.p1
OG0003515	XM_001588058.1.p1	XM_009651492.1.p1
OG0003516	XM_001586821.1.p1	XM_009658519.1.p1
OG0003517	XM_001584615.1.p1, XM_001595458.1.p1, XM_001597603.1.p1	XM_009651353.1.p1
OG0003518	XM_001586913.1.p1, XM_001594238.1.p1	XM_009657716.1.p1
OG0003519	XM_001594594.1.p1	XM_009650553.1.p1
OG0003520	XM_001597504.1.p1	XM_009655240.1.p1
OG0003522	XM_001590343.1.p1	XM_009656631.1.p1
OG0003523	XM_001592894.1.p1	XM_009649875.1.p1
OG0003524	XM_001591078.1.p1	XM_009650651.1.p1
OG0003526	XM_001588333.1.p1	XM_009656074.1.p1
OG0003527	XM_001596267.1.p1	XM_009650002.1.p1
OG0003528	XM_001589927.1.p1	XM_009660154.1.p1
OG0003529	XM_001590205.1.p1	XM_009660126.1.p1
OG0003530	XM_001587934.1.p1	XM_009650197.1.p1
OG0003531	XM_001591496.1.p1	XM_009659322.1.p1
OG0003532	XM_001592001.1.p1	XM_009654606.1.p1
OG0003533	XM_001585977.1.p1	XM_009650021.1.p1
OG0003534	XM_001594357.1.p1	XM_009651725.1.p1
OG0003535	XM_001594248.1.p1	XM_009659450.1.p1
OG0003536	XM_001589994.1.p1	XM_009658786.1.p1
OG0003537	XM_001588898.1.p1	XM_009649799.1.p1
OG0003538	XM_001587765.1.p1	XM_009658353.1.p1
OG0003540	XM_001598800.1.p1	XM_009652940.1.p1
OG0003541	XM_001594287.1.p1	XM_009650748.1.p1
OG0003542	XM_001594552.1.p1	XM_009650674.1.p1
